""
"Test Method","Will_Huddleston_Disks.msm"
"Sample I. D.","WH38X.mss"
"Specimen Number","1"

"Load (N)","Time (s)","Extension (mm)","Stress (MPa)","Strain (mm/mm)"

3.91,0.200,-0.01013,0.729,0.000
3.92,0.300,-0.01013,0.730,0.000
3.92,0.400,-0.01013,0.730,0.000
3.93,0.500,-0.01013,0.731,0.000
3.92,0.600,-0.01009,0.731,0.000
3.92,0.700,-0.01009,0.730,0.000
3.93,0.800,-0.01009,0.732,0.000
3.93,0.900,-0.01004,0.733,0.000
3.93,1.000,-0.01004,0.733,0.000
3.94,1.100,-0.01004,0.733,0.000
3.92,1.200,-0.01000,0.731,0.000
3.93,1.300,-0.01000,0.732,0.000
3.94,1.400,-0.00996,0.733,0.000
3.95,1.500,-0.00996,0.737,0.000
3.97,1.600,-0.00992,0.740,0.000
4.00,1.700,-0.00988,0.746,0.000
4.06,1.800,-0.00984,0.756,0.000
4.14,1.900,-0.00975,0.772,0.000
4.22,2.000,-0.00963,0.787,0.000
4.30,2.100,-0.00950,0.801,0.000
4.39,2.200,-0.00934,0.819,0.000
4.45,2.300,-0.00921,0.829,0.000
4.51,2.400,-0.00909,0.840,0.000
4.56,2.500,-0.00896,0.850,0.000
4.61,2.600,-0.00884,0.859,0.000
4.65,2.700,-0.00867,0.867,0.000
4.69,2.800,-0.00855,0.874,0.000
4.73,2.900,-0.00842,0.882,0.000
4.78,3.000,-0.00826,0.890,0.000
4.82,3.100,-0.00813,0.897,0.000
4.84,3.200,-0.00801,0.903,0.000
4.90,3.300,-0.00784,0.914,0.000
4.91,3.400,-0.00772,0.916,0.000
4.94,3.500,-0.00755,0.921,0.000
4.98,3.600,-0.00743,0.929,0.000
4.99,3.700,-0.00730,0.930,0.000
5.03,3.800,-0.00714,0.937,0.000
5.05,3.900,-0.00701,0.940,0.000
5.08,4.000,-0.00684,0.946,0.000
5.11,4.100,-0.00668,0.952,0.000
5.14,4.200,-0.00655,0.958,0.000
5.16,4.300,-0.00639,0.962,0.000
5.20,4.400,-0.00622,0.968,0.000
5.23,4.500,-0.00610,0.975,0.000
5.25,4.600,-0.00593,0.979,0.000
5.28,4.700,-0.00576,0.983,0.000
5.30,4.800,-0.00560,0.987,0.000
5.33,4.900,-0.00539,0.994,0.000
5.36,5.000,-0.00522,0.998,0.000
5.39,5.100,-0.00506,1.004,0.000
5.42,5.200,-0.00485,1.010,0.000
5.44,5.300,-0.00464,1.014,0.000
5.50,5.400,-0.00443,1.025,0.000
5.53,5.500,-0.00423,1.030,0.000
5.54,5.600,-0.00402,1.033,0.000
5.58,5.700,-0.00381,1.040,0.000
5.59,5.800,-0.00360,1.042,0.000
5.61,5.900,-0.00340,1.046,0.000
5.63,6.000,-0.00319,1.050,0.000
5.67,6.100,-0.00298,1.057,0.000
5.70,6.200,-0.00277,1.062,0.000
5.73,6.300,-0.00261,1.067,0.000
5.74,6.400,-0.00240,1.070,0.000
5.76,6.500,-0.00219,1.073,0.000
5.81,6.600,-0.00202,1.082,0.000
5.82,6.700,-0.00186,1.084,0.000
5.84,6.800,-0.00169,1.088,0.000
5.82,6.900,-0.00157,1.085,0.000
5.85,7.000,-0.00140,1.090,0.000
5.86,7.100,-0.00123,1.091,0.000
5.88,7.200,-0.00111,1.096,0.000
5.90,7.300,-0.00094,1.099,0.000
5.90,7.400,-0.00082,1.100,0.000
5.93,7.500,-0.00069,1.105,0.000
5.95,7.600,-0.00053,1.108,0.000
5.95,7.700,-0.00040,1.110,0.000
5.98,7.800,-0.00028,1.115,0.000
6.00,7.900,-0.00011,1.118,0.000
6.00,8.000,0.00001,1.118,0.000
6.02,8.100,0.00014,1.122,0.000
6.03,8.200,0.00026,1.124,0.000
6.06,8.300,0.00043,1.128,0.000
6.06,8.400,0.00055,1.130,0.000
6.07,8.500,0.00072,1.131,0.000
6.09,8.600,0.00084,1.135,0.000
6.12,8.700,0.00101,1.141,0.000
6.14,8.800,0.00113,1.145,0.000
6.15,8.900,0.00130,1.147,0.000
6.17,9.000,0.00147,1.150,0.000
6.19,9.100,0.00159,1.154,0.000
6.22,9.200,0.00176,1.158,0.000
6.21,9.300,0.00192,1.158,0.000
6.24,9.400,0.00205,1.164,0.000
6.25,9.500,0.00221,1.165,0.000
6.28,9.600,0.00238,1.171,0.000
6.29,9.700,0.00251,1.172,0.000
6.32,9.800,0.00267,1.177,0.000
6.34,9.900,0.00284,1.181,0.000
6.35,10.000,0.00300,1.184,0.000
6.37,10.100,0.00317,1.188,0.000
6.39,10.200,0.00334,1.190,0.000
6.41,10.300,0.00350,1.195,0.000
6.43,10.400,0.00367,1.198,0.000
6.45,10.500,0.00384,1.202,0.000
6.46,10.600,0.00400,1.203,0.000
6.49,10.700,0.00421,1.209,0.000
6.51,10.800,0.00438,1.213,0.000
6.55,10.900,0.00458,1.221,0.000
6.57,11.000,0.00479,1.224,0.000
6.61,11.100,0.00500,1.231,0.000
6.63,11.200,0.00521,1.236,0.000
6.67,11.300,0.00546,1.243,0.000
6.69,11.400,0.00566,1.247,0.000
6.73,11.500,0.00587,1.253,0.000
6.73,11.600,0.00608,1.254,0.000
6.77,11.700,0.00629,1.262,0.000
6.79,11.800,0.00649,1.265,0.000
6.81,11.900,0.00670,1.269,0.000
6.84,12.000,0.00691,1.274,0.000
6.85,12.100,0.00712,1.277,0.000
6.89,12.200,0.00728,1.284,0.000
6.91,12.300,0.00745,1.288,0.000
6.93,12.400,0.00762,1.292,0.000
6.95,12.500,0.00778,1.296,0.000
6.95,12.600,0.00795,1.295,0.000
6.98,12.700,0.00807,1.300,0.000
6.98,12.800,0.00824,1.302,0.000
7.02,12.900,0.00841,1.308,0.000
7.01,13.000,0.00853,1.307,0.000
7.05,13.100,0.00866,1.314,0.000
7.08,13.200,0.00882,1.319,0.000
7.10,13.300,0.00895,1.322,0.000
7.12,13.400,0.00907,1.327,0.000
7.14,13.500,0.00924,1.331,0.000
7.15,13.600,0.00936,1.333,0.000
7.16,13.700,0.00949,1.334,0.000
7.17,13.800,0.00961,1.336,0.000
7.18,13.900,0.00978,1.338,0.000
7.20,14.000,0.00990,1.342,0.000
7.22,14.100,0.01007,1.345,0.000
7.25,14.200,0.01019,1.351,0.000
7.27,14.300,0.01032,1.355,0.000
7.31,14.400,0.01048,1.362,0.000
7.31,14.500,0.01061,1.363,0.000
7.34,14.600,0.01077,1.368,0.000
7.36,14.700,0.01090,1.371,0.000
7.39,14.800,0.01107,1.377,0.000
7.40,14.900,0.01123,1.378,0.000
7.43,15.000,0.01136,1.384,0.000
7.45,15.100,0.01152,1.388,0.000
7.48,15.200,0.01165,1.394,0.000
7.50,15.300,0.01181,1.398,0.000
7.52,15.400,0.01198,1.401,0.000
7.55,15.500,0.01210,1.407,0.000
7.57,15.600,0.01227,1.410,0.000
7.60,15.700,0.01244,1.417,0.000
7.63,15.800,0.01260,1.421,0.000
7.65,15.900,0.01277,1.426,0.000
7.68,16.000,0.01294,1.432,0.000
7.71,16.100,0.01310,1.438,0.000
7.72,16.200,0.01327,1.439,0.000
7.76,16.300,0.01343,1.446,0.000
7.80,16.400,0.01364,1.453,0.000
7.84,16.500,0.01385,1.461,0.000
7.90,16.600,0.01406,1.472,0.000
7.93,16.700,0.01427,1.478,0.000
7.98,16.800,0.01447,1.487,0.000
8.03,16.900,0.01472,1.496,0.000
8.06,17.000,0.01493,1.502,0.000
8.09,17.100,0.01514,1.508,0.000
8.15,17.200,0.01539,1.518,0.000
8.17,17.300,0.01560,1.523,0.000
8.20,17.400,0.01580,1.527,0.000
8.25,17.500,0.01601,1.537,0.000
8.28,17.600,0.01626,1.544,0.000
8.30,17.700,0.01643,1.546,0.000
8.31,17.800,0.01663,1.549,0.000
8.35,17.900,0.01680,1.556,0.000
8.36,18.000,0.01697,1.559,0.000
8.38,18.100,0.01713,1.562,0.000
8.40,18.200,0.01730,1.565,0.000
8.42,18.300,0.01742,1.570,0.000
8.43,18.400,0.01759,1.571,0.000
8.46,18.500,0.01771,1.576,0.000
8.47,18.600,0.01788,1.578,0.000
8.50,18.700,0.01801,1.585,0.000
8.53,18.800,0.01813,1.589,0.000
8.56,18.900,0.01830,1.594,0.000
8.55,19.000,0.01842,1.594,0.000
8.56,19.100,0.01855,1.596,0.000
8.59,19.200,0.01867,1.601,0.000
8.61,19.300,0.01880,1.605,0.000
8.63,19.400,0.01896,1.608,0.000
8.65,19.500,0.01909,1.611,0.000
8.68,19.600,0.01921,1.618,0.000
8.71,19.700,0.01938,1.622,0.000
8.71,19.800,0.01950,1.624,0.000
8.76,19.900,0.01963,1.632,0.000
8.77,20.000,0.01979,1.635,0.000
8.79,20.100,0.01992,1.639,0.000
8.82,20.200,0.02008,1.643,0.000
8.85,20.300,0.02025,1.650,0.000
8.88,20.400,0.02037,1.654,0.000
8.90,20.500,0.02054,1.659,0.000
8.91,20.600,0.02067,1.661,0.000
8.94,20.700,0.02083,1.667,0.000
8.95,20.800,0.02096,1.669,0.000
8.99,20.900,0.02112,1.674,0.000
9.02,21.000,0.02129,1.681,0.000
9.05,21.100,0.02141,1.686,0.000
9.07,21.200,0.02158,1.691,0.000
9.07,21.300,0.02175,1.691,0.000
9.12,21.400,0.02191,1.700,0.000
9.15,21.500,0.02208,1.706,0.000
9.15,21.600,0.02224,1.704,0.000
9.20,21.700,0.02241,1.714,0.000
9.24,21.800,0.02258,1.722,0.000
9.28,21.900,0.02274,1.729,0.000
9.30,22.000,0.02295,1.733,0.000
9.34,22.100,0.02312,1.741,0.000
9.39,22.200,0.02332,1.750,0.000
9.45,22.300,0.02353,1.760,0.000
9.48,22.400,0.02374,1.767,0.000
9.52,22.500,0.02399,1.773,0.000
9.56,22.600,0.02420,1.781,0.000
9.59,22.700,0.02441,1.788,0.000
9.64,22.800,0.02461,1.796,0.000
9.67,22.900,0.02482,1.801,0.000
9.70,23.000,0.02507,1.807,0.000
9.74,23.100,0.02528,1.815,0.000
9.77,23.200,0.02549,1.820,0.001
9.80,23.300,0.02565,1.826,0.001
9.83,23.400,0.02586,1.831,0.001
9.86,23.500,0.02607,1.838,0.001
9.87,23.600,0.02623,1.839,0.001
9.91,23.700,0.02640,1.846,0.001
9.92,23.800,0.02657,1.849,0.001
9.94,23.900,0.02673,1.852,0.001
9.95,24.000,0.02686,1.854,0.001
9.97,24.100,0.02702,1.857,0.001
9.98,24.200,0.02715,1.859,0.001
10.00,24.300,0.02731,1.864,0.001
10.00,24.400,0.02744,1.864,0.001
10.04,24.500,0.02761,1.870,0.001
10.05,24.600,0.02773,1.873,0.001
10.07,24.700,0.02785,1.877,0.001
10.08,24.800,0.02798,1.879,0.001
10.09,24.900,0.02810,1.881,0.001
10.13,25.000,0.02827,1.887,0.001
10.14,25.100,0.02839,1.889,0.001
10.15,25.200,0.02852,1.891,0.001
10.18,25.300,0.02869,1.897,0.001
10.20,25.400,0.02881,1.902,0.001
10.22,25.500,0.02893,1.904,0.001
10.27,25.600,0.02910,1.913,0.001
10.28,25.700,0.02923,1.917,0.001
10.31,25.800,0.02939,1.922,0.001
10.34,25.900,0.02952,1.927,0.001
10.39,26.000,0.02968,1.936,0.001
10.41,26.100,0.02981,1.941,0.001
10.45,26.200,0.02997,1.948,0.001
10.48,26.300,0.03014,1.952,0.001
10.51,26.400,0.03026,1.959,0.001
10.53,26.500,0.03043,1.963,0.001
10.56,26.600,0.03056,1.967,0.001
10.60,26.700,0.03072,1.976,0.001
10.62,26.800,0.03089,1.979,0.001
10.67,26.900,0.03105,1.988,0.001
10.69,27.000,0.03118,1.993,0.001
10.72,27.100,0.03135,1.998,0.001
10.75,27.200,0.03151,2.004,0.001
10.78,27.300,0.03168,2.008,0.001
10.81,27.400,0.03184,2.015,0.001
10.85,27.500,0.03201,2.022,0.001
10.87,27.600,0.03218,2.026,0.001
10.92,27.700,0.03238,2.035,0.001
10.95,27.800,0.03255,2.040,0.001
11.00,27.900,0.03276,2.049,0.001
11.05,28.000,0.03297,2.058,0.001
11.09,28.100,0.03317,2.067,0.001
11.13,28.200,0.03338,2.074,0.001
11.16,28.300,0.03359,2.080,0.001
11.21,28.400,0.03380,2.088,0.001
11.24,28.500,0.03400,2.095,0.001
11.29,28.600,0.03421,2.104,0.001
11.34,28.700,0.03442,2.113,0.001
11.38,28.800,0.03463,2.120,0.001
11.40,28.900,0.03484,2.125,0.001
11.44,29.000,0.03504,2.131,0.001
11.48,29.100,0.03525,2.139,0.001
11.50,29.200,0.03542,2.143,0.001
11.53,29.300,0.03563,2.148,0.001
11.58,29.400,0.03579,2.158,0.001
11.61,29.500,0.03596,2.163,0.001
11.64,29.600,0.03612,2.169,0.001
11.64,29.700,0.03625,2.170,0.001
11.68,29.800,0.03641,2.177,0.001
11.70,29.900,0.03658,2.181,0.001
11.73,30.000,0.03671,2.186,0.001
11.76,30.100,0.03683,2.191,0.001
11.79,30.200,0.03700,2.196,0.001
11.82,30.300,0.03712,2.202,0.001
11.85,30.400,0.03729,2.208,0.001
11.87,30.500,0.03741,2.212,0.001
11.90,30.600,0.03754,2.217,0.001
11.93,30.700,0.03766,2.223,0.001
11.96,30.800,0.03779,2.228,0.001
11.98,30.900,0.03795,2.233,0.001
11.99,31.000,0.03808,2.235,0.001
12.04,31.100,0.03820,2.243,0.001
12.06,31.200,0.03833,2.248,0.001
12.09,31.300,0.03849,2.252,0.001
12.12,31.400,0.03862,2.259,0.001
12.15,31.500,0.03878,2.265,0.001
12.18,31.600,0.03891,2.270,0.001
12.23,31.700,0.03903,2.279,0.001
12.24,31.800,0.03920,2.282,0.001
12.27,31.900,0.03932,2.287,0.001
12.31,32.000,0.03949,2.294,0.001
12.33,32.100,0.03966,2.297,0.001
12.38,32.200,0.03978,2.307,0.001
12.41,32.300,0.03995,2.313,0.001
12.45,32.400,0.04011,2.319,0.001
12.48,32.500,0.04024,2.325,0.001
12.52,32.600,0.04040,2.332,0.001
12.54,32.700,0.04057,2.337,0.001
12.57,32.800,0.04070,2.342,0.001
12.60,32.900,0.04086,2.348,0.001
12.65,33.000,0.04103,2.357,0.001
12.67,33.100,0.04119,2.362,0.001
12.72,33.200,0.04136,2.370,0.001
12.74,33.300,0.04153,2.374,0.001
12.77,33.400,0.04173,2.380,0.001
12.82,33.500,0.04190,2.389,0.001
12.88,33.600,0.04207,2.400,0.001
12.93,33.700,0.04227,2.409,0.001
12.97,33.800,0.04248,2.418,0.001
13.03,33.900,0.04269,2.428,0.001
13.07,34.000,0.04294,2.435,0.001
13.14,34.100,0.04315,2.448,0.001
13.18,34.200,0.04335,2.457,0.001
13.22,34.300,0.04360,2.464,0.001
13.27,34.400,0.04381,2.473,0.001
13.32,34.500,0.04402,2.482,0.001
13.36,34.600,0.04427,2.490,0.001
13.43,34.700,0.04448,2.502,0.001
13.46,34.800,0.04464,2.508,0.001
13.50,34.900,0.04485,2.515,0.001
13.54,35.000,0.04502,2.524,0.001
13.57,35.100,0.04522,2.529,0.001
13.60,35.200,0.04539,2.534,0.001
13.62,35.300,0.04556,2.539,0.001
13.66,35.400,0.04568,2.546,0.001
13.69,35.500,0.04585,2.550,0.001
13.72,35.600,0.04601,2.556,0.001
13.73,35.700,0.04614,2.559,0.001
13.77,35.800,0.04626,2.566,0.001
13.79,35.900,0.04643,2.570,0.001
13.83,36.000,0.04655,2.578,0.001
13.86,36.100,0.04668,2.582,0.001
13.89,36.200,0.04680,2.589,0.001
13.92,36.300,0.04697,2.594,0.001
13.95,36.400,0.04709,2.599,0.001
13.97,36.500,0.04722,2.603,0.001
14.02,36.600,0.04734,2.612,0.001
14.05,36.700,0.04751,2.618,0.001
14.08,36.800,0.04764,2.623,0.001
14.10,36.900,0.04776,2.628,0.001
14.14,37.000,0.04793,2.634,0.001
14.18,37.100,0.04805,2.643,0.001
14.21,37.200,0.04822,2.649,0.001
14.25,37.300,0.04834,2.655,0.001
14.28,37.400,0.04851,2.661,0.001
14.32,37.500,0.04867,2.668,0.001
14.35,37.600,0.04880,2.673,0.001
14.37,37.700,0.04896,2.678,0.001
14.42,37.800,0.04913,2.688,0.001
14.45,37.900,0.04926,2.692,0.001
14.48,38.000,0.04942,2.698,0.001
14.53,38.100,0.04959,2.707,0.001
14.55,38.200,0.04971,2.712,0.001
14.60,38.300,0.04988,2.720,0.001
14.62,38.400,0.05005,2.725,0.001
14.66,38.500,0.05021,2.731,0.001
14.72,38.600,0.05034,2.743,0.001
14.74,38.700,0.05050,2.747,0.001
14.80,38.800,0.05071,2.758,0.001
14.84,38.900,0.05088,2.766,0.001
14.88,39.000,0.05104,2.772,0.001
14.92,39.100,0.05121,2.780,0.001
14.97,39.200,0.05142,2.790,0.001
15.02,39.300,0.05162,2.799,0.001
15.06,39.400,0.05179,2.807,0.001
15.14,39.500,0.05200,2.821,0.001
15.18,39.600,0.05225,2.830,0.001
15.26,39.700,0.05246,2.845,0.001
15.33,39.800,0.05270,2.856,0.001
15.37,39.900,0.05291,2.865,0.001
15.45,40.000,0.05316,2.879,0.001
15.49,40.100,0.05337,2.887,0.001
15.55,40.200,0.05358,2.898,0.001
15.60,40.300,0.05379,2.907,0.001
15.65,40.400,0.05399,2.916,0.001
15.69,40.500,0.05420,2.923,0.001
15.73,40.600,0.05437,2.930,0.001
15.77,40.700,0.05457,2.939,0.001
15.80,40.800,0.05474,2.945,0.001
15.84,40.900,0.05491,2.952,0.001
15.88,41.000,0.05507,2.958,0.001
15.90,41.100,0.05520,2.963,0.001
15.93,41.200,0.05536,2.969,0.001
15.96,41.300,0.05549,2.974,0.001
15.98,41.400,0.05566,2.978,0.001
16.02,41.500,0.05578,2.985,0.001
16.06,41.600,0.05590,2.993,0.001
16.09,41.700,0.05607,2.998,0.001
16.11,41.800,0.05620,3.002,0.001
16.14,41.900,0.05632,3.008,0.001
16.19,42.000,0.05644,3.017,0.001
16.21,42.100,0.05661,3.021,0.001
16.24,42.200,0.05674,3.026,0.001
16.27,42.300,0.05686,3.032,0.001
16.29,42.400,0.05699,3.037,0.001
16.33,42.500,0.05715,3.042,0.001
16.35,42.600,0.05728,3.047,0.001
16.38,42.700,0.05740,3.053,0.001
16.43,42.800,0.05757,3.063,0.001
16.48,42.900,0.05769,3.071,0.001
16.51,43.000,0.05786,3.077,0.001
16.55,43.100,0.05798,3.083,0.001
16.58,43.200,0.05815,3.091,0.001
16.64,43.300,0.05831,3.101,0.001
16.66,43.400,0.05844,3.104,0.001
16.68,43.500,0.05861,3.109,0.001
16.73,43.600,0.05877,3.118,0.001
16.76,43.700,0.05890,3.123,0.001
16.81,43.800,0.05906,3.132,0.001
16.84,43.900,0.05923,3.138,0.001
16.88,44.000,0.05935,3.146,0.001
16.92,44.100,0.05952,3.153,0.001
16.97,44.200,0.05969,3.163,0.001
16.99,44.300,0.05985,3.167,0.001
17.05,44.400,0.06002,3.177,0.001
17.09,44.500,0.06018,3.184,0.001
17.11,44.600,0.06035,3.189,0.001
17.16,44.700,0.06056,3.199,0.001
17.21,44.800,0.06073,3.207,0.001
17.25,44.900,0.06093,3.215,0.001
17.31,45.000,0.06110,3.226,0.001
17.37,45.100,0.06131,3.237,0.001
17.44,45.200,0.06156,3.249,0.001
17.49,45.300,0.06176,3.259,0.001
17.57,45.400,0.06201,3.273,0.001
17.63,45.500,0.06222,3.286,0.001
17.68,45.600,0.06247,3.295,0.001
17.76,45.700,0.06268,3.309,0.001
17.79,45.800,0.06289,3.315,0.001
17.81,45.900,0.06309,3.320,0.001
17.86,46.000,0.06330,3.328,0.001
17.90,46.100,0.06351,3.335,0.001
17.94,46.200,0.06368,3.344,0.001
18.00,46.300,0.06388,3.353,0.001
18.03,46.400,0.06405,3.360,0.001
18.05,46.500,0.06422,3.364,0.001
18.10,46.600,0.06438,3.372,0.001
18.14,46.700,0.06455,3.381,0.001
18.17,46.800,0.06471,3.386,0.001
18.19,46.900,0.06484,3.390,0.001
18.23,47.000,0.06501,3.398,0.001
18.24,47.100,0.06513,3.399,0.001
18.29,47.200,0.06525,3.408,0.001
18.32,47.300,0.06542,3.414,0.001
18.36,47.400,0.06555,3.421,0.001
18.39,47.500,0.06571,3.426,0.001
18.42,47.600,0.06584,3.433,0.001
18.45,47.700,0.06596,3.439,0.001
18.48,47.800,0.06609,3.443,0.001
18.53,47.900,0.06625,3.453,0.001
18.54,48.000,0.06638,3.455,0.001
18.58,48.100,0.06650,3.462,0.001
18.62,48.200,0.06663,3.470,0.001
18.65,48.300,0.06679,3.476,0.001
18.69,48.400,0.06692,3.484,0.001
18.72,48.500,0.06708,3.489,0.001
18.76,48.600,0.06721,3.496,0.001
18.81,48.700,0.06737,3.505,0.001
18.85,48.800,0.06750,3.512,0.001
18.89,48.900,0.06766,3.521,0.001
18.94,49.000,0.06783,3.529,0.001
18.98,49.100,0.06796,3.538,0.001
19.02,49.200,0.06812,3.544,0.001
19.07,49.300,0.06829,3.553,0.001
19.10,49.400,0.06845,3.560,0.001
19.16,49.500,0.06858,3.570,0.001
19.18,49.600,0.06875,3.575,0.001
19.24,49.700,0.06891,3.586,0.001
19.28,49.800,0.06908,3.594,0.001
19.32,49.900,0.06920,3.601,0.001
19.38,50.000,0.06937,3.611,0.001
19.43,50.100,0.06953,3.620,0.001
19.46,50.200,0.06970,3.626,0.001
19.51,50.300,0.06987,3.636,0.001
19.57,50.400,0.07008,3.647,0.001
19.62,50.500,0.07024,3.657,0.001
19.67,50.600,0.07045,3.665,0.001
19.73,50.700,0.07062,3.676,0.001
19.78,50.800,0.07082,3.687,0.001
19.85,50.900,0.07103,3.699,0.001
19.93,51.000,0.07128,3.714,0.001
19.98,51.100,0.07149,3.723,0.001
20.04,51.200,0.07174,3.734,0.001
20.11,51.300,0.07195,3.747,0.001
20.16,51.400,0.07215,3.757,0.001
20.21,51.500,0.07236,3.767,0.001
20.26,51.600,0.07257,3.776,0.001
20.32,51.700,0.07278,3.786,0.001
20.37,51.800,0.07294,3.797,0.001
20.43,51.900,0.07315,3.808,0.001
20.48,52.000,0.07332,3.817,0.001
20.53,52.100,0.07352,3.826,0.001
20.57,52.200,0.07369,3.833,0.001
20.61,52.300,0.07386,3.840,0.001
20.64,52.400,0.07398,3.847,0.001
20.68,52.500,0.07415,3.854,0.001
20.71,52.600,0.07427,3.860,0.001
20.74,52.700,0.07444,3.865,0.001
20.77,52.800,0.07460,3.870,0.001
20.80,52.900,0.07473,3.876,0.001
20.83,53.000,0.07485,3.881,0.001
20.88,53.100,0.07498,3.890,0.001
20.90,53.200,0.07510,3.895,0.001
20.94,53.300,0.07527,3.902,0.001
20.97,53.400,0.07539,3.908,0.001
21.00,53.500,0.07552,3.914,0.001
21.04,53.600,0.07564,3.922,0.001
21.09,53.700,0.07577,3.931,0.001
21.14,53.800,0.07589,3.940,0.001
21.18,53.900,0.07606,3.946,0.001
21.20,54.000,0.07618,3.951,0.001
21.25,54.100,0.07631,3.960,0.002
21.28,54.200,0.07647,3.965,0.002
21.32,54.300,0.07660,3.973,0.002
21.38,54.400,0.07677,3.983,0.002
21.41,54.500,0.07689,3.990,0.002
21.45,54.600,0.07706,3.997,0.002
21.48,54.700,0.07722,4.003,0.002
21.54,54.800,0.07735,4.013,0.002
21.56,54.900,0.07751,4.018,0.002
21.61,55.000,0.07764,4.027,0.002
21.66,55.100,0.07780,4.036,0.002
21.70,55.200,0.07797,4.044,0.002
21.74,55.300,0.07810,4.052,0.002
21.79,55.400,0.07826,4.060,0.002
21.82,55.500,0.07843,4.067,0.002
21.88,55.600,0.07859,4.078,0.002
21.93,55.700,0.07872,4.086,0.002
21.96,55.800,0.07889,4.093,0.002
22.01,55.900,0.07905,4.101,0.002
22.07,56.000,0.07922,4.112,0.002
22.10,56.100,0.07938,4.119,0.002
