""
"Test Method","Will_Huddleston_Disks.msm"
"Sample I. D.","WH17Z.mss"
"Specimen Number","1"

"Load (N)","Time (s)","Extension (mm)","Stress (MPa)","Strain (mm/mm)"

5.83,0.200,-0.01046,0.589,0.000
5.83,0.300,-0.01042,0.590,0.000
5.83,0.400,-0.01042,0.589,0.000
5.81,0.500,-0.01042,0.588,0.000
5.82,0.600,-0.01042,0.589,0.000
5.82,0.700,-0.01042,0.588,0.000
5.82,0.800,-0.01037,0.589,0.000
5.83,0.900,-0.01037,0.589,0.000
5.83,1.000,-0.01037,0.589,0.000
5.83,1.100,-0.01033,0.590,0.000
5.84,1.200,-0.01033,0.591,0.000
5.85,1.300,-0.01033,0.591,0.000
5.83,1.400,-0.01033,0.590,0.000
5.83,1.500,-0.01029,0.590,0.000
5.85,1.600,-0.01029,0.592,0.000
5.83,1.700,-0.01029,0.590,0.000
5.85,1.800,-0.01025,0.592,0.000
5.86,1.900,-0.01025,0.592,0.000
5.86,2.000,-0.01025,0.592,0.000
5.85,2.100,-0.01021,0.592,0.000
5.85,2.200,-0.01021,0.592,0.000
5.87,2.300,-0.01017,0.594,0.000
5.87,2.400,-0.01013,0.594,0.000
5.89,2.500,-0.01008,0.596,0.000
6.00,2.600,-0.00988,0.607,0.000
6.06,2.700,-0.00971,0.613,0.000
6.14,2.800,-0.00958,0.621,0.000
6.19,2.900,-0.00946,0.626,0.000
6.23,3.000,-0.00934,0.630,0.000
6.30,3.100,-0.00921,0.638,0.000
6.38,3.200,-0.00909,0.645,0.000
6.44,3.300,-0.00892,0.651,0.000
6.52,3.400,-0.00880,0.659,0.000
6.61,3.500,-0.00863,0.668,0.000
6.68,3.600,-0.00846,0.676,0.000
6.77,3.700,-0.00834,0.685,0.000
6.86,3.800,-0.00817,0.694,0.000
6.97,3.900,-0.00805,0.704,0.000
7.05,4.000,-0.00788,0.713,0.000
7.15,4.100,-0.00776,0.723,0.000
7.25,4.200,-0.00759,0.733,0.000
7.36,4.300,-0.00742,0.744,0.000
7.47,4.400,-0.00726,0.755,0.000
7.55,4.500,-0.00713,0.763,0.000
7.67,4.600,-0.00697,0.776,0.000
7.77,4.700,-0.00680,0.786,0.000
7.90,4.800,-0.00659,0.799,0.000
7.99,4.900,-0.00643,0.808,0.000
8.12,5.000,-0.00622,0.821,0.000
8.24,5.100,-0.00605,0.834,0.000
8.37,5.200,-0.00584,0.847,0.000
8.52,5.300,-0.00560,0.862,0.000
8.66,5.400,-0.00539,0.876,0.000
8.77,5.500,-0.00522,0.887,0.000
8.92,5.600,-0.00497,0.902,0.000
9.07,5.700,-0.00476,0.917,0.000
9.21,5.800,-0.00456,0.931,0.000
9.36,5.900,-0.00435,0.946,0.000
9.47,6.000,-0.00414,0.958,0.000
9.59,6.100,-0.00393,0.970,0.000
9.73,6.200,-0.00373,0.984,0.000
9.86,6.300,-0.00352,0.997,0.000
9.95,6.400,-0.00335,1.006,0.000
10.06,6.500,-0.00319,1.018,0.000
10.19,6.600,-0.00302,1.030,0.000
10.27,6.700,-0.00285,1.039,0.000
10.39,6.800,-0.00269,1.051,0.000
10.48,6.900,-0.00252,1.060,0.000
10.56,7.000,-0.00240,1.068,0.000
10.67,7.100,-0.00223,1.079,0.000
10.76,7.200,-0.00206,1.088,0.000
10.86,7.300,-0.00194,1.098,0.000
10.94,7.400,-0.00181,1.107,0.000
11.04,7.500,-0.00165,1.116,0.000
11.13,7.600,-0.00152,1.125,0.000
