""
"Test Method","Will_Huddleston_Disks.msm"
"Sample I. D.","WH12X.mss"
"Specimen Number","1"

"Load (N)","Time (s)","Extension (mm)","Stress (MPa)","Strain (mm/mm)"

3.46,0.200,0.01061,0.623,0.000
3.47,0.300,0.01066,0.625,0.000
3.47,0.400,0.01066,0.625,0.000
3.47,0.500,0.01066,0.624,0.000
3.46,0.600,0.01066,0.622,0.000
3.46,0.700,0.01070,0.623,0.000
3.48,0.800,0.01070,0.626,0.000
3.45,0.900,0.01070,0.621,0.000
3.47,1.000,0.01074,0.625,0.000
3.48,1.100,0.01074,0.626,0.000
3.47,1.200,0.01078,0.624,0.000
3.50,1.300,0.01078,0.629,0.000
3.48,1.400,0.01078,0.626,0.000
3.48,1.500,0.01082,0.625,0.000
3.51,1.600,0.01082,0.632,0.000
3.50,1.700,0.01086,0.630,0.000
3.51,1.800,0.01086,0.632,0.000
3.53,1.900,0.01090,0.635,0.000
3.57,2.000,0.01095,0.642,0.000
3.61,2.100,0.01103,0.649,0.000
3.66,2.200,0.01111,0.659,0.000
3.77,2.300,0.01132,0.678,0.000
3.86,2.400,0.01153,0.695,0.000
3.94,2.500,0.01174,0.709,0.000
3.99,2.600,0.01194,0.718,0.000
4.03,2.700,0.01215,0.725,0.000
4.09,2.800,0.01232,0.735,0.000
4.13,2.900,0.01253,0.742,0.000
4.16,3.000,0.01273,0.747,0.000
4.18,3.100,0.01290,0.752,0.000
4.23,3.200,0.01311,0.760,0.000
4.26,3.300,0.01327,0.765,0.000
4.28,3.400,0.01344,0.770,0.000
4.31,3.500,0.01361,0.776,0.000
4.32,3.600,0.01377,0.778,0.000
4.37,3.700,0.01394,0.785,0.000
4.39,3.800,0.01410,0.790,0.000
4.41,3.900,0.01427,0.793,0.000
4.43,4.000,0.01440,0.796,0.000
4.43,4.100,0.01456,0.798,0.000
4.45,4.200,0.01469,0.801,0.000
4.49,4.300,0.01485,0.808,0.000
4.51,4.400,0.01498,0.811,0.000
4.51,4.500,0.01510,0.811,0.000
4.54,4.600,0.01527,0.816,0.000
4.55,4.700,0.01539,0.818,0.000
4.57,4.800,0.01552,0.822,0.000
4.60,4.900,0.01564,0.827,0.000
4.60,5.000,0.01577,0.827,0.000
4.64,5.100,0.01589,0.834,0.000
4.66,5.200,0.01606,0.837,0.000
4.65,5.300,0.01618,0.837,0.000
4.70,5.400,0.01631,0.845,0.000
4.69,5.500,0.01643,0.844,0.000
4.72,5.600,0.01660,0.849,0.000
4.76,5.700,0.01672,0.856,0.000
4.78,5.800,0.01685,0.859,0.000
4.79,5.900,0.01701,0.861,0.000
4.80,6.000,0.01718,0.864,0.000
4.82,6.100,0.01730,0.868,0.000
4.84,6.200,0.01747,0.871,0.000
4.85,6.300,0.01760,0.872,0.000
4.89,6.400,0.01776,0.879,0.000
4.88,6.500,0.01789,0.878,0.000
4.94,6.600,0.01805,0.888,0.000
4.93,6.700,0.01822,0.887,0.000
4.95,6.800,0.01834,0.890,0.000
4.97,6.900,0.01851,0.894,0.000
5.01,7.000,0.01868,0.901,0.000
5.02,7.100,0.01880,0.903,0.000
5.05,7.200,0.01897,0.908,0.000
5.06,7.300,0.01913,0.909,0.000
5.09,7.400,0.01930,0.916,0.000
5.11,7.500,0.01947,0.919,0.000
5.11,7.600,0.01963,0.920,0.000
5.15,7.700,0.01984,0.926,0.000
5.18,7.800,0.02001,0.931,0.000
5.20,7.900,0.02021,0.936,0.000
5.24,8.000,0.02038,0.943,0.000
5.27,8.100,0.02059,0.947,0.000
5.28,8.200,0.02079,0.950,0.000
5.30,8.300,0.02100,0.954,0.000
5.34,8.400,0.02121,0.960,0.000
5.36,8.500,0.02142,0.965,0.000
5.39,8.600,0.02163,0.970,0.000
5.41,8.700,0.02183,0.973,0.000
5.44,8.800,0.02204,0.978,0.000
5.46,8.900,0.02225,0.981,0.000
5.49,9.000,0.02242,0.988,0.000
5.49,9.100,0.02262,0.987,0.000
5.55,9.200,0.02283,0.997,0.000
