""
"Test Method","Will_Huddleston_Disks.msm"
"Sample I. D.","WH10Y.mss"
"Specimen Number","1"

"Load (N)","Time (s)","Extension (mm)","Stress (MPa)","Strain (mm/mm)"

2.36,0.200,-0.01952,0.429,0.000
2.38,0.300,-0.01952,0.433,0.000
2.39,0.400,-0.01952,0.434,0.000
2.38,0.500,-0.01952,0.433,0.000
2.37,0.600,-0.01952,0.430,0.000
2.38,0.700,-0.01948,0.432,0.000
2.38,0.800,-0.01948,0.434,0.000
2.38,0.900,-0.01948,0.433,0.000
2.39,1.000,-0.01944,0.435,0.000
2.38,1.100,-0.01944,0.434,0.000
2.39,1.200,-0.01944,0.434,0.000
2.36,1.300,-0.01940,0.430,0.000
2.38,1.400,-0.01940,0.432,0.000
2.37,1.500,-0.01940,0.430,0.000
2.39,1.600,-0.01936,0.434,0.000
2.37,1.700,-0.01936,0.430,0.000
2.37,1.800,-0.01932,0.431,0.000
2.39,1.900,-0.01932,0.434,0.000
2.39,2.000,-0.01927,0.434,0.000
2.42,2.100,-0.01919,0.439,0.000
2.51,2.200,-0.01902,0.456,0.000
2.60,2.300,-0.01878,0.473,0.000
2.67,2.400,-0.01861,0.485,0.000
2.74,2.500,-0.01840,0.499,0.000
2.78,2.600,-0.01819,0.505,0.000
2.83,2.700,-0.01803,0.515,0.000
2.89,2.800,-0.01782,0.525,0.000
2.92,2.900,-0.01761,0.531,0.000
2.97,3.000,-0.01745,0.540,0.000
3.02,3.100,-0.01724,0.549,0.000
3.05,3.200,-0.01707,0.555,0.000
3.08,3.300,-0.01686,0.561,0.000
3.12,3.400,-0.01670,0.568,0.000
3.16,3.500,-0.01649,0.574,0.000
3.19,3.600,-0.01632,0.581,0.000
3.23,3.700,-0.01616,0.587,0.000
3.26,3.800,-0.01599,0.593,0.000
3.29,3.900,-0.01582,0.599,0.000
3.32,4.000,-0.01566,0.603,0.000
3.36,4.100,-0.01549,0.610,0.000
3.38,4.200,-0.01537,0.614,0.000
3.40,4.300,-0.01520,0.619,0.000
3.41,4.400,-0.01508,0.620,0.000
3.45,4.500,-0.01491,0.627,0.000
3.48,4.600,-0.01479,0.632,0.000
3.51,4.700,-0.01462,0.639,0.000
3.53,4.800,-0.01450,0.642,0.000
3.57,4.900,-0.01437,0.649,0.000
3.58,5.000,-0.01425,0.650,0.000
3.62,5.100,-0.01408,0.658,0.000
3.62,5.200,-0.01395,0.659,0.000
3.64,5.300,-0.01383,0.662,0.000
3.68,5.400,-0.01371,0.668,0.000
3.71,5.500,-0.01358,0.675,0.000
3.72,5.600,-0.01341,0.676,0.000
3.75,5.700,-0.01329,0.682,0.000
3.77,5.800,-0.01317,0.686,0.000
3.80,5.900,-0.01300,0.691,0.000
3.84,6.000,-0.01287,0.698,0.000
3.87,6.100,-0.01271,0.704,0.000
3.90,6.200,-0.01258,0.708,0.000
3.92,6.300,-0.01242,0.712,0.000
3.94,6.400,-0.01229,0.716,0.000
3.96,6.500,-0.01213,0.720,0.000
3.98,6.600,-0.01196,0.723,0.000
4.03,6.700,-0.01179,0.732,0.000
4.05,6.800,-0.01167,0.736,0.000
4.07,6.900,-0.01150,0.740,0.000
4.11,7.000,-0.01134,0.747,0.000
4.13,7.100,-0.01121,0.752,0.000
4.16,7.200,-0.01105,0.756,0.000
4.19,7.300,-0.01088,0.762,0.000
4.22,7.400,-0.01071,0.767,0.000
4.25,7.500,-0.01055,0.773,0.000
4.27,7.600,-0.01038,0.777,0.000
4.32,7.700,-0.01021,0.785,0.000
4.35,7.800,-0.01001,0.791,0.000
4.39,7.900,-0.00984,0.799,0.000
4.40,8.000,-0.00963,0.800,0.000
4.45,8.100,-0.00943,0.809,0.000
4.49,8.200,-0.00922,0.817,0.000
4.53,8.300,-0.00901,0.824,0.000
4.58,8.400,-0.00880,0.832,0.000
4.61,8.500,-0.00859,0.838,0.000
4.66,8.600,-0.00834,0.848,0.000
4.71,8.700,-0.00814,0.856,0.000
4.73,8.800,-0.00793,0.861,0.000
4.76,8.900,-0.00772,0.866,0.000
4.81,9.000,-0.00751,0.875,0.000
4.84,9.100,-0.00731,0.881,0.000
4.88,9.200,-0.00710,0.887,0.000
4.92,9.300,-0.00693,0.895,0.000
4.96,9.400,-0.00672,0.903,0.000
4.97,9.500,-0.00656,0.903,0.000
5.02,9.600,-0.00639,0.912,0.000
5.05,9.700,-0.00623,0.919,0.000
5.08,9.800,-0.00606,0.924,0.000
5.11,9.900,-0.00589,0.930,0.000
5.12,10.000,-0.00577,0.932,0.000
5.14,10.100,-0.00560,0.934,0.000
5.17,10.200,-0.00548,0.940,0.000
5.18,10.300,-0.00531,0.942,0.000
5.21,10.400,-0.00519,0.948,0.000
5.22,10.500,-0.00506,0.949,0.000
5.26,10.600,-0.00490,0.956,0.000
5.28,10.700,-0.00477,0.960,0.000
5.31,10.800,-0.00465,0.966,0.000
5.33,10.900,-0.00452,0.969,0.000
5.34,11.000,-0.00436,0.972,0.000
5.37,11.100,-0.00423,0.976,0.000
5.39,11.200,-0.00411,0.980,0.000
5.41,11.300,-0.00398,0.984,0.000
5.45,11.400,-0.00382,0.990,0.000
5.47,11.500,-0.00369,0.995,0.000
5.51,11.600,-0.00352,1.001,0.000
5.54,11.700,-0.00340,1.007,0.000
5.57,11.800,-0.00323,1.013,0.000
5.58,11.900,-0.00307,1.015,0.000
5.62,12.000,-0.00294,1.022,0.000
5.65,12.100,-0.00278,1.027,0.000
5.66,12.200,-0.00261,1.030,0.000
5.72,12.300,-0.00249,1.039,0.000
5.72,12.400,-0.00232,1.041,0.000
5.76,12.500,-0.00215,1.048,0.000
5.76,12.600,-0.00203,1.048,0.000
5.82,12.700,-0.00186,1.058,0.000
5.84,12.800,-0.00170,1.063,0.000
5.86,12.900,-0.00153,1.065,0.000
5.91,13.000,-0.00141,1.074,0.000
5.93,13.100,-0.00124,1.078,0.000
5.96,13.200,-0.00107,1.083,0.000
6.01,13.300,-0.00091,1.093,0.000
6.02,13.400,-0.00074,1.095,0.000
6.05,13.500,-0.00053,1.101,0.000
6.10,13.600,-0.00032,1.109,0.000
6.14,13.700,-0.00016,1.116,0.000
6.18,13.800,0.00005,1.123,0.000
6.20,13.900,0.00026,1.127,0.000
6.25,14.000,0.00046,1.136,0.000
6.30,14.100,0.00067,1.146,0.000
6.33,14.200,0.00088,1.151,0.000
6.37,14.300,0.00109,1.158,0.000
6.41,14.400,0.00130,1.165,0.000
6.45,14.500,0.00150,1.172,0.000
