""
"Test Method","Will_Huddleston_Disks.msm"
"Sample I. D.","WH17U.mss"
"Specimen Number","1"

"Load (N)","Time (s)","Extension (mm)","Stress (MPa)","Strain (mm/mm)"

5.80,0.200,-0.04195,0.577,-0.001
5.80,0.300,-0.04195,0.577,-0.001
5.85,0.400,-0.04195,0.582,-0.001
5.82,0.500,-0.04195,0.579,-0.001
5.84,0.600,-0.04191,0.581,-0.001
5.83,0.700,-0.04191,0.580,-0.001
5.85,0.800,-0.04191,0.582,-0.001
5.83,0.900,-0.04187,0.580,-0.001
5.85,1.000,-0.04187,0.582,-0.001
5.84,1.100,-0.04187,0.581,-0.001
5.86,1.200,-0.04183,0.583,-0.001
5.85,1.300,-0.04183,0.582,-0.001
5.87,1.400,-0.04183,0.584,-0.001
5.86,1.500,-0.04178,0.583,-0.001
5.86,1.600,-0.04178,0.583,-0.001
5.87,1.700,-0.04174,0.584,-0.001
5.87,1.800,-0.04170,0.584,-0.001
5.90,1.900,-0.04166,0.586,-0.001
5.91,2.000,-0.04162,0.588,-0.001
5.98,2.100,-0.04149,0.595,-0.001
6.13,2.200,-0.04129,0.610,-0.001
6.21,2.300,-0.04112,0.618,-0.001
6.33,2.400,-0.04091,0.630,-0.001
6.45,2.500,-0.04070,0.642,-0.001
6.54,2.600,-0.04054,0.651,-0.001
6.61,2.700,-0.04033,0.657,-0.001
6.76,2.800,-0.04012,0.673,-0.001
6.75,2.900,-0.03996,0.672,-0.001
6.82,3.000,-0.03979,0.678,-0.001
6.86,3.100,-0.03958,0.682,-0.001
6.94,3.200,-0.03942,0.691,-0.001
6.99,3.300,-0.03925,0.695,-0.001
7.04,3.400,-0.03904,0.701,-0.001
7.09,3.500,-0.03888,0.705,-0.001
7.12,3.600,-0.03871,0.708,-0.001
7.16,3.700,-0.03858,0.712,-0.001
7.24,3.800,-0.03842,0.720,-0.001
7.26,3.900,-0.03825,0.722,-0.001
7.28,4.000,-0.03813,0.724,-0.001
7.30,4.100,-0.03800,0.727,-0.001
7.33,4.200,-0.03784,0.729,-0.001
7.36,4.300,-0.03771,0.733,-0.001
7.36,4.400,-0.03755,0.732,-0.001
7.39,4.500,-0.03742,0.735,-0.001
7.42,4.600,-0.03730,0.738,-0.001
7.45,4.700,-0.03717,0.741,-0.001
7.49,4.800,-0.03701,0.745,-0.001
7.51,4.900,-0.03688,0.747,-0.001
7.56,5.000,-0.03676,0.752,-0.001
7.56,5.100,-0.03663,0.752,-0.001
7.60,5.200,-0.03651,0.756,-0.001
7.65,5.300,-0.03634,0.761,-0.001
7.70,5.400,-0.03622,0.766,-0.001
7.72,5.500,-0.03609,0.768,-0.001
7.76,5.600,-0.03597,0.772,-0.001
7.79,5.700,-0.03580,0.775,-0.001
7.82,5.800,-0.03568,0.778,-0.001
7.86,5.900,-0.03551,0.782,-0.001
7.90,6.000,-0.03538,0.786,-0.001
7.92,6.100,-0.03522,0.788,-0.001
7.94,6.200,-0.03509,0.790,-0.001
7.98,6.300,-0.03493,0.794,-0.001
8.03,6.400,-0.03480,0.799,-0.001
8.02,6.500,-0.03464,0.798,-0.001
8.07,6.600,-0.03447,0.803,-0.001
7.96,6.700,-0.03435,0.792,-0.001
8.04,6.800,-0.03418,0.800,-0.001
8.09,6.900,-0.03401,0.805,-0.001
8.12,7.000,-0.03389,0.808,-0.001
8.18,7.100,-0.03372,0.814,-0.001
8.23,7.200,-0.03356,0.819,-0.001
8.27,7.300,-0.03339,0.823,-0.001
8.32,7.400,-0.03322,0.828,-0.001
8.36,7.500,-0.03306,0.832,-0.001
8.42,7.600,-0.03285,0.838,-0.001
8.47,7.700,-0.03268,0.842,-0.001
8.51,7.800,-0.03252,0.846,-0.001
8.55,7.900,-0.03231,0.851,-0.001
8.63,8.000,-0.03210,0.858,-0.001
8.68,8.100,-0.03189,0.864,-0.001
8.73,8.200,-0.03169,0.869,-0.001
8.77,8.300,-0.03148,0.872,-0.001
8.83,8.400,-0.03127,0.878,-0.001
8.87,8.500,-0.03106,0.882,-0.001
8.95,8.600,-0.03086,0.890,-0.001
8.98,8.700,-0.03065,0.893,-0.001
9.06,8.800,-0.03044,0.902,-0.001
9.08,8.900,-0.03019,0.904,-0.001
9.17,9.000,-0.03002,0.912,-0.001
9.18,9.100,-0.02982,0.913,-0.001
9.20,9.200,-0.02965,0.916,-0.001
9.26,9.300,-0.02948,0.921,-0.001
