""
"Test Method","Will_Huddleston_Disks.msm"
"Sample I. D.","WH10Z.mss"
"Specimen Number","1"

"Load (N)","Time (s)","Extension (mm)","Stress (MPa)","Strain (mm/mm)"

5.48,0.200,-0.02745,1.011,-0.001
5.49,0.300,-0.02745,1.012,-0.001
5.47,0.400,-0.02745,1.009,-0.001
5.47,0.500,-0.02741,1.009,-0.001
5.46,0.600,-0.02741,1.008,-0.001
5.47,0.700,-0.02741,1.009,-0.001
5.48,0.800,-0.02737,1.010,-0.001
5.48,0.900,-0.02737,1.011,-0.001
5.49,1.000,-0.02733,1.012,-0.001
5.50,1.100,-0.02733,1.014,-0.001
5.48,1.200,-0.02733,1.011,-0.001
5.48,1.300,-0.02729,1.011,-0.001
5.49,1.400,-0.02729,1.013,-0.001
5.50,1.500,-0.02725,1.015,-0.001
5.51,1.600,-0.02725,1.016,-0.001
5.50,1.700,-0.02720,1.014,-0.001
5.52,1.800,-0.02716,1.017,-0.001
5.54,1.900,-0.02712,1.022,-0.001
5.60,2.000,-0.02704,1.033,-0.001
5.67,2.100,-0.02691,1.046,-0.001
5.78,2.200,-0.02675,1.065,-0.001
5.91,2.300,-0.02650,1.090,-0.001
6.00,2.400,-0.02629,1.107,-0.001
6.08,2.500,-0.02608,1.121,-0.001
6.14,2.600,-0.02592,1.133,-0.001
6.21,2.700,-0.02571,1.145,-0.001
6.25,2.800,-0.02550,1.152,-0.001
6.31,2.900,-0.02533,1.164,0.000
6.35,3.000,-0.02513,1.171,0.000
6.38,3.100,-0.02496,1.177,0.000
6.45,3.200,-0.02475,1.189,0.000
6.47,3.300,-0.02459,1.193,0.000
6.49,3.400,-0.02442,1.197,0.000
6.52,3.500,-0.02425,1.203,0.000
6.55,3.600,-0.02413,1.207,0.000
6.59,3.700,-0.02396,1.214,0.000
6.61,3.800,-0.02380,1.219,0.000
6.64,3.900,-0.02367,1.225,0.000
6.65,4.000,-0.02355,1.227,0.000
6.69,4.100,-0.02338,1.233,0.000
6.71,4.200,-0.02326,1.238,0.000
6.73,4.300,-0.02313,1.240,0.000
6.76,4.400,-0.02297,1.247,0.000
6.79,4.500,-0.02284,1.252,0.000
6.80,4.600,-0.02272,1.255,0.000
6.83,4.700,-0.02259,1.259,0.000
6.86,4.800,-0.02247,1.264,0.000
6.87,4.900,-0.02230,1.266,0.000
6.90,5.000,-0.02218,1.272,0.000
6.93,5.100,-0.02205,1.278,0.000
6.95,5.200,-0.02193,1.282,0.000
6.97,5.300,-0.02176,1.285,0.000
7.01,5.400,-0.02164,1.293,0.000
7.03,5.500,-0.02147,1.296,0.000
7.05,5.600,-0.02135,1.300,0.000
7.07,5.700,-0.02118,1.304,0.000
7.12,5.800,-0.02101,1.312,0.000
7.15,5.900,-0.02089,1.319,0.000
7.16,6.000,-0.02072,1.321,0.000
7.19,6.100,-0.02056,1.326,0.000
7.24,6.200,-0.02043,1.334,0.000
7.27,6.300,-0.02027,1.340,0.000
7.29,6.400,-0.02010,1.345,0.000
7.33,6.500,-0.01993,1.352,0.000
7.36,6.600,-0.01977,1.357,0.000
7.38,6.700,-0.01960,1.362,0.000
7.44,6.800,-0.01943,1.372,0.000
7.45,6.900,-0.01927,1.374,0.000
7.48,7.000,-0.01910,1.380,0.000
7.52,7.100,-0.01894,1.386,0.000
7.57,7.200,-0.01877,1.395,0.000
7.61,7.300,-0.01860,1.403,0.000
7.63,7.400,-0.01840,1.407,0.000
7.66,7.500,-0.01823,1.413,0.000
7.71,7.600,-0.01802,1.422,0.000
7.75,7.700,-0.01781,1.429,0.000
7.80,7.800,-0.01761,1.438,0.000
7.82,7.900,-0.01740,1.442,0.000
7.88,8.000,-0.01719,1.453,0.000
7.93,8.100,-0.01698,1.463,0.000
7.96,8.200,-0.01677,1.469,0.000
8.01,8.300,-0.01657,1.477,0.000
8.04,8.400,-0.01636,1.483,0.000
8.09,8.500,-0.01615,1.491,0.000
8.13,8.600,-0.01594,1.499,0.000
8.18,8.700,-0.01574,1.508,0.000
8.21,8.800,-0.01553,1.514,0.000
8.23,8.900,-0.01532,1.518,0.000
8.28,9.000,-0.01515,1.527,0.000
8.32,9.100,-0.01499,1.535,0.000
8.33,9.200,-0.01478,1.536,0.000
8.38,9.300,-0.01461,1.546,0.000
8.40,9.400,-0.01445,1.550,0.000
8.44,9.500,-0.01432,1.556,0.000
8.45,9.600,-0.01416,1.558,0.000
8.49,9.700,-0.01403,1.566,0.000
8.51,9.800,-0.01387,1.569,0.000
8.52,9.900,-0.01374,1.572,0.000
8.57,10.000,-0.01357,1.581,0.000
8.61,10.100,-0.01345,1.588,0.000
8.63,10.200,-0.01328,1.592,0.000
8.65,10.300,-0.01316,1.595,0.000
8.68,10.400,-0.01303,1.600,0.000
8.70,10.500,-0.01287,1.604,0.000
8.74,10.600,-0.01274,1.612,0.000
8.77,10.700,-0.01262,1.618,0.000
8.79,10.800,-0.01245,1.621,0.000
8.83,10.900,-0.01233,1.628,0.000
8.88,11.000,-0.01216,1.638,0.000
