""
"Test Method","Will_Huddleston_Disks.msm"
"Sample I. D.","WH17V.mss"
"Specimen Number","1"

"Load (N)","Time (s)","Extension (mm)","Stress (MPa)","Strain (mm/mm)"

12.06,0.200,-0.02750,1.093,-0.001
12.08,0.300,-0.02750,1.095,-0.001
12.08,0.400,-0.02750,1.094,-0.001
12.09,0.500,-0.02746,1.096,-0.001
12.10,0.600,-0.02746,1.097,-0.001
12.08,0.700,-0.02746,1.095,-0.001
12.11,0.800,-0.02746,1.097,-0.001
12.09,0.900,-0.02742,1.095,-0.001
12.11,1.000,-0.02742,1.098,-0.001
12.08,1.100,-0.02742,1.095,-0.001
12.13,1.200,-0.02742,1.099,-0.001
12.09,1.300,-0.02737,1.095,-0.001
12.14,1.400,-0.02737,1.100,-0.001
12.12,1.500,-0.02733,1.098,-0.001
12.21,1.600,-0.02729,1.106,-0.001
12.23,1.700,-0.02725,1.108,-0.001
12.39,1.800,-0.02713,1.123,-0.001
12.50,1.900,-0.02700,1.132,-0.001
12.65,2.000,-0.02688,1.146,-0.001
12.73,2.100,-0.02675,1.153,-0.001
12.85,2.200,-0.02663,1.165,-0.001
12.90,2.300,-0.02650,1.169,-0.001
13.01,2.400,-0.02638,1.179,-0.001
13.05,2.500,-0.02625,1.182,-0.001
13.15,2.600,-0.02613,1.191,-0.001
13.19,2.700,-0.02596,1.195,-0.001
13.29,2.800,-0.02584,1.205,-0.001
13.30,2.900,-0.02571,1.206,-0.001
13.42,3.000,-0.02559,1.216,-0.001
13.44,3.100,-0.02542,1.217,-0.001
13.53,3.200,-0.02530,1.226,0.000
13.57,3.300,-0.02513,1.230,0.000
13.66,3.400,-0.02501,1.238,0.000
13.67,3.500,-0.02488,1.239,0.000
13.78,3.600,-0.02472,1.248,0.000
13.80,3.700,-0.02459,1.251,0.000
13.88,3.800,-0.02447,1.258,0.000
13.93,3.900,-0.02430,1.262,0.000
14.00,4.000,-0.02418,1.269,0.000
14.05,4.100,-0.02401,1.273,0.000
14.13,4.200,-0.02388,1.281,0.000
14.16,4.300,-0.02372,1.283,0.000
14.22,4.400,-0.02359,1.289,0.000
14.26,4.500,-0.02343,1.292,0.000
14.35,4.600,-0.02326,1.301,0.000
14.39,4.700,-0.02309,1.304,0.000
14.47,4.800,-0.02293,1.311,0.000
14.54,4.900,-0.02276,1.318,0.000
14.54,5.000,-0.02255,1.318,0.000
14.59,5.100,-0.02239,1.322,0.000
14.68,5.200,-0.02218,1.330,0.000
14.77,5.300,-0.02197,1.338,0.000
14.83,5.400,-0.02176,1.343,0.000
14.90,5.500,-0.02156,1.350,0.000
14.98,5.600,-0.02135,1.357,0.000
15.05,5.700,-0.02118,1.364,0.000
15.12,5.800,-0.02098,1.370,0.000
15.19,5.900,-0.02077,1.376,0.000
15.25,6.000,-0.02056,1.381,0.000
15.31,6.100,-0.02035,1.387,0.000
15.37,6.200,-0.02019,1.393,0.000
15.43,6.300,-0.01998,1.398,0.000
15.49,6.400,-0.01981,1.404,0.000
15.54,6.500,-0.01965,1.408,0.000
15.59,6.600,-0.01944,1.412,0.000
15.59,6.700,-0.01931,1.412,0.000
15.63,6.800,-0.01915,1.416,0.000
15.70,6.900,-0.01898,1.423,0.000
15.74,7.000,-0.01881,1.426,0.000
15.79,7.100,-0.01869,1.431,0.000
