""
"Test Method","Will_Huddleston_Disks.msm"
"Sample I. D.","WH38Z.mss"
"Specimen Number","1"

"Load (N)","Time (s)","Extension (mm)","Stress (MPa)","Strain (mm/mm)"

3.42,0.200,0.00061,0.641,0.000
3.43,0.300,0.00061,0.643,0.000
3.43,0.400,0.00061,0.643,0.000
3.43,0.500,0.00065,0.642,0.000
3.42,0.600,0.00065,0.641,0.000
3.43,0.700,0.00065,0.642,0.000
3.41,0.800,0.00069,0.639,0.000
3.41,0.900,0.00069,0.639,0.000
3.42,1.000,0.00069,0.640,0.000
3.42,1.100,0.00073,0.642,0.000
3.42,1.200,0.00073,0.642,0.000
3.43,1.300,0.00073,0.642,0.000
3.43,1.400,0.00077,0.643,0.000
3.42,1.500,0.00077,0.640,0.000
3.42,1.600,0.00081,0.641,0.000
3.43,1.700,0.00081,0.642,0.000
3.43,1.800,0.00086,0.642,0.000
3.44,1.900,0.00090,0.644,0.000
3.44,2.000,0.00094,0.645,0.000
3.48,2.100,0.00098,0.651,0.000
3.52,2.200,0.00102,0.659,0.000
3.54,2.300,0.00115,0.664,0.000
3.58,2.400,0.00123,0.671,0.000
3.65,2.500,0.00140,0.683,0.000
3.72,2.600,0.00156,0.697,0.000
3.77,2.700,0.00173,0.706,0.000
3.82,2.800,0.00189,0.716,0.000
3.87,2.900,0.00206,0.726,0.000
3.92,3.000,0.00223,0.733,0.000
3.96,3.100,0.00239,0.741,0.000
3.99,3.200,0.00256,0.746,0.000
4.03,3.300,0.00273,0.755,0.000
4.08,3.400,0.00289,0.763,0.000
4.11,3.500,0.00310,0.771,0.000
4.16,3.600,0.00331,0.778,0.000
4.18,3.700,0.00347,0.783,0.000
4.23,3.800,0.00368,0.792,0.000
4.26,3.900,0.00389,0.797,0.000
4.29,4.000,0.00406,0.803,0.000
4.33,4.100,0.00426,0.812,0.000
4.35,4.200,0.00443,0.814,0.000
4.38,4.300,0.00460,0.820,0.000
4.42,4.400,0.00480,0.828,0.000
4.43,4.500,0.00497,0.831,0.000
4.49,4.600,0.00514,0.840,0.000
4.50,4.700,0.00530,0.842,0.000
4.52,4.800,0.00547,0.847,0.000
4.54,4.900,0.00563,0.850,0.000
4.56,5.000,0.00580,0.854,0.000
4.61,5.100,0.00593,0.863,0.000
4.61,5.200,0.00609,0.864,0.000
4.63,5.300,0.00622,0.867,0.000
4.66,5.400,0.00634,0.873,0.000
4.67,5.500,0.00651,0.875,0.000
4.69,5.600,0.00663,0.879,0.000
4.70,5.700,0.00676,0.880,0.000
4.72,5.800,0.00688,0.884,0.000
4.75,5.900,0.00705,0.890,0.000
4.76,6.000,0.00717,0.892,0.000
4.80,6.100,0.00730,0.899,0.000
4.81,6.200,0.00742,0.901,0.000
4.83,6.300,0.00755,0.905,0.000
4.85,6.400,0.00767,0.908,0.000
4.86,6.500,0.00780,0.910,0.000
4.87,6.600,0.00796,0.913,0.000
4.91,6.700,0.00809,0.919,0.000
4.93,6.800,0.00821,0.923,0.000
4.95,6.900,0.00834,0.927,0.000
4.97,7.000,0.00850,0.931,0.000
4.98,7.100,0.00863,0.933,0.000
5.01,7.200,0.00875,0.939,0.000
5.03,7.300,0.00892,0.943,0.000
5.05,7.400,0.00904,0.946,0.000
5.06,7.500,0.00921,0.949,0.000
5.09,7.600,0.00937,0.954,0.000
5.13,7.700,0.00950,0.961,0.000
5.14,7.800,0.00967,0.963,0.000
5.15,7.900,0.00979,0.964,0.000
5.17,8.000,0.00996,0.969,0.000
5.18,8.100,0.01008,0.970,0.000
5.22,8.200,0.01025,0.978,0.000
5.22,8.300,0.01041,0.979,0.000
5.26,8.400,0.01058,0.985,0.000
5.29,8.500,0.01075,0.990,0.000
5.33,8.600,0.01091,0.999,0.000
5.35,8.700,0.01108,1.002,0.000
5.38,8.800,0.01124,1.008,0.000
5.40,8.900,0.01141,1.012,0.000
5.42,9.000,0.01162,1.015,0.000
5.46,9.100,0.01178,1.024,0.000
5.48,9.200,0.01199,1.027,0.000
5.51,9.300,0.01220,1.032,0.000
5.54,9.400,0.01241,1.037,0.000
5.57,9.500,0.01266,1.044,0.000
5.62,9.600,0.01287,1.052,0.000
5.66,9.700,0.01307,1.060,0.000
5.69,9.800,0.01332,1.066,0.000
5.72,9.900,0.01353,1.071,0.000
5.76,10.000,0.01374,1.079,0.000
5.78,10.100,0.01395,1.082,0.000
5.80,10.200,0.01415,1.087,0.000
5.84,10.300,0.01436,1.094,0.000
5.87,10.400,0.01457,1.099,0.000
5.88,10.500,0.01474,1.102,0.000
5.90,10.600,0.01490,1.106,0.000
5.94,10.700,0.01507,1.112,0.000
5.96,10.800,0.01523,1.116,0.000
5.98,10.900,0.01536,1.120,0.000
6.01,11.000,0.01552,1.126,0.000
6.02,11.100,0.01565,1.127,0.000
6.04,11.200,0.01582,1.131,0.000
6.07,11.300,0.01594,1.137,0.000
6.07,11.400,0.01606,1.137,0.000
6.08,11.500,0.01623,1.139,0.000
6.09,11.600,0.01636,1.141,0.000
6.09,11.700,0.01648,1.142,0.000
6.13,11.800,0.01661,1.148,0.000
6.14,11.900,0.01673,1.150,0.000
6.17,12.000,0.01685,1.156,0.000
6.16,12.100,0.01702,1.155,0.000
6.21,12.200,0.01715,1.163,0.000
6.22,12.300,0.01727,1.165,0.000
6.25,12.400,0.01739,1.172,0.000
6.28,12.500,0.01756,1.176,0.000
6.30,12.600,0.01769,1.180,0.000
6.30,12.700,0.01785,1.181,0.000
6.33,12.800,0.01798,1.185,0.000
6.35,12.900,0.01810,1.190,0.000
6.38,13.000,0.01827,1.195,0.000
6.41,13.100,0.01843,1.201,0.000
6.44,13.200,0.01856,1.206,0.000
6.46,13.300,0.01872,1.210,0.000
6.48,13.400,0.01885,1.213,0.000
6.50,13.500,0.01902,1.218,0.000
6.52,13.600,0.01918,1.222,0.000
6.56,13.700,0.01935,1.229,0.000
6.57,13.800,0.01947,1.231,0.000
6.59,13.900,0.01964,1.234,0.000
6.62,14.000,0.01980,1.239,0.000
6.65,14.100,0.01997,1.247,0.000
6.67,14.200,0.02014,1.249,0.000
6.70,14.300,0.02030,1.255,0.000
6.72,14.400,0.02047,1.259,0.000
6.76,14.500,0.02064,1.265,0.000
6.78,14.600,0.02080,1.270,0.000
6.81,14.700,0.02101,1.277,0.000
6.84,14.800,0.02118,1.281,0.000
6.87,14.900,0.02138,1.286,0.000
6.90,15.000,0.02159,1.292,0.000
6.94,15.100,0.02180,1.300,0.000
6.97,15.200,0.02201,1.305,0.000
7.02,15.300,0.02226,1.315,0.000
7.05,15.400,0.02246,1.320,0.000
7.10,15.500,0.02271,1.329,0.000
7.12,15.600,0.02292,1.335,0.000
7.14,15.700,0.02313,1.338,0.000
7.17,15.800,0.02334,1.344,0.000
7.21,15.900,0.02354,1.351,0.000
7.24,16.000,0.02375,1.355,0.000
7.26,16.100,0.02396,1.360,0.000
7.23,16.200,0.02413,1.355,0.000
7.26,16.300,0.02433,1.360,0.000
7.32,16.400,0.02450,1.371,0.000
7.33,16.500,0.02467,1.374,0.000
7.36,16.600,0.02479,1.379,0.000
7.39,16.700,0.02496,1.385,0.000
7.42,16.800,0.02508,1.389,0.000
7.43,16.900,0.02525,1.393,0.000
7.46,17.000,0.02537,1.398,0.000
7.48,17.100,0.02554,1.402,0.001
7.49,17.200,0.02566,1.403,0.001
7.51,17.300,0.02579,1.407,0.001
7.53,17.400,0.02591,1.410,0.001
7.54,17.500,0.02608,1.413,0.001
7.59,17.600,0.02620,1.421,0.001
7.60,17.700,0.02633,1.424,0.001
7.62,17.800,0.02645,1.427,0.001
7.65,17.900,0.02658,1.433,0.001
7.67,18.000,0.02674,1.437,0.001
7.68,18.100,0.02687,1.439,0.001
7.70,18.200,0.02699,1.443,0.001
7.73,18.300,0.02716,1.448,0.001
7.76,18.400,0.02728,1.453,0.001
7.79,18.500,0.02745,1.459,0.001
7.81,18.600,0.02758,1.464,0.001
7.84,18.700,0.02774,1.469,0.001
7.87,18.800,0.02787,1.475,0.001
7.90,18.900,0.02803,1.480,0.001
7.92,19.000,0.02820,1.484,0.001
7.96,19.100,0.02832,1.491,0.001
7.98,19.200,0.02849,1.495,0.001
8.00,19.300,0.02866,1.499,0.001
8.03,19.400,0.02882,1.504,0.001
8.05,19.500,0.02895,1.509,0.001
8.05,19.600,0.02911,1.509,0.001
8.09,19.700,0.02928,1.515,0.001
8.13,19.800,0.02940,1.522,0.001
8.16,19.900,0.02961,1.528,0.001
8.19,20.000,0.02978,1.535,0.001
8.22,20.100,0.02994,1.540,0.001
8.24,20.200,0.03011,1.544,0.001
