""
"Test Method","Will_Huddleston_Disks.msm"
"Sample I. D.","WH12Y.mss"
"Specimen Number","1"

"Load (N)","Time (s)","Extension (mm)","Stress (MPa)","Strain (mm/mm)"

10.75,0.200,0.01618,1.935,0.000
10.73,0.300,0.01618,1.932,0.000
10.75,0.400,0.01618,1.936,0.000
10.75,0.500,0.01622,1.935,0.000
10.76,0.600,0.01622,1.937,0.000
10.75,0.700,0.01626,1.936,0.000
10.76,0.800,0.01626,1.937,0.000
10.76,0.900,0.01626,1.937,0.000
10.75,1.000,0.01630,1.936,0.000
10.75,1.100,0.01630,1.936,0.000
10.78,1.200,0.01634,1.940,0.000
10.78,1.300,0.01634,1.941,0.000
10.79,1.400,0.01638,1.943,0.000
10.80,1.500,0.01643,1.944,0.000
10.86,1.600,0.01647,1.955,0.000
10.91,1.700,0.01655,1.964,0.000
11.00,1.800,0.01672,1.980,0.000
11.12,1.900,0.01688,2.003,0.000
11.25,2.000,0.01705,2.024,0.000
11.40,2.100,0.01726,2.053,0.000
11.52,2.200,0.01742,2.074,0.000
11.61,2.300,0.01759,2.091,0.000
11.70,2.400,0.01771,2.106,0.000
11.79,2.500,0.01788,2.122,0.000
11.84,2.600,0.01801,2.131,0.000
11.90,2.700,0.01817,2.142,0.000
11.97,2.800,0.01830,2.155,0.000
12.03,2.900,0.01846,2.166,0.000
12.08,3.000,0.01859,2.175,0.000
12.14,3.100,0.01871,2.185,0.000
12.20,3.200,0.01884,2.196,0.000
12.25,3.300,0.01900,2.205,0.000
12.30,3.400,0.01913,2.215,0.000
12.36,3.500,0.01925,2.226,0.000
12.40,3.600,0.01938,2.232,0.000
12.44,3.700,0.01950,2.240,0.000
12.49,3.800,0.01963,2.248,0.000
12.54,3.900,0.01979,2.258,0.000
12.60,4.000,0.01992,2.269,0.000
12.67,4.100,0.02004,2.282,0.000
12.69,4.200,0.02021,2.285,0.000
12.74,4.300,0.02033,2.293,0.000
12.80,4.400,0.02046,2.304,0.000
12.84,4.500,0.02058,2.312,0.000
12.90,4.600,0.02075,2.323,0.000
12.95,4.700,0.02087,2.331,0.000
13.02,4.800,0.02104,2.343,0.000
13.06,4.900,0.02116,2.351,0.000
13.11,5.000,0.02133,2.361,0.000
13.17,5.100,0.02145,2.371,0.000
13.23,5.200,0.02162,2.381,0.000
13.29,5.300,0.02175,2.392,0.000
13.36,5.400,0.02191,2.404,0.000
13.40,5.500,0.02208,2.412,0.000
13.45,5.600,0.02220,2.422,0.000
13.51,5.700,0.02237,2.433,0.000
13.57,5.800,0.02253,2.442,0.000
13.64,5.900,0.02270,2.455,0.000
13.69,6.000,0.02287,2.465,0.000
13.74,6.100,0.02303,2.474,0.000
13.82,6.200,0.02320,2.487,0.000
13.89,6.300,0.02337,2.501,0.000
13.96,6.400,0.02357,2.513,0.000
14.02,6.500,0.02374,2.523,0.000
14.10,6.600,0.02395,2.538,0.000
14.17,6.700,0.02416,2.551,0.000
14.23,6.800,0.02436,2.562,0.000
14.36,6.900,0.02461,2.585,0.000
14.37,7.000,0.02482,2.588,0.000
14.50,7.100,0.02503,2.610,0.000
14.57,7.200,0.02524,2.623,0.000
14.65,7.300,0.02544,2.638,0.001
14.70,7.400,0.02565,2.647,0.001
14.80,7.500,0.02586,2.663,0.001
14.86,7.600,0.02607,2.676,0.001
14.89,7.700,0.02628,2.680,0.001
15.03,7.800,0.02644,2.706,0.001
15.10,7.900,0.02665,2.718,0.001
15.14,8.000,0.02682,2.725,0.001
15.21,8.100,0.02698,2.738,0.001
15.26,8.200,0.02715,2.748,0.001
15.33,8.300,0.02731,2.760,0.001
15.38,8.400,0.02748,2.769,0.001
15.42,8.500,0.02760,2.776,0.001
15.47,8.600,0.02777,2.786,0.001
15.52,8.700,0.02790,2.795,0.001
15.61,8.800,0.02806,2.809,0.001
15.62,8.900,0.02819,2.812,0.001
15.67,9.000,0.02835,2.820,0.001
15.75,9.100,0.02848,2.834,0.001
15.79,9.200,0.02860,2.843,0.001
15.82,9.300,0.02877,2.848,0.001
15.94,9.400,0.02889,2.869,0.001
15.93,9.500,0.02902,2.867,0.001
16.03,9.600,0.02918,2.885,0.001
16.09,9.700,0.02931,2.896,0.001
16.12,9.800,0.02947,2.902,0.001
16.19,9.900,0.02960,2.915,0.001
16.23,10.000,0.02977,2.923,0.001
16.31,10.100,0.02993,2.936,0.001
16.36,10.200,0.03006,2.945,0.001
16.44,10.300,0.03022,2.959,0.001
16.48,10.400,0.03039,2.966,0.001
16.56,10.500,0.03056,2.982,0.001
16.62,10.600,0.03068,2.992,0.001
16.69,10.700,0.03085,3.004,0.001
16.74,10.800,0.03101,3.014,0.001
16.81,10.900,0.03114,3.026,0.001
16.86,11.000,0.03130,3.035,0.001
16.92,11.100,0.03147,3.047,0.001
17.01,11.200,0.03164,3.062,0.001
17.07,11.300,0.03180,3.072,0.001
17.12,11.400,0.03193,3.082,0.001
17.20,11.500,0.03209,3.096,0.001
17.27,11.600,0.03226,3.108,0.001
17.33,11.700,0.03243,3.120,0.001
17.39,11.800,0.03263,3.130,0.001
17.48,11.900,0.03280,3.147,0.001
17.53,12.000,0.03297,3.156,0.001
17.62,12.100,0.03317,3.171,0.001
17.70,12.200,0.03338,3.186,0.001
17.79,12.300,0.03359,3.202,0.001
17.87,12.400,0.03380,3.217,0.001
17.95,12.500,0.03400,3.231,0.001
17.99,12.600,0.03421,3.239,0.001
18.13,12.700,0.03442,3.264,0.001
18.24,12.800,0.03463,3.284,0.001
18.32,12.900,0.03488,3.298,0.001
18.39,13.000,0.03508,3.310,0.001
18.49,13.100,0.03529,3.329,0.001
18.57,13.200,0.03550,3.342,0.001
18.67,13.300,0.03567,3.360,0.001
18.76,13.400,0.03587,3.376,0.001
18.83,13.500,0.03608,3.390,0.001
18.91,13.600,0.03625,3.405,0.001
18.99,13.700,0.03646,3.419,0.001
19.03,13.800,0.03662,3.427,0.001
19.10,13.900,0.03679,3.438,0.001
19.16,14.000,0.03691,3.450,0.001
19.24,14.100,0.03708,3.463,0.001
19.28,14.200,0.03725,3.470,0.001
19.36,14.300,0.03737,3.486,0.001
19.40,14.400,0.03754,3.493,0.001
19.47,14.500,0.03766,3.505,0.001
19.55,14.600,0.03783,3.519,0.001
19.60,14.700,0.03795,3.529,0.001
19.67,14.800,0.03812,3.541,0.001
19.71,14.900,0.03824,3.548,0.001
19.75,15.000,0.03837,3.556,0.001
19.83,15.100,0.03853,3.571,0.001
19.90,15.200,0.03866,3.583,0.001
19.97,15.300,0.03882,3.594,0.001
20.01,15.400,0.03895,3.603,0.001
20.09,15.500,0.03912,3.617,0.001
20.17,15.600,0.03924,3.630,0.001
20.23,15.700,0.03941,3.643,0.001
20.31,15.800,0.03957,3.656,0.001
20.36,15.900,0.03970,3.666,0.001
20.42,16.000,0.03986,3.677,0.001
20.50,16.100,0.04003,3.690,0.001
20.57,16.200,0.04020,3.704,0.001
20.63,16.300,0.04032,3.715,0.001
20.71,16.400,0.04049,3.728,0.001
20.77,16.500,0.04065,3.740,0.001
20.84,16.600,0.04078,3.751,0.001
20.91,16.700,0.04094,3.764,0.001
20.97,16.800,0.04111,3.775,0.001
21.05,16.900,0.04128,3.789,0.001
21.10,17.000,0.04144,3.798,0.001
21.20,17.100,0.04161,3.816,0.001
21.28,17.200,0.04178,3.830,0.001
21.35,17.300,0.04194,3.843,0.001
21.43,17.400,0.04211,3.858,0.001
21.50,17.500,0.04232,3.871,0.001
21.59,17.600,0.04248,3.887,0.001
21.68,17.700,0.04269,3.902,0.001
21.76,17.800,0.04286,3.917,0.001
21.86,17.900,0.04306,3.935,0.001
21.96,18.000,0.04327,3.953,0.001
22.07,18.100,0.04348,3.973,0.001
22.15,18.200,0.04373,3.987,0.001
22.26,18.300,0.04394,4.008,0.001
22.36,18.400,0.04414,4.025,0.001
22.45,18.500,0.04435,4.041,0.001
22.55,18.600,0.04456,4.060,0.001
22.65,18.700,0.04477,4.077,0.001
22.73,18.800,0.04498,4.092,0.001
22.82,18.900,0.04518,4.107,0.001
22.92,19.000,0.04535,4.125,0.001
23.00,19.100,0.04556,4.140,0.001
23.08,19.200,0.04572,4.155,0.001
23.16,19.300,0.04589,4.170,0.001
23.20,19.400,0.04606,4.176,0.001
23.29,19.500,0.04622,4.192,0.001
23.37,19.600,0.04639,4.207,0.001
23.44,19.700,0.04651,4.219,0.001
23.51,19.800,0.04668,4.232,0.001
23.56,19.900,0.04685,4.241,0.001
23.65,20.000,0.04697,4.258,0.001
23.72,20.100,0.04714,4.270,0.001
23.76,20.200,0.04726,4.276,0.001
23.82,20.300,0.04739,4.289,0.001
23.89,20.400,0.04755,4.300,0.001
23.98,20.500,0.04768,4.316,0.001
24.02,20.600,0.04780,4.324,0.001
24.10,20.700,0.04797,4.339,0.001
24.19,20.800,0.04809,4.354,0.001
24.22,20.900,0.04822,4.361,0.001
24.32,21.000,0.04838,4.379,0.001
24.38,21.100,0.04851,4.389,0.001
24.45,21.200,0.04867,4.401,0.001
24.51,21.300,0.04880,4.413,0.001
24.59,21.400,0.04896,4.426,0.001
24.67,21.500,0.04909,4.440,0.001
24.73,21.600,0.04926,4.453,0.001
24.82,21.700,0.04938,4.468,0.001
24.88,21.800,0.04955,4.479,0.001
24.95,21.900,0.04967,4.491,0.001
25.02,22.000,0.04984,4.505,0.001
25.09,22.100,0.05000,4.517,0.001
25.18,22.200,0.05017,4.532,0.001
25.23,22.300,0.05029,4.542,0.001
25.33,22.400,0.05046,4.559,0.001
25.41,22.500,0.05063,4.575,0.001
25.49,22.600,0.05079,4.589,0.001
25.57,22.700,0.05096,4.603,0.001
25.63,22.800,0.05113,4.614,0.001
25.72,22.900,0.05129,4.631,0.001
25.82,23.000,0.05146,4.649,0.001
25.89,23.100,0.05162,4.661,0.001
26.02,23.200,0.05183,4.683,0.001
26.12,23.300,0.05200,4.702,0.001
26.20,23.400,0.05221,4.717,0.001
26.31,23.500,0.05241,4.737,0.001
26.41,23.600,0.05262,4.755,0.001
26.54,23.700,0.05283,4.778,0.001
26.65,23.800,0.05304,4.797,0.001
26.76,23.900,0.05324,4.816,0.001
26.87,24.000,0.05345,4.837,0.001
26.97,24.100,0.05366,4.855,0.001
27.08,24.200,0.05391,4.875,0.001
27.17,24.300,0.05412,4.891,0.001
27.30,24.400,0.05433,4.914,0.001
27.41,24.500,0.05453,4.935,0.001
27.48,24.600,0.05470,4.947,0.001
27.58,24.700,0.05491,4.965,0.001
27.69,24.800,0.05507,4.984,0.001
27.76,24.900,0.05524,4.997,0.001
27.82,25.000,0.05541,5.008,0.001
27.93,25.100,0.05557,5.028,0.001
27.97,25.200,0.05574,5.036,0.001
28.05,25.300,0.05586,5.050,0.001
28.13,25.400,0.05603,5.065,0.001
28.21,25.500,0.05620,5.078,0.001
28.26,25.600,0.05632,5.087,0.001
28.35,25.700,0.05644,5.103,0.001
28.42,25.800,0.05661,5.115,0.001
28.48,25.900,0.05674,5.128,0.001
28.55,26.000,0.05686,5.139,0.001
28.62,26.100,0.05698,5.152,0.001
28.67,26.200,0.05715,5.162,0.001
28.74,26.300,0.05728,5.173,0.001
28.82,26.400,0.05740,5.187,0.001
28.88,26.500,0.05753,5.199,0.001
28.96,26.600,0.05769,5.214,0.001
29.03,26.700,0.05782,5.226,0.001
29.10,26.800,0.05798,5.239,0.001
29.19,26.900,0.05811,5.255,0.001
29.27,27.000,0.05823,5.269,0.001
29.34,27.100,0.05840,5.281,0.001
29.42,27.200,0.05852,5.297,0.001
29.51,27.300,0.05869,5.312,0.001
29.57,27.400,0.05885,5.324,0.001
29.66,27.500,0.05898,5.339,0.001
29.74,27.600,0.05915,5.354,0.001
12.35,27.700,0.05927,2.223,0.001
14.11,27.800,0.05944,2.539,0.001
14.33,27.900,0.05960,2.580,0.001
14.45,28.000,0.05973,2.601,0.001
14.54,28.100,0.05989,2.618,0.001
14.69,28.200,0.06006,2.645,0.001
14.79,28.300,0.06018,2.662,0.001
14.88,28.400,0.06035,2.679,0.001
14.97,28.500,0.06052,2.695,0.001
15.07,28.600,0.06068,2.713,0.001
7.50,28.700,0.06085,1.350,0.001
5.90,28.800,0.06102,1.062,0.001
5.87,28.900,0.06122,1.057,0.001
5.95,29.000,0.06139,1.071,0.001
6.05,29.100,0.06160,1.089,0.001
6.13,29.200,0.06176,1.104,0.001
6.19,29.300,0.06197,1.115,0.001
6.26,29.400,0.06218,1.127,0.001
6.33,29.500,0.06239,1.140,0.001
6.40,29.600,0.06259,1.153,0.001
6.47,29.700,0.06280,1.164,0.001
6.55,29.800,0.06301,1.179,0.001
6.59,29.900,0.06322,1.186,0.001
6.64,30.000,0.06343,1.196,0.001
6.70,30.100,0.06363,1.206,0.001
6.77,30.200,0.06384,1.219,0.001
6.81,30.300,0.06401,1.226,0.001
6.87,30.400,0.06422,1.236,0.001
6.92,30.500,0.06438,1.245,0.001
6.96,30.600,0.06455,1.253,0.001
7.02,30.700,0.06471,1.263,0.001
7.07,30.800,0.06488,1.272,0.001
7.08,30.900,0.06505,1.275,0.001
7.13,31.000,0.06521,1.283,0.001
7.16,31.100,0.06534,1.288,0.001
7.19,31.200,0.06550,1.295,0.001
7.22,31.300,0.06567,1.299,0.001
7.28,31.400,0.06579,1.310,0.001
7.30,31.500,0.06592,1.315,0.001
7.32,31.600,0.06604,1.318,0.001
7.39,31.700,0.06621,1.330,0.001
7.40,31.800,0.06633,1.332,0.001
7.44,31.900,0.06646,1.340,0.001
7.47,32.000,0.06658,1.344,0.001
7.49,32.100,0.06675,1.348,0.001
7.54,32.200,0.06688,1.357,0.001
7.57,32.300,0.06700,1.362,0.001
7.60,32.400,0.06712,1.368,0.001
7.64,32.500,0.06729,1.375,0.001
7.68,32.600,0.06742,1.382,0.001
7.71,32.700,0.06758,1.388,0.001
7.74,32.800,0.06771,1.394,0.001
7.79,32.900,0.06783,1.403,0.001
7.83,33.000,0.06800,1.410,0.001
7.82,33.100,0.06816,1.408,0.001
7.88,33.200,0.06829,1.419,0.001
7.92,33.300,0.06845,1.427,0.001
7.94,33.400,0.06858,1.430,0.001
7.99,33.500,0.06875,1.438,0.001
8.04,33.600,0.06891,1.448,0.001
8.06,33.700,0.06904,1.451,0.001
8.12,33.800,0.06920,1.461,0.001
8.15,33.900,0.06937,1.468,0.001
8.19,34.000,0.06949,1.474,0.001
8.24,34.100,0.06966,1.484,0.001
