""
"Test Method","Will_Huddleston_Disks.msm"
"Sample I. D.","WH10W.mss"
"Specimen Number","1"

"Load (N)","Time (s)","Extension (mm)","Stress (MPa)","Strain (mm/mm)"

3.89,0.200,-0.02343,0.706,0.000
3.91,0.300,-0.02343,0.710,0.000
3.91,0.400,-0.02338,0.711,0.000
3.90,0.500,-0.02338,0.709,0.000
3.90,0.600,-0.02338,0.708,0.000
3.90,0.700,-0.02334,0.709,0.000
3.91,0.800,-0.02334,0.710,0.000
3.89,0.900,-0.02334,0.707,0.000
3.91,1.000,-0.02330,0.709,0.000
3.91,1.100,-0.02330,0.709,0.000
3.90,1.200,-0.02326,0.709,0.000
3.90,1.300,-0.02326,0.708,0.000
3.89,1.400,-0.02322,0.707,0.000
3.91,1.500,-0.02322,0.711,0.000
3.91,1.600,-0.02318,0.710,0.000
3.91,1.700,-0.02318,0.711,0.000
3.92,1.800,-0.02313,0.712,0.000
3.94,1.900,-0.02313,0.715,0.000
3.94,2.000,-0.02309,0.716,0.000
3.98,2.100,-0.02301,0.723,0.000
4.04,2.200,-0.02284,0.734,0.000
4.12,2.300,-0.02268,0.749,0.000
4.22,2.400,-0.02247,0.767,0.000
4.27,2.500,-0.02226,0.775,0.000
4.32,2.600,-0.02205,0.784,0.000
4.38,2.700,-0.02189,0.796,0.000
4.42,2.800,-0.02168,0.803,0.000
4.46,2.900,-0.02147,0.811,0.000
4.49,3.000,-0.02131,0.815,0.000
4.52,3.100,-0.02110,0.822,0.000
4.54,3.200,-0.02093,0.825,0.000
4.60,3.300,-0.02072,0.835,0.000
4.61,3.400,-0.02052,0.838,0.000
4.64,3.500,-0.02035,0.843,0.000
4.67,3.600,-0.02018,0.849,0.000
4.70,3.700,-0.01998,0.853,0.000
4.72,3.800,-0.01981,0.856,0.000
4.73,3.900,-0.01969,0.860,0.000
4.76,4.000,-0.01952,0.865,0.000
4.77,4.100,-0.01935,0.866,0.000
4.80,4.200,-0.01923,0.872,0.000
4.81,4.300,-0.01906,0.873,0.000
4.82,4.400,-0.01894,0.875,0.000
4.85,4.500,-0.01877,0.881,0.000
