""
"Test Method","Will_Huddleston_Disks.msm"
"Sample I. D.","WH13Y.mss"
"Specimen Number","1"

"Load (N)","Time (s)","Extension (mm)","Stress (MPa)","Strain (mm/mm)"

4.99,0.200,-0.03611,0.908,-0.001
4.98,0.300,-0.03611,0.908,-0.001
4.98,0.400,-0.03611,0.908,-0.001
4.97,0.500,-0.03611,0.906,-0.001
4.96,0.600,-0.03606,0.904,-0.001
4.97,0.700,-0.03606,0.905,-0.001
4.97,0.800,-0.03606,0.905,-0.001
4.96,0.900,-0.03602,0.904,-0.001
4.96,1.000,-0.03602,0.903,-0.001
4.95,1.100,-0.03598,0.902,-0.001
4.98,1.200,-0.03598,0.908,-0.001
4.96,1.300,-0.03598,0.905,-0.001
4.98,1.400,-0.03594,0.907,-0.001
5.00,1.500,-0.03594,0.911,-0.001
5.01,1.600,-0.03590,0.913,-0.001
4.98,1.700,-0.03590,0.906,-0.001
5.01,1.800,-0.03586,0.912,-0.001
5.06,1.900,-0.03581,0.922,-0.001
5.08,2.000,-0.03573,0.925,-0.001
5.12,2.100,-0.03565,0.934,-0.001
5.18,2.200,-0.03552,0.944,-0.001
5.25,2.300,-0.03540,0.956,-0.001
5.34,2.400,-0.03523,0.974,-0.001
5.42,2.500,-0.03507,0.987,-0.001
5.42,2.600,-0.03494,0.988,-0.001
5.49,2.700,-0.03478,1.000,-0.001
5.53,2.800,-0.03461,1.008,-0.001
5.59,2.900,-0.03444,1.018,-0.001
5.62,3.000,-0.03428,1.025,-0.001
5.68,3.100,-0.03407,1.035,-0.001
5.74,3.200,-0.03390,1.047,-0.001
5.78,3.300,-0.03370,1.053,-0.001
5.84,3.400,-0.03353,1.064,-0.001
5.87,3.500,-0.03332,1.070,-0.001
5.92,3.600,-0.03311,1.079,-0.001
5.99,3.700,-0.03291,1.092,-0.001
6.03,3.800,-0.03270,1.099,-0.001
6.07,3.900,-0.03249,1.105,-0.001
6.11,4.000,-0.03228,1.114,-0.001
6.17,4.100,-0.03207,1.124,-0.001
6.21,4.200,-0.03187,1.132,-0.001
6.26,4.300,-0.03170,1.140,-0.001
6.30,4.400,-0.03149,1.147,-0.001
6.34,4.500,-0.03129,1.156,-0.001
6.36,4.600,-0.03112,1.159,-0.001
6.45,4.700,-0.03091,1.174,-0.001
6.45,4.800,-0.03074,1.176,-0.001
6.49,4.900,-0.03058,1.182,-0.001
6.54,5.000,-0.03041,1.191,-0.001
6.57,5.100,-0.03025,1.197,-0.001
6.59,5.200,-0.03012,1.200,-0.001
6.62,5.300,-0.02996,1.207,-0.001
6.66,5.400,-0.02979,1.214,-0.001
6.69,5.500,-0.02966,1.220,-0.001
6.73,5.600,-0.02950,1.225,-0.001
6.74,5.700,-0.02937,1.228,-0.001
6.80,5.800,-0.02925,1.239,-0.001
6.79,5.900,-0.02912,1.237,-0.001
6.84,6.000,-0.02896,1.247,-0.001
6.86,6.100,-0.02883,1.250,-0.001
6.90,6.200,-0.02871,1.257,-0.001
6.92,6.300,-0.02854,1.261,-0.001
6.95,6.400,-0.02842,1.267,-0.001
6.98,6.500,-0.02829,1.272,-0.001
7.02,6.600,-0.02813,1.279,-0.001
7.03,6.700,-0.02800,1.281,-0.001
7.09,6.800,-0.02784,1.292,-0.001
7.11,6.900,-0.02771,1.296,-0.001
7.14,7.000,-0.02755,1.301,-0.001
7.19,7.100,-0.02742,1.311,-0.001
7.22,7.200,-0.02725,1.316,-0.001
7.25,7.300,-0.02709,1.321,-0.001
7.29,7.400,-0.02692,1.328,-0.001
7.32,7.500,-0.02680,1.335,-0.001
7.36,7.600,-0.02663,1.340,-0.001
7.38,7.700,-0.02651,1.344,-0.001
7.42,7.800,-0.02634,1.351,-0.001
7.46,7.900,-0.02617,1.359,-0.001
7.47,8.000,-0.02601,1.361,-0.001
7.52,8.100,-0.02584,1.370,-0.001
7.55,8.200,-0.02572,1.375,-0.001
7.61,8.300,-0.02555,1.386,-0.001
7.63,8.400,-0.02538,1.390,0.000
7.66,8.500,-0.02518,1.396,0.000
7.70,8.600,-0.02501,1.403,0.000
7.75,8.700,-0.02484,1.413,0.000
7.79,8.800,-0.02464,1.419,0.000
7.84,8.900,-0.02447,1.429,0.000
7.88,9.000,-0.02426,1.436,0.000
7.91,9.100,-0.02405,1.442,0.000
7.99,9.200,-0.02389,1.455,0.000
8.02,9.300,-0.02364,1.462,0.000
8.07,9.400,-0.02343,1.470,0.000
8.13,9.500,-0.02322,1.481,0.000
8.17,9.600,-0.02302,1.488,0.000
8.23,9.700,-0.02277,1.499,0.000
8.29,9.800,-0.02256,1.510,0.000
8.33,9.900,-0.02235,1.518,0.000
8.38,10.000,-0.02214,1.527,0.000
8.41,10.100,-0.02194,1.533,0.000
8.48,10.200,-0.02177,1.546,0.000
8.52,10.300,-0.02156,1.552,0.000
8.54,10.400,-0.02139,1.557,0.000
8.56,10.500,-0.02123,1.560,0.000
8.61,10.600,-0.02106,1.569,0.000
8.66,10.700,-0.02090,1.577,0.000
8.68,10.800,-0.02073,1.582,0.000
8.76,10.900,-0.02056,1.595,0.000
8.76,11.000,-0.02044,1.597,0.000
8.77,11.100,-0.02027,1.598,0.000
8.83,11.200,-0.02015,1.608,0.000
8.87,11.300,-0.02002,1.617,0.000
8.91,11.400,-0.01986,1.624,0.000
8.94,11.500,-0.01973,1.629,0.000
8.96,11.600,-0.01961,1.633,0.000
8.99,11.700,-0.01944,1.639,0.000
9.04,11.800,-0.01932,1.647,0.000
9.05,11.900,-0.01919,1.649,0.000
9.08,12.000,-0.01903,1.654,0.000
9.12,12.100,-0.01890,1.662,0.000
9.15,12.200,-0.01878,1.667,0.000
9.16,12.300,-0.01861,1.670,0.000
9.24,12.400,-0.01849,1.684,0.000
9.25,12.500,-0.01832,1.685,0.000
9.30,12.600,-0.01820,1.694,0.000
9.34,12.700,-0.01803,1.702,0.000
9.35,12.800,-0.01790,1.704,0.000
9.39,12.900,-0.01774,1.710,0.000
9.44,13.000,-0.01761,1.720,0.000
9.48,13.100,-0.01745,1.728,0.000
9.49,13.200,-0.01728,1.728,0.000
9.53,13.300,-0.01716,1.736,0.000
9.56,13.400,-0.01699,1.742,0.000
9.63,13.500,-0.01682,1.754,0.000
9.64,13.600,-0.01670,1.757,0.000
9.67,13.700,-0.01653,1.762,0.000
9.71,13.800,-0.01637,1.770,0.000
9.76,13.900,-0.01620,1.779,0.000
9.81,14.000,-0.01608,1.787,0.000
9.87,14.100,-0.01591,1.797,0.000
9.91,14.200,-0.01574,1.806,0.000
9.93,14.300,-0.01558,1.809,0.000
10.00,14.400,-0.01537,1.822,0.000
10.03,14.500,-0.01520,1.827,0.000
10.05,14.600,-0.01500,1.831,0.000
10.12,14.700,-0.01479,1.844,0.000
10.17,14.800,-0.01462,1.854,0.000
10.26,14.900,-0.01441,1.869,0.000
10.33,15.000,-0.01416,1.882,0.000
10.36,15.100,-0.01396,1.888,0.000
10.43,15.200,-0.01375,1.900,0.000
10.46,15.300,-0.01354,1.906,0.000
10.54,15.400,-0.01333,1.920,0.000
10.59,15.500,-0.01313,1.930,0.000
10.61,15.600,-0.01292,1.934,0.000
10.67,15.700,-0.01271,1.943,0.000
10.76,15.800,-0.01254,1.960,0.000
10.80,15.900,-0.01234,1.967,0.000
10.84,16.000,-0.01213,1.974,0.000
10.89,16.100,-0.01196,1.983,0.000
10.92,16.200,-0.01180,1.990,0.000
10.93,16.300,-0.01167,1.992,0.000
10.99,16.400,-0.01150,2.002,0.000
11.03,16.500,-0.01134,2.009,0.000
11.08,16.600,-0.01121,2.020,0.000
11.12,16.700,-0.01105,2.026,0.000
11.14,16.800,-0.01092,2.029,0.000
11.20,16.900,-0.01080,2.040,0.000
11.23,17.000,-0.01063,2.045,0.000
11.26,17.100,-0.01051,2.051,0.000
11.27,17.200,-0.01038,2.053,0.000
11.30,17.300,-0.01026,2.059,0.000
11.34,17.400,-0.01009,2.066,0.000
11.40,17.500,-0.00997,2.076,0.000
11.42,17.600,-0.00984,2.080,0.000
