""
"Test Method","Will_Huddleston_Disks.msm"
"Sample I. D.","WH09Z.mss"
"Specimen Number","1"

"Load (N)","Time (s)","Extension (mm)","Stress (MPa)","Strain (mm/mm)"

3.96,0.200,-0.02520,0.716,0.000
3.95,0.300,-0.02516,0.714,0.000
3.94,0.400,-0.02516,0.712,0.000
3.94,0.500,-0.02516,0.713,0.000
3.97,0.600,-0.02512,0.718,0.000
3.96,0.700,-0.02512,0.717,0.000
3.96,0.800,-0.02512,0.716,0.000
3.96,0.900,-0.02508,0.717,0.000
3.97,1.000,-0.02508,0.718,0.000
3.98,1.100,-0.02508,0.719,0.000
3.98,1.200,-0.02503,0.720,0.000
3.99,1.300,-0.02503,0.722,0.000
3.98,1.400,-0.02499,0.721,0.000
3.99,1.500,-0.02499,0.722,0.000
3.99,1.600,-0.02495,0.721,0.000
4.00,1.700,-0.02491,0.723,0.000
4.01,1.800,-0.02491,0.725,0.000
4.04,1.900,-0.02483,0.730,0.000
4.07,2.000,-0.02474,0.736,0.000
4.12,2.100,-0.02466,0.746,0.000
4.18,2.200,-0.02454,0.756,0.000
4.25,2.300,-0.02437,0.770,0.000
4.34,2.400,-0.02420,0.785,0.000
4.40,2.500,-0.02404,0.796,0.000
4.45,2.600,-0.02391,0.806,0.000
4.51,2.700,-0.02375,0.816,0.000
4.55,2.800,-0.02358,0.824,0.000
4.60,2.900,-0.02345,0.832,0.000
4.64,3.000,-0.02329,0.839,0.000
4.67,3.100,-0.02316,0.846,0.000
4.72,3.200,-0.02300,0.855,0.000
4.74,3.300,-0.02283,0.857,0.000
4.77,3.400,-0.02267,0.864,0.000
4.83,3.500,-0.02250,0.874,0.000
4.85,3.600,-0.02233,0.877,0.000
4.89,3.700,-0.02217,0.884,0.000
4.93,3.800,-0.02200,0.892,0.000
4.97,3.900,-0.02179,0.899,0.000
5.01,4.000,-0.02163,0.906,0.000
5.05,4.100,-0.02142,0.914,0.000
5.08,4.200,-0.02125,0.919,0.000
5.12,4.300,-0.02104,0.926,0.000
5.15,4.400,-0.02084,0.931,0.000
5.18,4.500,-0.02063,0.937,0.000
5.22,4.600,-0.02042,0.945,0.000
5.28,4.700,-0.02021,0.955,0.000
5.31,4.800,-0.02001,0.960,0.000
5.34,4.900,-0.01980,0.965,0.000
5.40,5.000,-0.01959,0.977,0.000
5.41,5.100,-0.01938,0.979,0.000
5.44,5.200,-0.01917,0.984,0.000
5.49,5.300,-0.01901,0.993,0.000
5.52,5.400,-0.01880,0.998,0.000
5.55,5.500,-0.01863,1.004,0.000
5.58,5.600,-0.01847,1.009,0.000
5.60,5.700,-0.01830,1.012,0.000
5.61,5.800,-0.01814,1.016,0.000
5.64,5.900,-0.01797,1.021,0.000
5.67,6.000,-0.01780,1.025,0.000
5.69,6.100,-0.01768,1.030,0.000
5.72,6.200,-0.01751,1.035,0.000
5.75,6.300,-0.01739,1.040,0.000
5.78,6.400,-0.01722,1.045,0.000
5.79,6.500,-0.01710,1.048,0.000
5.82,6.600,-0.01697,1.053,0.000
5.86,6.700,-0.01681,1.061,0.000
5.87,6.800,-0.01668,1.062,0.000
5.91,6.900,-0.01651,1.070,0.000
5.91,7.000,-0.01639,1.069,0.000
5.93,7.100,-0.01627,1.073,0.000
5.96,7.200,-0.01614,1.077,0.000
5.98,7.300,-0.01597,1.081,0.000
6.01,7.400,-0.01585,1.087,0.000
6.04,7.500,-0.01568,1.093,0.000
6.05,7.600,-0.01556,1.095,0.000
6.07,7.700,-0.01539,1.098,0.000
6.10,7.800,-0.01527,1.104,0.000
6.13,7.900,-0.01510,1.108,0.000
6.16,8.000,-0.01498,1.114,0.000
6.19,8.100,-0.01481,1.121,0.000
6.21,8.200,-0.01464,1.123,0.000
6.23,8.300,-0.01452,1.127,0.000
6.25,8.400,-0.01435,1.131,0.000
6.27,8.500,-0.01419,1.134,0.000
6.30,8.600,-0.01406,1.139,0.000
6.33,8.700,-0.01390,1.145,0.000
6.35,8.800,-0.01373,1.148,0.000
6.37,8.900,-0.01361,1.153,0.000
6.39,9.000,-0.01344,1.157,0.000
6.44,9.100,-0.01327,1.164,0.000
6.46,9.200,-0.01311,1.168,0.000
6.48,9.300,-0.01294,1.172,0.000
6.51,9.400,-0.01277,1.178,0.000
6.53,9.500,-0.01257,1.181,0.000
6.60,9.600,-0.01240,1.194,0.000
6.62,9.700,-0.01219,1.197,0.000
6.68,9.800,-0.01203,1.208,0.000
6.69,9.900,-0.01182,1.210,0.000
6.72,10.000,-0.01161,1.216,0.000
6.76,10.100,-0.01140,1.223,0.000
6.83,10.200,-0.01115,1.236,0.000
6.85,10.300,-0.01095,1.240,0.000
6.91,10.400,-0.01074,1.250,0.000
6.94,10.500,-0.01053,1.256,0.000
6.97,10.600,-0.01032,1.261,0.000
7.01,10.700,-0.01012,1.269,0.000
7.06,10.800,-0.00991,1.278,0.000
7.10,10.900,-0.00970,1.284,0.000
7.14,11.000,-0.00949,1.292,0.000
7.17,11.100,-0.00928,1.296,0.000
7.19,11.200,-0.00912,1.301,0.000
7.23,11.300,-0.00895,1.308,0.000
7.26,11.400,-0.00879,1.313,0.000
7.27,11.500,-0.00862,1.315,0.000
7.31,11.600,-0.00849,1.323,0.000
7.32,11.700,-0.00833,1.325,0.000
7.34,11.800,-0.00816,1.328,0.000
7.38,11.900,-0.00804,1.335,0.000
7.39,12.000,-0.00791,1.338,0.000
7.41,12.100,-0.00775,1.341,0.000
7.45,12.200,-0.00762,1.347,0.000
7.47,12.300,-0.00750,1.351,0.000
7.48,12.400,-0.00737,1.353,0.000
