""
"Test Method","Will_Huddleston_Disks.msm"
"Sample I. D.","WH38V.mss"
"Specimen Number","1"

"Load (N)","Time (s)","Extension (mm)","Stress (MPa)","Strain (mm/mm)"

4.33,0.200,0.02670,0.806,0.001
4.37,0.300,0.02670,0.813,0.001
4.34,0.400,0.02674,0.808,0.001
4.38,0.500,0.02674,0.815,0.001
4.35,0.600,0.02674,0.810,0.001
4.38,0.700,0.02678,0.815,0.001
4.35,0.800,0.02678,0.810,0.001
4.37,0.900,0.02678,0.813,0.001
4.34,1.000,0.02683,0.809,0.001
4.39,1.100,0.02683,0.817,0.001
4.37,1.200,0.02687,0.814,0.001
4.43,1.300,0.02687,0.824,0.001
4.43,1.400,0.02691,0.826,0.001
4.49,1.500,0.02695,0.836,0.001
4.51,1.600,0.02699,0.840,0.001
4.59,1.700,0.02703,0.855,0.001
4.65,1.800,0.02712,0.865,0.001
4.75,1.900,0.02724,0.884,0.001
4.78,2.000,0.02737,0.890,0.001
4.85,2.100,0.02749,0.903,0.001
4.91,2.200,0.02761,0.915,0.001
4.96,2.300,0.02774,0.922,0.001
4.98,2.400,0.02791,0.927,0.001
5.04,2.500,0.02803,0.939,0.001
5.09,2.600,0.02815,0.947,0.001
5.15,2.700,0.02828,0.959,0.001
5.17,2.800,0.02840,0.962,0.001
5.22,2.900,0.02857,0.973,0.001
5.24,3.000,0.02870,0.976,0.001
5.28,3.100,0.02882,0.983,0.001
5.33,3.200,0.02899,0.992,0.001
5.36,3.300,0.02911,0.998,0.001
5.40,3.400,0.02924,1.005,0.001
5.42,3.500,0.02940,1.009,0.001
5.44,3.600,0.02953,1.013,0.001
5.48,3.700,0.02965,1.021,0.001
5.50,3.800,0.02982,1.025,0.001
5.54,3.900,0.02994,1.032,0.001
5.58,4.000,0.03011,1.039,0.001
5.60,4.100,0.03023,1.043,0.001
5.64,4.200,0.03040,1.049,0.001
5.66,4.300,0.03052,1.053,0.001
5.67,4.400,0.03069,1.055,0.001
5.71,4.500,0.03086,1.064,0.001
5.73,4.600,0.03098,1.067,0.001
5.76,4.700,0.03115,1.073,0.001
5.78,4.800,0.03131,1.077,0.001
5.82,4.900,0.03148,1.083,0.001
5.85,5.000,0.03165,1.090,0.001
5.90,5.100,0.03185,1.099,0.001
5.95,5.200,0.03202,1.107,0.001
5.97,5.300,0.03223,1.112,0.001
5.99,5.400,0.03239,1.116,0.001
6.03,5.500,0.03260,1.123,0.001
6.07,5.600,0.03281,1.130,0.001
6.11,5.700,0.03302,1.137,0.001
6.13,5.800,0.03322,1.142,0.001
6.17,5.900,0.03343,1.149,0.001
6.18,6.000,0.03364,1.151,0.001
6.22,6.100,0.03385,1.159,0.001
6.26,6.200,0.03406,1.165,0.001
6.30,6.300,0.03426,1.172,0.001
6.31,6.400,0.03443,1.175,0.001
6.34,6.500,0.03464,1.180,0.001
6.36,6.600,0.03485,1.184,0.001
6.40,6.700,0.03501,1.191,0.001
6.42,6.800,0.03518,1.195,0.001
6.41,6.900,0.03534,1.193,0.001
6.42,7.000,0.03547,1.196,0.001
6.45,7.100,0.03563,1.201,0.001
6.46,7.200,0.03580,1.203,0.001
6.49,7.300,0.03593,1.208,0.001
6.49,7.400,0.03609,1.209,0.001
6.53,7.500,0.03622,1.216,0.001
6.55,7.600,0.03634,1.219,0.001
6.56,7.700,0.03651,1.221,0.001
6.56,7.800,0.03663,1.222,0.001
6.59,7.900,0.03676,1.227,0.001
6.60,8.000,0.03688,1.230,0.001
6.63,8.100,0.03701,1.234,0.001
6.64,8.200,0.03717,1.236,0.001
6.64,8.300,0.03730,1.236,0.001
6.67,8.400,0.03742,1.242,0.001
6.69,8.500,0.03759,1.246,0.001
6.69,8.600,0.03771,1.245,0.001
6.72,8.700,0.03784,1.251,0.001
6.73,8.800,0.03800,1.253,0.001
6.73,8.900,0.03813,1.253,0.001
6.75,9.000,0.03829,1.257,0.001
6.78,9.100,0.03842,1.263,0.001
6.79,9.200,0.03859,1.264,0.001
6.82,9.300,0.03875,1.269,0.001
6.83,9.400,0.03888,1.272,0.001
6.84,9.500,0.03904,1.274,0.001
6.86,9.600,0.03917,1.277,0.001
6.87,9.700,0.03933,1.278,0.001
6.88,9.800,0.03950,1.281,0.001
6.89,9.900,0.03962,1.282,0.001
6.90,10.000,0.03979,1.284,0.001
6.92,10.100,0.03996,1.289,0.001
6.94,10.200,0.04008,1.292,0.001
6.97,10.300,0.04025,1.297,0.001
6.98,10.400,0.04041,1.300,0.001
7.00,10.500,0.04058,1.304,0.001
7.03,10.600,0.04075,1.309,0.001
7.05,10.700,0.04095,1.312,0.001
7.06,10.800,0.04112,1.315,0.001
7.08,10.900,0.04133,1.318,0.001
7.13,11.000,0.04149,1.327,0.001
7.15,11.100,0.04170,1.331,0.001
7.18,11.200,0.04195,1.337,0.001
7.22,11.300,0.04216,1.344,0.001
7.24,11.400,0.04237,1.348,0.001
7.27,11.500,0.04262,1.353,0.001
7.29,11.600,0.04282,1.356,0.001
7.32,11.700,0.04303,1.363,0.001
7.35,11.800,0.04324,1.369,0.001
7.36,11.900,0.04349,1.370,0.001
7.39,12.000,0.04370,1.375,0.001
7.40,12.100,0.04386,1.378,0.001
7.42,12.200,0.04407,1.382,0.001
7.45,12.300,0.04428,1.386,0.001
7.46,12.400,0.04444,1.390,0.001
7.48,12.500,0.04461,1.393,0.001
7.48,12.600,0.04478,1.392,0.001
7.50,12.700,0.04490,1.396,0.001
7.50,12.800,0.04507,1.397,0.001
7.52,12.900,0.04523,1.401,0.001
7.53,13.000,0.04536,1.402,0.001
7.55,13.100,0.04553,1.405,0.001
7.56,13.200,0.04565,1.407,0.001
7.58,13.300,0.04577,1.411,0.001
7.57,13.400,0.04590,1.409,0.001
7.59,13.500,0.04602,1.414,0.001
7.59,13.600,0.04619,1.412,0.001
7.61,13.700,0.04631,1.417,0.001
7.63,13.800,0.04644,1.421,0.001
7.62,13.900,0.04656,1.419,0.001
7.63,14.000,0.04673,1.421,0.001
7.66,14.100,0.04686,1.426,0.001
7.69,14.200,0.04698,1.431,0.001
7.72,14.300,0.04715,1.436,0.001
7.72,14.400,0.04727,1.436,0.001
7.75,14.500,0.04744,1.443,0.001
7.76,14.600,0.04756,1.445,0.001
7.76,14.700,0.04773,1.444,0.001
7.77,14.800,0.04789,1.446,0.001
7.80,14.900,0.04802,1.452,0.001
7.81,15.000,0.04818,1.455,0.001
7.82,15.100,0.04831,1.456,0.001
7.85,15.200,0.04848,1.461,0.001
7.85,15.300,0.04864,1.462,0.001
7.88,15.400,0.04877,1.467,0.001
7.91,15.500,0.04893,1.473,0.001
7.91,15.600,0.04910,1.473,0.001
7.95,15.700,0.04922,1.481,0.001
7.96,15.800,0.04939,1.481,0.001
7.97,15.900,0.04956,1.483,0.001
7.99,16.000,0.04972,1.488,0.001
