""
"Test Method","Will_Huddleston_Disks.msm"
"Sample I. D.","WH15Z.mss"
"Specimen Number","1"

"Load (N)","Time (s)","Extension (mm)","Stress (MPa)","Strain (mm/mm)"

7.31,0.200,-0.01896,1.359,0.000
7.35,0.300,-0.01896,1.368,0.000
7.32,0.400,-0.01896,1.362,0.000
7.36,0.500,-0.01892,1.368,0.000
7.33,0.600,-0.01892,1.363,0.000
7.36,0.700,-0.01892,1.368,0.000
7.35,0.800,-0.01888,1.367,0.000
7.39,0.900,-0.01888,1.375,0.000
7.36,1.000,-0.01884,1.369,0.000
7.39,1.100,-0.01884,1.375,0.000
7.39,1.200,-0.01884,1.374,0.000
7.37,1.300,-0.01879,1.371,0.000
7.42,1.400,-0.01879,1.380,0.000
7.43,1.500,-0.01875,1.383,0.000
7.40,1.600,-0.01875,1.377,0.000
7.46,1.700,-0.01871,1.387,0.000
7.41,1.800,-0.01871,1.378,0.000
7.47,1.900,-0.01867,1.389,0.000
7.46,2.000,-0.01863,1.387,0.000
7.45,2.100,-0.01859,1.385,0.000
7.53,2.200,-0.01846,1.400,0.000
7.62,2.300,-0.01834,1.418,0.000
7.68,2.400,-0.01817,1.429,0.000
7.77,2.500,-0.01805,1.445,0.000
7.83,2.600,-0.01792,1.457,0.000
7.93,2.700,-0.01780,1.474,0.000
7.98,2.800,-0.01763,1.485,0.000
8.05,2.900,-0.01751,1.497,0.000
8.13,3.000,-0.01734,1.513,0.000
8.20,3.100,-0.01722,1.525,0.000
8.31,3.200,-0.01709,1.545,0.000
8.38,3.300,-0.01692,1.559,0.000
8.48,3.400,-0.01680,1.576,0.000
8.63,3.500,-0.01663,1.605,0.000
8.70,3.600,-0.01647,1.619,0.000
8.81,3.700,-0.01630,1.639,0.000
8.93,3.800,-0.01613,1.660,0.000
9.04,3.900,-0.01597,1.681,0.000
9.16,4.000,-0.01580,1.703,0.000
9.25,4.100,-0.01564,1.721,0.000
9.39,4.200,-0.01547,1.747,0.000
9.52,4.300,-0.01526,1.771,0.000
9.69,4.400,-0.01505,1.802,0.000
9.84,4.500,-0.01485,1.830,0.000
9.98,4.600,-0.01464,1.856,0.000
10.14,4.700,-0.01443,1.886,0.000
10.25,4.800,-0.01422,1.906,0.000
10.37,4.900,-0.01402,1.928,0.000
10.47,5.000,-0.01381,1.948,0.000
10.57,5.100,-0.01360,1.967,0.000
10.66,5.200,-0.01339,1.983,0.000
10.74,5.300,-0.01318,1.998,0.000
10.79,5.400,-0.01302,2.006,0.000
