""
"Test Method","Will_Huddleston_Disks.msm"
"Sample I. D.","WH09Y.mss"
"Specimen Number","1"

"Load (N)","Time (s)","Extension (mm)","Stress (MPa)","Strain (mm/mm)"

3.09,0.200,-0.01031,0.560,0.000
3.09,0.300,-0.01031,0.561,0.000
3.10,0.400,-0.01031,0.561,0.000
3.09,0.500,-0.01027,0.561,0.000
3.10,0.600,-0.01027,0.562,0.000
3.09,0.700,-0.01027,0.561,0.000
3.10,0.800,-0.01023,0.562,0.000
3.11,0.900,-0.01023,0.564,0.000
3.10,1.000,-0.01019,0.562,0.000
3.09,1.100,-0.01019,0.560,0.000
3.10,1.200,-0.01014,0.562,0.000
3.10,1.300,-0.01014,0.561,0.000
3.11,1.400,-0.01010,0.564,0.000
3.11,1.500,-0.01010,0.565,0.000
3.11,1.600,-0.01006,0.564,0.000
3.12,1.700,-0.01006,0.565,0.000
3.13,1.800,-0.00998,0.568,0.000
3.14,1.900,-0.00990,0.570,0.000
3.19,2.000,-0.00977,0.579,0.000
3.28,2.100,-0.00956,0.594,0.000
3.36,2.200,-0.00940,0.609,0.000
3.42,2.300,-0.00919,0.620,0.000
3.49,2.400,-0.00898,0.632,0.000
3.52,2.500,-0.00877,0.639,0.000
3.57,2.600,-0.00861,0.648,0.000
3.61,2.700,-0.00844,0.655,0.000
3.65,2.800,-0.00827,0.661,0.000
3.67,2.900,-0.00811,0.666,0.000
3.71,3.000,-0.00794,0.672,0.000
3.72,3.100,-0.00782,0.674,0.000
3.77,3.200,-0.00765,0.683,0.000
3.78,3.300,-0.00753,0.685,0.000
3.79,3.400,-0.00736,0.687,0.000
3.82,3.500,-0.00724,0.692,0.000
3.85,3.600,-0.00711,0.698,0.000
3.87,3.700,-0.00699,0.702,0.000
3.90,3.800,-0.00682,0.707,0.000
3.91,3.900,-0.00670,0.710,0.000
3.94,4.000,-0.00657,0.714,0.000
3.98,4.100,-0.00645,0.721,0.000
3.99,4.200,-0.00632,0.723,0.000
4.02,4.300,-0.00616,0.729,0.000
4.04,4.400,-0.00603,0.732,0.000
4.06,4.500,-0.00591,0.736,0.000
4.09,4.600,-0.00578,0.742,0.000
4.11,4.700,-0.00562,0.745,0.000
4.13,4.800,-0.00549,0.749,0.000
4.16,4.900,-0.00537,0.755,0.000
4.19,5.000,-0.00520,0.760,0.000
4.22,5.100,-0.00508,0.765,0.000
4.24,5.200,-0.00491,0.769,0.000
4.28,5.300,-0.00478,0.776,0.000
4.30,5.400,-0.00462,0.780,0.000
4.32,5.500,-0.00445,0.783,0.000
4.35,5.600,-0.00433,0.789,0.000
4.36,5.700,-0.00416,0.791,0.000
4.39,5.800,-0.00404,0.795,0.000
4.41,5.900,-0.00387,0.800,0.000
4.43,6.000,-0.00370,0.804,0.000
4.47,6.100,-0.00358,0.811,0.000
4.50,6.200,-0.00341,0.816,0.000
4.52,6.300,-0.00325,0.819,0.000
4.55,6.400,-0.00308,0.824,0.000
