""
"Test Method","Will_Huddleston_Disks.msm"
"Sample I. D.","WH17W.mss"
"Specimen Number","1"

"Load (N)","Time (s)","Extension (mm)","Stress (MPa)","Strain (mm/mm)"

7.56,0.200,-0.05740,0.734,-0.001
7.57,0.300,-0.05740,0.735,-0.001
7.57,0.400,-0.05736,0.735,-0.001
7.57,0.500,-0.05736,0.735,-0.001
7.59,0.600,-0.05736,0.737,-0.001
7.58,0.700,-0.05732,0.736,-0.001
7.58,0.800,-0.05732,0.736,-0.001
7.59,0.900,-0.05732,0.737,-0.001
7.59,1.000,-0.05728,0.737,-0.001
7.59,1.100,-0.05728,0.737,-0.001
7.60,1.200,-0.05723,0.738,-0.001
7.60,1.300,-0.05723,0.738,-0.001
7.58,1.400,-0.05723,0.736,-0.001
7.60,1.500,-0.05719,0.738,-0.001
7.59,1.600,-0.05719,0.737,-0.001
7.61,1.700,-0.05715,0.739,-0.001
7.58,1.800,-0.05711,0.736,-0.001
7.66,1.900,-0.05707,0.743,-0.001
7.66,2.000,-0.05698,0.744,-0.001
7.74,2.100,-0.05686,0.751,-0.001
7.81,2.200,-0.05674,0.758,-0.001
7.91,2.300,-0.05653,0.768,-0.001
8.09,2.400,-0.05632,0.786,-0.001
8.21,2.500,-0.05611,0.797,-0.001
8.30,2.600,-0.05595,0.806,-0.001
8.39,2.700,-0.05578,0.815,-0.001
8.43,2.800,-0.05561,0.819,-0.001
8.55,2.900,-0.05545,0.830,-0.001
8.59,3.000,-0.05528,0.834,-0.001
8.61,3.100,-0.05511,0.836,-0.001
8.65,3.200,-0.05499,0.840,-0.001
8.66,3.300,-0.05482,0.841,-0.001
8.76,3.400,-0.05470,0.851,-0.001
8.80,3.500,-0.05457,0.854,-0.001
8.84,3.600,-0.05445,0.858,-0.001
8.88,3.700,-0.05428,0.863,-0.001
8.93,3.800,-0.05416,0.867,-0.001
8.91,3.900,-0.05403,0.865,-0.001
8.96,4.000,-0.05391,0.869,-0.001
9.01,4.100,-0.05378,0.874,-0.001
