""
"Test Method","Will_Huddleston_Disks.msm"
"Sample I. D.","WH10V.mss"
"Specimen Number","1"

"Load (N)","Time (s)","Extension (mm)","Stress (MPa)","Strain (mm/mm)"

2.26,0.200,0.01220,0.411,0.000
2.26,0.300,0.01220,0.411,0.000
2.24,0.400,0.01220,0.408,0.000
2.26,0.500,0.01220,0.411,0.000
2.27,0.600,0.01224,0.412,0.000
2.26,0.700,0.01224,0.410,0.000
2.27,0.800,0.01224,0.413,0.000
2.27,0.900,0.01228,0.412,0.000
2.28,1.000,0.01228,0.414,0.000
2.26,1.100,0.01233,0.411,0.000
2.27,1.200,0.01233,0.413,0.000
2.27,1.300,0.01233,0.412,0.000
2.29,1.400,0.01237,0.416,0.000
2.28,1.500,0.01237,0.413,0.000
2.27,1.600,0.01241,0.412,0.000
2.27,1.700,0.01241,0.413,0.000
2.28,1.800,0.01245,0.413,0.000
2.26,1.900,0.01249,0.411,0.000
2.32,2.000,0.01253,0.422,0.000
2.30,2.100,0.01258,0.418,0.000
2.36,2.200,0.01270,0.429,0.000
2.37,2.300,0.01291,0.430,0.000
2.46,2.400,0.01312,0.447,0.000
2.48,2.500,0.01332,0.451,0.000
2.55,2.600,0.01353,0.463,0.000
2.57,2.700,0.01374,0.466,0.000
2.57,2.800,0.01395,0.467,0.000
2.62,2.900,0.01411,0.476,0.000
2.64,3.000,0.01428,0.479,0.000
2.66,3.100,0.01449,0.484,0.000
2.67,3.200,0.01465,0.485,0.000
2.70,3.300,0.01482,0.490,0.000
2.70,3.400,0.01503,0.490,0.000
2.74,3.500,0.01519,0.498,0.000
2.76,3.600,0.01532,0.502,0.000
2.77,3.700,0.01548,0.503,0.000
2.80,3.800,0.01565,0.509,0.000
2.82,3.900,0.01578,0.511,0.000
2.82,4.000,0.01594,0.512,0.000
2.84,4.100,0.01607,0.516,0.000
2.86,4.200,0.01623,0.519,0.000
2.85,4.300,0.01636,0.518,0.000
2.88,4.400,0.01648,0.524,0.000
2.89,4.500,0.01661,0.526,0.000
2.90,4.600,0.01677,0.526,0.000
2.89,4.700,0.01690,0.526,0.000
2.92,4.800,0.01702,0.531,0.000
2.94,4.900,0.01715,0.534,0.000
2.98,5.000,0.01727,0.540,0.000
