""
"Test Method","Will_Huddleston_Disks.msm"
"Sample I. D.","WH10X.mss"
"Specimen Number","1"

"Load (N)","Time (s)","Extension (mm)","Stress (MPa)","Strain (mm/mm)"

4.78,0.200,0.00424,0.871,0.000
4.77,0.300,0.00429,0.869,0.000
4.78,0.400,0.00429,0.871,0.000
4.76,0.500,0.00429,0.867,0.000
4.79,0.600,0.00433,0.872,0.000
4.77,0.700,0.00433,0.869,0.000
4.78,0.800,0.00433,0.870,0.000
4.76,0.900,0.00437,0.868,0.000
4.77,1.000,0.00437,0.870,0.000
4.77,1.100,0.00441,0.869,0.000
4.81,1.200,0.00441,0.876,0.000
4.74,1.300,0.00445,0.864,0.000
4.74,1.400,0.00445,0.864,0.000
4.76,1.500,0.00449,0.867,0.000
4.78,1.600,0.00449,0.871,0.000
4.81,1.700,0.00453,0.876,0.000
4.84,1.800,0.00458,0.882,0.000
4.90,1.900,0.00466,0.893,0.000
4.99,2.000,0.00483,0.910,0.000
5.11,2.100,0.00499,0.930,0.000
5.25,2.200,0.00524,0.957,0.000
5.34,2.300,0.00545,0.973,0.000
5.43,2.400,0.00566,0.989,0.000
5.52,2.500,0.00586,1.006,0.000
5.56,2.600,0.00603,1.013,0.000
5.63,2.700,0.00624,1.026,0.000
5.69,2.800,0.00645,1.037,0.000
5.73,2.900,0.00661,1.044,0.000
5.78,3.000,0.00682,1.053,0.000
5.84,3.100,0.00699,1.064,0.000
5.88,3.200,0.00715,1.072,0.000
5.94,3.300,0.00732,1.082,0.000
5.97,3.400,0.00749,1.088,0.000
6.01,3.500,0.00765,1.095,0.000
6.04,3.600,0.00778,1.100,0.000
6.10,3.700,0.00794,1.110,0.000
6.11,3.800,0.00811,1.113,0.000
6.15,3.900,0.00823,1.120,0.000
6.18,4.000,0.00840,1.125,0.000
6.21,4.100,0.00852,1.132,0.000
6.24,4.200,0.00865,1.137,0.000
6.29,4.300,0.00881,1.147,0.000
6.32,4.400,0.00894,1.152,0.000
6.35,4.500,0.00906,1.156,0.000
6.39,4.600,0.00919,1.164,0.000
6.43,4.700,0.00936,1.171,0.000
6.44,4.800,0.00948,1.173,0.000
6.49,4.900,0.00960,1.182,0.000
6.52,5.000,0.00973,1.188,0.000
6.56,5.100,0.00990,1.195,0.000
6.59,5.200,0.01002,1.201,0.000
6.63,5.300,0.01019,1.207,0.000
6.66,5.400,0.01031,1.214,0.000
6.69,5.500,0.01048,1.220,0.000
6.74,5.600,0.01060,1.227,0.000
6.78,5.700,0.01077,1.235,0.000
6.80,5.800,0.01089,1.239,0.000
6.83,5.900,0.01106,1.245,0.000
6.85,6.000,0.01118,1.249,0.000
6.89,6.100,0.01135,1.255,0.000
6.94,6.200,0.01152,1.265,0.000
6.96,6.300,0.01164,1.268,0.000
6.99,6.400,0.01181,1.273,0.000
7.02,6.500,0.01193,1.279,0.000
7.05,6.600,0.01210,1.285,0.000
7.09,6.700,0.01226,1.292,0.000
7.13,6.800,0.01243,1.298,0.000
7.17,6.900,0.01260,1.306,0.000
7.19,7.000,0.01276,1.310,0.000
7.25,7.100,0.01293,1.320,0.000
7.28,7.200,0.01310,1.326,0.000
7.33,7.300,0.01326,1.335,0.000
7.38,7.400,0.01347,1.344,0.000
7.43,7.500,0.01368,1.354,0.000
7.48,7.600,0.01388,1.362,0.000
7.52,7.700,0.01405,1.371,0.000
7.59,7.800,0.01426,1.382,0.000
7.63,7.900,0.01451,1.390,0.000
7.70,8.000,0.01472,1.402,0.000
7.74,8.100,0.01492,1.411,0.000
7.81,8.200,0.01513,1.422,0.000
7.84,8.300,0.01534,1.429,0.000
7.90,8.400,0.01559,1.440,0.000
7.96,8.500,0.01580,1.449,0.000
8.01,8.600,0.01600,1.459,0.000
8.07,8.700,0.01621,1.470,0.000
8.10,8.800,0.01638,1.476,0.000
8.16,8.900,0.01659,1.487,0.000
8.20,9.000,0.01675,1.494,0.000
8.24,9.100,0.01692,1.501,0.000
8.26,9.200,0.01708,1.504,0.000
8.30,9.300,0.01721,1.512,0.000
8.33,9.400,0.01738,1.517,0.000
8.37,9.500,0.01750,1.525,0.000
8.41,9.600,0.01767,1.532,0.000
8.43,9.700,0.01779,1.536,0.000
8.47,9.800,0.01796,1.542,0.000
8.51,9.900,0.01808,1.551,0.000
8.53,10.000,0.01821,1.555,0.000
8.57,10.100,0.01837,1.562,0.000
8.60,10.200,0.01850,1.567,0.000
8.62,10.300,0.01862,1.571,0.000
8.67,10.400,0.01875,1.580,0.000
8.73,10.500,0.01891,1.590,0.000
8.76,10.600,0.01904,1.596,0.000
