 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,6,2,5,10,99,0.563,1,1,0.917
2,17,8,10,21,267,0.537,8,0,1.171
3,11,5,7,16,214,0.668,5,0,1.251
4,8,3,6,7,120,0.512,2,1,0.840
5,96,47,50,143,2020,0.729,46,1,2.296
6,31,15,17,50,561,0.633,15,0,1.828
7,5,2,4,6,77,0.523,2,0,0.732
8,3,1,3,1,130,1.344,1,0,1.844
9,5,2,4,7,69,0.482,2,0,0.734
10,38,18,21,64,980,0.870,17,1,2.024
11,8,3,6,13,158,0.697,2,1,1.513
12,9,4,6,14,108,0.443,4,0,0.998
13,19,9,11,32,200,0.388,9,0,0.994
14,13,6,8,19,274,0.739,6,0,1.408
15,13,6,8,17,157,0.411,6,0,1.206
16,17,8,10,25,261,0.524,8,0,1.564
17,5,2,4,6,80,0.556,2,0,1.365
18,68,33,36,106,1178,0.616,32,1,2.083
19,13,6,8,19,222,0.593,6,0,0.961
20,8,3,6,16,128,0.570,2,1,1.504
21,5,2,4,7,87,0.557,2,0,1.016
22,17,8,10,21,265,0.553,8,0,1.258
23,13,6,8,16,268,0.708,6,0,2.537
24,7,3,5,8,141,0.680,3,0,1.472
25,105,51,55,158,1917,0.630,49,2,2.557
26,16,7,10,24,118,0.290,6,1,0.858
27,13,6,8,13,150,0.407,6,0,0.948
28,9,4,6,11,157,0.584,4,0,1.249
29,11,5,7,13,207,0.645,5,0,1.960
30,17,8,10,25,369,0.710,8,0,1.739
31,3,1,3,5,86,0.998,1,0,2.240
32,83,40,44,125,1538,0.633,38,2,1.969
33,11,5,7,10,129,0.423,5,0,0.723
34,9,4,6,12,141,0.576,4,0,0.887
35,3,1,3,3,60,0.666,1,0,0.828
36,5,2,4,7,95,0.670,2,0,1.103
37,14,6,9,22,265,0.675,5,1,1.979
38,18,8,11,23,298,0.568,7,1,1.140
39,5,2,4,7,105,0.731,2,0,1.609
