 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,5,2,4,7,54,0.420,2,0,0.688
2,10,4,7,14,177,0.637,3,1,1.297
3,9,4,6,12,105,0.420,4,0,0.760
4,8,3,6,13,104,0.476,2,1,0.675
5,11,5,7,17,164,0.548,5,0,0.968
6,30,14,17,44,524,0.608,13,1,1.699
7,98,47,52,133,2046,0.734,44,3,2.442
8,27,13,15,46,326,0.458,13,0,1.365
9,6,2,5,9,81,0.493,1,1,0.686
10,15,7,9,16,256,0.586,7,0,1.411
11,9,4,6,16,116,0.451,4,0,0.968
12,11,5,7,12,156,0.479,5,0,2.055
13,7,3,5,8,183,0.844,3,0,1.572
14,27,13,15,30,419,0.536,13,0,1.518
15,13,6,8,13,213,0.543,6,0,1.343
16,11,5,6,12,131,0.413,4,1,0.631
17,74,36,39,105,1226,0.594,35,1,2.638
18,37,18,20,56,847,0.816,18,0,2.596
19,8,3,6,12,86,0.398,2,1,0.692
20,13,6,8,15,253,0.690,6,0,1.703
21,9,4,6,12,140,0.537,4,0,1.229
22,3,1,3,4,98,1.108,1,0,2.613
23,5,2,4,8,65,0.486,2,0,0.655
