 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,10,4,7,14,144,0.505,3,1,1.391
2,11,5,7,11,172,0.533,5,0,1.407
3,5,2,4,7,68,0.476,2,0,0.896
4,11,5,7,16,239,0.724,5,0,1.387
5,5,2,4,7,87,0.623,2,0,1.162
6,13,6,8,14,251,0.655,6,0,1.481
7,8,3,6,8,79,0.358,2,1,0.801
8,8,3,6,12,90,0.437,2,1,0.638
9,20,9,12,22,267,0.487,8,1,1.000
10,7,3,5,10,162,0.757,3,0,1.238
11,3,1,3,1,96,1.014,1,0,1.614
12,7,3,5,9,115,0.570,3,0,1.144
13,9,4,6,8,152,0.565,4,0,1.084
14,5,2,4,7,153,1.031,2,0,1.765
15,7,3,5,10,118,0.608,3,0,1.428
16,7,3,5,9,81,0.425,3,0,0.690
17,15,7,9,18,173,0.395,7,0,1.331
18,15,7,9,16,207,0.482,7,0,0.878
19,25,12,14,38,447,0.610,12,0,2.723
20,14,6,9,18,142,0.373,5,1,1.031
21,13,6,8,18,251,0.625,6,0,2.062
22,11,5,7,14,131,0.416,5,0,0.919
23,5,2,4,7,51,0.396,2,0,0.609
24,7,3,5,10,97,0.476,3,0,1.009
25,3,1,3,4,56,0.600,1,0,0.911
26,6,2,5,8,88,0.527,1,1,1.350
27,3,1,3,1,91,0.985,1,0,1.229
28,9,4,6,10,104,0.416,4,0,1.123
29,28,13,16,38,355,0.463,12,1,1.000
30,9,4,6,11,129,0.517,4,0,0.897
31,21,10,12,26,264,0.450,10,0,1.166
32,3,1,3,3,55,0.601,1,0,0.812
33,7,3,5,10,115,0.563,3,0,0.979
34,13,6,8,22,96,0.299,6,0,0.797
35,18,8,11,29,323,0.630,7,1,1.806
36,19,9,11,25,421,0.760,9,0,1.576
37,9,4,6,12,94,0.384,4,0,0.612
38,5,2,4,4,99,0.686,2,0,1.115
39,11,5,7,16,238,0.722,5,0,2.446
40,7,3,5,7,126,0.577,3,0,1.014
41,5,2,4,7,66,0.455,2,0,0.681
42,9,4,6,13,101,0.403,4,0,1.151
43,9,4,6,10,105,0.417,4,0,0.655
44,6,2,5,10,117,0.688,1,1,1.356
45,5,2,4,7,107,0.738,2,0,1.061
46,7,3,5,10,109,0.526,3,0,1.197
47,14,6,9,16,290,0.702,5,1,1.960
48,1,0,2,0,50,1.544,0,0,1.544
49,11,5,7,18,175,0.556,5,0,1.249
50,16,7,10,26,218,0.485,6,1,0.928
