 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,6,2,5,11,159,0.870,1,1,1.815
2,11,5,7,14,136,0.440,5,0,1.002
3,8,3,6,13,97,0.483,2,1,1.664
4,19,9,10,26,173,0.331,8,1,0.815
5,7,3,5,8,128,0.627,3,0,1.094
6,3,1,3,5,63,0.677,1,0,0.928
7,19,8,12,32,246,0.467,6,2,1.796
8,27,12,16,45,293,0.398,10,2,1.745
9,17,8,10,19,356,0.699,8,0,1.550
10,8,3,6,13,114,0.504,2,1,0.959
11,8,3,6,11,121,0.535,2,1,1.135
12,25,12,14,40,394,0.552,12,0,1.793
13,7,3,5,11,88,0.445,3,0,1.328
14,7,3,4,4,59,0.311,2,1,0.650
15,11,5,7,14,163,0.499,5,0,1.064
16,17,8,10,19,231,0.472,8,0,1.201
17,9,4,6,12,135,0.524,4,0,0.797
18,11,5,7,17,170,0.548,5,0,1.341
19,5,2,4,6,112,0.730,2,0,1.385
20,11,5,7,17,141,0.463,5,0,0.926
21,5,2,4,8,72,0.520,2,0,0.755
22,11,5,7,16,134,0.436,5,0,0.933
23,17,8,10,22,183,0.381,8,0,0.874
24,15,7,9,15,246,0.547,7,0,1.607
25,5,2,4,7,107,0.722,2,0,1.749
26,9,4,6,12,88,0.363,4,0,0.716
27,11,5,7,15,93,0.311,5,0,0.933
28,12,5,8,20,147,0.440,4,1,0.959
29,10,4,7,15,140,0.517,3,1,1.257
30,7,3,5,5,118,0.553,3,0,0.963
31,7,3,5,11,81,0.419,3,0,1.123
32,7,3,5,8,109,0.518,3,0,1.343
33,13,6,8,17,143,0.392,6,0,0.924
34,5,2,4,7,63,0.437,2,0,0.690
35,13,6,8,20,153,0.436,6,0,0.972
36,25,11,15,43,493,0.668,9,2,1.905
37,8,3,6,11,141,0.623,2,1,1.109
