 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,7,3,5,12,133,0.645,3,0,1.036
2,15,7,9,16,176,0.402,7,0,0.987
3,15,7,9,20,231,0.534,7,0,0.874
4,17,8,10,24,206,0.431,8,0,0.826
5,7,3,5,7,52,0.289,3,0,0.603
6,3,1,3,3,102,1.062,1,0,1.789
7,89,44,46,139,2579,0.994,44,0,5.285
8,7,3,5,10,90,0.438,3,0,0.763
9,16,7,10,26,286,0.633,6,1,2.081
10,11,5,7,17,143,0.461,5,0,1.044
11,7,3,5,11,123,0.572,3,0,1.088
12,15,7,9,22,205,0.503,7,0,1.029
13,3,1,3,4,63,0.687,1,0,1.522
14,11,4,7,17,125,0.437,2,1,1.163
15,13,6,8,19,152,0.421,6,0,1.182
16,3,1,3,4,65,0.766,1,0,1.199
17,5,2,4,7,87,0.574,2,0,1.263
18,19,9,11,31,339,0.612,9,0,1.430
19,15,7,9,24,154,0.375,7,0,0.764
20,15,7,9,25,116,0.293,7,0,0.764
21,11,5,7,17,221,0.688,5,0,1.334
22,10,4,7,12,193,0.681,3,1,1.616
23,6,2,5,7,106,0.604,1,1,1.005
24,44,20,25,66,739,0.592,17,3,1.529
25,13,6,8,17,178,0.480,6,0,0.945
26,16,7,10,21,179,0.404,6,1,0.919
27,5,2,4,4,147,0.966,2,0,1.304
28,18,8,11,29,311,0.607,7,1,1.893
29,19,9,11,26,315,0.575,9,0,1.651
30,8,3,6,14,73,0.340,2,1,0.662
31,9,4,6,16,159,0.586,4,0,1.311
