 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,7,2,6,9,120,0.604,1,0,1.148
2,21,10,12,35,450,0.726,10,0,1.637
3,11,5,7,12,178,0.543,5,0,1.516
4,6,2,5,7,82,0.463,1,1,0.900
5,12,5,8,14,174,0.493,4,1,1.234
6,131,65,67,203,3012,0.795,65,0,4.381
7,34,16,19,55,676,0.672,15,1,2.282
8,16,7,10,20,277,0.598,6,1,1.463
9,12,5,8,16,157,0.473,4,1,0.972
10,5,2,4,8,114,0.745,2,0,0.994
11,5,2,4,7,103,0.706,2,0,1.308
12,7,3,5,10,141,0.688,3,0,1.322
13,13,5,9,21,175,0.480,3,2,1.139
14,13,6,8,15,208,0.578,6,0,1.506
15,14,6,9,21,245,0.616,5,1,1.526
16,8,3,6,14,154,0.676,2,1,2.110
17,21,10,12,30,530,0.850,10,0,2.315
18,9,4,6,13,115,0.470,4,0,0.755
19,14,6,9,23,232,0.594,5,1,1.684
20,45,22,24,63,759,0.583,22,0,2.287
21,13,6,8,16,124,0.353,6,0,1.013
22,7,3,5,10,143,0.728,3,0,1.810
23,19,9,11,17,324,0.594,9,0,1.336
24,16,7,10,21,172,0.403,6,1,0.926
