 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,5,2,4,8,112,0.730,2,0,1.284
2,7,3,5,11,89,0.437,3,0,1.221
3,3,1,3,3,79,0.872,1,0,1.135
4,15,7,9,18,258,0.574,7,0,1.432
5,7,3,5,13,83,0.432,3,0,0.935
6,5,2,4,6,78,0.565,2,0,1.131
7,5,2,4,6,112,0.719,2,0,1.158
8,5,2,4,8,47,0.356,2,0,0.592
9,7,3,5,7,170,0.782,3,0,1.439
10,9,4,6,13,123,0.483,4,0,1.465
11,4,1,4,6,103,0.819,0,1,0.878
12,5,2,4,7,68,0.461,2,0,0.906
