 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,105,51,55,156,2125,0.695,49,2,3.072
2,18,8,11,27,311,0.594,7,1,1.064
3,7,3,5,12,97,0.491,3,0,1.064
4,19,9,11,24,125,0.267,9,0,0.902
5,5,2,4,7,193,1.228,2,0,2.532
6,20,9,12,27,472,0.783,8,1,2.085
7,16,6,11,27,559,1.135,3,3,2.117
8,21,10,12,35,424,0.705,10,0,1.389
9,9,4,6,11,184,0.667,4,0,1.509
10,41,20,22,58,860,0.704,20,0,2.885
11,54,26,29,73,1240,0.792,25,1,2.127
12,33,16,18,47,724,0.740,16,0,1.830
13,11,5,7,12,137,0.432,5,0,1.002
14,7,3,5,12,139,0.700,3,0,1.026
15,17,8,10,22,270,0.549,8,0,1.350
16,37,18,20,57,772,0.718,18,0,2.342
17,7,3,5,9,99,0.478,3,0,0.697
18,5,2,4,5,79,0.550,2,0,1.249
19,11,5,7,18,114,0.394,5,0,0.603
20,27,13,15,38,508,0.643,13,0,2.624
