 ,Label,Area,X,Y,XM,YM,Perim.,Circ.,Feret,%Area,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
385,NTO-LC-800-4A-900-10H0003.tiff,0.021,2.267,6.965,2.267,6.965,0.525,0.948,0.189,100,2.177,7.003,33.690,0.157,1.058,0.945,0.920
386,NTO-LC-800-4A-900-10H0003.tiff,0.003,9.399,6.911,9.399,6.911,0.227,0.838,0.093,100,9.351,6.898,171.870,0.052,1.500,0.667,0.851
387,NTO-LC-800-4A-900-10H0003.tiff,0.031,17.971,6.992,17.971,6.992,0.647,0.918,0.229,100,17.928,6.885,113.629,0.194,1.145,0.874,0.910
388,NTO-LC-800-4A-900-10H0003.tiff,0.008,1.701,6.974,1.701,6.974,0.528,0.341,0.183,100,1.679,7.069,68.962,0.090,2.866,0.349,0.595
389,NTO-LC-800-4A-900-10H0003.tiff,0.123,0.984,7.104,0.984,7.104,1.334,0.872,0.428,100,0.866,7.279,49.970,0.393,1.054,0.949,0.951
390,NTO-LC-800-4A-900-10H0003.tiff,0.107,10.887,7.122,10.887,7.122,1.263,0.840,0.420,100,10.820,6.925,104.470,0.349,1.241,0.806,0.932
391,NTO-LC-800-4A-900-10H0003.tiff,0.011,11.776,6.981,11.776,6.981,0.372,0.983,0.135,100,11.751,7.043,60.945,0.118,1.076,0.929,0.920
392,NTO-LC-800-4A-900-10H0003.tiff,0.020,15.277,7.001,15.277,7.001,0.514,0.948,0.182,100,15.226,6.925,120.256,0.157,1.054,0.949,0.928
393,NTO-LC-800-4A-900-10H0003.tiff,0.006,18.516,6.966,18.516,6.966,0.261,1.000,0.102,100,18.479,7.003,50.194,0.079,1.034,0.967,0.941
394,NTO-LC-800-4A-900-10H0003.tiff,0.083,3.534,7.149,3.534,7.149,1.092,0.879,0.382,100,3.410,7.305,59.036,0.315,1.196,0.836,0.939
395,NTO-LC-800-4A-900-10H0003.tiff,0.010,16.171,7.050,16.171,7.050,0.402,0.777,0.160,100,16.118,7.121,55.008,0.102,1.610,0.621,0.817
396,NTO-LC-800-4A-900-10H0003.tiff,0.005,9.361,7.053,9.361,7.053,0.253,0.977,0.100,100,9.351,7.003,113.199,0.066,1.420,0.704,0.921
397,NTO-LC-800-4A-900-10H0003.tiff,0.044,9.714,7.164,9.714,7.164,0.823,0.820,0.311,100,9.626,7.016,117.646,0.218,1.518,0.659,0.903
398,NTO-LC-800-4A-900-10H0003.tiff,0.049,5.173,7.164,5.173,7.164,0.816,0.923,0.288,100,5.115,7.043,114.228,0.236,1.173,0.853,0.936
399,NTO-LC-800-4A-900-10H0003.tiff,0.009,16.814,7.170,16.814,7.170,0.476,0.487,0.194,100,16.761,7.095,118.301,0.096,2.382,0.420,0.662
400,NTO-LC-800-4A-900-10H0003.tiff,0.049,18.104,7.241,18.104,7.241,0.849,0.848,0.295,100,18.059,7.095,110.854,0.223,1.286,0.777,0.934
401,NTO-LC-800-4A-900-10H0003.tiff,0.008,11.823,7.165,11.823,7.165,0.331,0.909,0.124,100,11.764,7.148,161.565,0.105,1.184,0.845,0.829
402,NTO-LC-800-4A-900-10H0003.tiff,0.039,18.749,7.259,18.749,7.259,0.737,0.904,0.247,100,18.649,7.187,147.995,0.217,1.121,0.892,0.913
403,NTO-LC-800-4A-900-10H0003.tiff,0.031,17.469,7.271,17.469,7.271,0.686,0.823,0.241,100,17.430,7.161,112.380,0.180,1.327,0.753,0.884
404,NTO-LC-800-4A-900-10H0003.tiff,0.034,19.900,7.306,19.900,7.306,0.681,0.927,0.229,100,19.803,7.370,30.964,0.210,1.047,0.955,0.915
405,NTO-LC-800-4A-900-10H0003.tiff,0.119,25.647,7.417,25.647,7.417,1.307,0.876,0.427,100,25.587,7.620,79.380,0.386,1.051,0.951,0.938
406,NTO-LC-800-4A-900-10H0003.tiff,0.021,26.117,7.290,26.117,7.290,0.547,0.874,0.191,100,26.020,7.279,164.055,0.167,1.118,0.895,0.877
407,NTO-LC-800-4A-900-10H0003.tiff,0.109,14.506,7.438,14.506,7.438,1.245,0.882,0.427,100,14.295,7.528,17.879,0.354,1.178,0.849,0.945
408,NTO-LC-800-4A-900-10H0003.tiff,0.001,17.608,7.297,17.608,7.297,0.119,1.000,0.056,100,17.587,7.279,135.000,0.039,1.229,0.814,0.941
409,NTO-LC-800-4A-900-10H0003.tiff,0.008,17.012,7.346,17.012,7.346,0.324,0.986,0.131,100,16.970,7.292,126.870,0.092,1.230,0.813,0.932
410,NTO-LC-800-4A-900-10H0003.tiff,0.062,8.233,7.465,8.233,7.465,1.024,0.744,0.332,100,8.236,7.318,99.090,0.287,1.079,0.926,0.888
411,NTO-LC-800-4A-900-10H0003.tiff,0.067,5.592,7.521,5.592,7.521,0.987,0.865,0.329,100,5.456,7.423,151.390,0.285,1.140,0.877,0.919
412,NTO-LC-800-4A-900-10H0003.tiff,0.005,15.053,7.417,15.053,7.417,0.256,1.000,0.106,100,15.030,7.370,119.745,0.079,1.321,0.757,0.873
413,NTO-LC-800-4A-900-10H0003.tiff,0.014,25.239,7.450,25.239,7.450,0.451,0.882,0.170,100,25.207,7.370,112.620,0.118,1.451,0.689,0.902
414,NTO-LC-800-4A-900-10H0003.tiff,0.012,12.009,7.460,12.009,7.460,0.417,0.895,0.158,100,11.934,7.423,138.366,0.130,1.204,0.831,0.894
415,NTO-LC-800-4A-900-10H0003.tiff,0.016,12.709,7.470,12.709,7.470,0.480,0.862,0.189,100,12.656,7.554,56.310,0.130,1.580,0.633,0.889
416,NTO-LC-800-4A-900-10H0003.tiff,0.062,22.697,7.555,22.697,7.555,0.958,0.856,0.341,100,22.636,7.711,67.380,0.249,1.391,0.719,0.920
417,NTO-LC-800-4A-900-10H0003.tiff,0.015,19.567,7.483,19.567,7.483,0.436,0.980,0.160,100,19.528,7.554,55.008,0.131,1.167,0.857,0.915
418,NTO-LC-800-4A-900-10H0003.tiff,0.009,16.029,7.479,16.029,7.479,0.354,0.933,0.139,100,15.974,7.436,131.186,0.105,1.264,0.791,0.885
419,NTO-LC-800-4A-900-10H0003.tiff,0.010,24.900,7.516,24.900,7.516,0.372,0.905,0.141,100,24.839,7.554,21.801,0.104,1.393,0.718,0.872
420,NTO-LC-800-4A-900-10H0003.tiff,0.006,0.059,7.525,0.059,7.525,0.275,1.000,0.106,100,0.013,7.554,29.745,0.083,1.233,0.811,0.900
421,NTO-LC-800-4A-900-10H0003.tiff,0.064,1.365,7.664,1.365,7.664,0.961,0.878,0.332,100,1.325,7.502,108.435,0.283,1.131,0.885,0.921
422,NTO-LC-800-4A-900-10H0003.tiff,0.002,13.085,7.530,13.085,7.530,0.138,1.000,0.059,100,13.075,7.554,63.435,0.039,1.185,0.844,0.857
423,NTO-LC-800-4A-900-10H0003.tiff,0.027,4.960,7.646,4.960,7.646,0.615,0.904,0.224,100,4.918,7.751,69.444,0.170,1.225,0.816,0.916
424,NTO-LC-800-4A-900-10H0003.tiff,0.003,18.391,7.577,18.391,7.577,0.193,0.869,0.071,100,18.361,7.567,158.199,0.065,1.064,0.940,0.789
425,NTO-LC-800-4A-900-10H0003.tiff,0.030,24.616,7.641,24.616,7.641,0.644,0.912,0.218,100,24.538,7.711,32.735,0.197,1.084,0.922,0.916
426,NTO-LC-800-4A-900-10H0003.tiff,0.056,3.031,7.730,3.031,7.730,0.894,0.887,0.312,100,2.977,7.580,112.249,0.262,1.043,0.959,0.921
427,NTO-LC-800-4A-900-10H0003.tiff,0.020,1.992,7.716,1.992,7.716,0.641,0.616,0.242,100,1.967,7.593,102.529,0.131,1.880,0.532,0.812
428,NTO-LC-800-4A-900-10H0003.tiff,0.104,19.786,7.778,19.786,7.778,1.237,0.852,0.390,100,19.633,7.895,42.274,0.367,1.023,0.977,0.938
429,NTO-LC-800-4A-900-10H0003.tiff,0.004,13.704,7.648,13.704,7.648,0.230,0.897,0.088,100,13.692,7.607,116.565,0.070,1.204,0.831,0.800
430,NTO-LC-800-4A-900-10H0003.tiff,0.035,23.956,7.769,23.956,7.769,0.707,0.890,0.255,100,23.830,7.803,11.889,0.197,1.265,0.790,0.916
431,NTO-LC-800-4A-900-10H0003.tiff,0.008,24.406,7.735,24.406,7.735,0.327,0.907,0.117,100,24.354,7.764,26.565,0.100,1.104,0.906,0.857
432,NTO-LC-800-4A-900-10H0003.tiff,0.107,9.925,7.954,9.925,7.954,1.252,0.857,0.433,100,9.718,7.895,165.964,0.341,1.275,0.784,0.935
433,NTO-LC-800-4A-900-10H0003.tiff,0.002,6.472,7.823,6.472,7.823,0.127,1.000,0.056,100,6.452,7.803,135.000,0.039,1.000,1.000,1.000
434,NTO-LC-800-4A-900-10H0003.tiff,0.009,13.126,7.851,13.126,7.851,0.372,0.858,0.142,100,13.075,7.803,146.310,0.092,1.531,0.653,0.880
435,NTO-LC-800-4A-900-10H0003.tiff,0.036,24.791,7.921,24.791,7.921,0.697,0.935,0.253,100,24.748,7.803,111.251,0.197,1.266,0.790,0.933
436,NTO-LC-800-4A-900-10H0003.tiff,0.078,18.991,7.999,18.991,7.999,1.094,0.817,0.379,100,18.820,8.079,14.036,0.314,1.233,0.811,0.904
437,NTO-LC-800-4A-900-10H0003.tiff,0.007,5.312,7.916,5.312,7.916,0.317,0.862,0.124,100,5.285,7.974,57.995,0.087,1.445,0.692,0.870
438,NTO-LC-800-4A-900-10H0003.tiff,0.022,7.884,7.980,7.884,7.980,0.541,0.940,0.189,100,7.830,7.908,123.690,0.157,1.078,0.928,0.934
439,NTO-LC-800-4A-900-10H0003.tiff,0.013,14.993,8.007,14.993,8.007,0.436,0.889,0.153,100,14.951,7.948,120.964,0.131,1.189,0.841,0.881
440,NTO-LC-800-4A-900-10H0003.tiff,0.008,25.759,8.004,25.759,8.004,0.346,0.866,0.124,100,25.744,7.948,108.435,0.104,1.268,0.789,0.850
441,NTO-LC-800-4A-900-10H0003.tiff,0.034,13.293,8.070,13.293,8.070,0.667,0.947,0.226,100,13.233,7.974,125.538,0.197,1.078,0.927,0.940
442,NTO-LC-800-4A-900-10H0003.tiff,0.066,1.383,8.125,1.383,8.125,0.947,0.919,0.320,100,1.298,7.987,124.992,0.289,1.086,0.921,0.942
443,NTO-LC-800-4A-900-10H0003.tiff,0.020,8.472,8.071,8.472,8.071,0.530,0.909,0.186,100,8.393,8.118,39.289,0.144,1.146,0.872,0.933
444,NTO-LC-800-4A-900-10H0003.tiff,0.044,17.263,8.109,17.263,8.109,0.789,0.895,0.277,100,17.141,8.039,148.570,0.223,1.239,0.807,0.925
445,NTO-LC-800-4A-900-10H0003.tiff,0.011,12.435,8.093,12.435,8.093,0.391,0.920,0.142,100,12.380,8.052,146.310,0.118,1.122,0.891,0.884
446,NTO-LC-800-4A-900-10H0003.tiff,0.017,15.991,8.099,15.991,8.099,0.473,0.929,0.162,100,15.961,8.026,104.036,0.144,1.054,0.949,0.906
447,NTO-LC-800-4A-900-10H0003.tiff,0.103,10.681,8.209,10.681,8.209,1.211,0.886,0.402,100,10.492,8.144,160.974,0.335,1.211,0.825,0.940
448,NTO-LC-800-4A-900-10H0003.tiff,0.018,12.895,8.118,12.895,8.118,0.499,0.920,0.171,100,12.839,8.184,57.529,0.153,1.118,0.894,0.910
449,NTO-LC-800-4A-900-10H0003.tiff,0.005,3.722,8.105,3.722,8.105,0.246,1.000,0.095,100,3.698,8.066,123.690,0.079,1.123,0.890,0.889
450,NTO-LC-800-4A-900-10H0003.tiff,0.018,16.444,8.141,16.444,8.141,0.493,0.918,0.189,100,16.393,8.223,56.310,0.131,1.252,0.799,0.941
451,NTO-LC-800-4A-900-10H0003.tiff,0.023,13.479,8.187,13.479,8.187,0.555,0.921,0.200,100,13.443,8.092,113.199,0.164,1.188,0.842,0.903
452,NTO-LC-800-4A-900-10H0003.tiff,0.012,7.570,8.172,7.570,8.172,0.406,0.891,0.158,100,7.515,8.118,138.366,0.118,1.307,0.765,0.907
453,NTO-LC-800-4A-900-10H0003.tiff,0.061,10.218,8.239,10.218,8.239,0.928,0.893,0.311,100,10.085,8.157,152.354,0.262,1.143,0.875,0.932
454,NTO-LC-800-4A-900-10H0003.tiff,0.016,0.429,8.203,0.429,8.203,0.592,0.562,0.186,100,0.367,8.275,50.711,0.140,1.082,0.924,0.784
455,NTO-LC-800-4A-900-10H0003.tiff,0.083,23.905,8.346,23.905,8.346,1.146,0.796,0.423,100,23.895,8.144,97.125,0.282,1.481,0.675,0.914
456,NTO-LC-800-4A-900-10H0003.tiff,0.129,25.183,8.437,25.182,8.438,1.613,0.622,0.538,99.733,25.207,8.144,91.397,0.344,1.607,0.622,0.872
457,NTO-LC-800-4A-900-10H0003.tiff,0.022,24.677,8.239,24.677,8.239,0.548,0.935,0.189,100,24.603,8.184,146.310,0.157,1.052,0.951,0.935
458,NTO-LC-800-4A-900-10H0003.tiff,0.042,0.984,8.296,0.984,8.296,0.764,0.910,0.266,100,0.931,8.420,69.775,0.210,1.136,0.881,0.944
459,NTO-LC-800-4A-900-10H0003.tiff,0.006,7.198,8.225,7.198,8.225,0.272,0.965,0.111,100,7.161,8.184,135.000,0.079,1.283,0.780,0.892
460,NTO-LC-800-4A-900-10H0003.tiff,0.014,7.952,8.280,7.952,8.280,0.451,0.893,0.166,100,7.921,8.354,71.565,0.118,1.372,0.729,0.913
461,NTO-LC-800-4A-900-10H0003.tiff,0.028,3.965,8.311,3.965,8.311,0.626,0.911,0.213,100,3.895,8.223,132.510,0.194,1.051,0.952,0.909
462,NTO-LC-800-4A-900-10H0003.tiff,0.031,12.630,8.312,12.630,8.312,0.633,0.959,0.224,100,12.525,8.262,159.444,0.184,1.173,0.852,0.937
463,NTO-LC-800-4A-900-10H0003.tiff,0.025,8.261,8.352,8.261,8.352,0.581,0.923,0.207,100,8.223,8.446,71.565,0.170,1.169,0.856,0.917
464,NTO-LC-800-4A-900-10H0003.tiff,0.021,3.072,8.348,3.072,8.348,0.555,0.879,0.205,100,3.030,8.446,63.435,0.155,1.376,0.727,0.890
465,NTO-LC-800-4A-900-10H0003.tiff,0.012,22.865,8.327,22.865,8.327,0.406,0.917,0.150,100,22.833,8.262,127.875,0.118,1.180,0.847,0.909
466,NTO-LC-800-4A-900-10H0003.tiff,0.036,19.783,8.407,19.783,8.407,0.737,0.836,0.258,100,19.659,8.380,165.256,0.194,1.288,0.776,0.905
467,NTO-LC-800-4A-900-10H0003.tiff,0.025,11.852,8.398,11.852,8.398,0.578,0.926,0.197,100,11.790,8.315,126.870,0.170,1.067,0.937,0.926
468,NTO-LC-800-4A-900-10H0003.tiff,0.025,13.779,8.425,13.779,8.425,0.593,0.904,0.223,100,13.692,8.498,49.764,0.170,1.273,0.786,0.933
469,NTO-LC-800-4A-900-10H0003.tiff,0.041,18.214,8.436,18.214,8.436,0.741,0.932,0.261,100,18.098,8.485,17.526,0.210,1.189,0.841,0.939
470,NTO-LC-800-4A-900-10H0003.tiff,0.030,15.072,8.448,15.072,8.448,0.638,0.919,0.226,100,15.003,8.538,54.462,0.184,1.121,0.892,0.938
471,NTO-LC-800-4A-900-10H0003.tiff,0.003,8.636,8.398,8.636,8.398,0.201,0.911,0.076,100,8.603,8.420,30.964,0.066,1.183,0.846,0.810
472,NTO-LC-800-4A-900-10H0003.tiff,0.024,9.740,8.450,9.740,8.450,0.570,0.912,0.205,100,9.666,8.380,140.194,0.170,1.172,0.853,0.907
473,NTO-LC-800-4A-900-10H0003.tiff,0.006,21.297,8.411,21.297,8.411,0.283,0.865,0.124,100,21.246,8.380,147.995,0.069,1.994,0.502,0.853
474,NTO-LC-800-4A-900-10H0003.tiff,0.018,11.257,8.458,11.257,8.458,0.503,0.913,0.186,100,11.187,8.525,50.711,0.144,1.185,0.844,0.926
475,NTO-LC-800-4A-900-10H0003.tiff,0.025,1.301,8.485,1.301,8.485,0.578,0.926,0.207,100,1.246,8.393,124.695,0.170,1.129,0.886,0.920
476,NTO-LC-800-4A-900-10H0003.tiff,0.021,16.192,8.481,16.192,8.481,0.541,0.925,0.195,100,16.118,8.538,42.274,0.157,1.161,0.862,0.929
477,NTO-LC-800-4A-900-10H0003.tiff,0.030,22.971,8.565,22.971,8.565,0.667,0.835,0.252,100,22.911,8.669,62.103,0.170,1.395,0.717,0.901
478,NTO-LC-800-4A-900-10H0003.tiff,0.026,18.675,8.570,18.675,8.570,0.612,0.890,0.234,100,18.610,8.472,128.157,0.165,1.409,0.710,0.931
479,NTO-LC-800-4A-900-10H0003.tiff,0.031,20.472,8.578,20.472,8.578,0.653,0.902,0.241,100,20.433,8.695,67.620,0.157,1.432,0.698,0.947
480,NTO-LC-800-4A-900-10H0003.tiff,0.021,17.502,8.584,17.502,8.584,0.525,0.964,0.183,100,17.456,8.498,111.038,0.157,1.101,0.908,0.928
481,NTO-LC-800-4A-900-10H0003.tiff,0.018,17.316,8.608,17.316,8.608,0.499,0.929,0.183,100,17.285,8.695,68.962,0.144,1.208,0.828,0.903
482,NTO-LC-800-4A-900-10H0003.tiff,0.091,9.190,8.703,9.190,8.703,1.155,0.858,0.405,100,9.010,8.813,24.905,0.315,1.225,0.816,0.940
483,NTO-LC-800-4A-900-10H0003.tiff,0.007,14.633,8.583,14.633,8.583,0.295,0.944,0.113,100,14.597,8.630,54.462,0.079,1.169,0.855,0.950
484,NTO-LC-800-4A-900-10H0003.tiff,0.005,16.571,8.615,16.571,8.615,0.256,0.920,0.100,100,16.525,8.603,156.801,0.079,1.330,0.752,0.824
485,NTO-LC-800-4A-900-10H0003.tiff,0.051,3.397,8.727,3.397,8.727,0.887,0.820,0.281,100,3.292,8.826,37.405,0.249,1.040,0.961,0.923
486,NTO-LC-800-4A-900-10H0003.tiff,0.027,12.579,8.728,12.579,8.728,0.599,0.939,0.207,100,12.551,8.630,108.435,0.184,1.093,0.915,0.923
487,NTO-LC-800-4A-900-10H0003.tiff,0.067,10.000,8.810,10.000,8.810,0.947,0.936,0.323,100,9.928,8.669,116.565,0.289,1.059,0.944,0.947
488,NTO-LC-800-4A-900-10H0003.tiff,0.168,0.496,8.929,0.496,8.929,1.582,0.845,0.529,100,0.393,8.695,113.385,0.436,1.177,0.850,0.931
489,NTO-LC-800-4A-900-10H0003.tiff,0.015,10.682,8.762,10.682,8.762,0.576,0.560,0.182,100,10.649,8.682,120.256,0.139,1.171,0.854,0.800
490,NTO-LC-800-4A-900-10H0003.tiff,0.022,1.203,8.765,1.203,8.765,0.551,0.917,0.201,100,1.102,8.748,168.690,0.144,1.270,0.787,0.918
491,NTO-LC-800-4A-900-10H0003.tiff,0.059,8.758,8.882,8.758,8.882,0.993,0.754,0.353,100,8.734,8.708,105.068,0.221,1.625,0.615,0.894
492,NTO-LC-800-4A-900-10H0003.tiff,0.016,16.974,8.779,16.974,8.779,0.473,0.890,0.182,100,16.892,8.813,30.256,0.135,1.341,0.746,0.885
493,NTO-LC-800-4A-900-10H0003.tiff,0.011,18.055,8.770,18.055,8.770,0.388,0.935,0.150,100,18.007,8.826,52.125,0.118,1.150,0.869,0.915
494,NTO-LC-800-4A-900-10H0003.tiff,0.041,4.624,8.825,4.624,8.825,0.778,0.860,0.283,100,4.485,8.852,21.801,0.204,1.345,0.744,0.927
495,NTO-LC-800-4A-900-10H0003.tiff,0.001,13.803,8.748,13.803,8.748,0.100,1.000,0.047,100,13.784,8.734,146.310,0.026,1.500,0.667,1.000
496,NTO-LC-800-4A-900-10H0003.tiff,0.073,24.239,8.894,24.239,8.894,0.998,0.927,0.341,100,24.079,8.839,157.380,0.297,1.108,0.903,0.944
497,NTO-LC-800-4A-900-10H0003.tiff,0.012,14.704,8.815,14.704,8.815,0.409,0.903,0.142,100,14.662,8.761,123.690,0.129,1.122,0.891,0.859
498,NTO-LC-800-4A-900-10H0003.tiff,0.055,7.935,8.897,7.935,8.897,1.013,0.667,0.400,100,7.725,8.944,23.199,0.191,2.293,0.436,0.885
499,NTO-LC-800-4A-900-10H0003.tiff,0.016,20.832,8.861,20.832,8.861,0.465,0.940,0.162,100,20.748,8.852,165.964,0.144,1.052,0.950,0.891
500,NTO-LC-800-4A-900-10H0003.tiff,0.073,24.721,8.955,24.721,8.955,1.013,0.895,0.348,100,24.669,9.115,70.201,0.297,1.196,0.836,0.931
501,NTO-LC-800-4A-900-10H0003.tiff,0.078,23.197,8.961,23.197,8.961,1.061,0.875,0.367,100,23.043,8.866,145.176,0.287,1.257,0.796,0.929
502,NTO-LC-800-4A-900-10H0003.tiff,0.025,9.564,8.972,9.564,8.972,0.578,0.952,0.207,100,9.482,8.905,145.305,0.170,1.089,0.918,0.927
503,NTO-LC-800-4A-900-10H0003.tiff,0.002,11.454,8.917,11.454,8.917,0.175,0.709,0.074,100,11.436,8.892,135.000,0.048,1.449,0.690,0.690
504,NTO-LC-800-4A-900-10H0003.tiff,0.065,17.222,9.028,17.222,9.028,0.958,0.886,0.324,100,17.062,8.984,165.964,0.275,1.177,0.850,0.927
505,NTO-LC-800-4A-900-10H0003.tiff,0.006,2.112,8.949,2.112,8.949,0.290,0.923,0.124,100,2.059,8.918,147.995,0.079,1.591,0.629,0.878
506,NTO-LC-800-4A-900-10H0003.tiff,0.042,18.532,9.016,18.532,9.016,0.757,0.929,0.259,100,18.426,9.089,30.466,0.223,1.117,0.895,0.928
507,NTO-LC-800-4A-900-10H0003.tiff,0.155,4.913,9.129,4.913,9.129,1.538,0.823,0.547,100,4.669,9.259,30.256,0.361,1.522,0.657,0.936
508,NTO-LC-800-4A-900-10H0003.tiff,0.005,7.080,8.967,7.080,8.967,0.264,0.960,0.106,100,7.056,8.918,119.745,0.079,1.263,0.792,0.861
509,NTO-LC-800-4A-900-10H0003.tiff,0.006,11.063,8.985,11.063,8.985,0.264,1.000,0.106,100,11.016,9.010,29.745,0.079,1.344,0.744,0.904
510,NTO-LC-800-4A-900-10H0003.tiff,0.007,14.765,8.986,14.765,8.986,0.301,0.905,0.112,100,14.715,8.957,159.444,0.092,1.056,0.947,0.854
511,NTO-LC-800-4A-900-10H0003.tiff,0.010,17.695,9.000,17.695,9.000,0.383,0.898,0.135,100,17.666,8.944,119.055,0.116,1.098,0.911,0.859
512,NTO-LC-800-4A-900-10H0003.tiff,0.020,20.972,9.041,20.972,9.041,0.510,0.965,0.178,100,20.905,9.102,36.027,0.157,1.116,0.896,0.917
513,NTO-LC-800-4A-900-10H0003.tiff,0.075,4.156,9.131,4.156,9.131,0.999,0.940,0.334,100,4.092,9.285,64.440,0.302,1.032,0.969,0.958
514,NTO-LC-800-4A-900-10H0003.tiff,0.040,15.719,9.085,15.719,9.085,0.752,0.882,0.259,100,15.620,9.154,30.466,0.223,1.090,0.917,0.913
515,NTO-LC-800-4A-900-10H0003.tiff,0.007,18.170,9.056,18.170,9.056,0.317,0.906,0.117,100,18.138,9.010,116.565,0.092,1.200,0.834,0.884
516,NTO-LC-800-4A-900-10H0003.tiff,0.007,19.982,9.060,19.982,9.060,0.338,0.812,0.121,100,19.921,9.062,12.529,0.099,1.154,0.866,0.811
517,NTO-LC-800-4A-900-10H0003.tiff,0.028,22.064,9.120,22.064,9.120,0.626,0.911,0.216,100,22.046,9.010,104.036,0.184,1.136,0.880,0.909
518,NTO-LC-800-4A-900-10H0003.tiff,0.039,10.258,9.186,10.258,9.186,0.734,0.920,0.249,100,10.203,9.298,71.565,0.223,1.071,0.934,0.927
519,NTO-LC-800-4A-900-10H0003.tiff,0.085,8.157,9.252,8.157,9.252,1.098,0.883,0.400,100,8.039,9.089,121.608,0.278,1.436,0.697,0.940
520,NTO-LC-800-4A-900-10H0003.tiff,0.043,16.593,9.191,16.593,9.191,0.768,0.924,0.255,100,16.485,9.128,145.491,0.236,1.027,0.973,0.930
521,NTO-LC-800-4A-900-10H0003.tiff,0.009,1.094,9.197,1.094,9.197,0.324,1.000,0.131,100,1.062,9.141,126.870,0.092,1.189,0.841,0.952
522,NTO-LC-800-4A-900-10H0003.tiff,0.020,11.788,9.217,11.788,9.217,0.522,0.912,0.186,100,11.725,9.141,129.289,0.157,1.121,0.892,0.920
523,NTO-LC-800-4A-900-10H0003.tiff,0.020,17.730,9.250,17.730,9.250,0.555,0.836,0.218,100,17.666,9.154,122.735,0.139,1.659,0.603,0.902
524,NTO-LC-800-4A-900-10H0003.tiff,0.051,17.023,9.331,17.023,9.331,0.839,0.904,0.291,100,16.931,9.220,125.838,0.241,1.167,0.857,0.936
525,NTO-LC-800-4A-900-10H0003.tiff,0.051,18.299,9.331,18.299,9.331,0.842,0.903,0.288,100,18.164,9.390,30.069,0.246,1.193,0.838,0.924
526,NTO-LC-800-4A-900-10H0003.tiff,0.055,25.039,9.368,25.039,9.368,0.920,0.816,0.334,100,25.036,9.534,78.690,0.223,1.520,0.658,0.913
527,NTO-LC-800-4A-900-10H0003.tiff,0.058,20.152,9.351,20.152,9.351,0.894,0.914,0.313,100,20.013,9.430,33.024,0.262,1.154,0.867,0.942
528,NTO-LC-800-4A-900-10H0003.tiff,0.017,23.890,9.297,23.890,9.297,0.491,0.896,0.183,100,23.803,9.338,21.038,0.131,1.443,0.693,0.901
529,NTO-LC-800-4A-900-10H0003.tiff,0.048,24.199,9.339,24.199,9.339,0.794,0.950,0.266,100,24.118,9.233,122.905,0.236,1.018,0.982,0.947
530,NTO-LC-800-4A-900-10H0003.tiff,0.281,3.003,9.543,3.003,9.543,2.236,0.706,0.720,100,2.662,9.403,146.889,0.589,1.237,0.808,0.890
531,NTO-LC-800-4A-900-10H0003.tiff,0.064,16.230,9.376,16.230,9.376,0.950,0.891,0.319,100,16.079,9.351,170.538,0.275,1.171,0.854,0.931
532,NTO-LC-800-4A-900-10H0003.tiff,0.045,12.611,9.412,12.611,9.412,0.868,0.749,0.336,100,12.498,9.534,38.660,0.208,1.630,0.613,0.879
533,NTO-LC-800-4A-900-10H0003.tiff,0.058,1.251,9.466,1.251,9.466,0.891,0.915,0.324,100,1.180,9.311,111.371,0.236,1.295,0.772,0.952
534,NTO-LC-800-4A-900-10H0003.tiff,0.056,7.581,9.445,7.581,9.445,0.894,0.884,0.306,100,7.489,9.561,46.736,0.255,1.172,0.853,0.932
535,NTO-LC-800-4A-900-10H0003.tiff,0.061,13.577,9.459,13.577,9.459,0.939,0.870,0.326,100,13.469,9.587,40.101,0.269,1.161,0.861,0.923
536,NTO-LC-800-4A-900-10H0003.tiff,0.062,17.548,9.458,17.548,9.458,0.947,0.871,0.317,100,17.403,9.521,29.745,0.266,1.177,0.850,0.923
537,NTO-LC-800-4A-900-10H0003.tiff,0.063,11.133,9.540,11.133,9.540,0.979,0.823,0.376,100,11.043,9.718,60.751,0.234,1.591,0.629,0.919
538,NTO-LC-800-4A-900-10H0003.tiff,0.077,5.258,9.560,5.258,9.560,1.024,0.917,0.346,100,5.141,9.430,127.304,0.297,1.159,0.863,0.944
539,NTO-LC-800-4A-900-10H0003.tiff,0.006,17.993,9.482,17.993,9.482,0.272,0.994,0.106,100,17.954,9.521,60.255,0.079,1.112,0.899,0.919
540,NTO-LC-800-4A-900-10H0003.tiff,0.064,1.822,9.601,1.824,9.596,1.220,0.543,0.382,94.652,1.626,9.626,15.945,0.263,1.588,0.630,0.822
541,NTO-LC-800-4A-900-10H0003.tiff,0.004,12.329,9.534,12.329,9.534,0.327,0.464,0.132,100,12.262,9.548,174.289,0.066,2.091,0.478,0.657
542,NTO-LC-800-4A-900-10H0003.tiff,0.056,12.989,9.633,12.989,9.633,0.887,0.891,0.299,100,12.866,9.548,142.125,0.256,1.159,0.863,0.930
543,NTO-LC-800-4A-900-10H0003.tiff,0.059,12.130,9.671,12.130,9.671,0.928,0.861,0.325,100,12.026,9.548,133.363,0.252,1.290,0.775,0.930
544,NTO-LC-800-4A-900-10H0003.tiff,0.032,15.146,9.624,15.146,9.624,0.737,0.736,0.229,100,15.095,9.521,103.241,0.201,1.066,0.938,0.869
