"","Labelfine","Label","nnd_pc1","nnd_pc2","nnd_pc3","nnd_pc4","nnd_pc5","nnd_pc6","nnd_pc7","nnd_pc8","nnd_pc9","nnd_pc10","vrn_pc1","vrn_pc2","vrn_pc3","vrn_pc4","vrn_pc5","vrn_pc6","vrn_pc7","vrn_pc8","vrn_pc9","vrn_pc10","r3d_pc1","r3d_pc2","r3d_pc3","r3d_pc4","r3d_pc5","r3d_pc6","r3d_pc7","r3d_pc8","r3d_pc9","r3d_pc10","skel_avbr_pc1","skel_avbr_pc2","skel_avbr_pc3","skel_avbr_pc4","skel_avbr_pc5","skel_avbr_pc6","skel_avbr_pc7","skel_avbr_pc8","skel_avbr_pc9","skel_avbr_pc10","skel_br_pc1","skel_br_pc2","skel_br_pc3","skel_br_pc4","skel_br_pc5","skel_br_pc6","skel_br_pc7","skel_br_pc8","skel_br_pc9","skel_br_pc10","skel_mxbr_pc1","skel_mxbr_pc2","skel_mxbr_pc3","skel_mxbr_pc4","skel_mxbr_pc5","skel_mxbr_pc6","skel_mxbr_pc7","skel_mxbr_pc8","skel_mxbr_pc9","skel_mxbr_pc10","Ni.Vol.Corrected","Temp","hrs","Th.Density","R3","Tempk","z","zz","zzz","mkeydiam","mkeythick","stressf","condAve"
"1","WH01A/1100-5-20Ni-A0008.tiff","WH01A",-16.143758738432,-33.781423407289,43.1860178357043,3.70873275490104,5.79508499907853,14.9642152485202,-0.280238430639486,-4.77229380842312,2.37162297213629,-0.883859700073247,-0.122588571471418,-2.29933540224991,3.28342819296967,2.06211953371484,0.901503071084938,0.0191495181303017,0.155783339078587,-0.183569871996069,0.0744082691049416,-0.566619597553871,0.602800178841266,13.1796091802022,-2.07352884508357,-5.1253324643842,-0.270816662726349,-2.22145518941873,-3.52030614451294,-6.06739550383665,-1.688116514588,2.30766001697633,19.595192608601,7.00253847458027,-5.90799380091654,-4.52224494920334,9.19919955651899,4.37119678815015,-1.66397870113753,-1.04455856531356,0.201240927310002,0.674136886793865,1.63605713988614,1.47666424221928,-0.885103121250563,0.707148664883596,-0.339718874663361,1.59986435692942,-3.93656319187935,0.0311348620291504,-2.60268000886992,5.34394059227778,19.3948515116539,2.04963921455342,5.55197715790926,-2.54966242449751,7.35227683121166,1.10116345714499,3.12274991391854,0.448369977073124,1.94972086838747,-0.471849974358238,0.28,1100,5,102.2108794,NA,1373.15,0.00072825255798711,NA,NA,NA,NA,NA,2.338951849
"2","WH01A/1100-5-20Ni-A0010.tiff","WH01A",-21.0996314790109,-19.6506843502854,24.3164338400496,2.37347708138841,1.49386003928305,8.25766689189364,2.96327234157688,4.83595702853906,-5.41471762899247,3.64559832127815,6.20819319875981,1.48526659960947,2.57304544192586,1.85298950181026,1.632868240196,0.100229255455095,1.14811564706076,0.816270176055384,0.498463592946638,-1.3529543533853,3.13827898779792,12.9642305108371,-1.88614822944258,-6.46390524863443,1.17281451941346,3.59714176488115,1.47914112219149,-5.59950050636769,-1.63311745517225,1.5681604389218,17.8722499853045,0.476974819997598,-4.71120922444011,-1.70956742561045,3.14837261705569,0.525938724976165,0.182943184053481,0.915442637081756,1.03549191945547,0.00918534139467664,5.25043692175934,-0.0207747267163982,-2.51741888767767,-0.950810739721192,-0.687587643967743,-1.20875349898159,-2.5608075383235,-2.18128312864095,-1.55983387567177,2.5929092570666,16.7475317508155,-2.11798242742967,2.78539370828714,-0.236326043286448,2.80241536821564,-1.19034672671672,3.07798601095327,-1.82602351577578,1.95665956109659,-1.96635803047034,0.28,1100,5,102.2108794,NA,1373.15,0.00072825255798711,NA,NA,NA,NA,NA,2.338951849
"3","WH01A/1100-5-20Ni-A0012.tiff","WH01A",-19.5293909779905,-23.9093299124447,26.9459435030118,1.07837742960606,-2.49499906385141,-0.0596798963249052,-4.77635929755485,-9.83688771946453,9.46298893075845,-2.9260334158084,8.07317712516571,1.20069277721938,-1.19321607359184,0.0221581961002844,0.741423488910168,0.216315039021048,-0.405992190905003,-0.206947125910289,0.290900745781711,-0.509419197287456,1.28673748235775,13.6316746584099,-2.11016339163433,-6.1262721161159,0.863397970878928,-1.33681756465348,-1.24678734132835,-4.53782140589634,-0.799053726095646,1.60852859858058,19.8520094440299,8.65402627700442,-2.26695522884996,-1.23825223285495,7.39903654494764,2.6861061211857,-1.95250326795034,-2.96509238629601,-0.608972925561295,-0.920255778461832,2.52746134531191,0.625500007763935,-0.33810504532576,-0.0245313549095205,-0.390174670048387,-1.75991631839363,-3.58094760349078,-2.24406551424891,-0.935928969023767,3.40202708841913,19.8579352935409,3.90695188434367,2.59977845747867,0.703757308681764,6.3958100734754,0.555363617699887,-0.213646763434091,1.15329465972585,1.11465518273791,-1.51113745478395,0.28,1100,5,102.2108794,NA,1373.15,0.00072825255798711,NA,NA,NA,NA,NA,2.338951849
"4","WH02A/1100-5-28Ni-A0008.tiff","WH02A",7.58972685387718,-2.89531942787717,-5.84984955788345,-3.86092633739748,3.30589157055147,-0.114781813368641,-1.41186645618673,-0.108883139476668,-1.77178254701506,-0.713713368878309,-65.6474473157919,33.8489899030955,-1.51931751398372,-29.4686428935968,13.9563711314181,-1.27474804989557,4.17735946839742,-2.68796175214857,-11.233030927527,-4.1271513864563,-13.2983788450536,5.72718538964794,-4.14305097567007,-6.72020750593647,-3.56241082769038,6.19832200725358,-4.66589454282081,-3.94712884849227,-0.92686698010896,1.46623697465966,6.90748784692824,13.0976503112736,15.3636388366908,10.6958449462244,4.10344726586174,0.728251865884626,1.94529164303447,1.62535671238641,1.0518250122674,0.288974989468571,-2.34468687784591,3.86265735996973,-2.865922825613,1.53960478328508,0.515374775894731,4.97338686790305,-1.03256811917447,3.88686985759985,-0.656705789918,7.29132015893285,5.17725673954659,19.1224763361403,-5.92318217500862,14.0713280800671,4.18521933767537,0.14760509089933,3.11736658726355,0.257212697614769,-1.42314964470451,1.15215717039596,0.24,1100,5,104.1562082,3.83910002025567,1373.15,0.00072825255798711,6.96066270659014,5.635903702997,NA,NA,NA,NA
"5","WH02A/1100-5-28Ni-A0010.tiff","WH02A",22.448843831593,-9.76071123993622,-5.67014016656591,-8.33374962606888,2.47515647383486,-1.61002231995313,-0.785915832766955,3.33132671224871,-0.325911434677846,-2.79058290808042,-62.248432933734,18.559974162548,10.8939857030876,-29.2802220348039,-0.682776928815027,22.9480228985131,-2.20029595564309,5.08698346579251,9.23638715312749,6.95896294477718,-20.3208084716284,-3.74485348261618,-4.79503561159363,-5.81384125972189,-5.42641794985917,8.83802213513616,-6.33170636797734,2.19225163816471,0.279860173056551,1.20052702857693,-15.5787975594981,8.65628906111057,1.60423116326008,16.7102298444468,-4.44520202795612,-4.1387527539493,-2.72622286072791,2.98923756103217,0.0290336893652559,-0.54324377030629,-18.2888795407785,5.17184667462178,-4.69875659783935,5.47659491236879,1.87268882295135,12.6821617051744,6.92122750878036,-0.836113068961192,-3.3486962250907,3.8786726026629,-15.3749103649854,17.635030225768,0.882650141491807,9.20887104518381,-6.97250504207336,1.69261534453634,-0.5825090636304,0.679760435223835,-1.00253573912316,0.353725673681965,0.24,1100,5,104.1562082,3.83910002025567,1373.15,0.00072825255798711,6.96066270659014,5.635903702997,NA,NA,NA,NA
"6","WH02A/1100-5-28Ni-A0012.tiff","WH02A",15.8184084117553,-4.79165166548971,-5.42057998852257,-7.64096075056848,0.538831091176251,1.40091499950082,-0.752155420525589,-0.370929421977783,-0.308332414873882,-0.110491539454243,-98.0644314359781,82.3384405275431,-49.2542549778677,44.0724497485664,-12.6827336082172,20.5833416773002,3.08743743956276,0.507786671456084,-2.08195784241049,-1.57793106169078,-12.7973639834613,-2.02208639296462,-3.29940285196733,-4.41209018746262,-2.89858385259612,-1.46982726719878,-7.73284408167567,0.298746990904244,-0.384710438281089,1.07655959706393,-1.966485333148,3.21911508041747,9.16029788927543,3.86810455974872,2.50902689919236,2.95670117324564,0.235803775036204,-2.09193046924963,1.17258592742146,0.239619136264561,-18.2024548966882,4.16998269760688,-0.408951774021729,6.98275919038732,2.39568131805253,11.9640260351851,4.75167730440063,-0.808746221959547,-2.61723776896792,6.98532094193091,-5.76827178247981,10.8349697989213,-3.2438040038737,5.90303406912567,3.30930323418219,0.00489417417863081,-0.376936086504872,0.160448982765085,-0.00848218217246494,-0.127709461964074,0.24,1100,5,104.1562082,3.83910002025567,1373.15,0.00072825255798711,6.96066270659014,5.635903702997,NA,NA,NA,NA
"7","WH02B/1000-5-28B0002.tiff","WH02B",9.33263637714709,-15.9162166318389,6.80568334031228,-3.65666984728477,6.83467326208724,5.98114623755965,-1.86883665805045,-3.38700518962398,1.85786084708038,-2.52914835661087,-37.8887754123576,1.52990566298238,9.81674389304236,-1.25351454917778,-2.55572699833799,-9.25378015243491,-0.62579668701588,-0.0759621111379203,-0.91684623417309,-1.59401981968729,-14.8001169104702,-0.204508533451762,-3.83029135190717,-5.35551890234655,-2.07303546490738,2.55061759621287,-1.82069035329966,-1.05966479391793,0.590180411331664,0.465915268234579,-0.809009950196882,5.66841376542309,8.77591403532768,5.91765080638343,3.08962416980033,-0.345271345393303,0.521056170652143,2.57511424396302,-1.86079581254009,0.755328474284799,-16.939495349892,4.86947733422926,2.05813909452976,5.41210287259026,2.25545454654715,4.45015438904536,5.52028385047256,-1.66181122103515,4.22301370537468,5.84080358941492,-1.26853035546177,8.25380954531328,-6.9179228920201,7.62953947745808,3.28136159189949,2.15484101828222,2.72167794432733,1.93258177669404,0.415678374175741,0.664752544926116,0.24,1100,5,103.2742079,4.78648622252731,1373.15,0.00072825255798711,7.18122131418227,5.85646231058914,NA,NA,NA,3.564990715
"8","WH02B/1000-5-28B0004.tiff","WH02B",9.27114790266655,-15.7754959986566,11.9615858890309,-4.07938336044154,-0.56170013888726,-4.34854001993098,-6.3051195597924,-6.59725740805788,-1.36827334907273,0.931311250962147,-85.3120052118246,47.4351560362642,-7.12936424723681,-19.4488415030851,15.7595717190177,-20.8098604185038,-3.918875563381,15.7412466708351,5.03868848832576,-2.31543680733218,-17.5858942199847,3.23622867411813,-4.52635404077686,-2.83471605241009,-6.46663915684824,2.88492266984752,-7.26916729590582,1.09374951242231,-0.652170087870707,0.336948892074574,2.43779488300468,1.55697658511254,8.40777950924354,8.89811012150706,5.36398564391906,-0.525576607168817,0.185580244249124,-0.0623595469288144,-0.749866727431193,-0.8762960420562,-9.43745516349409,6.21542235605238,0.680781503133544,5.46277292192473,3.13540168871457,6.57000291886362,-6.00982722927173,4.30891175496925,-2.6216559076806,3.53661989847269,-1.73730853832772,12.8260805254571,8.20244664353757,10.0224406116303,-0.11559959562241,1.19818984063886,-1.19721586414416,-1.71884763643401,0.21302803489553,0.965796673489927,0.24,1100,5,103.2742079,4.78648622252731,1373.15,0.00072825255798711,7.18122131418227,5.85646231058914,NA,NA,NA,3.564990715
"9","WH02B/1000-5-28B0006.tiff","WH02B",12.1678342731335,-4.64209863646243,-4.29473874781,-3.76297671055411,2.14191268594976,-1.50189516144319,-0.196934341403732,1.26756028935214,0.757999155093976,0.553884557152265,-18.8408041372966,-9.05099461715889,7.48875749829985,0.780004869875615,-4.31445581325257,-0.307606698284549,-6.10110625934986,-4.125393916735,-0.574959508444112,3.25431802786973,-11.5878897365329,0.105395206858956,-3.21273859476486,-6.38987492675731,-0.231234654313151,-3.27646447733883,-4.90327102938009,-0.983343840572386,0.216668231928274,0.556348788419236,3.85212702103496,-2.15864854259189,3.25682848757881,3.47993070476324,4.70928121836317,1.75445218490524,-0.441457051048107,-1.73313444825745,0.332009317390583,0.217208075832107,-23.7045473244845,4.59256892495482,0.127000501273372,8.00406860397664,3.91596089850333,9.39323350305342,3.34586868752359,-5.70010882354971,-2.82196655010694,-2.09201628380149,-1.85929175639951,6.59090421411142,1.91712652464977,5.01217773263029,4.83481682557061,-1.83178226319442,0.47591058936412,0.432414856358411,0.64407535071679,-0.257110488664493,0.24,1100,5,103.2742079,4.78648622252731,1373.15,0.00072825255798711,7.18122131418227,5.85646231058914,NA,NA,NA,3.564990715
"10","WH02C/1100-5-28C0002.tiff","WH02C",7.7720255494213,-17.6021454638189,21.7522832744679,-1.7288825041471,6.07468111393039,14.6622946386551,0.826675584903099,-5.04746123986106,9.59915196100092,-6.20526530868511,-22.0213476583338,-12.7872146508636,8.51555747535926,3.40925344079425,-1.69669357860031,0.181314043100538,-4.1167560406727,-2.07994871466645,-0.915744916758215,2.53784813817131,-13.1906263739561,2.73858073592381,-3.84997384311662,-4.76304817197,-4.27669629328698,5.80610640829462,-5.36503145785485,-0.985463085901136,-3.16103016608206,0.367735957292815,6.99469678702741,3.43995643841348,8.44927834347242,6.79524078620095,3.86396481913143,2.15799696676125,-0.416584412827364,-2.21058464594363,0.425362894907336,0.779177575244837,-6.29040119803454,5.89230020419641,-2.20368974857193,3.0367165918036,1.69875256118284,5.41567494990876,-3.94527148286308,3.50915920504178,-2.54630664582387,3.88480120652939,0.854395999072538,14.413796222767,1.40260291376846,9.80412353994092,-0.224872573567389,4.44426227500141,-2.26253671199325,1.09148568109783,-0.597121102660588,0.644127408105826,0.24,1100,5,99.20877203,4.58750400151358,1373.15,0.00072825255798711,7.13876082282931,5.81400181923618,NA,NA,NA,1.878832957
