"Labelfine","nnd_pc1","nnd_pc2","nnd_pc3","nnd_pc4","vrn_pc1","vrn_pc2","vrn_pc3","vrn_pc4","r3d_pc1","r3d_pc2","r3d_pc3","r3d_pc4","skel_avbr_pc1","skel_avbr_pc2","skel_avbr_pc3","skel_avbr_pc4","skel_br_pc1","skel_br_pc2","skel_br_pc3","skel_br_pc4","skel_mxbr_pc1","skel_mxbr_pc2","skel_mxbr_pc3","skel_mxbr_pc4","Ni.Vol.Corrected","Temp","hrs","condAve"
"WH02C/1100-5-28C0002.tiff",7.7720255494213,-17.6021454638189,21.7522832744679,-1.7288825041471,-22.0213476583338,-12.7872146508636,8.51555747535926,3.40925344079425,-13.1906263739561,2.73858073592381,-3.84997384311662,-4.76304817197,6.99469678702741,3.43995643841348,8.44927834347242,6.79524078620095,-6.29040119803454,5.89230020419641,-2.20368974857193,3.0367165918036,0.854395999072538,14.413796222767,1.40260291376846,9.80412353994092,0.24,1100,5,0.630650816532714
"WH02C/1100-5-28C0006.tiff",15.0717459907649,0.447218833821345,-1.46240802226,-8.13366972253046,-77.8073649209619,43.4650450947855,-9.51702499614983,6.48096139950592,-14.4754240461943,-7.24255712707664,-3.24950377216181,-5.63728982822833,-10.1618854715744,-0.0556926098239405,11.4357604647858,7.17940095256554,-15.7545165267108,6.8833004218989,-4.85237992469475,4.70085700305031,-14.1101987794707,9.27547279959436,-5.66289110193012,9.62380949860607,0.24,1100,5,0.630650816532714
"WH03A/1100-5-35Ni-A0014.tiff",-30.3048061379468,-40.0256289530384,37.2486675627052,0.366020651125335,10.0970996960392,4.7691886916295,2.96588679204379,1.91395782488068,1.93055029128094,19.7829227835569,-2.58065989047559,-10.1549862687519,28.0850456822769,10.3701625531423,-8.11013632355829,-4.43253975206482,4.4867343147118,-0.759708354887227,0.198856622212454,0.417693609343476,28.6253608237593,4.16692591473696,5.35835551228181,-2.67317317781904,0.35,1100,5,4.60387974082176
"WH03B/1100-5-35B0006.tiff",0.961970763208261,-10.7430319726991,7.68822618634928,-4.20223838421049,-2.1936991347393,-7.61265233077908,-0.297860642380685,3.09620258071035,-34.2974788415949,17.8762146944017,-8.57212885260137,1.0564398348383,11.7418678715743,10.0539673218489,7.66667603927415,8.31684103940078,-10.0564633551146,4.04772686156168,7.96053477646321,7.43765431881832,10.6636210548554,17.7538763829611,8.38259444506674,9.72632488791419,0.35,1100,5,2.99542304124661
"WH03C/1100-5-35C0004.tiff",0.877320411013213,-10.3839967810565,-0.513353397366005,-3.36468060565959,-45.5200975815214,22.4753765011892,9.0770916539824,-23.0605988196605,-14.4504697557043,11.296020371751,-4.329672095312,-2.9292358852289,12.0703023112191,-0.352251965395151,6.42377547270596,9.46500523589883,-11.0833273332604,4.40139998618893,8.224114980845,5.93524043992894,6.54406413101207,10.6731388866212,5.49713847068438,11.7509932635573,0.35,1100,5,2.12349376199864
"WH03C/1100-5-35C0006.tiff",-4.37414162628353,-20.0040500978531,6.2733494042961,2.29834959921987,-41.1183691048858,34.6863094782585,-16.8608984586603,16.243224699443,-13.7293231870645,12.1882030839539,-3.45480046159663,2.74365662941976,7.57055752185646,1.0158462359204,7.47584004461383,6.44592730723095,-15.2464023679372,4.75048897981948,14.630879891584,1.85962917546316,4.5300240267829,6.91911539679779,4.00740073374746,8.224882491198,0.35,1100,5,2.12349376199864
"WH06B/1000-5-35Ni-B0012.tiff",2.54488654400315,-9.69225270886485,-0.707441204743809,-2.94894551301466,4.9060871946595,-2.97682419374432,-3.66193293671897,0.0784926498196536,-24.1312334569914,14.1218203634693,-5.96989748550732,-2.76528672498816,11.6589383813118,8.53672222919841,4.98472373961715,3.55394070182436,-8.15384164290764,3.07187997395762,6.91997486386477,4.46423103775273,9.54998126075955,14.6835071612445,3.22758904101738,4.41750813561186,0.35,1000,5,0.261977132618549
"WH08A/900-5-5A0002.tiff",-2.2133020295487,5.24955808192084,6.8254802019308,2.67805951613398,-18.1540717173708,-9.33957167849752,0.507727978362491,-1.48735321423964,19.9876124677499,-2.56584891832135,2.24222977067369,12.4116286478497,9.13254111714067,-9.37678370344819,-5.28373039347264,-1.12124512417309,15.6778172792728,-6.73613528061796,-1.15158851670606,-2.12001338844057,8.62731229649909,-19.2621241332842,7.87790973938299,-0.177183722169975,0.05,900,5,-1.88120392666788
"WH08A/900-5-5A0006.tiff",7.75167692284212,13.2397045546339,2.79386058990494,1.5105585566293,-31.978050363479,-15.1431488139016,13.0003943548025,3.85224248179773,18.1415272558421,0.017838369956658,1.67839202347891,8.81663881479267,6.52734188698757,-17.4886290319741,-10.9876140179615,-1.81871413728488,14.336362424729,-6.21410298418265,-0.779373104229102,-2.11402257883532,7.59836914204964,-24.1906614891277,14.5113529612452,-2.34807369368787,0.05,900,5,-1.88120392666788
"WH08B/900-5-5B0006.tiff",8.11223891294055,1.3834819679365,1.89407589765182,-2.57686899360513,-62.7864389830568,-4.10540006811695,29.8721246426231,-7.00413683021159,19.2218578274534,-3.36481546607061,2.19418045401197,11.2075442032538,-0.255925941565839,-12.9271216384614,-3.64594416738223,-2.24878971199459,13.5863529744734,-6.25025938330525,-0.929449743973165,-2.5008263932784,0.0131977176967424,-21.4291516518531,6.39601675790213,-1.39969377617581,0.05,900,5,-2.2562485746483
"WH09A/900-5-10A0004.tiff",-5.62269812105426,5.03613508884128,9.48889885675501,5.64600209987789,3.36087578589478,-5.35137262919992,-5.33107563913011,0.0162632215663283,13.0543382793965,-10.1944466412565,1.22594545888982,5.17535841921212,1.23896510454957,-2.74700393613237,-4.16192087680791,-3.32186266739361,12.2413307708648,-3.12776030168608,-6.33066506427908,-4.07831082907302,2.10610420655143,-11.6914477907562,0.651040178384476,-1.91964810365499,0.1,900,5,-2.33282965341399
"WH09C/900-5-10C0002.tiff",-1.60058693937569,9.12828693573768,4.5098170826452,3.56596607699754,-3.07105616453323,-10.4176068250118,-4.97917696370426,0.990040529516337,15.0056035115984,-9.2908028106827,1.62371211472862,8.00737999181315,-0.908295585590997,-9.66872922393081,0.948258773099606,0.36754096196414,12.0460781304731,-3.48753287056181,-5.6227947145543,-3.77475805231033,-3.0962660147382,-16.0842993886443,-0.993623644383442,3.16675402524645,0.1,900,5,-2.50284625454888
"WH09C/900-5-10C0006.tiff",-0.823465526975246,11.1870578460794,7.11976183664607,6.68145974728828,-2.41590975792667,-8.96777698109042,-5.92047568468307,-0.513493456481344,15.6087561592348,-6.7395686212012,1.57495614190413,7.40720694295277,2.21263726214833,-11.7747006144008,-2.62033371960698,0.604869904512995,11.3187128318014,-2.93980607908173,-5.43025716614852,-3.32766764533525,0.614095862444452,-16.9393790537488,3.54274739729053,2.48184431640634,0.1,900,5,-2.50284625454888
"WH09D/900-5-10D0002.tiff",2.10873240029554,12.630296057077,5.4909513648215,5.01942291662557,-3.03306589607335,-11.3348014127693,-7.6728223455886,-0.437339623800838,16.0790559402851,-7.96429150687245,1.70863288790595,8.20122827102932,1.88503856343729,-14.0726907002077,-6.10363787876869,-3.23763394483194,12.2529493723467,-3.36667972335868,-5.63504980318407,-3.78432661147641,0.97245463490645,-20.1878844174658,5.57640158826096,-2.14766278326556,0.1,900,5,-2.65588303115515
"WH10A/900-5-20A0006.tiff",-3.51167891509918,12.556943047314,1.68166333846387,6.02850443685212,14.0329097670126,8.24415145181871,1.64453389901679,-0.94836722116342,7.31369883963515,-11.1464649600025,0.501893109340178,0.729466611125566,-2.38150672297312,-11.6748134670553,-1.49864171632901,-0.877903812398858,0.483922509652192,3.52308977708204,-5.91641763735073,-0.495392555757652,-5.10509584412127,-11.7589814477327,-0.68507172078364,1.00318934554938,0.28,900,5,-2.82868770124376
"WH10B/900-5-20B0002.tiff",-1.30920730687886,15.1115501331437,1.24646436843015,6.33699392704594,12.4112544102669,5.20692138060114,-1.61675929297528,-1.91656574185802,9.42077330834886,-12.9652079890312,0.976930465721335,3.20006207421387,-4.13130065491793,-14.2519817687477,0.825669353581894,0.743498663503375,0.91685455212589,3.370514322938,-6.06605411077083,-0.706723482653538,-9.22507201038027,-14.3948908647529,-5.32223857486256,3.88849867457579,0.28,900,5,-2.93384689388566
"WH11A/900-5-24A0002.tiff",-3.28318096779262,11.9364399989197,1.19539419773306,5.19908631450336,6.56084290080394,-3.08785962157034,-7.14043232288209,-2.11268905827098,12.583018059751,-7.18751382041043,1.09975958009127,4.60225233545034,2.63369590619441,-9.08432868845638,0.0936229666414854,0.718056438852631,8.7023410314475,-1.63871274616295,-4.18431991316392,-2.36405472886589,1.27393881233848,-13.4997130725084,0.0857503238703949,2.50943322436965,0.2,900,5,-3.58924141664696
"WH11A/900-5-24A0006.tiff",-5.34313616328161,4.80064947729252,13.6592127471844,6.51711907832576,5.7564942050813,-3.22304193329208,-6.30069411292195,-1.8164942339567,10.9426907347126,-6.40814561048389,0.749256834723474,2.89770321741252,-1.48146265732802,-7.47269864489711,2.50606153833886,2.68214645640141,7.89575539537338,-0.595545940372688,-5.30136437898491,-2.2193849967695,-1.96179118266511,-10.7939171406589,-3.96890526104825,5.25998844283492,0.2,900,5,-3.58924141664696
"WH12A/900-5-28A0006.tiff",-1.73965465930405,8.78541284331234,8.11693395674856,5.58915089166335,12.324319037835,4.30562557186121,-3.5576654397703,-2.97670682890937,4.71407029084913,-10.6108828712548,-0.117227955644786,-2.78216363766119,2.41089577816127,-5.33775131325628,1.31839415278824,-0.969577404859973,2.53345483939943,3.93606409641378,-10.4696756452901,-2.85714569437452,-1.59858238307831,-5.54417887598571,-6.00892305756277,1.06765797380633,0.24,900,5,-3.0485439833088
"WH13C/900-5-35C0006.tiff",8.87686536190861,7.66719900235499,1.28341526851383,0.022944640649821,9.61076471062341,1.09329111286514,-4.87948202703869,-2.5421363680958,-3.33738765390159,-14.0920280377263,-0.959163240899326,-5.51625408860281,-9.03891948099057,-8.71274341764408,7.33047940847575,1.41326465356189,-7.82963328791544,8.85926441740882,-10.6269711866717,0.117008739514606,-16.879004228382,-2.75044084297465,-8.40742607633291,4.17042724129718,0.35,900,5,1.57033075860871
"WH13D/900-5-35D0004.tiff",4.48279827550633,5.36830155062099,1.94234394052744,-1.96412063006138,11.1461088374595,3.05489577069838,-3.62933752184836,-2.31339232392642,-3.57476359476631,-8.09991136124635,-1.46196214213656,-5.01907284419169,-6.09884887907322,-6.31230463481501,3.99933349277169,3.34231098354658,-4.36864247574516,5.04062819742911,-3.69542343934769,2.47422100901959,-8.51607244144536,-2.64365681845728,-5.53873725175077,4.94752826612384,0.35,900,5,2.20558491368468
"WH13D/900-5-35D0006.tiff",2.00525885173108,-3.54474677564886,9.96832435306265,-2.42218187859341,8.40925364026556,0.647800613095083,-3.90705844241985,-1.99620811944076,-2.86808399838548,-10.414213165059,-1.09167107042711,-6.15448213663873,-10.5588434796215,-4.93074631772231,9.43696741978904,4.36146069523814,-7.29708974633776,7.17020340289794,-6.38217802395717,1.48701102581566,-14.3409795761586,2.64087080315231,-6.01382337715016,6.94209726658217,0.35,900,5,2.20558491368468
"WH14B/900-5-40B0006.tiff",-7.08746930266759,-5.29148957341964,4.40150320877059,-3.56600425928437,11.5330946605567,3.91325074411763,-2.44017104546967,-1.82126463548213,-10.1122383642319,7.33723478971307,-3.64715483104745,-6.52289807899375,12.2122165580161,13.3306503814346,14.7721121220812,10.5631562215719,-6.71569558889148,1.5525039185732,6.13634450769358,5.45005922336737,10.5983183340019,17.6515387530658,-7.39516133223169,13.9845269168658,0.4,900,5,7.53065610581012
"WH14D/900-5-40D0002.tiff",13.3165052943775,3.30526395095647,-0.101682119250113,-6.70877749914448,12.2345845457878,5.43796883970332,-0.548366082568917,-1.16126822881704,-16.029547980494,-3.77507811638471,-3.49224175740801,-3.41726784605291,-1.64163634247376,-0.0400366947807862,4.45050155805514,0.8079016257493,-22.2073109575245,5.52876669309644,-1.0386300546323,7.17530274206756,-8.9136970035805,12.0963747278251,7.36234140835544,2.04566333003937,0.4,900,5,7.03418292299994
"WH15A/900-5-50A0010.tiff",14.2972302978087,-2.48092407978061,-3.77170914625717,-5.40684838926009,13.3718036859891,6.52075289900507,-0.940818003365586,-2.19766612768571,-20.0225989530443,-1.29085944970593,-1.36548782827759,8.23057299298611,-2.73657669112351,-4.47611932028209,-1.86748187213059,-1.29933277071455,-25.3117582013642,1.15774326832466,7.96514519758035,-4.3548526615086,-7.76038334303643,6.24792087816349,8.57672029536136,-1.37788439187103,0.5,900,5,8.93977476558561
"WH22B/900-10H_10NiB0006.tiff",10.7498996523404,13.87955707879,4.91904043483685,0.639638976174635,-10.8518153255533,-14.7807006987874,-1.40896428746122,3.52196277611471,10.6940452733224,-12.4325383874413,0.996775912256168,3.28738293264552,-2.96084967626783,-10.0833556525387,-3.72911851409742,-2.42199353404314,8.89425770582853,-0.606896866419137,-7.16541165627239,-3.91483559285901,-2.96902493149024,-15.021674678369,1.18212593969005,-1.0743136854568,0.1,900,10,0.384163241834663
"WH22C/900-10-10C0004.tiff",2.53439567192059,11.8216655466893,0.364147763243943,1.26607844849311,-13.1110141786398,-12.7806610762144,3.30776878311687,3.81025731073023,14.2572454785118,-8.17287976019932,1.36063603361215,6.36938260531023,-2.88523729911026,-12.8540988005096,-1.79449323174361,-1.64023507029109,9.0005435277445,-1.07142096482872,-5.42264177264165,-3.20477050368937,-4.64363766021625,-17.1889629712497,-0.533861788988394,0.203870996418973,0.1,900,10,-0.227542602969377
