"avevoronoix","voronoicount","Labelfineshort"
1.07264061356437,36935,"LTO28Ni900-50-C0008.tiff"
1.10964365071283,37316,"LTO28Ni900-50-C0010.tiff"
1.15981373122553,33463,"LTO28Ni900-50-C0012.tiff"
0.956005725448786,26516,"LTO35Ni900-50-C0008.tiff"
1.03623191078891,23450,"LTO35Ni900-50-C0010.tiff"
0.96621451792387,24353,"LTO35Ni900-50-C0012.tiff"
1.16649981643142,27630,"WH33A0008.tiff"
1.40443822563893,24455,"WH33A0010.tiff"
1.18914240866928,22424,"WH33A0012.tiff"
1.20453796561752,35076,"WH33B0008.tiff"
1.22572590872231,30336,"WH33B0010.tiff"
1.16733214778343,26911,"WH33B0012.tiff"
1.17430306241283,31548,"WH33C0008.tiff"
1.44740243351396,26389,"WH33C0010.tiff"
1.14783275450237,25320,"WH33C0012.tiff"
1.36499985666897,28940,"WH34A0008.tiff"
1.4201080354846,26434,"WH34A0010.tiff"
1.24087970963558,31612,"WH34A0012.tiff"
1.3727196593984,30452,"WH34B0008.tiff"
1.2966379,27610,"WH34B0010.tiff"
1.26002696155474,30719,"WH34B0012.tiff"
1.28536177322759,33161,"WH34C0010.tiff"
1.38055038910177,30794,"WH34C0012.tiff"
1.3031153132181,30027,"WH34C0014.tiff"
1.1790760136041,25360,"WH35A0008.tiff"
0.717408615642982,38407,"WH35A0010.tiff"
1.0445223893925,27358,"WH35A0012.tiff"
0.983598795505225,22871,"WH35B0010.tiff"
1.14445701318043,26858,"WH35B0012.tiff"
1.29363592405063,19829,"WH35B0014.tiff"
1.09816827710153,20949,"WH35C0009.tiff"
1.12091288980008,26461,"WH35C0011.tiff"
1.30515057466645,24884,"WH35C0013.tiff"
1.02027272456287,71604,"900-10-20A0004.tiff"
1.07931334268773,72351,"900-10-20A0006.tiff"
1.03558046828953,74190,"900-10-20A0008.tiff"
0.858706000530378,71647,"900-10-20B0002.tiff"
0.815113253636204,68148,"900-10-20B0004.tiff"
0.858402665516975,64713,"900-10-20B0006.tiff"
1.06156859607821,71651,"900-10-28A0002.tiff"
1.02476072112783,73983,"900-10-28A0004.tiff"
1.0518397517009,73608,"900-10-28A0006.tiff"
0.915827031748816,79814,"900-10-28B0002.tiff"
0.927939563046757,79560,"900-10-28B0004.tiff"
0.904701069847779,80475,"900-10-28B0006.tiff"
1.01429228398663,53549,"900-10-35A0002.tiff"
1.01052512579747,52823,"900-10-35A0004.tiff"
1.01676318766536,54805,"900-10-35A0006.tiff"
0.974918203753672,56851,"900-10-35A0014.tiff"
0.952338307296137,56619,"900-10-35A0016.tiff"
0.983933649637213,54991,"900-10-35A0018.tiff"
1.57375535736906,60754,"LTO-24Ni-900-50-A0002.tiff"
1.57147280980595,60861,"LTO-24Ni-900-50-A0004.tiff"
1.5172798899218,61767,"LTO-24Ni-900-50-A0006.tiff"
1.45696053423515,62097,"LTO-24Ni_900_50_B0012.tiff"
1.26626768968742,63951,"LTO-24Ni_900_50_C0013.tiff"
1.35076612868598,63979,"LTO-28Ni-900-50-B0002.tiff"
1.31140640028782,61149,"LTO-28Ni-900-50-B0004.tiff"
1.26994842578364,65049,"LTO-28Ni-900-50-B0006.tiff"
1.20754182580451,43287,"LTO-35Ni-900-50-A0002.tiff"
1.20638173724912,39362,"LTO-35Ni-900-50-A0004.tiff"
1.19712403039233,40247,"LTO-35Ni-900-50-A0006.tiff"
1.22945921023296,44171,"LTO-35Ni_900_50_B0004.tiff"
1.28753197094365,61866,"LTO28Ni900-50-A0002.tiff"
1.28180595706116,63821,"LTO28Ni900-50-A0004.tiff"
1.31590118640292,62484,"LTO28Ni900-50-A0006.tiff"
1.28716986021186,65894,"LTO28Ni900-50-C0002.tiff"
1.27216889456547,64311,"LTO28Ni900-50-C0004.tiff"
1.26810630216021,62355,"LTO28Ni900-50-C0006.tiff"
1.23264442138227,43045,"LTO35Ni900-50-C0002.tiff"
1.12270169985392,43127,"LTO35Ni900-50-C0004.tiff"
1.18148879816699,44517,"LTO35Ni900-50-C0006.tiff"
1.50511300735984,46713,"WH33A0002.tiff"
1.42099410803683,48987,"WH33A0004.tiff"
1.5389962861847,46767,"WH33A0006.tiff"
1.58383640935828,51206,"WH33B0002.tiff"
1.52547674086616,50083,"WH33B0004.tiff"
1.51158349567281,48045,"WH33B0006.tiff"
1.38148200008718,45884,"WH33C0002.tiff"
1.38743144461119,46912,"WH33C0004.tiff"
1.3425172386185,45284,"WH33C0006.tiff"
1.43716637479953,57364,"WH34A0002.tiff"
1.33994552251221,62224,"WH34A0004.tiff"
1.48944191540533,49762,"WH34A0014.tiff"
1.55778497493289,47680,"WH34B0002.tiff"
1.56135017031859,53643,"WH34B0004.tiff"
1.48114233454007,52649,"WH34B0006.tiff"
1.42925641184769,54863,"WH34C0002.tiff"
1.61190065593525,55103,"WH34C0004.tiff"
1.52367491194277,53120,"WH34C0006.tiff"
1.53460077263228,56943,"WH34C0008.tiff"
1.24374438636771,31220,"WH35A0002.tiff"
1.55693462315906,32497,"WH35A0004.tiff"
1.41113624327904,39109,"WH35A0006.tiff"
1.10334357124901,41529,"WH35B0002.tiff"
1.3757530320186,45586,"WH35B0006.tiff"
1.13181105207561,42373,"WH35B0008.tiff"
1.44310585077894,40568,"WH35C0003.tiff"
1.27113356124236,40085,"WH35C0005.tiff"
1.44427107474019,40511,"WH35C0007.tiff"
