 ,Label,Area,X,Y,XM,YM,Perim.,Circ.,Feret,%Area,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,WH39P,0.021,17.701,0.267,17.701,0.267,0.574,0.786,0.258,100,17.652,0.393,66.038,0.105,2.418,0.413,0.923
2,WH39P,0.009,9.157,0.239,9.157,0.239,0.312,1.000,0.131,100,9.128,0.184,126.870,0.105,1.159,0.863,0.897
3,WH39P,0.159,13.549,0.504,13.549,0.504,1.498,0.890,0.531,100,13.430,0.734,69.775,0.420,1.223,0.818,0.924
4,WH39P,0.198,9.054,0.665,9.054,0.665,1.851,0.727,0.684,100,8.892,0.393,122.471,0.408,1.839,0.544,0.874
5,WH39P,0.040,2.729,0.561,2.729,0.561,0.930,0.580,0.415,100,2.597,0.393,124.695,0.147,3.432,0.291,0.811
6,WH39P,0.076,7.654,0.658,7.654,0.658,1.297,0.570,0.561,100,7.370,0.577,169.216,0.204,3.163,0.316,0.819
7,WH39P,0.097,18.947,0.835,18.947,0.835,1.245,0.787,0.490,100,18.885,1.075,74.476,0.286,1.871,0.534,0.898
8,WH39P,0.012,23.769,0.704,23.769,0.704,0.402,0.911,0.166,100,23.738,0.630,108.435,0.105,1.454,0.688,0.850
9,WH39P,0.027,14.673,0.983,14.673,0.983,0.581,1.000,0.226,100,14.610,1.075,54.462,0.184,1.185,0.844,0.907
10,WH39P,0.193,14.453,1.531,14.453,1.531,2.144,0.529,0.682,100,14.269,1.862,67.380,0.472,1.533,0.652,0.820
11,WH39P,0.039,2.739,1.695,2.739,1.695,0.701,1.000,0.270,100,2.675,1.574,119.055,0.184,1.283,0.779,0.958
12,WH39P,0.076,24.616,1.795,24.616,1.795,1.057,0.860,0.376,100,24.603,1.600,102.095,0.289,1.322,0.756,0.899
13,WH39P,0.026,2.421,1.833,2.421,1.833,0.633,0.819,0.274,100,2.387,1.967,73.301,0.131,2.205,0.454,0.884
14,WH39P,0.009,16.239,1.754,16.239,1.754,0.312,1.000,0.131,100,16.184,1.784,36.870,0.105,1.159,0.863,0.897
15,WH39P,0.030,19.061,1.858,19.061,1.858,0.633,0.949,0.235,100,19.016,1.757,116.565,0.184,1.206,0.829,0.898
16,WH39P,0.009,2.017,2.049,2.017,2.049,0.312,1.000,0.131,100,1.967,2.098,36.870,0.105,1.159,0.863,0.897
17,WH39P,0.003,9.671,2.127,9.671,2.127,0.201,1.000,0.095,100,9.626,2.151,33.690,0.052,1.553,0.644,0.909
18,WH39P,0.033,7.074,3.065,7.074,3.065,0.736,0.767,0.320,100,6.977,2.938,124.992,0.148,2.326,0.430,0.850
19,WH39P,0.004,0.962,3.222,0.962,3.222,0.238,0.916,0.095,100,0.944,3.174,123.690,0.079,1.124,0.890,0.800
20,WH39P,0.008,17.207,3.462,17.207,3.462,0.297,1.000,0.117,100,17.180,3.410,116.565,0.105,1.000,1.000,0.857
21,WH39P,0.019,11.504,3.919,11.504,3.919,0.491,1.000,0.211,100,11.462,4.013,60.255,0.131,1.524,0.656,0.918
22,WH39P,0.036,10.527,4.168,10.527,4.168,0.707,0.916,0.274,100,10.492,4.039,106.699,0.184,1.517,0.659,0.898
23,WH39P,0.007,13.810,4.380,13.810,4.380,0.275,1.000,0.131,100,13.770,4.433,53.130,0.079,1.551,0.645,0.909
24,WH39P,0.008,13.528,4.461,13.528,4.461,0.312,1.000,0.131,100,13.482,4.511,36.870,0.105,1.281,0.780,0.857
25,WH39P,0.022,6.942,4.751,6.942,4.751,0.513,1.000,0.200,100,6.846,4.721,156.801,0.157,1.177,0.850,0.901
26,WH39P,0.030,19.901,5.158,19.901,5.158,0.698,0.762,0.283,100,19.856,5.298,68.199,0.160,1.854,0.539,0.827
27,WH39P,0.060,15.107,5.332,15.107,5.332,0.908,0.912,0.376,100,15.030,5.167,114.775,0.236,1.629,0.614,0.921
28,WH39P,0.006,5.504,5.230,5.504,5.230,0.260,1.000,0.117,100,5.456,5.193,153.435,0.079,1.340,0.746,0.857
29,WH39P,0.006,11.580,5.233,11.580,5.233,0.253,1.000,0.111,100,11.541,5.193,135.000,0.079,1.000,1.000,1.000
30,WH39P,0.002,19.851,5.346,19.851,5.346,0.148,1.000,0.074,100,19.830,5.377,45.000,0.052,1.464,0.683,0.857
31,WH39P,0.002,3.580,5.521,3.580,5.521,0.179,0.809,0.083,100,3.567,5.482,108.435,0.026,3.000,0.333,1.000
32,WH39P,0.153,3.113,5.792,3.113,5.792,1.622,0.729,0.595,100,2.911,6.007,41.424,0.357,1.884,0.531,0.844
33,WH39P,0.011,11.628,5.928,11.628,5.928,0.349,1.000,0.153,100,11.567,5.875,149.036,0.105,1.371,0.729,0.889
34,WH39P,0.028,4.221,6.190,4.221,6.190,0.633,0.862,0.258,100,4.092,6.164,156.038,0.157,1.535,0.651,0.899
35,WH39P,0.001,12.459,6.203,12.459,6.203,0.111,1.000,0.059,100,12.433,6.190,153.435,0.026,2.000,0.500,1.000
36,WH39P,0.009,7.519,6.542,7.519,6.542,0.386,0.753,0.185,100,7.449,6.479,135.000,0.087,2.583,0.387,0.765
37,WH39P,0.052,6.636,6.627,6.636,6.627,0.834,0.932,0.320,100,6.531,6.505,124.992,0.240,1.331,0.751,0.909
38,WH39P,0.021,22.466,6.883,22.466,6.883,0.624,0.688,0.284,100,22.400,7.003,56.310,0.111,2.773,0.361,0.838
39,WH39P,0.033,17.666,7.303,17.666,7.303,0.655,0.967,0.270,100,17.600,7.423,60.945,0.184,1.477,0.677,0.914
40,WH39P,0.012,7.053,7.308,7.053,7.308,0.365,1.000,0.153,100,7.003,7.370,59.036,0.105,1.263,0.792,0.919
41,WH39P,0.010,18.820,7.449,18.820,7.449,0.380,0.838,0.160,100,18.807,7.370,99.462,0.079,1.768,0.565,0.875
42,WH39P,0.015,6.172,7.604,6.172,7.604,0.439,0.988,0.189,100,6.111,7.528,123.690,0.129,1.582,0.632,0.880
43,WH39P,0.008,14.225,7.565,14.225,7.565,0.312,1.000,0.141,100,14.164,7.528,158.199,0.079,1.579,0.633,0.889
44,WH39P,0.002,19.414,7.628,19.414,7.628,0.148,1.000,0.074,100,19.384,7.607,135.000,0.052,1.464,0.683,0.857
45,WH39P,0.013,20.808,7.751,20.808,7.751,0.402,1.000,0.153,100,20.774,7.685,120.964,0.131,1.121,0.892,0.864
46,WH39P,0.010,10.461,8.041,10.461,8.041,0.365,0.976,0.166,100,10.387,8.079,18.435,0.079,1.869,0.535,0.909
47,WH39P,0.036,19.152,8.272,19.152,8.272,0.714,0.882,0.299,100,19.043,8.367,37.875,0.167,1.818,0.550,0.889
48,WH39P,0.039,0.785,8.304,0.785,8.304,0.692,1.000,0.258,100,0.734,8.184,113.962,0.210,1.152,0.868,0.903
49,WH39P,0.003,20.951,8.466,20.951,8.466,0.201,0.857,0.095,100,20.931,8.420,123.690,0.052,2.000,0.500,0.800
50,WH39P,0.006,5.298,8.616,5.298,8.616,0.260,1.000,0.108,100,5.246,8.603,165.964,0.079,1.195,0.837,0.800
51,WH39P,0.099,21.928,8.872,21.928,8.872,1.322,0.713,0.556,100,21.849,8.603,109.290,0.235,2.536,0.394,0.926
52,WH39P,0.004,6.225,8.717,6.225,8.717,0.223,1.000,0.095,100,6.190,8.682,123.690,0.074,1.291,0.775,0.800
53,WH39P,0.010,6.535,8.926,6.535,8.926,0.349,0.993,0.141,100,6.505,8.866,111.801,0.105,1.264,0.791,0.848
54,WH39P,0.008,10.334,8.970,10.334,8.970,0.297,1.000,0.117,100,10.308,8.918,116.565,0.105,1.000,1.000,0.857
55,WH39P,0.044,0.916,9.204,0.916,9.204,0.745,0.998,0.283,100,0.866,9.338,68.199,0.210,1.220,0.820,0.928
56,WH39P,0.049,26.573,9.409,26.573,9.409,0.834,0.882,0.332,100,26.544,9.574,71.565,0.210,1.554,0.644,0.899
57,WH39P,0.010,0.408,9.405,0.408,9.405,0.439,0.674,0.205,100,0.315,9.469,39.806,0.093,2.508,0.399,0.789
58,WH39P,0.098,5.705,9.671,5.705,9.671,1.251,0.790,0.509,100,5.482,9.810,34.509,0.293,1.868,0.535,0.899
59,WH39P,0.056,3.414,9.828,3.414,9.828,1.279,0.428,0.423,100,3.200,9.889,29.745,0.253,2.126,0.470,0.659
60,WH39P,0.001,16.643,9.941,16.643,9.941,0.127,1.000,0.059,100,16.630,9.915,116.565,0.026,2.000,0.500,1.000
61,WH39P,0.015,12.248,10.010,12.248,10.010,0.439,0.988,0.168,100,12.170,10.046,38.660,0.131,1.156,0.865,0.863
62,WH39P,0.012,10.662,10.138,10.662,10.138,0.371,1.000,0.153,100,10.623,10.072,120.964,0.111,1.385,0.722,0.850
63,WH39P,0.017,12.567,10.165,12.567,10.165,0.498,0.873,0.191,100,12.538,10.256,74.055,0.148,1.241,0.806,0.820
64,WH39P,0.105,8.083,10.387,8.083,10.387,1.251,0.845,0.465,100,7.974,10.597,73.610,0.315,1.424,0.702,0.933
65,WH39P,0.014,6.389,10.395,6.389,10.395,0.439,0.943,0.166,100,6.374,10.308,108.435,0.131,1.183,0.846,0.857
66,WH39P,0.064,12.250,10.466,12.250,10.466,0.982,0.833,0.410,100,12.092,10.597,39.806,0.223,1.956,0.511,0.907
67,WH39P,0.007,0.163,10.618,0.163,10.618,0.297,0.982,0.117,100,0.131,10.570,116.565,0.093,1.241,0.806,0.800
68,WH39P,0.017,16.897,10.654,16.897,10.654,0.460,1.000,0.189,100,16.813,10.702,33.690,0.130,1.475,0.678,0.877
69,WH39P,0.014,2.295,10.747,2.295,10.747,0.513,0.690,0.205,100,2.230,10.649,129.806,0.130,1.529,0.654,0.808
70,WH39P,0.008,1.892,10.910,1.892,10.910,0.297,1.000,0.117,100,1.862,10.859,116.565,0.105,1.139,0.878,0.815
71,WH39P,0.003,23.370,11.252,23.370,11.252,0.148,1.000,0.074,100,23.344,11.226,135.000,0.052,1.000,1.000,1.000
72,WH39P,0.041,6.235,11.338,6.235,11.338,0.766,0.869,0.324,100,6.085,11.384,14.036,0.184,1.761,0.568,0.894
73,WH39P,0.014,2.245,11.435,2.245,11.435,0.423,1.000,0.176,100,2.203,11.357,116.565,0.129,1.465,0.683,0.857
74,WH39P,0.054,3.111,11.487,3.111,11.487,0.856,0.933,0.357,100,2.938,11.436,162.897,0.210,1.640,0.610,0.919
75,WH39P,0.013,2.804,11.558,2.804,11.558,0.423,0.916,0.189,100,2.728,11.515,146.310,0.111,1.894,0.528,0.844
76,WH39P,0.007,9.561,11.664,9.561,11.664,0.290,1.000,0.117,100,9.521,11.620,116.565,0.079,1.236,0.809,0.909
77,WH39P,0.014,3.143,11.815,3.143,11.815,0.454,0.880,0.200,100,3.095,11.908,66.801,0.105,1.969,0.508,0.875
78,WH39P,0.127,13.902,11.977,13.902,11.977,1.408,0.806,0.531,100,13.744,11.777,122.905,0.367,1.433,0.698,0.905
79,WH39P,0.010,15.953,11.830,15.953,11.830,0.327,1.000,0.131,100,15.921,11.777,126.870,0.105,1.020,0.981,0.933
80,WH39P,0.019,13.121,11.915,13.121,11.915,0.491,1.000,0.189,100,13.036,11.961,33.690,0.157,1.199,0.834,0.889
81,WH39P,0.010,8.772,11.946,8.772,11.946,0.371,0.942,0.148,100,8.708,11.987,45.000,0.111,1.227,0.815,0.789
82,WH39P,0.003,1.600,11.961,1.600,11.961,0.148,1.000,0.074,100,1.574,11.934,135.000,0.052,1.000,1.000,1.000
83,WH39P,0.006,25.386,11.977,25.386,11.977,0.260,1.000,0.117,100,25.338,12.013,26.565,0.079,1.340,0.746,0.857
84,WH39P,0.004,1.403,12.144,1.403,12.144,0.201,1.000,0.095,100,1.364,12.118,146.310,0.052,1.500,0.667,1.000
85,WH39P,0.004,7.646,12.170,7.646,12.170,0.201,1.000,0.095,100,7.607,12.144,146.310,0.052,1.500,0.667,1.000
86,WH39P,0.067,11.315,12.404,11.315,12.404,0.939,0.961,0.341,100,11.226,12.249,112.620,0.262,1.222,0.818,0.938
87,WH39P,0.058,18.077,12.491,18.077,12.491,1.066,0.640,0.473,100,17.862,12.616,33.690,0.188,2.693,0.371,0.866
88,WH39P,0.122,9.146,12.878,9.146,12.878,1.424,0.759,0.541,100,8.866,12.774,157.166,0.361,1.676,0.597,0.862
89,WH39P,0.011,3.108,12.800,3.108,12.800,0.349,1.000,0.141,100,3.043,12.774,158.199,0.105,1.209,0.827,0.889
90,WH39P,0.025,11.560,12.858,11.560,12.858,0.603,0.881,0.242,100,11.541,12.984,77.471,0.157,1.504,0.665,0.871
91,WH39P,0.009,22.429,13.505,22.429,13.505,0.312,1.000,0.131,100,22.374,13.534,36.870,0.105,1.159,0.863,0.897
92,WH39P,0.014,24.618,13.554,24.618,13.554,0.402,1.000,0.168,100,24.551,13.613,38.660,0.130,1.282,0.780,0.909
93,WH39P,0.011,5.644,13.661,5.644,13.661,0.386,0.927,0.153,100,5.587,13.718,30.964,0.111,1.337,0.748,0.842
94,WH39P,0.109,14.791,14.052,14.791,14.052,1.319,0.790,0.528,100,14.584,14.190,26.565,0.315,1.635,0.612,0.903
95,WH39P,0.034,15.129,14.145,15.129,14.145,0.707,0.864,0.267,100,15.134,14.007,101.310,0.184,1.400,0.714,0.870
96,WH39P,0.023,9.298,14.166,9.298,14.166,0.513,1.000,0.211,100,9.207,14.111,150.255,0.157,1.344,0.744,0.904
97,WH39P,0.048,4.070,14.315,4.070,14.315,1.109,0.492,0.378,100,3.882,14.321,33.690,0.274,1.466,0.682,0.725
98,WH39P,0.021,18.930,14.325,18.930,14.325,0.513,1.000,0.211,100,18.833,14.374,29.745,0.148,1.429,0.700,0.899
99,WH39P,0.005,2.662,14.301,2.662,14.301,0.238,1.000,0.095,100,2.623,14.269,123.690,0.079,1.069,0.936,0.875
100,WH39P,0.128,16.313,14.506,16.313,14.506,1.467,0.747,0.587,100,16.236,14.793,63.435,0.324,1.786,0.560,0.896
101,WH39P,0.063,8.386,14.616,8.386,14.616,0.945,0.890,0.350,100,8.341,14.793,77.005,0.262,1.359,0.736,0.885
102,WH39P,0.005,20.465,14.518,20.465,14.518,0.223,1.000,0.095,100,20.433,14.479,123.690,0.079,1.069,0.936,0.875
103,WH39P,0.003,14.649,14.531,14.649,14.531,0.185,1.000,0.095,100,14.610,14.505,146.310,0.052,2.031,0.492,0.800
104,WH39P,0.161,5.746,15.090,5.746,15.090,1.721,0.683,0.700,100,5.403,15.161,12.995,0.330,2.389,0.419,0.854
105,WH39P,0.003,12.118,15.187,12.118,15.187,0.148,1.000,0.074,100,12.092,15.161,135.000,0.052,1.000,1.000,1.000
106,WH39P,0.053,9.996,15.343,9.996,15.343,0.849,0.923,0.341,100,9.941,15.502,67.380,0.210,1.553,0.644,0.928
107,WH39P,0.050,6.956,15.381,6.956,15.381,0.878,0.820,0.319,100,6.872,15.239,99.462,0.236,1.292,0.774,0.844
108,WH39P,0.030,12.171,15.409,12.171,15.409,0.692,0.776,0.274,100,12.118,15.266,106.699,0.157,1.732,0.577,0.860
109,WH39P,0.019,11.880,15.543,11.880,15.543,0.469,1.000,0.189,100,11.803,15.607,33.690,0.131,1.210,0.826,0.947
110,WH39P,0.055,15.764,15.758,15.764,15.758,1.094,0.578,0.373,100,15.580,15.633,129.289,0.270,1.404,0.712,0.741
111,WH39P,0.051,17.589,16.142,17.589,16.142,0.819,0.954,0.320,100,17.443,16.079,145.008,0.235,1.370,0.730,0.908
112,WH39P,0.001,6.216,16.092,6.216,16.092,0.111,1.000,0.059,100,6.190,16.079,153.435,0.026,2.000,0.500,1.000
113,WH39P,0.026,6.734,16.251,6.734,16.251,0.612,0.879,0.258,100,6.689,16.131,113.962,0.131,1.820,0.550,0.927
114,WH39P,0.028,12.590,16.259,12.590,16.259,0.618,0.928,0.249,100,12.538,16.367,71.565,0.157,1.437,0.696,0.911
115,WH39P,0.096,7.112,16.637,7.112,16.637,1.162,0.897,0.410,100,7.003,16.472,129.806,0.334,1.241,0.806,0.918
116,WH39P,0.003,2.098,16.525,2.098,16.525,0.148,1.000,0.074,100,2.072,16.498,135.000,0.052,1.000,1.000,1.000
117,WH39P,0.115,2.241,16.852,2.241,16.852,1.319,0.830,0.541,100,1.967,16.787,165.964,0.289,1.902,0.526,0.923
118,WH39P,0.006,12.574,17.333,12.574,17.333,0.275,1.000,0.117,100,12.538,17.285,116.565,0.079,1.340,0.746,0.857
119,WH39P,0.014,4.003,17.641,4.003,17.641,0.417,0.994,0.185,100,3.934,17.705,45.000,0.129,1.515,0.660,0.909
120,WH39P,0.049,23.653,17.785,23.653,17.785,0.782,1.000,0.283,100,23.607,17.915,68.199,0.236,1.080,0.926,0.928
121,WH39P,0.056,5.185,17.877,5.185,17.877,1.229,0.463,0.430,100,5.062,17.757,127.569,0.290,1.893,0.528,0.656
122,WH39P,0.030,6.424,18.050,6.424,18.050,0.655,0.887,0.247,100,6.374,17.941,122.005,0.199,1.329,0.752,0.871
123,WH39P,0.015,8.043,18.275,8.043,18.275,0.439,0.988,0.176,100,8.000,18.203,116.565,0.131,1.292,0.774,0.863
124,WH39P,0.056,21.892,18.352,21.892,18.352,0.961,0.759,0.390,100,21.797,18.518,42.274,0.241,1.572,0.636,0.857
125,WH39P,0.105,17.019,18.470,17.019,18.470,1.378,0.692,0.589,100,16.734,18.597,20.854,0.286,2.374,0.421,0.869
126,WH39P,0.003,24.630,18.361,24.630,18.361,0.148,1.000,0.074,100,24.603,18.334,135.000,0.052,1.000,1.000,1.000
127,WH39P,0.006,22.632,18.450,22.632,18.450,0.260,1.000,0.117,100,22.584,18.413,153.435,0.079,1.340,0.746,0.857
128,WH39P,0.005,10.880,18.662,10.880,18.662,0.238,1.000,0.095,100,10.859,18.623,123.690,0.079,1.069,0.936,0.875
129,WH39P,0.008,3.421,18.908,3.421,18.908,0.290,1.000,0.131,100,3.384,18.964,53.130,0.079,1.372,0.729,0.957
130,WH39P,0.025,11.638,19.151,11.638,19.151,0.565,1.000,0.247,100,11.541,19.069,147.995,0.157,1.599,0.625,0.914
131,WH39P,0.025,0.508,19.223,0.508,19.223,0.544,1.000,0.211,100,0.420,19.279,29.745,0.157,1.186,0.843,0.935
132,WH39P,0.036,4.121,19.496,4.121,19.496,0.745,0.811,0.307,100,4.066,19.357,109.983,0.172,1.889,0.530,0.867
133,WH39P,0.003,14.970,19.548,14.970,19.548,0.201,0.857,0.095,100,14.951,19.593,56.310,0.052,2.000,0.500,0.800
134,WH39P,0.003,22.114,20.073,22.114,20.073,0.201,1.000,0.095,100,22.085,20.039,123.690,0.052,1.553,0.644,0.909
135,WH39P,0.001,5.626,20.170,5.626,20.170,0.127,1.000,0.059,100,5.613,20.144,116.565,0.026,2.000,0.500,1.000
136,WH39P,0.006,1.290,20.265,1.290,20.265,0.275,1.000,0.117,100,1.233,20.249,153.435,0.079,1.340,0.746,0.857
137,WH39P,0.014,23.864,20.363,23.864,20.363,0.408,1.000,0.166,100,23.790,20.328,161.565,0.130,1.203,0.831,0.851
138,WH39P,0.023,5.571,20.655,5.571,20.655,0.550,0.943,0.226,100,5.508,20.748,54.462,0.148,1.511,0.662,0.868
139,WH39P,0.036,3.105,20.750,3.105,20.750,0.745,0.827,0.284,100,3.043,20.616,123.690,0.198,1.550,0.645,0.848
140,WH39P,0.053,8.389,21.125,8.389,21.125,0.849,0.923,0.320,100,8.315,20.984,124.992,0.247,1.304,0.767,0.911
141,WH39P,0.003,4.357,21.175,4.357,21.175,0.201,1.000,0.095,100,4.328,21.141,123.690,0.052,1.553,0.644,0.909
142,WH39P,0.020,11.910,21.423,11.910,21.423,0.550,0.829,0.235,100,11.856,21.325,116.565,0.130,1.935,0.517,0.853
143,WH39P,0.003,1.482,21.659,1.482,21.659,0.185,1.000,0.083,100,1.443,21.639,161.565,0.052,1.468,0.681,0.800
144,WH39P,0.032,15.379,22.100,15.379,22.100,0.640,0.972,0.258,100,15.266,22.164,23.962,0.184,1.451,0.689,0.902
145,WH39P,0.058,1.181,22.573,1.181,22.573,0.856,0.992,0.317,100,1.049,22.479,155.556,0.262,1.134,0.882,0.923
146,WH39P,0.030,18.302,22.667,18.302,22.667,0.819,0.555,0.319,100,18.282,22.505,99.462,0.131,2.211,0.452,0.819
147,WH39P,0.003,0.210,22.662,0.210,22.662,0.148,1.000,0.074,100,0.184,22.636,135.000,0.052,1.000,1.000,1.000
148,WH39P,0.001,7.003,23.121,7.003,23.121,0.111,1.000,0.059,100,6.977,23.108,153.435,0.026,2.000,0.500,1.000
149,WH39P,0.011,1.448,23.356,1.448,23.356,0.365,1.000,0.153,100,1.416,23.423,59.036,0.105,1.392,0.718,0.889
150,WH39P,0.041,11.720,23.631,11.720,23.631,0.745,0.920,0.262,100,11.646,23.528,126.870,0.235,1.104,0.905,0.894
151,WH39P,0.006,17.354,23.564,17.354,23.564,0.238,1.000,0.111,100,17.311,23.528,135.000,0.079,1.229,0.814,0.941
152,WH39P,0.006,2.324,23.821,2.324,23.821,0.275,1.000,0.117,100,2.308,23.764,116.565,0.079,1.340,0.746,0.857
153,WH39P,0.028,13.889,24.098,13.889,24.098,0.581,1.000,0.211,100,13.849,24.000,119.745,0.184,1.009,0.991,0.932
154,WH39P,0.003,14.754,24.118,14.754,24.118,0.223,0.873,0.111,100,14.715,24.157,45.000,0.059,2.188,0.457,0.714
155,WH39P,0.009,1.645,24.201,1.645,24.201,0.343,0.956,0.153,100,1.574,24.236,30.964,0.079,1.796,0.557,0.929
156,WH39P,0.042,1.206,24.336,1.206,24.336,0.751,0.935,0.283,100,1.075,24.289,158.199,0.210,1.262,0.793,0.897
157,WH39P,0.004,12.367,24.262,12.367,24.262,0.201,1.000,0.095,100,12.328,24.236,146.310,0.052,1.500,0.667,1.000
158,WH39P,0.070,0.815,24.399,0.815,24.399,1.007,0.870,0.357,100,0.734,24.551,53.973,0.289,1.101,0.908,0.907
159,WH39P,0.103,3.227,24.526,3.227,24.526,1.177,0.930,0.469,100,3.121,24.315,116.565,0.315,1.489,0.672,0.937
160,WH39P,0.013,26.712,24.616,26.712,24.616,0.432,0.879,0.191,100,26.675,24.525,105.945,0.079,2.248,0.445,0.950
161,WH39P,0.025,1.011,24.803,1.011,24.803,0.618,0.838,0.226,100,0.944,24.892,35.538,0.184,1.210,0.827,0.822
162,WH39P,0.033,10.794,24.911,10.794,24.911,0.686,0.883,0.270,100,10.728,24.787,119.055,0.177,1.567,0.638,0.889
163,WH39P,0.019,11.832,24.955,11.832,24.955,0.469,1.000,0.189,100,11.751,24.997,33.690,0.131,1.210,0.826,0.947
164,WH39P,0.109,2.970,25.099,2.970,25.099,1.220,0.917,0.458,100,2.780,24.970,156.371,0.340,1.354,0.738,0.921
165,WH39P,0.011,6.038,25.270,6.038,25.270,0.365,1.000,0.153,100,6.007,25.338,59.036,0.105,1.392,0.718,0.889
166,WH39P,0.008,18.125,25.298,18.125,25.298,0.349,0.851,0.141,100,18.098,25.233,111.801,0.093,1.504,0.665,0.800
167,WH39P,0.008,15.787,25.415,15.787,25.415,0.297,1.000,0.117,100,15.764,25.364,116.565,0.105,1.139,0.878,0.815
168,WH39P,0.052,3.208,25.522,3.208,25.522,0.828,0.946,0.307,100,3.069,25.600,19.983,0.210,1.311,0.763,0.938
169,WH39P,0.001,24.367,25.639,24.367,25.639,0.111,1.000,0.059,100,24.341,25.626,153.435,0.026,2.000,0.500,1.000
170,WH39P,0.121,19.705,26.341,19.705,26.341,1.362,0.820,0.561,100,19.541,26.098,127.405,0.315,1.835,0.545,0.917
171,WH39P,0.016,9.066,26.456,9.066,26.456,0.476,0.878,0.200,100,9.023,26.544,66.801,0.130,1.552,0.644,0.852
172,WH39P,0.006,18.619,0.357,18.619,0.357,0.260,1.000,0.117,100,18.570,0.393,26.565,0.079,1.340,0.746,0.857
173,WH39P,0.006,18.071,0.477,18.071,0.477,0.275,1.000,0.117,100,18.020,0.446,153.435,0.079,1.536,0.651,0.857
174,WH39P,0.010,18.288,0.551,18.288,0.551,0.327,1.000,0.131,100,18.256,0.498,126.870,0.105,1.020,0.981,0.933
175,WH39P,0.003,23.321,0.858,23.321,0.858,0.201,1.000,0.095,100,23.292,0.892,56.310,0.052,1.553,0.644,0.909
176,WH39P,0.005,8.826,1.089,8.826,1.089,0.223,1.000,0.111,100,8.787,1.049,135.000,0.074,1.596,0.626,0.875
177,WH39P,0.006,14.882,1.316,14.882,1.316,0.275,1.000,0.117,100,14.846,1.364,63.435,0.079,1.340,0.746,0.857
178,WH39P,0.017,3.309,2.048,3.309,2.048,0.460,0.978,0.189,100,3.226,2.098,33.690,0.130,1.544,0.648,0.857
179,WH39P,0.031,25.779,2.341,25.779,2.341,0.640,0.951,0.247,100,25.679,2.413,32.005,0.185,1.397,0.716,0.882
180,WH39P,0.026,16.785,2.435,16.785,2.435,0.640,0.803,0.274,100,16.656,2.492,16.699,0.149,1.926,0.519,0.835
181,WH39P,0.068,8.031,3.148,8.031,3.148,1.029,0.809,0.424,100,7.974,2.938,111.801,0.234,1.954,0.512,0.908
182,WH39P,0.050,8.801,3.391,8.801,3.391,0.936,0.720,0.393,100,8.656,3.252,126.870,0.185,2.371,0.422,0.864
183,WH39P,0.009,7.999,3.794,7.999,3.794,0.349,0.922,0.141,100,7.974,3.725,111.801,0.105,1.416,0.706,0.812
184,WH39P,0.049,7.533,3.946,7.533,3.946,1.007,0.606,0.353,100,7.475,3.777,131.987,0.245,1.677,0.596,0.736
185,WH39P,0.009,19.171,5.414,19.171,5.414,0.349,0.922,0.141,100,19.148,5.482,68.199,0.105,1.287,0.777,0.812
186,WH39P,0.014,16.000,7.292,16.000,7.292,0.402,1.000,0.166,100,15.974,7.213,108.435,0.105,1.435,0.697,0.909
187,WH39P,0.003,0.420,7.318,0.420,7.318,0.148,1.000,0.074,100,0.393,7.292,135.000,0.052,1.000,1.000,1.000
188,WH39P,0.013,14.934,7.379,14.934,7.379,0.386,1.000,0.153,100,14.872,7.423,30.964,0.130,1.161,0.861,0.884
189,WH39P,0.009,8.207,7.426,8.207,7.426,0.312,1.000,0.131,100,8.157,7.475,36.870,0.105,1.159,0.863,0.897
190,WH39P,0.072,1.029,7.619,1.029,7.619,1.029,0.858,0.390,100,0.997,7.816,70.346,0.257,1.526,0.655,0.913
191,WH39P,0.005,14.867,7.515,14.867,7.515,0.238,1.000,0.095,100,14.846,7.475,123.690,0.079,1.069,0.936,0.875
192,WH39P,0.033,11.200,7.783,11.200,7.783,0.633,1.000,0.235,100,11.095,7.738,153.435,0.184,1.137,0.879,0.941
193,WH39P,0.021,12.624,7.768,12.624,7.768,0.513,1.000,0.211,100,12.538,7.711,150.255,0.148,1.429,0.700,0.899
194,WH39P,0.007,17.933,7.803,17.933,7.803,0.275,1.000,0.117,100,17.889,7.764,153.435,0.079,1.236,0.809,0.909
195,WH39P,0.002,0.870,7.847,0.870,7.847,0.148,1.000,0.074,100,0.839,7.869,45.000,0.052,1.464,0.683,0.857
196,WH39P,0.030,1.643,8.410,1.643,8.410,0.686,0.791,0.307,100,1.495,8.472,19.983,0.131,2.286,0.437,0.915
197,WH39P,0.037,6.540,8.833,6.540,8.833,0.745,0.842,0.317,100,6.479,8.682,114.444,0.174,1.998,0.501,0.893
198,WH39P,0.008,21.812,8.804,21.812,8.804,0.327,0.967,0.141,100,21.797,8.734,111.801,0.079,1.579,0.633,0.889
199,WH39P,0.017,7.740,8.851,7.740,8.851,0.454,1.000,0.176,100,7.659,8.813,153.435,0.131,1.147,0.872,0.909
200,WH39P,0.010,22.023,9.034,22.023,9.034,0.349,0.993,0.153,100,21.980,9.102,59.036,0.105,1.601,0.625,0.848
201,WH39P,0.003,6.741,9.154,6.741,9.154,0.148,1.000,0.074,100,6.715,9.128,135.000,0.052,1.000,1.000,1.000
