 ,Label,Area,X,Y,XM,YM,Perim.,Circ.,Feret,%Area,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
5511,WH43P,0.087,24.126,10.370,24.126,10.370,1.214,0.745,0.459,100,23.921,10.230,149.036,0.278,1.736,0.576,0.858
5512,WH43P,0.003,9.482,10.321,9.482,10.321,0.223,0.873,0.083,100,9.469,10.282,108.435,0.074,1.000,1.000,0.714
5513,WH43P,0.054,23.430,10.549,23.430,10.549,1.137,0.521,0.495,100,23.239,10.413,147.995,0.193,3.109,0.322,0.736
5514,WH43P,0.008,26.396,10.533,26.396,10.533,0.312,1.000,0.141,100,26.334,10.570,21.801,0.079,1.579,0.633,0.889
5515,WH43P,0.043,3.497,10.630,3.497,10.630,0.967,0.573,0.382,100,3.331,10.702,15.945,0.206,2.302,0.434,0.729
5516,WH43P,0.003,5.527,10.542,5.527,10.542,0.201,1.000,0.095,100,5.482,10.518,146.310,0.052,1.553,0.644,0.909
5517,WH43P,0.011,8.005,10.643,8.005,10.643,0.408,0.831,0.189,100,7.921,10.597,146.310,0.093,2.270,0.441,0.800
5518,WH43P,0.011,8.338,10.628,8.338,10.628,0.386,0.927,0.176,100,8.262,10.675,26.565,0.105,1.871,0.534,0.842
5519,WH43P,0.006,22.536,10.817,22.536,10.817,0.275,1.000,0.117,100,22.479,10.833,26.565,0.079,1.340,0.746,0.857
5520,WH43P,0.030,0.798,10.961,0.798,10.961,0.707,0.743,0.267,100,0.787,10.807,101.310,0.184,1.453,0.688,0.819
5521,WH43P,0.028,8.422,10.936,8.422,10.936,0.649,0.843,0.258,100,8.341,11.043,66.038,0.157,1.618,0.618,0.882
5522,WH43P,0.002,19.003,10.898,19.003,10.898,0.164,0.967,0.083,100,18.964,10.885,161.565,0.026,3.000,0.333,1.000
5523,WH43P,0.016,22.276,10.961,22.276,10.961,0.439,1.000,0.176,100,22.243,11.043,63.435,0.131,1.235,0.809,0.885
5524,WH43P,0.042,3.343,11.034,3.343,11.034,0.729,0.992,0.258,100,3.226,10.990,156.038,0.236,1.062,0.941,0.910
5525,WH43P,0.132,13.029,11.344,13.029,11.344,2.292,0.316,0.739,100,12.879,11.646,73.496,0.350,2.718,0.368,0.646
5526,WH43P,0.034,14.098,11.108,14.098,11.108,0.655,0.988,0.270,100,14.033,10.990,119.055,0.184,1.486,0.673,0.925
5527,WH43P,0.017,20.664,11.131,20.664,11.131,0.439,1.000,0.176,100,20.590,11.174,26.565,0.131,1.222,0.818,0.906
5528,WH43P,0.024,3.863,11.225,3.863,11.225,0.572,0.926,0.235,100,3.803,11.331,63.435,0.148,1.627,0.615,0.864
5529,WH43P,0.006,12.082,11.289,12.082,11.289,0.238,1.000,0.111,100,12.039,11.252,135.000,0.079,1.229,0.814,0.941
5530,WH43P,0.047,12.466,11.486,12.466,11.486,0.917,0.699,0.376,100,12.407,11.672,65.225,0.210,1.979,0.505,0.840
5531,WH43P,0.003,0.656,11.462,0.656,11.462,0.148,1.000,0.074,100,0.630,11.436,135.000,0.052,1.000,1.000,1.000
5532,WH43P,0.004,9.495,11.528,9.495,11.528,0.201,1.000,0.095,100,9.469,11.489,123.690,0.052,1.500,0.667,1.000
5533,WH43P,0.012,10.489,11.557,10.489,11.557,0.365,1.000,0.153,100,10.439,11.620,59.036,0.105,1.263,0.792,0.919
5534,WH43P,0.017,12.659,11.575,12.659,11.575,0.476,0.954,0.191,100,12.643,11.672,74.055,0.131,1.313,0.761,0.877
5535,WH43P,0.016,18.811,11.665,18.811,11.665,0.559,0.636,0.242,100,18.780,11.541,102.529,0.105,2.568,0.389,0.793
5536,WH43P,0.013,23.863,11.622,23.863,11.622,0.432,0.879,0.189,100,23.816,11.541,123.690,0.105,1.877,0.533,0.884
5537,WH43P,0.028,11.386,11.706,11.386,11.706,0.714,0.679,0.320,100,11.279,11.567,124.992,0.148,2.625,0.381,0.800
5538,WH43P,0.005,17.639,11.607,17.639,11.607,0.223,1.000,0.111,100,17.600,11.567,135.000,0.074,1.596,0.626,0.875
5539,WH43P,0.006,19.137,11.668,19.137,11.668,0.275,1.000,0.117,100,19.121,11.725,63.435,0.079,1.340,0.746,0.857
5540,WH43P,0.019,17.973,11.709,17.973,11.709,0.491,1.000,0.200,100,17.889,11.751,23.199,0.131,1.307,0.765,0.903
5541,WH43P,0.008,25.554,11.773,25.554,11.773,0.312,1.000,0.131,100,25.521,11.830,53.130,0.105,1.135,0.881,0.857
5542,WH43P,0.001,12.669,11.816,12.669,11.816,0.111,1.000,0.059,100,12.643,11.803,153.435,0.026,2.000,0.500,1.000
5543,WH43P,0.004,14.225,11.860,14.225,11.860,0.238,0.916,0.095,100,14.190,11.830,123.690,0.079,1.124,0.890,0.800
5544,WH43P,0.019,18.822,11.899,18.822,11.899,0.491,1.000,0.191,100,18.728,11.882,164.055,0.131,1.312,0.762,0.903
5545,WH43P,0.028,21.463,11.978,21.463,11.978,0.661,0.791,0.284,100,21.377,12.092,56.310,0.146,2.223,0.450,0.842
5546,WH43P,0.013,25.708,11.920,25.708,11.920,0.469,0.745,0.211,100,25.600,11.908,172.875,0.079,2.410,0.415,0.884
5547,WH43P,0.015,17.102,11.974,17.102,11.974,0.423,1.000,0.176,100,17.023,12.013,26.565,0.130,1.361,0.735,0.880
5548,WH43P,0.016,17.485,12.003,17.485,12.003,0.476,0.878,0.223,100,17.416,12.092,45.000,0.111,2.027,0.493,0.885
5549,WH43P,0.052,23.851,12.071,23.851,12.071,1.146,0.494,0.440,100,23.633,11.961,162.646,0.199,2.505,0.399,0.721
5550,WH43P,0.001,9.443,12.000,9.443,12.000,0.111,1.000,0.059,100,9.416,11.987,153.435,0.026,2.000,0.500,1.000
5551,WH43P,0.015,18.632,12.069,18.632,12.069,0.439,0.988,0.191,100,18.544,12.039,164.055,0.105,1.802,0.555,0.880
5552,WH43P,0.030,10.227,12.187,10.227,12.187,0.649,0.884,0.274,100,10.098,12.144,163.301,0.131,1.930,0.518,0.935
5553,WH43P,0.014,17.439,12.250,17.439,12.250,0.417,0.994,0.176,100,17.390,12.328,63.435,0.105,1.568,0.638,0.909
5554,WH43P,0.008,18.371,12.227,18.371,12.227,0.290,1.000,0.131,100,18.334,12.170,126.870,0.079,1.372,0.729,0.957
5555,WH43P,0.007,3.470,12.262,3.470,12.262,0.290,1.000,0.117,100,3.410,12.249,153.435,0.079,1.236,0.809,0.909
5556,WH43P,0.003,9.833,12.268,9.833,12.268,0.201,1.000,0.095,100,9.810,12.223,123.690,0.052,1.553,0.644,0.909
5557,WH43P,0.043,18.885,12.322,18.885,12.322,0.760,0.943,0.293,100,18.754,12.380,26.565,0.208,1.427,0.701,0.913
5558,WH43P,0.003,4.451,12.278,4.451,12.278,0.201,1.000,0.095,100,4.407,12.302,33.690,0.052,1.553,0.644,0.909
5559,WH43P,0.003,12.839,12.269,12.839,12.269,0.185,1.000,0.083,100,12.800,12.249,161.565,0.052,1.468,0.681,0.800
5560,WH43P,0.005,12.970,12.375,12.970,12.375,0.238,1.000,0.095,100,12.957,12.328,123.690,0.079,1.069,0.936,0.875
5561,WH43P,0.003,8.480,12.404,8.480,12.404,0.185,1.000,0.095,100,8.446,12.433,33.690,0.052,1.553,0.644,0.909
5562,WH43P,0.008,10.586,12.444,10.586,12.444,0.327,0.967,0.153,100,10.544,12.380,120.964,0.079,1.939,0.516,0.889
5563,WH43P,0.019,11.592,12.503,11.592,12.503,0.714,0.458,0.342,100,11.436,12.407,147.529,0.098,4.753,0.210,0.720
5564,WH43P,0.003,5.999,12.509,5.999,12.509,0.201,1.000,0.095,100,5.954,12.485,146.310,0.052,1.553,0.644,0.909
5565,WH43P,0.010,18.853,12.549,18.853,12.549,0.349,1.000,0.153,100,18.807,12.616,59.036,0.105,1.435,0.697,0.882
5566,WH43P,0.004,21.998,12.546,21.998,12.546,0.223,1.000,0.095,100,21.954,12.564,33.690,0.074,1.291,0.775,0.800
5567,WH43P,0.007,9.259,12.577,9.259,12.577,0.275,1.000,0.131,100,9.207,12.616,36.870,0.079,1.551,0.645,0.909
5568,WH43P,0.009,16.469,12.587,16.469,12.587,0.312,1.000,0.131,100,16.420,12.538,126.870,0.105,1.159,0.863,0.897
5569,WH43P,0.006,26.334,12.590,26.334,12.590,0.253,1.000,0.117,100,26.282,12.564,153.435,0.052,2.000,0.500,1.000
5570,WH43P,0.043,2.362,12.692,2.362,12.692,0.819,0.813,0.341,100,2.203,12.774,22.620,0.195,1.871,0.535,0.851
5571,WH43P,0.007,8.359,12.656,8.359,12.656,0.275,1.000,0.117,100,8.315,12.616,153.435,0.079,1.236,0.809,0.909
5572,WH43P,0.014,9.306,12.692,9.306,12.692,0.498,0.733,0.211,100,9.207,12.748,29.745,0.111,2.217,0.451,0.792
5573,WH43P,0.007,0.970,12.682,0.970,12.682,0.275,1.000,0.131,100,0.918,12.721,36.870,0.079,1.551,0.645,0.909
5574,WH43P,0.023,20.566,12.776,20.566,12.776,0.581,0.846,0.235,100,20.459,12.826,26.565,0.149,1.700,0.588,0.835
5575,WH43P,0.173,10.288,12.966,10.288,12.966,2.963,0.247,0.796,100,9.862,12.852,162.759,0.574,1.358,0.736,0.544
5576,WH43P,0.006,2.607,12.862,2.607,12.862,0.238,1.000,0.111,100,2.570,12.905,45.000,0.079,1.229,0.814,0.941
5577,WH43P,0.028,16.225,12.976,16.225,12.976,0.723,0.679,0.293,100,16.184,13.115,63.435,0.153,2.252,0.444,0.828
5578,WH43P,0.011,17.731,13.031,17.731,13.031,0.402,0.857,0.176,100,17.679,12.957,116.565,0.105,1.866,0.536,0.842
5579,WH43P,0.011,21.875,13.075,21.875,13.075,0.349,1.000,0.141,100,21.849,13.010,111.801,0.105,1.209,0.827,0.889
5580,WH43P,0.037,8.997,13.154,8.997,13.154,0.677,1.000,0.258,100,8.944,13.036,113.962,0.204,1.217,0.821,0.915
5581,WH43P,0.064,0.949,13.210,0.949,13.210,1.183,0.574,0.411,100,0.787,13.351,26.565,0.261,1.758,0.569,0.747
5582,WH43P,0.019,12.529,13.150,12.529,13.150,0.670,0.539,0.307,100,12.380,13.220,19.983,0.108,3.584,0.279,0.778
5583,WH43P,0.001,9.836,13.128,9.836,13.128,0.111,1.000,0.059,100,9.810,13.115,153.435,0.026,2.000,0.500,1.000
5584,WH43P,0.008,10.612,13.164,10.612,13.164,0.290,1.000,0.131,100,10.570,13.115,126.870,0.079,1.372,0.729,0.957
5585,WH43P,0.023,8.311,13.242,8.311,13.242,0.624,0.732,0.279,100,8.210,13.325,41.186,0.130,2.545,0.393,0.795
5586,WH43P,0.019,26.638,13.356,26.638,13.356,0.624,0.621,0.279,100,26.544,13.246,131.186,0.118,3.048,0.328,0.718
5587,WH43P,0.010,6.452,13.351,6.452,13.351,0.327,1.000,0.148,100,6.400,13.403,45.000,0.105,1.319,0.758,0.933
5588,WH43P,0.014,19.934,13.377,19.934,13.377,0.402,1.000,0.166,100,19.908,13.298,108.435,0.105,1.435,0.697,0.909
5589,WH43P,0.004,26.138,13.430,26.138,13.430,0.201,1.000,0.095,100,26.098,13.403,146.310,0.052,1.500,0.667,1.000
5590,WH43P,0.005,2.243,13.461,2.243,13.461,0.238,1.000,0.095,100,2.203,13.430,123.690,0.079,1.069,0.936,0.875
5591,WH43P,0.004,2.518,13.521,2.518,13.521,0.201,1.000,0.095,100,2.492,13.482,123.690,0.052,1.500,0.667,1.000
5592,WH43P,0.047,12.198,13.660,12.198,13.660,0.878,0.775,0.320,100,12.039,13.718,34.992,0.241,1.330,0.752,0.831
5593,WH43P,0.001,19.948,13.561,19.948,13.561,0.127,1.000,0.059,100,19.934,13.534,116.565,0.026,2.000,0.500,1.000
5594,WH43P,0.003,11.331,13.692,11.331,13.692,0.148,1.000,0.074,100,11.305,13.666,135.000,0.052,1.000,1.000,1.000
5595,WH43P,0.010,26.621,13.759,26.621,13.759,0.349,0.993,0.141,100,26.597,13.823,68.199,0.105,1.240,0.807,0.824
5596,WH43P,0.013,11.569,13.831,11.569,13.831,0.439,0.853,0.189,100,11.489,13.875,33.690,0.117,1.691,0.592,0.809
5597,WH43P,0.019,12.730,13.867,12.730,13.867,0.550,0.800,0.242,100,12.669,13.770,130.601,0.130,2.130,0.469,0.824
5598,WH43P,0.008,19.742,13.874,19.742,13.874,0.380,0.659,0.166,100,19.725,13.797,108.435,0.079,2.358,0.424,0.786
5599,WH43P,0.007,3.575,13.902,3.575,13.902,0.275,1.000,0.117,100,3.541,13.849,116.565,0.079,1.327,0.753,0.909
5600,WH43P,0.008,2.436,13.917,2.436,13.917,0.290,1.000,0.131,100,2.387,13.875,143.130,0.079,1.372,0.729,0.957
5601,WH43P,0.006,14.357,13.918,14.357,13.918,0.238,1.000,0.111,100,14.321,13.875,135.000,0.079,1.229,0.814,0.941
5602,WH43P,0.001,20.892,13.902,20.892,13.902,0.127,1.000,0.059,100,20.879,13.875,116.565,0.026,2.000,0.500,1.000
5603,WH43P,0.008,24.682,13.941,24.682,13.941,0.306,1.000,0.131,100,24.630,13.902,143.130,0.079,1.333,0.750,1.000
5604,WH43P,0.284,13.634,14.422,13.634,14.422,3.917,0.233,1.023,100,13.403,13.954,112.620,0.616,1.745,0.573,0.641
5605,WH43P,0.008,2.309,14.024,2.309,14.024,0.312,0.976,0.131,100,2.256,13.980,126.870,0.093,1.450,0.689,0.846
5606,WH43P,0.010,24.991,14.033,24.991,14.033,0.327,1.000,0.131,100,24.944,13.980,126.870,0.105,1.020,0.981,0.933
5607,WH43P,0.001,14.413,14.111,14.413,14.111,0.127,1.000,0.059,100,14.400,14.085,116.565,0.026,2.000,0.500,1.000
5608,WH43P,0.024,8.448,14.257,8.448,14.257,0.714,0.594,0.267,100,8.446,14.111,101.310,0.155,1.978,0.506,0.707
5609,WH43P,0.001,16.970,14.125,16.970,14.125,0.111,1.000,0.059,100,16.944,14.111,153.435,0.026,2.000,0.500,1.000
5610,WH43P,0.001,14.715,14.177,14.715,14.177,0.111,1.000,0.059,100,14.689,14.164,153.435,0.026,2.000,0.500,1.000
5611,WH43P,0.015,22.697,14.225,22.697,14.225,0.439,0.988,0.168,100,22.636,14.164,128.660,0.131,1.218,0.821,0.863
5612,WH43P,0.053,23.116,14.290,23.116,14.290,0.989,0.681,0.434,100,22.925,14.216,154.983,0.200,2.572,0.389,0.811
5613,WH43P,0.010,12.635,14.224,12.635,14.224,0.395,0.830,0.176,100,12.564,14.269,26.565,0.079,2.247,0.445,0.909
5614,WH43P,0.001,20.066,14.230,20.066,14.230,0.111,1.000,0.059,100,20.039,14.216,153.435,0.026,2.000,0.500,1.000
5615,WH43P,0.026,8.050,14.330,8.050,14.330,0.565,1.000,0.211,100,8.000,14.243,119.745,0.184,1.114,0.897,0.916
5616,WH43P,0.020,12.112,14.325,12.112,14.325,0.491,1.000,0.189,100,12.066,14.243,123.690,0.157,1.161,0.861,0.906
5617,WH43P,0.003,14.775,14.266,14.775,14.266,0.185,1.000,0.095,100,14.741,14.295,33.690,0.052,1.553,0.644,0.909
5618,WH43P,0.013,4.877,14.339,4.877,14.339,0.423,0.916,0.189,100,4.800,14.295,146.310,0.111,1.894,0.528,0.844
5619,WH43P,0.001,14.151,14.374,14.151,14.374,0.127,1.000,0.059,100,14.138,14.348,116.565,0.026,2.000,0.500,1.000
5620,WH43P,0.010,14.371,14.410,14.371,14.410,0.365,0.976,0.153,100,14.321,14.348,120.964,0.105,1.530,0.654,0.857
5621,WH43P,0.025,19.366,14.471,19.366,14.471,0.714,0.628,0.306,100,19.305,14.610,59.036,0.153,2.563,0.390,0.733
5622,WH43P,0.013,13.102,14.461,13.102,14.461,0.402,1.000,0.168,100,13.036,14.505,38.660,0.129,1.391,0.719,0.884
5623,WH43P,0.027,0.295,14.549,0.295,14.549,0.618,0.883,0.258,100,0.236,14.426,113.962,0.154,1.741,0.574,0.857
5624,WH43P,0.009,2.882,14.476,2.882,14.476,0.312,1.000,0.131,100,2.833,14.426,126.870,0.105,1.159,0.863,0.897
5625,WH43P,0.003,8.446,14.531,8.446,14.531,0.148,1.000,0.074,100,8.420,14.505,135.000,0.052,1.000,1.000,1.000
5626,WH43P,0.058,12.634,14.643,12.634,14.643,1.214,0.499,0.507,100,12.380,14.715,21.251,0.188,3.264,0.306,0.746
5627,WH43P,0.004,17.679,14.623,17.679,14.623,0.201,1.000,0.095,100,17.652,14.584,123.690,0.052,1.500,0.667,1.000
5628,WH43P,0.003,8.525,14.662,8.525,14.662,0.148,1.000,0.074,100,8.498,14.636,135.000,0.052,1.000,1.000,1.000
5629,WH43P,0.047,18.225,14.817,18.225,14.817,0.871,0.775,0.350,100,18.203,14.977,77.005,0.210,1.822,0.549,0.877
5630,WH43P,0.015,17.259,14.767,17.259,14.767,0.445,0.960,0.189,100,17.180,14.820,33.690,0.111,1.774,0.564,0.846
5631,WH43P,0.006,2.331,14.793,2.331,14.793,0.297,0.785,0.131,100,2.282,14.846,36.870,0.074,2.014,0.496,0.727
5632,WH43P,0.001,0.170,14.846,0.170,14.846,0.127,1.000,0.059,100,0.157,14.820,116.565,0.026,2.000,0.500,1.000
5633,WH43P,0.006,21.399,14.909,21.399,14.909,0.260,1.000,0.117,100,21.351,14.872,153.435,0.079,1.340,0.746,0.857
5634,WH43P,0.015,17.806,15.086,17.806,15.086,0.507,0.741,0.224,100,17.757,15.187,69.444,0.105,2.394,0.418,0.846
5635,WH43P,0.002,20.175,14.999,20.175,14.999,0.148,1.000,0.074,100,20.144,14.977,135.000,0.052,1.464,0.683,0.857
5636,WH43P,0.003,26.122,15.142,26.122,15.142,0.201,1.000,0.095,100,26.098,15.187,56.310,0.052,1.553,0.644,0.909
5637,WH43P,0.003,18.990,15.187,18.990,15.187,0.148,1.000,0.074,100,18.964,15.161,135.000,0.052,1.000,1.000,1.000
5638,WH43P,0.003,3.856,15.213,3.856,15.213,0.148,1.000,0.074,100,3.830,15.187,135.000,0.052,1.000,1.000,1.000
5639,WH43P,0.028,22.389,15.323,22.389,15.323,0.655,0.806,0.270,100,22.321,15.187,119.055,0.173,1.588,0.630,0.833
5640,WH43P,0.013,7.288,15.312,7.288,15.312,0.402,1.000,0.153,100,7.266,15.239,120.964,0.131,1.111,0.900,0.884
5641,WH43P,0.010,1.253,15.513,1.253,15.513,0.349,0.993,0.153,100,1.207,15.449,120.964,0.105,1.468,0.681,0.848
5642,WH43P,0.017,0.354,15.606,0.354,15.606,0.491,0.896,0.191,100,0.341,15.502,105.945,0.131,1.378,0.726,0.862
5643,WH43P,0.008,12.459,15.607,12.459,15.607,0.297,1.000,0.117,100,12.433,15.554,116.565,0.105,1.000,1.000,0.857
5644,WH43P,0.039,3.164,15.742,3.164,15.742,1.048,0.449,0.447,100,3.016,15.580,130.236,0.148,3.833,0.261,0.675
5645,WH43P,0.021,19.110,15.747,19.110,15.747,0.513,0.986,0.211,100,19.016,15.711,150.255,0.148,1.403,0.713,0.896
5646,WH43P,0.005,12.157,15.732,12.157,15.732,0.238,1.000,0.095,100,12.144,15.685,123.690,0.079,1.069,0.936,0.875
5647,WH43P,0.013,17.006,15.870,17.006,15.870,0.417,0.944,0.176,100,16.918,15.895,26.565,0.105,1.499,0.667,0.905
5648,WH43P,0.002,19.983,15.838,19.983,15.838,0.148,1.000,0.074,100,19.961,15.869,45.000,0.052,1.464,0.683,0.857
5649,WH43P,0.033,3.878,16.011,3.878,16.011,0.849,0.575,0.387,100,3.725,16.105,28.301,0.149,3.220,0.311,0.807
5650,WH43P,0.008,24.917,15.977,24.917,15.977,0.297,1.000,0.117,100,24.892,15.921,116.565,0.105,1.139,0.878,0.815
5651,WH43P,0.006,15.684,15.996,15.684,15.996,0.275,1.000,0.117,100,15.633,15.974,153.435,0.079,1.536,0.651,0.857
5652,WH43P,0.044,16.474,16.059,16.474,16.059,1.140,0.426,0.490,100,16.210,16.131,15.524,0.165,3.838,0.261,0.711
5653,WH43P,0.017,16.968,16.028,16.968,16.028,0.460,0.978,0.176,100,16.892,16.079,26.565,0.148,1.221,0.819,0.842
5654,WH43P,0.008,26.356,16.007,26.356,16.007,0.386,0.695,0.185,100,26.282,15.948,135.000,0.084,2.749,0.364,0.727
5655,WH43P,0.019,22.007,16.063,22.007,16.063,0.491,1.000,0.189,100,21.928,16.131,33.690,0.157,1.121,0.892,0.903
5656,WH43P,0.030,15.913,16.083,15.913,16.083,0.729,0.715,0.307,100,15.764,16.026,160.017,0.166,2.054,0.487,0.822
5657,WH43P,0.095,26.057,16.331,26.057,16.331,1.369,0.637,0.495,100,25.862,16.525,57.995,0.326,1.722,0.581,0.791
5658,WH43P,0.008,21.027,16.146,21.027,16.146,0.327,0.967,0.141,100,20.957,16.131,158.199,0.079,1.579,0.633,0.889
5659,WH43P,0.016,24.790,16.153,24.790,16.153,0.507,0.775,0.224,100,24.682,16.184,20.556,0.105,2.224,0.450,0.852
5660,WH43P,0.001,10.649,16.144,10.649,16.144,0.111,1.000,0.059,100,10.623,16.131,153.435,0.026,2.000,0.500,1.000
5661,WH43P,0.016,21.868,16.210,21.868,16.210,0.482,0.855,0.211,100,21.770,16.157,150.255,0.121,1.949,0.513,0.780
5662,WH43P,0.014,25.641,16.282,25.641,16.282,0.402,1.000,0.168,100,25.574,16.341,38.660,0.130,1.282,0.780,0.909
5663,WH43P,0.032,22.181,16.314,22.181,16.314,0.686,0.864,0.274,100,22.033,16.341,16.699,0.157,1.573,0.636,0.913
5664,WH43P,0.009,14.964,16.336,14.964,16.336,0.343,0.956,0.141,100,14.951,16.262,111.801,0.079,1.551,0.645,0.929
5665,WH43P,0.014,2.415,16.419,2.415,16.419,0.454,0.880,0.189,100,2.361,16.341,123.690,0.105,1.628,0.614,0.913
5666,WH43P,0.007,1.285,16.459,1.285,16.459,0.275,1.000,0.131,100,1.233,16.420,143.130,0.079,1.551,0.645,0.909
5667,WH43P,0.003,25.697,16.527,25.697,16.527,0.201,1.000,0.095,100,25.652,16.551,33.690,0.052,1.553,0.644,0.909
5668,WH43P,0.021,1.732,16.611,1.732,16.611,0.513,1.000,0.200,100,1.705,16.708,66.801,0.157,1.241,0.806,0.886
5669,WH43P,0.002,9.893,16.555,9.893,16.555,0.148,1.000,0.074,100,9.862,16.577,45.000,0.052,1.464,0.683,0.857
5670,WH43P,0.034,18.933,16.690,18.933,16.690,0.686,0.901,0.283,100,18.859,16.813,68.199,0.157,1.614,0.620,0.925
5671,WH43P,0.007,9.062,16.622,9.062,16.622,0.290,1.000,0.117,100,9.023,16.577,116.565,0.079,1.236,0.809,0.909
5672,WH43P,0.035,9.914,16.809,9.914,16.809,0.729,0.829,0.283,100,9.810,16.734,158.199,0.210,1.316,0.760,0.843
5673,WH43P,0.034,13.399,16.826,13.399,16.826,0.714,0.831,0.316,100,13.298,16.708,131.634,0.167,2.140,0.467,0.845
5674,WH43P,0.004,1.635,16.831,1.635,16.831,0.223,1.000,0.095,100,1.600,16.866,33.690,0.074,1.291,0.775,0.800
5675,WH43P,0.102,4.216,17.052,4.216,17.052,1.532,0.545,0.509,100,4.118,17.311,78.111,0.364,1.407,0.711,0.765
5676,WH43P,0.002,24.345,16.870,24.345,16.870,0.148,1.000,0.074,100,24.315,16.892,45.000,0.052,1.464,0.683,0.857
5677,WH43P,0.030,8.218,16.996,8.218,16.996,0.633,0.949,0.249,100,8.105,16.944,161.565,0.157,1.407,0.711,0.917
5678,WH43P,0.014,13.182,17.003,13.182,17.003,0.402,1.000,0.168,100,13.115,16.944,128.660,0.130,1.282,0.780,0.909
5679,WH43P,0.011,10.728,17.062,10.728,17.062,0.349,1.000,0.141,100,10.702,16.997,111.801,0.105,1.209,0.827,0.889
5680,WH43P,0.010,14.865,17.053,14.865,17.053,0.349,0.993,0.141,100,14.793,17.075,21.801,0.105,1.264,0.791,0.848
5681,WH43P,0.027,4.855,17.144,4.855,17.144,0.618,0.883,0.249,100,4.748,17.102,161.565,0.157,1.573,0.636,0.876
5682,WH43P,0.002,4.577,17.360,4.577,17.360,0.185,0.754,0.095,100,4.538,17.390,33.690,0.047,2.702,0.370,0.667
5683,WH43P,0.017,5.358,17.415,5.358,17.415,0.513,0.821,0.242,100,5.272,17.495,40.601,0.111,2.361,0.424,0.862
5684,WH43P,0.027,26.452,17.436,26.452,17.436,0.677,0.736,0.299,100,26.334,17.548,37.875,0.164,1.849,0.541,0.812
5685,WH43P,0.069,4.403,17.537,4.403,17.537,1.050,0.784,0.440,100,4.170,17.600,17.354,0.236,1.732,0.577,0.866
5686,WH43P,0.012,6.151,17.495,6.151,17.495,0.380,1.000,0.168,100,6.085,17.443,141.340,0.105,1.362,0.734,0.947
5687,WH43P,0.014,16.632,17.590,16.632,17.590,0.408,1.000,0.176,100,16.551,17.548,153.435,0.129,1.443,0.693,0.833
5688,WH43P,0.030,17.175,17.972,17.175,17.972,0.633,0.927,0.226,100,17.102,17.889,125.538,0.184,1.029,0.972,0.896
5689,WH43P,0.006,7.020,17.984,7.020,17.984,0.238,1.000,0.111,100,6.977,18.020,45.000,0.079,1.229,0.814,0.941
5690,WH43P,0.010,0.315,18.025,0.315,18.025,0.327,1.000,0.131,100,0.289,17.967,126.870,0.105,1.125,0.889,0.933
5691,WH43P,0.030,5.528,18.083,5.528,18.083,0.655,0.867,0.279,100,5.403,18.151,41.186,0.167,1.686,0.593,0.896
5692,WH43P,0.008,8.075,18.109,8.075,18.109,0.290,1.000,0.131,100,8.026,18.151,36.870,0.079,1.372,0.729,0.957
5693,WH43P,0.041,10.275,18.267,10.275,18.267,0.745,0.936,0.283,100,10.203,18.387,68.199,0.210,1.240,0.806,0.902
5694,WH43P,0.006,21.889,18.190,21.889,18.190,0.327,0.726,0.153,100,21.849,18.256,59.036,0.066,2.876,0.348,0.750
5695,WH43P,0.045,8.282,18.403,8.282,18.403,1.029,0.539,0.459,100,8.184,18.203,120.964,0.164,3.179,0.315,0.810
5696,WH43P,0.071,21.520,18.427,21.520,18.427,1.304,0.524,0.493,100,21.246,18.492,25.201,0.272,2.122,0.471,0.733
5697,WH43P,0.036,20.906,18.489,20.906,18.489,0.961,0.487,0.423,100,20.774,18.649,60.255,0.141,3.723,0.269,0.727
5698,WH43P,0.003,17.967,18.518,17.967,18.518,0.148,1.000,0.074,100,17.941,18.492,135.000,0.052,1.000,1.000,1.000
5699,WH43P,0.067,18.128,18.702,18.128,18.702,1.124,0.670,0.458,100,18.046,18.492,113.629,0.236,1.993,0.502,0.852
5700,WH43P,0.008,17.902,18.636,17.902,18.636,0.312,0.976,0.134,100,17.836,18.623,168.690,0.079,1.469,0.681,0.846
5701,WH43P,0.006,20.090,18.659,20.090,18.659,0.275,1.000,0.131,100,20.039,18.702,36.870,0.079,1.817,0.550,0.857
5702,WH43P,0.010,22.195,18.675,22.195,18.675,0.349,1.000,0.153,100,22.138,18.728,30.964,0.105,1.392,0.718,0.882
5703,WH43P,0.002,14.186,18.706,14.186,18.706,0.148,1.000,0.074,100,14.164,18.675,135.000,0.052,1.464,0.683,0.857
5704,WH43P,0.003,6.007,18.728,6.007,18.728,0.148,1.000,0.074,100,5.980,18.702,135.000,0.052,1.000,1.000,1.000
5705,WH43P,0.020,10.129,18.768,10.129,18.768,0.491,1.000,0.211,100,10.046,18.833,29.745,0.131,1.394,0.717,0.921
5706,WH43P,0.124,20.647,19.057,20.647,19.057,1.959,0.406,0.700,100,20.616,18.702,102.995,0.310,2.876,0.348,0.694
5707,WH43P,0.012,26.699,19.111,26.699,19.111,0.365,1.000,0.153,100,26.649,19.174,59.036,0.105,1.263,0.792,0.919
5708,WH43P,0.005,26.662,19.352,26.662,19.352,0.238,1.000,0.095,100,26.649,19.305,123.690,0.079,1.069,0.936,0.875
