"skel.num","Branches","Junctions","End.point.voxels","Junction.voxels","Slab.voxels","Average.Branch.Length","Triple.points","Quadruple.points","Maximum.Branch.Length","Labelfine"
27,7,3,5,11,83,0.438,3,0,0.998,"900-10-24B0004.tiff"
28,9,4,6,13,107,0.416,4,0,1.172,"900-10-24B0004.tiff"
29,11,5,7,17,199,0.614,5,0,1,"900-10-24B0004.tiff"
1,15,7,9,22,163,0.39,7,0,1.144,"900-10-24B0006.tiff"
2,5,2,4,6,89,0.601,2,0,1.018,"900-10-24B0006.tiff"
3,5,2,4,6,94,0.621,2,0,0.869,"900-10-24B0006.tiff"
4,7,3,5,10,215,1.008,3,0,1.512,"900-10-24B0006.tiff"
5,9,3,7,17,99,0.415,1,2,1.083,"900-10-24B0006.tiff"
6,10,4,7,14,105,0.399,3,1,0.734,"900-10-24B0006.tiff"
7,69,33,37,107,1497,0.752,31,2,2.318,"900-10-24B0006.tiff"
8,6,2,5,9,124,0.682,1,1,1.632,"900-10-24B0006.tiff"
9,12,5,8,22,192,0.575,4,1,1.985,"900-10-24B0006.tiff"
10,1,0,2,0,82,2.525,0,0,2.525,"900-10-24B0006.tiff"
11,28,13,16,40,625,0.754,12,1,2.85,"900-10-24B0006.tiff"
12,4,1,4,4,138,1.163,0,1,1.528,"900-10-24B0006.tiff"
13,13,6,8,19,217,0.557,6,0,1.684,"900-10-24B0006.tiff"
14,8,3,6,11,118,0.526,2,1,0.766,"900-10-24B0006.tiff"
15,30,14,17,48,643,0.743,13,1,2.055,"900-10-24B0006.tiff"
16,5,2,4,4,84,0.571,2,0,1.673,"900-10-24B0006.tiff"
17,7,3,5,10,73,0.391,3,0,0.706,"900-10-24B0006.tiff"
18,7,3,5,10,104,0.523,3,0,1.365,"900-10-24B0006.tiff"
19,14,6,9,18,226,0.574,5,1,1.148,"900-10-24B0006.tiff"
20,6,2,5,11,58,0.4,1,1,0.755,"900-10-24B0006.tiff"
21,5,2,4,7,148,0.998,2,0,1.481,"900-10-24B0006.tiff"
22,18,8,11,23,182,0.364,7,1,0.854,"900-10-24B0006.tiff"
23,12,5,8,19,191,0.57,4,1,1.507,"900-10-24B0006.tiff"
24,13,6,8,22,282,0.722,6,0,2.854,"900-10-24B0006.tiff"
25,17,7,11,26,205,0.443,5,2,0.948,"900-10-24B0006.tiff"
26,7,3,5,8,108,0.519,3,0,0.991,"900-10-24B0006.tiff"
27,27,13,15,44,434,0.566,13,0,1.359,"900-10-24B0006.tiff"
1,7,3,5,3,96,0.47,3,0,0.655,"900-10-24C0002.tiff"
2,7,3,5,10,190,0.876,3,0,2.325,"900-10-24C0002.tiff"
3,11,5,7,17,151,0.504,5,0,0.884,"900-10-24C0002.tiff"
4,57,27,31,85,1340,0.812,25,2,3.581,"900-10-24C0002.tiff"
5,5,2,4,6,91,0.625,2,0,1.579,"900-10-24C0002.tiff"
6,7,3,5,10,128,0.627,3,0,0.915,"900-10-24C0002.tiff"
7,11,5,6,13,102,0.342,4,1,0.695,"900-10-24C0002.tiff"
8,7,3,5,8,90,0.479,3,0,0.882,"900-10-24C0002.tiff"
9,1,0,2,0,44,1.376,0,0,1.376,"900-10-24C0002.tiff"
10,1,0,2,0,62,1.902,0,0,1.902,"900-10-24C0002.tiff"
11,21,10,12,34,333,0.566,10,0,1.579,"900-10-24C0002.tiff"
12,9,4,6,13,89,0.359,4,0,1.331,"900-10-24C0002.tiff"
13,9,4,6,14,184,0.689,4,0,1.913,"900-10-24C0002.tiff"
14,25,11,15,43,554,0.813,10,0,1.918,"900-10-24C0002.tiff"
15,9,4,5,7,106,0.415,3,1,0.897,"900-10-24C0002.tiff"
16,13,6,8,18,159,0.446,6,0,0.963,"900-10-24C0002.tiff"
17,7,3,5,11,115,0.557,3,0,1.749,"900-10-24C0002.tiff"
18,7,3,5,7,164,0.781,3,0,1.286,"900-10-24C0002.tiff"
19,3,1,3,1,85,0.911,1,0,1.782,"900-10-24C0002.tiff"
20,18,8,11,20,287,0.566,7,1,1.373,"900-10-24C0002.tiff"
21,7,3,5,12,172,0.836,3,0,1.529,"900-10-24C0002.tiff"
22,9,4,6,14,145,0.536,4,0,0.773,"900-10-24C0002.tiff"
23,5,2,4,4,84,0.58,2,0,0.815,"900-10-24C0002.tiff"
24,11,5,7,18,147,0.479,5,0,1.081,"900-10-24C0002.tiff"
25,15,7,9,24,293,0.648,7,0,1.657,"900-10-24C0002.tiff"
26,1,0,2,0,77,2.459,0,0,2.459,"900-10-24C0002.tiff"
27,7,3,5,8,106,0.52,3,0,0.908,"900-10-24C0002.tiff"
28,7,3,5,11,83,0.419,3,0,0.922,"900-10-24C0002.tiff"
29,9,4,6,14,97,0.373,4,0,0.957,"900-10-24C0002.tiff"
1,15,7,9,16,357,0.778,7,0,2.054,"900-10-24C0004.tiff"
2,8,3,6,15,159,0.692,2,1,1.398,"900-10-24C0004.tiff"
3,5,2,4,5,73,0.518,2,0,0.74,"900-10-24C0004.tiff"
4,1,0,2,0,76,2.454,0,0,2.454,"900-10-24C0004.tiff"
5,5,2,4,7,69,0.512,2,0,0.766,"900-10-24C0004.tiff"
6,4,1,4,7,59,0.507,0,1,0.957,"900-10-24C0004.tiff"
7,7,3,5,9,101,0.523,3,0,0.998,"900-10-24C0004.tiff"
8,3,1,3,1,73,0.77,1,0,1.346,"900-10-24C0004.tiff"
9,5,2,4,7,60,0.424,2,0,0.625,"900-10-24C0004.tiff"
10,29,13,17,47,534,0.645,11,2,1.266,"900-10-24C0004.tiff"
11,32,15,17,50,514,0.554,13,2,1.699,"900-10-24C0004.tiff"
12,9,4,6,16,152,0.587,4,0,1.643,"900-10-24C0004.tiff"
13,13,6,8,17,216,0.575,6,0,1.321,"900-10-24C0004.tiff"
14,4,1,4,6,81,0.666,0,1,0.92,"900-10-24C0004.tiff"
15,15,7,9,17,174,0.415,7,0,0.803,"900-10-24C0004.tiff"
16,5,2,4,6,74,0.529,2,0,0.982,"900-10-24C0004.tiff"
17,11,5,7,12,139,0.436,5,0,0.625,"900-10-24C0004.tiff"
18,6,2,5,9,102,0.629,1,1,1.557,"900-10-24C0004.tiff"
19,3,1,3,3,64,0.723,1,0,0.887,"900-10-24C0004.tiff"
20,5,2,4,7,93,0.651,2,0,0.998,"900-10-24C0004.tiff"
21,13,6,8,21,321,0.849,6,0,1.856,"900-10-24C0004.tiff"
22,8,3,6,12,159,0.71,2,1,1.404,"900-10-24C0004.tiff"
23,7,3,5,6,167,0.781,3,0,1.509,"900-10-24C0004.tiff"
24,7,3,5,9,113,0.554,3,0,0.677,"900-10-24C0004.tiff"
25,7,3,5,12,79,0.411,3,0,0.8,"900-10-24C0004.tiff"
26,9,4,6,11,148,0.56,4,0,0.974,"900-10-24C0004.tiff"
27,10,4,7,11,180,0.612,3,1,1.041,"900-10-24C0004.tiff"
28,13,6,8,18,279,0.74,6,0,1.506,"900-10-24C0004.tiff"
29,5,2,4,7,111,0.733,2,0,1.05,"900-10-24C0004.tiff"
30,5,2,4,8,79,0.553,2,0,0.734,"900-10-24C0004.tiff"
31,6,2,5,9,175,0.978,1,1,1.544,"900-10-24C0004.tiff"
32,6,2,5,12,57,0.386,1,1,1.182,"900-10-24C0004.tiff"
33,11,5,7,15,169,0.543,5,0,1.422,"900-10-24C0004.tiff"
34,4,1,4,7,73,0.656,0,1,1.14,"900-10-24C0004.tiff"
35,13,6,8,18,208,0.552,6,0,1.601,"900-10-24C0004.tiff"
36,14,6,9,25,210,0.529,5,1,1.274,"900-10-24C0004.tiff"
37,5,2,4,7,121,0.778,2,0,1.237,"900-10-24C0004.tiff"
38,7,3,5,13,113,0.55,3,0,1.368,"900-10-24C0004.tiff"
39,6,2,5,7,81,0.474,1,1,0.565,"900-10-24C0004.tiff"
1,5,2,4,4,120,0.788,2,0,1.378,"900-10-24C0006.tiff"
2,47,23,25,74,1148,0.841,23,0,2.319,"900-10-24C0006.tiff"
3,3,1,3,4,49,0.523,1,0,0.673,"900-10-24C0006.tiff"
4,10,4,7,14,177,0.584,3,1,0.961,"900-10-24C0006.tiff"
5,9,4,6,14,309,1.162,4,0,2.797,"900-10-24C0006.tiff"
6,3,1,3,3,50,0.59,1,0,0.967,"900-10-24C0006.tiff"
7,17,8,10,23,337,0.667,8,0,3.958,"900-10-24C0006.tiff"
8,5,2,4,7,80,0.533,2,0,1.121,"900-10-24C0006.tiff"
9,5,2,4,7,80,0.55,2,0,0.806,"900-10-24C0006.tiff"
10,11,5,7,16,146,0.475,5,0,0.734,"900-10-24C0006.tiff"
11,5,2,4,6,72,0.484,2,0,0.846,"900-10-24C0006.tiff"
12,9,4,6,14,105,0.412,4,0,0.738,"900-10-24C0006.tiff"
13,5,2,4,7,107,0.705,2,0,0.988,"900-10-24C0006.tiff"
14,32,15,18,54,622,0.692,14,1,2.874,"900-10-24C0006.tiff"
15,5,2,4,5,107,0.718,2,0,1.503,"900-10-24C0006.tiff"
16,26,12,15,37,574,0.733,11,1,2.117,"900-10-24C0006.tiff"
17,3,1,3,4,56,0.622,1,0,0.88,"900-10-24C0006.tiff"
18,11,5,7,16,197,0.608,5,0,1.14,"900-10-24C0006.tiff"
19,17,8,10,25,315,0.634,8,0,1.518,"900-10-24C0006.tiff"
20,25,12,14,34,527,0.732,12,0,2.442,"900-10-24C0006.tiff"
21,8,3,6,11,131,0.561,2,1,0.858,"900-10-24C0006.tiff"
22,3,1,3,3,110,1.165,1,0,1.863,"900-10-24C0006.tiff"
23,7,3,5,8,108,0.523,3,0,1.416,"900-10-24C0006.tiff"
24,14,6,9,23,366,0.908,5,1,1.615,"900-10-24C0006.tiff"
25,7,3,5,8,115,0.538,3,0,1.61,"900-10-24C0006.tiff"
26,5,2,4,8,109,0.716,2,0,1.247,"900-10-24C0006.tiff"
27,3,1,3,4,89,0.936,1,0,1.123,"900-10-24C0006.tiff"
28,8,3,6,16,149,0.665,2,1,0.954,"900-10-24C0006.tiff"
29,5,2,4,7,79,0.559,2,0,0.795,"900-10-24C0006.tiff"
30,3,1,3,4,84,0.894,1,0,1.59,"900-10-24C0006.tiff"
1,14,6,9,16,376,0.881,5,1,2.094,"900-10-28A0008.tiff"
2,40,19,22,57,748,0.652,18,1,1.691,"900-10-28A0008.tiff"
3,9,4,6,15,144,0.565,4,0,1.075,"900-10-28A0008.tiff"
4,13,6,8,17,191,0.51,6,0,1.055,"900-10-28A0008.tiff"
5,10,5,6,14,132,0.473,4,0,0.99,"900-10-28A0008.tiff"
6,7,3,5,11,121,0.594,3,0,1.055,"900-10-28A0008.tiff"
7,6,2,5,7,130,0.726,1,1,1.052,"900-10-28A0008.tiff"
8,5,2,4,5,84,0.572,2,0,0.83,"900-10-28A0008.tiff"
9,10,4,7,12,181,0.636,3,1,1.258,"900-10-28A0008.tiff"
10,11,5,7,16,93,0.323,5,0,0.99,"900-10-28A0008.tiff"
11,7,3,5,12,103,0.519,3,0,0.894,"900-10-28A0008.tiff"
12,7,3,5,10,92,0.487,3,0,1.144,"900-10-28A0008.tiff"
13,5,2,4,8,64,0.446,2,0,0.823,"900-10-28A0008.tiff"
14,5,2,4,7,88,0.612,2,0,0.86,"900-10-28A0008.tiff"
15,9,4,6,8,157,0.57,4,0,2.083,"900-10-28A0008.tiff"
16,5,2,4,7,67,0.484,2,0,1.087,"900-10-28A0008.tiff"
17,6,2,5,10,96,0.569,1,1,0.854,"900-10-28A0008.tiff"
18,5,2,4,8,103,0.715,2,0,1.378,"900-10-28A0008.tiff"
19,3,1,3,3,43,0.478,1,0,1.164,"900-10-28A0008.tiff"
20,7,3,5,10,79,0.404,3,0,0.869,"900-10-28A0008.tiff"
21,17,8,10,20,257,0.522,8,0,1.561,"900-10-28A0008.tiff"
22,17,8,10,25,292,0.591,8,0,1.467,"900-10-28A0008.tiff"
23,9,4,6,10,142,0.555,4,0,0.843,"900-10-28A0008.tiff"
24,5,2,4,6,57,0.396,2,0,0.727,"900-10-28A0008.tiff"
25,8,3,6,13,92,0.438,2,1,0.856,"900-10-28A0008.tiff"
26,25,12,14,39,438,0.619,12,0,1.502,"900-10-28A0008.tiff"
27,13,6,8,21,186,0.505,6,0,0.994,"900-10-28A0008.tiff"
28,7,3,5,10,84,0.429,3,0,0.594,"900-10-28A0008.tiff"
29,5,2,4,7,102,0.684,2,0,1.212,"900-10-28A0008.tiff"
30,5,2,4,8,65,0.451,2,0,1.391,"900-10-28A0008.tiff"
31,18,8,11,24,310,0.592,7,1,1.37,"900-10-28A0008.tiff"
32,7,3,5,10,147,0.698,3,0,1.183,"900-10-28A0008.tiff"
33,7,3,5,7,104,0.487,3,0,1.691,"900-10-28A0008.tiff"
34,8,3,6,13,71,0.347,2,1,0.585,"900-10-28A0008.tiff"
35,5,2,4,6,104,0.697,2,0,1.26,"900-10-28A0008.tiff"
36,7,3,5,9,95,0.495,3,0,1.026,"900-10-28A0008.tiff"
37,4,1,4,7,84,0.727,0,1,0.917,"900-10-28A0008.tiff"
38,11,5,7,20,117,0.393,5,0,0.758,"900-10-28A0008.tiff"
39,3,1,3,3,82,0.916,1,0,1.917,"900-10-28A0008.tiff"
40,13,6,8,24,186,0.516,6,0,0.961,"900-10-28A0008.tiff"
41,13,6,8,14,157,0.439,6,0,0.731,"900-10-28A0008.tiff"
42,8,3,6,10,114,0.533,2,1,1.092,"900-10-28A0008.tiff"
43,9,4,6,14,111,0.434,4,0,0.871,"900-10-28A0008.tiff"
44,7,3,5,10,99,0.473,3,0,1.473,"900-10-28A0008.tiff"
45,7,3,5,9,108,0.526,3,0,0.979,"900-10-28A0008.tiff"
46,7,3,5,10,86,0.443,3,0,0.76,"900-10-28A0008.tiff"
47,9,4,6,15,140,0.535,4,0,1.345,"900-10-28A0008.tiff"
48,15,7,9,24,229,0.572,7,0,1.148,"900-10-28A0008.tiff"
49,9,4,6,12,128,0.478,4,0,0.965,"900-10-28A0008.tiff"
1,1,0,2,0,88,2.552,0,0,2.552,"900-10-28A0010.tiff"
2,3,1,3,4,109,1.165,1,0,1.959,"900-10-28A0010.tiff"
3,7,3,5,11,114,0.537,3,0,1.011,"900-10-28A0010.tiff"
4,8,3,6,8,143,0.62,2,1,0.845,"900-10-28A0010.tiff"
5,11,5,7,14,169,0.523,5,0,0.869,"900-10-28A0010.tiff"
6,7,3,5,10,76,0.396,3,0,0.936,"900-10-28A0010.tiff"
7,1,0,2,0,99,2.96,0,0,2.96,"900-10-28A0010.tiff"
8,1,0,2,0,41,1.297,0,0,1.297,"900-10-28A0010.tiff"
9,1,0,2,0,33,0.979,0,0,0.979,"900-10-28A0010.tiff"
10,22,10,13,35,455,0.705,9,1,1.844,"900-10-28A0010.tiff"
11,8,3,6,12,96,0.447,2,1,0.873,"900-10-28A0010.tiff"
12,7,3,5,8,94,0.462,3,0,1.066,"900-10-28A0010.tiff"
13,7,3,5,12,243,1.123,3,0,2.433,"900-10-28A0010.tiff"
14,9,4,6,6,171,0.61,4,0,1.354,"900-10-28A0010.tiff"
15,3,1,3,4,86,0.897,1,0,1.038,"900-10-28A0010.tiff"
16,3,1,3,3,54,0.65,1,0,0.83,"900-10-28A0010.tiff"
17,5,2,4,7,68,0.485,2,0,0.856,"900-10-28A0010.tiff"
18,5,2,4,8,90,0.619,2,0,0.808,"900-10-28A0010.tiff"
19,12,5,8,19,174,0.535,4,1,1.068,"900-10-28A0010.tiff"
20,9,3,7,17,188,0.733,2,0,1.935,"900-10-28A0010.tiff"
21,13,6,8,14,231,0.626,6,0,1.214,"900-10-28A0010.tiff"
22,7,3,5,10,106,0.532,3,0,0.786,"900-10-28A0010.tiff"
23,7,3,5,10,124,0.609,3,0,1.396,"900-10-28A0010.tiff"
24,4,1,4,5,68,0.572,0,1,0.712,"900-10-28A0010.tiff"
25,12,5,8,19,144,0.43,4,1,0.801,"900-10-28A0010.tiff"
26,3,1,3,3,78,0.809,1,0,1.379,"900-10-28A0010.tiff"
27,5,2,4,7,58,0.428,2,0,0.939,"900-10-28A0010.tiff"
28,11,5,7,14,168,0.541,5,0,1.874,"900-10-28A0010.tiff"
29,7,3,5,7,110,0.537,3,0,0.908,"900-10-28A0010.tiff"
30,9,3,7,13,168,0.653,1,2,1.11,"900-10-28A0010.tiff"
31,3,1,3,3,62,0.705,1,0,1.103,"900-10-28A0010.tiff"
32,9,4,6,13,194,0.721,4,0,1.317,"900-10-28A0010.tiff"
33,20,9,12,28,274,0.494,8,1,1.212,"900-10-28A0010.tiff"
34,5,2,4,7,74,0.517,2,0,0.854,"900-10-28A0010.tiff"
35,7,3,5,7,103,0.509,3,0,0.801,"900-10-28A0010.tiff"
36,19,9,11,21,352,0.633,9,0,1.745,"900-10-28A0010.tiff"
37,23,10,14,35,362,0.556,8,2,1.861,"900-10-28A0010.tiff"
38,11,5,7,14,164,0.511,5,0,0.736,"900-10-28A0010.tiff"
39,17,8,10,19,334,0.656,8,0,1.857,"900-10-28A0010.tiff"
40,3,1,3,4,50,0.598,1,0,1.343,"900-10-28A0010.tiff"
41,17,8,10,18,220,0.45,8,0,1.249,"900-10-28A0010.tiff"
1,11,5,7,13,145,0.461,5,0,1.836,"900-10-28A0012.tiff"
2,3,1,3,1,73,0.784,1,0,0.893,"900-10-28A0012.tiff"
3,15,7,9,18,182,0.447,7,0,1.048,"900-10-28A0012.tiff"
4,3,1,3,3,63,0.692,1,0,1.002,"900-10-28A0012.tiff"
5,3,1,3,3,63,0.671,1,0,1.105,"900-10-28A0012.tiff"
6,18,8,11,25,210,0.426,7,1,1.05,"900-10-28A0012.tiff"
7,10,4,7,14,195,0.645,3,1,1.206,"900-10-28A0012.tiff"
8,19,9,11,29,316,0.57,9,0,1.171,"900-10-28A0012.tiff"
9,3,1,3,4,46,0.529,1,0,0.834,"900-10-28A0012.tiff"
10,7,3,5,12,118,0.594,3,0,1.229,"900-10-28A0012.tiff"
11,3,1,3,4,89,0.959,1,0,1.399,"900-10-28A0012.tiff"
12,9,4,6,9,123,0.438,4,0,0.979,"900-10-28A0012.tiff"
13,15,7,9,23,370,0.841,7,0,1.836,"900-10-28A0012.tiff"
14,5,2,4,4,86,0.564,2,0,1.123,"900-10-28A0012.tiff"
15,11,5,7,13,246,0.762,5,0,1.637,"900-10-28A0012.tiff"
16,5,2,4,4,93,0.625,2,0,1.52,"900-10-28A0012.tiff"
17,7,3,5,10,139,0.688,3,0,0.982,"900-10-28A0012.tiff"
18,10,3,8,17,139,0.524,2,0,0.942,"900-10-28A0012.tiff"
19,5,2,4,8,76,0.539,2,0,0.924,"900-10-28A0012.tiff"
20,25,12,14,37,378,0.514,12,0,1.309,"900-10-28A0012.tiff"
21,5,2,4,8,111,0.717,2,0,1.35,"900-10-28A0012.tiff"
22,5,2,4,7,87,0.596,2,0,0.832,"900-10-28A0012.tiff"
23,8,3,6,10,180,0.767,2,1,1.498,"900-10-28A0012.tiff"
24,9,4,6,12,136,0.514,4,0,1.212,"900-10-28A0012.tiff"
25,7,3,5,11,142,0.703,3,0,1.183,"900-10-28A0012.tiff"
26,7,3,5,8,107,0.51,3,0,0.991,"900-10-28A0012.tiff"
27,4,1,4,6,118,0.984,0,1,1.158,"900-10-28A0012.tiff"
28,7,3,5,10,61,0.337,3,0,0.603,"900-10-28A0012.tiff"
29,9,4,6,8,141,0.553,4,0,1.753,"900-10-28A0012.tiff"
30,6,2,5,8,81,0.494,1,1,0.747,"900-10-28A0012.tiff"
31,13,6,8,22,282,0.742,6,0,2.259,"900-10-28A0012.tiff"
32,27,13,14,44,350,0.456,12,1,2.254,"900-10-28A0012.tiff"
33,7,3,5,8,167,0.747,3,0,1.709,"900-10-28A0012.tiff"
34,11,5,7,14,205,0.645,5,0,1.646,"900-10-28A0012.tiff"
35,13,6,8,20,213,0.563,6,0,1.382,"900-10-28A0012.tiff"
36,20,9,12,35,354,0.607,8,1,1.612,"900-10-28A0012.tiff"
37,11,5,7,14,245,0.729,5,0,1.9,"900-10-28A0012.tiff"
38,9,4,6,11,166,0.643,4,0,1.361,"900-10-28A0012.tiff"
39,9,4,6,12,149,0.567,4,0,1.345,"900-10-28A0012.tiff"
40,5,2,4,7,46,0.352,2,0,0.596,"900-10-28A0012.tiff"
41,3,1,3,3,84,0.937,1,0,1.149,"900-10-28A0012.tiff"
42,6,2,5,9,100,0.597,1,1,0.812,"900-10-28A0012.tiff"
43,7,3,5,7,64,0.335,3,0,1.212,"900-10-28A0012.tiff"
44,6,2,5,12,87,0.504,1,1,1.368,"900-10-28A0012.tiff"
45,11,5,7,18,147,0.495,5,0,0.981,"900-10-28A0012.tiff"
46,9,4,6,11,106,0.421,4,0,1.166,"900-10-28A0012.tiff"
47,7,3,5,8,92,0.449,3,0,0.867,"900-10-28A0012.tiff"
1,4,1,4,5,130,1.057,0,1,1.473,"900-10-28B0008.tiff"
2,43,21,23,68,588,0.492,21,0,1.334,"900-10-28B0008.tiff"
3,21,10,12,32,245,0.413,10,0,0.843,"900-10-28B0008.tiff"
4,32,15,18,43,499,0.545,14,1,1.649,"900-10-28B0008.tiff"
5,7,3,5,9,86,0.416,3,0,0.649,"900-10-28B0008.tiff"
6,5,2,4,7,127,0.845,2,0,2.005,"900-10-28B0008.tiff"
7,11,5,7,14,129,0.419,5,0,0.832,"900-10-28B0008.tiff"
8,14,6,9,16,194,0.508,5,1,1.371,"900-10-28B0008.tiff"
9,9,4,6,12,143,0.55,4,0,1.539,"900-10-28B0008.tiff"
10,17,8,10,22,264,0.545,8,0,1.168,"900-10-28B0008.tiff"
11,15,7,9,26,235,0.546,7,0,1.166,"900-10-28B0008.tiff"
12,9,4,6,14,154,0.597,4,0,1.186,"900-10-28B0008.tiff"
13,3,1,3,1,92,1.012,1,0,1.441,"900-10-28B0008.tiff"
14,3,1,3,1,80,0.896,1,0,1.166,"900-10-28B0008.tiff"
15,16,7,10,24,278,0.625,6,1,1.361,"900-10-28B0008.tiff"
16,30,14,17,42,391,0.461,13,1,1.153,"900-10-28B0008.tiff"
17,9,4,6,12,104,0.42,4,0,0.679,"900-10-28B0008.tiff"
18,3,1,3,5,61,0.66,1,0,1.125,"900-10-28B0008.tiff"
19,13,5,9,20,154,0.438,3,2,1.328,"900-10-28B0008.tiff"
20,15,7,9,19,274,0.612,7,0,1.394,"900-10-28B0008.tiff"
21,8,3,6,15,94,0.456,2,1,0.727,"900-10-28B0008.tiff"
22,6,2,5,11,92,0.563,1,1,0.948,"900-10-28B0008.tiff"
23,3,1,3,4,47,0.536,1,0,0.791,"900-10-28B0008.tiff"
24,13,6,8,19,222,0.57,6,0,0.894,"900-10-28B0008.tiff"
25,17,8,10,18,192,0.398,8,0,0.95,"900-10-28B0008.tiff"
26,43,20,24,67,941,0.735,18,2,2.244,"900-10-28B0008.tiff"
27,7,3,5,9,104,0.511,3,0,1.09,"900-10-28B0008.tiff"
28,11,5,7,16,201,0.624,5,0,1.616,"900-10-28B0008.tiff"
29,10,4,6,16,120,0.444,2,2,0.922,"900-10-28B0008.tiff"
30,3,1,3,4,91,0.978,1,0,1.521,"900-10-28B0008.tiff"
31,13,6,8,15,189,0.508,6,0,1.461,"900-10-28B0008.tiff"
32,11,5,7,19,153,0.481,5,0,1.11,"900-10-28B0008.tiff"
33,26,12,15,38,376,0.524,11,1,1.18,"900-10-28B0008.tiff"
34,3,1,3,1,46,0.504,1,0,1.118,"900-10-28B0008.tiff"
35,7,3,5,7,128,0.622,3,0,1.029,"900-10-28B0008.tiff"
36,11,5,7,12,96,0.319,5,0,0.454,"900-10-28B0008.tiff"
37,11,5,7,13,129,0.427,5,0,0.976,"900-10-28B0008.tiff"
38,10,4,7,12,190,0.641,3,1,1.016,"900-10-28B0008.tiff"
39,7,3,5,9,121,0.621,3,0,1.124,"900-10-28B0008.tiff"
40,7,3,5,10,142,0.67,3,0,1.175,"900-10-28B0008.tiff"
41,13,6,8,20,138,0.381,6,0,0.911,"900-10-28B0008.tiff"
42,5,2,4,7,96,0.633,2,0,1.848,"900-10-28B0008.tiff"
43,5,2,4,5,70,0.455,2,0,0.83,"900-10-28B0008.tiff"
44,7,3,5,10,149,0.719,3,0,1.37,"900-10-28B0008.tiff"
45,7,3,5,7,110,0.533,3,0,0.849,"900-10-28B0008.tiff"
46,7,3,5,7,132,0.615,3,0,1.488,"900-10-28B0008.tiff"
47,7,3,5,10,77,0.402,3,0,0.57,"900-10-28B0008.tiff"
1,9,4,6,13,91,0.383,4,0,0.777,"900-10-28B0010.tiff"
2,7,3,5,5,92,0.439,3,0,1.437,"900-10-28B0010.tiff"
3,7,3,5,9,103,0.515,3,0,0.851,"900-10-28B0010.tiff"
4,25,12,14,42,340,0.488,12,0,1.819,"900-10-28B0010.tiff"
5,7,3,5,10,97,0.483,3,0,1.031,"900-10-28B0010.tiff"
6,10,4,7,18,111,0.424,3,1,0.814,"900-10-28B0010.tiff"
7,12,5,8,18,271,0.746,4,1,1.574,"900-10-28B0010.tiff"
8,4,1,4,7,89,0.75,0,1,1.055,"900-10-28B0010.tiff"
9,5,2,4,8,106,0.683,2,0,1.077,"900-10-28B0010.tiff"
10,5,2,4,9,52,0.394,2,0,0.806,"900-10-28B0010.tiff"
11,1,0,2,0,38,1.208,0,0,1.208,"900-10-28B0010.tiff"
12,10,4,7,14,197,0.662,3,1,1.564,"900-10-28B0010.tiff"
13,8,3,6,13,92,0.438,2,1,0.613,"900-10-28B0010.tiff"
14,34,16,19,41,505,0.519,15,1,1.563,"900-10-28B0010.tiff"
15,3,1,3,1,52,0.611,1,0,1.068,"900-10-28B0010.tiff"
16,13,6,8,20,233,0.618,6,0,1.561,"900-10-28B0010.tiff"
17,7,3,5,9,94,0.482,3,0,0.754,"900-10-28B0010.tiff"
18,11,5,7,9,128,0.42,5,0,0.97,"900-10-28B0010.tiff"
19,3,1,3,3,73,0.816,1,0,1.398,"900-10-28B0010.tiff"
20,1,0,2,0,79,2.5,0,0,2.5,"900-10-28B0010.tiff"
21,5,2,4,7,91,0.632,2,0,1.16,"900-10-28B0010.tiff"
22,5,2,4,8,62,0.434,2,0,0.869,"900-10-28B0010.tiff"
23,5,2,4,8,72,0.514,2,0,0.65,"900-10-28B0010.tiff"
24,5,2,4,7,81,0.572,2,0,0.736,"900-10-28B0010.tiff"
25,19,8,12,24,307,0.557,6,2,1.891,"900-10-28B0010.tiff"
26,7,3,5,5,100,0.488,3,0,0.727,"900-10-28B0010.tiff"
27,11,5,7,14,156,0.503,5,0,0.83,"900-10-28B0010.tiff"
28,9,4,6,14,85,0.348,4,0,0.865,"900-10-28B0010.tiff"
29,6,2,5,10,90,0.56,1,1,1.616,"900-10-28B0010.tiff"
30,11,5,7,15,185,0.587,5,0,1.461,"900-10-28B0010.tiff"
31,11,4,8,17,299,0.891,2,2,1.938,"900-10-28B0010.tiff"
32,11,5,7,12,86,0.289,5,0,0.642,"900-10-28B0010.tiff"
33,15,7,9,23,270,0.617,7,0,1.354,"900-10-28B0010.tiff"
34,3,1,3,3,72,0.76,1,0,0.905,"900-10-28B0010.tiff"
35,15,7,9,21,224,0.528,7,0,1.57,"900-10-28B0010.tiff"
36,7,3,5,8,134,0.656,3,0,1.186,"900-10-28B0010.tiff"
37,25,12,14,32,408,0.562,12,0,1.618,"900-10-28B0010.tiff"
38,5,2,4,5,74,0.494,2,0,0.9,"900-10-28B0010.tiff"
39,11,5,7,17,153,0.483,5,0,1.053,"900-10-28B0010.tiff"
40,5,2,4,5,77,0.524,2,0,1.059,"900-10-28B0010.tiff"
41,5,2,4,4,98,0.627,2,0,1.084,"900-10-28B0010.tiff"
42,5,2,4,7,87,0.577,2,0,0.919,"900-10-28B0010.tiff"
43,9,4,6,9,138,0.542,4,0,1.002,"900-10-28B0010.tiff"
44,11,5,7,14,175,0.528,5,0,2.626,"900-10-28B0010.tiff"
