filename,fit_method,data_pts,rchi2,red_rchi2,aic,bic,G2_amplitude,G2_center,G2_sigma,G2_fwhm,G2_height,SG1_amplitude,SG1_center,SG1_sigma,SG1_gamma,SG1_height,SG1_fwhm
WH03B-1100-5-35B0002.tiff-.txt,leastsq,512,0.012186897139402002,2.4132469582974263e-05,-5436.607889615923,-5406.939617240647,0.10272998330221061,1.8571977595830094,0.7804693710064681,1.8378648842334513,0.05251113924521434,0.8983076875920023,-3.194960599745049,1.4964909623184584,2.955457787128851,0.23947550905380738,3.5239668478867525
WH03B-1100-5-35B0004.tiff-.txt,leastsq,512,0.058032760157244206,0.00011491635674701823,-4637.556977988866,-4607.888705613589,0.14976032265950623,1.2992958372418735,0.6271191631355004,1.4767527477347393,0.09527013537874682,0.8568784333766117,-3.191905762450422,1.4028641743333234,2.227322711392188,0.24367651500838683,3.303492615003597
WH03B-1100-5-35B0006.tiff-.txt,leastsq,512,0.021126822640703074,4.183529235782787e-05,-5154.914665292986,-5125.246392917709,0.2595019227926607,1.0574547708801811,1.0517202941452486,2.4766119830591142,0.09843519661039166,0.7462840926020289,-3.329084701935019,1.2806082924127677,2.129138374783701,0.23248661914810045,3.015602019139434
WH03C-1100-5-35C0002.tiff-.txt,leastsq,512,0.048779544181602526,9.659315679525252e-05,-4726.489654091838,-4696.8213817165615,0.1626152790938168,1.1963884904440125,0.9078834323939411,2.1379020642699005,0.07145643498060836,0.8475268765842783,-3.0923099945818646,1.3296156177798892,2.29498253341332,0.2542947878582464,3.131005449060439
WH03C-1100-5-35C0004.tiff-.txt,leastsq,512,0.009754206355830932,1.93152601105563e-05,-5550.611220959413,-5520.9429485841365,0.24299559908043933,0.9272780761700022,0.9809425942635396,2.3099432398236686,0.09882456298047566,0.7623380229846117,-3.0579079449632465,1.2199843562587347,1.8683546897554526,0.24928916728046482,2.872843561805194
WH03C-1100-5-35C0006.tiff-.txt,leastsq,512,0.0008644190999162139,1.7117209899330969e-06,-6791.390060779705,-6761.7217884044285,0.16925050991479218,1.2534624347337278,0.8440078674929732,1.9874866065298031,0.0800006614892629,0.8332388696331536,-3.112137813475086,1.4529928560995218,2.474654444183355,0.22877898518592718,3.4215366374002762
WH04B-1000-5-20Ni-B0008.tiff-.txt,leastsq,512,0.009389280404385381,1.8592634464129466e-05,-5570.133758970258,-5540.4654865949815,0.2645639273112448,0.3078391152070028,0.9551318852100583,2.2491636659303498,0.110503840666327,0.7385425046118765,-3.1988125997372565,1.4036836157908983,2.510248988825059,0.209901891083634,3.305422252136723
WH04B-1000-5-20Ni-B0010.tiff-.txt,leastsq,512,0.02286085196999422,4.526901380196875e-05,-5114.526836388268,-5084.858564012991,0.17694545035904052,0.6176230776345532,0.605448148564678,1.425721409203075,0.11659301479097753,0.8269671701527399,-3.26561461163692,1.327911326277973,2.996271854857474,0.2484444392909445,3.1269921493458965
WH04B-1000-5-20Ni-B0012.tiff-.txt,leastsq,512,0.0020260017868016077,4.011884726339817e-06,-6355.287995525069,-6325.619723149793,0.25245967790485857,0.6777274459373666,0.7796608683372992,1.835961005978039,0.1291803252552763,0.7462176270733241,-3.3535441584881722,1.5332395334800353,3.591640250276773,0.1941626014361119,3.610503118229457
WH05A-1000-5-28A0002.tiff-.txt,leastsq,512,0.002630167545165198,5.20825256468356e-06,-6221.6645654912345,-6191.996293115958,0.36520365047029857,0.28692875389962547,0.9673622920186337,2.277964072491319,0.15061077477290233,0.6398334085406794,-3.2640359780981876,1.4987384524813496,2.9889555713931704,0.17031431414697404,3.529259282672132
WH05A-1000-5-28A0004.tiff-.txt,leastsq,512,0.005285808335413084,1.046694719883779e-05,-5864.299825871243,-5834.631553495967,0.5415620902171738,0.03031041133475687,0.9887468816752374,2.328320931906483,0.21851095550156288,0.4638544593771837,-3.250706526860742,1.3489491410100667,2.9209068124281092,0.13718172113637106,3.1765324162333255
WH05A-1000-5-28A0006.tiff-.txt,leastsq,512,0.014036438193970133,2.7794927116772542e-05,-5364.264692478398,-5334.596420103121,0.453210545823874,0.393342058852576,0.8038852238734032,1.8930050028815675,0.22491377147604477,0.5559417846367727,-3.3107711065422625,1.9165113918809407,4.27527159986843,0.11572521570634992,4.513039355829077
WH05B-1000-5-28Ni-B0008.tiff-.txt,leastsq,512,0.017726872345360505,3.510271751556536e-05,-5244.751080528721,-5215.082808153445,0.16857633355414992,0.48724352683640826,0.8012648296492241,1.8868344461545858,0.08393258726094502,0.836339169088241,-2.9926697637042423,1.1957517997707148,1.976182391882253,0.2790303738285231,2.815780253136075
WH05B-1000-5-28Ni-B0010.tiff-.txt,leastsq,512,0.008662124741578459,1.7152722260551403e-05,-5611.405368483563,-5581.737096108286,0.2106095654923833,0.2306623597567632,0.7980074199851919,1.8791638327295297,0.10528857546348523,0.7853735174278345,-3.352913657498244,1.3764506245629813,3.912415362764893,0.2276280106314951,3.2412934597334
WH05B-1000-5-28Ni-B0012.tiff-.txt,leastsq,512,0.006958494110843514,1.3779196259096068e-05,-5723.531810032539,-5693.863537657263,0.31628427179130325,0.3665678447281011,0.9406647380414057,2.2150961384346632,0.13413830639061708,0.6887164680295634,-3.2549654568485806,1.157607691402595,2.3918911782647987,0.23734995356733046,2.725957743868659
WH05C-1000-5-28C0002.tiff-.txt,leastsq,512,0.0031846879132082697,6.306312699422316e-06,-6123.715510390951,-6094.047238015674,0.5895935880461376,3.3941514754332047e-07,1.030724234066456,2.427170040864372,0.22820247579937394,0.41312178883850537,-3.1583459423504667,1.1747446518620586,2.126319232155266,0.14029581352688744,2.7663122010978127
WH05C-1000-5-28C0004.tiff-.txt,leastsq,512,0.0019390097471980857,3.839623261778388e-06,-6377.758080437074,-6348.089808061797,0.6054362857503809,3.1896707497480747e-13,0.9932763707170116,2.3389870632918335,0.24316912337938645,0.3957075883460245,-3.2445476019926733,1.139027982066994,2.5086738093615057,0.13859580090011445,2.6822058727309988
WH05C-1000-5-28C0006.tiff-.txt,leastsq,512,0.007442339830527521,1.4737306595104002e-05,-5689.114040969645,-5659.445768594369,0.430318163538291,0.10874589765173692,0.9793023609336738,2.306080785573834,0.17530042277246072,0.5741182058637793,-3.4233103646069107,1.999998495687171,4.633589235523733,0.11452010489661628,4.709636457614065
WH06A-1000-5-35A0002.tiff-.txt,leastsq,512,0.0048219368338682875,9.548389770036212e-06,-5911.326962646804,-5881.658690271527,0.33864103696657133,7.951744818157636e-10,1.371181925262967,3.22888662124774,0.09852684875197702,0.666768273944222,-3.1528304636443916,0.9841796491723599,1.5931324021953963,0.270277960937346,2.3175659214640567
WH06A-1000-5-35A0004.tiff-.txt,leastsq,512,0.0056476592289156895,1.1183483621615227e-05,-5830.397435123012,-5800.729162747735,0.29672404486903126,0.5452165797406989,1.0048508624823729,2.3662429079907414,0.11780432036742276,0.7075795074661425,-3.1635233445378184,1.2150038124025415,2.031779208856949,0.23233128428068428,2.861115277521753
WH06A-1000-5-35A0006.tiff-.txt,leastsq,512,0.0010499894631332165,2.0791870557093398e-06,-6691.817484807059,-6662.149212431783,0.37560519436799067,0.6672171951129928,0.9519667130736655,2.2417102552801293,0.15740550386399685,0.6226276793941068,-3.3589714708280196,1.266628993821015,1.8862463749701075,0.19610518918552997,2.9826832872296025
WH06B-1000-5-35Ni-B0008.tiff-.txt,leastsq,512,0.009583007040436277,1.897625156522035e-05,-5559.677298678024,-5530.009026302748,0.30125862028220984,0.5940478361905115,1.0296298778538933,2.424593028967905,0.11672622313633554,0.7040411201264367,-3.1782384176156,1.1644145658425558,1.9555656069974836,0.2412128738312215,2.741986707937367
WH06B-1000-5-35Ni-B0010.tiff-.txt,leastsq,512,0.017163166902480157,3.398646911382209e-05,-5261.296909088136,-5231.62863671286,0.20421338729756278,0.9086308216991819,0.86348362021305,2.0333484985500947,0.09434962807885028,0.8032986935045894,-3.219280422047594,1.2656698048359856,2.644164106746072,0.25320176490679946,2.980424569823876
WH06B-1000-5-35Ni-B0012.tiff-.txt,leastsq,512,0.0021305721579996184,4.218954768316076e-06,-6329.520942895469,-6299.852670520192,0.353542576977098,0.3788435954566237,1.2444421054958132,2.930437158863651,0.11333840938383859,0.6507364070173158,-3.1468336017556466,0.9086885736038709,1.314231157356649,0.28569334582872785,2.1397980268938674
WH06C-1000-5-35C0002.tiff-.txt,leastsq,512,0.0014605887224389495,2.8922548959187116e-06,-6522.827041296065,-6493.158768920788,0.34388118121973177,0.6185275941217943,0.9430047146564889,2.2206063621673935,0.1454804490691128,0.6553429215706914,-3.3697750498372816,1.5967887794591797,2.8341668428835733,0.1637311182188294,3.760150153646066
WH06C-1000-5-35C0004.tiff-.txt,leastsq,512,0.0023567115114775435,4.666755468272363e-06,-6277.872094231969,-6248.203821856692,0.2908348950234535,0.44510695250652266,1.1228015569944048,2.6439955624415643,0.10333646334754173,0.7091872902437577,-3.204619294324072,1.2397659099882081,2.206962094978321,0.2282082499778553,2.9194255601584325
WH06C-1000-5-35C0006.tiff-.txt,leastsq,512,0.001233372725947052,2.4423222295981225e-06,-6609.399645999399,-6579.731373624122,0.28041689058233943,0.8582362799509522,0.9611451622512303,2.263323850972442,0.1163925738602693,0.72220395553829,-3.118419877219829,1.4070548280863255,2.159048251809942,0.2047665104020144,3.313360850274241
WH08A-900-5-5A0002.tiff-.txt,leastsq,512,0.11633115130004097,0.00023035871544562568,-4281.495182026962,-4251.826909651685,1.8964507741969783e-10,0.004360160898311927,1.9923032364149684,4.691515507174696,3.797486345785062e-11,1.0172489157019808,-1.5040749289770043,0.9072314375547873,0.03199040257393371,0.44732094292989805,2.1363667337827645
WH08A-900-5-5A0004.tiff-.txt,leastsq,512,0.05427365764844447,0.00010747258940286033,-4671.8449515382745,-4642.176679162998,2.1078983003519625e-10,0.3345764747605615,1.999829343674933,4.7092381350726065,4.2050077861303434e-11,1.0187303905119225,-1.6223836043078022,0.9508483004773585,0.062449523528679274,0.42742322289127554,2.2390765949300935
WH08A-900-5-5A0006.tiff-.txt,leastsq,512,0.6151815436266925,0.001218181274508302,-3428.7711932861666,-3399.10292091089,7.368550214437164e-13,0.0013617995888185463,1.8867840574577015,4.443036834182545,1.5580089086474365e-13,1.1127982021965594,-2.8283274067367814,2.0,3.3787366196871615,0.22197113711008026,4.70964
WH08B-900-5-5B0002.tiff-.txt,leastsq,512,0.15800741224066822,0.0003128859648330064,-4124.72023509987,-4095.051962724593,1.3960171907356766e-09,0.041988521732291395,0.0273588849211871,0.06442524939010981,2.0356469589896738e-08,1.0261088135620118,-1.4830588195089778,0.9721666744527557,0.0007654450068450558,0.4210782172338224,2.2892775283348383
WH08B-900-5-5B0004.tiff-.txt,leastsq,512,0.09541118797082994,0.00018893304548679195,-4382.996637755465,-4353.328365380188,3.529199910090597e-08,1.0865898161721623,1.9105854830597426,4.4990849072187435,7.369192018755177e-09,0.9985447841588013,-2.227881779652773,1.217751177997636,1.3440530793279892,0.32712902277815664,2.8675848289723933
WH08B-900-5-5B0006.tiff-.txt,leastsq,512,0.03139557923909396,6.216946383979002e-05,-4952.099358506478,-4922.4310861312015,2.220446049250313e-16,1.8526071702824078,0.17381097921394772,0.40929357007258843,5.096512647934892e-16,1.01067353554967,-2.2306720513355947,1.226585911671798,1.4158011422751748,0.32871763892328393,2.888389036522984
WH09A-900-5-10A0002.tiff-.txt,leastsq,512,0.10026777449852028,0.00019855004851192134,-4357.576602531934,-4327.908330156658,0.02644406423909773,9.126399869163748e-08,0.5150351735143552,1.212815127295074,0.02048336958601791,0.9916331304875069,-1.249872240784466,1.0546744790804963,0.047600090155447417,0.37509621184518327,2.4835685568283346
WH09A-900-5-10A0004.tiff-.txt,leastsq,512,0.32595235664138544,0.0006454502111710602,-3753.976283446795,-3724.3080110715186,5.47115464044623e-10,0.09334034334070906,1.9999999711353253,4.709639932028887,1.0913375237081973e-10,1.0348721231407894,-1.2722863632962342,1.1813029579112633,0.03438278026331454,0.3494905876995886,2.781755831348601
WH09A-900-5-10A0006.tiff-.txt,leastsq,512,0.12691618910290298,0.00025131918634238213,-4236.907117432421,-4207.238845057144,2.6251023577117394e-10,0.18576884793234694,1.0762454111866468,2.53436421917054,9.730720906547245e-11,1.0181775171252694,-1.33076990410955,1.0245226283198343,0.03930402181281378,0.3964715558858688,2.4125663756201123
WH09B-900-5-10B0002.tiff-.txt,leastsq,512,0.2533140934577015,0.0005016120662528743,-3883.0622510955427,-3853.393978720266,0.008271360192436128,0.1327152989472734,0.00037404021740017335,0.0008807973847382763,8.822033850356174,1.0373537431371997,-1.3304721513288706,1.1482406916143575,0.007140665155203063,0.36041597482399224,2.7039001454273213
WH09B-900-5-10B0004.tiff-.txt,leastsq,512,0.25081716036463564,0.0004966676442864072,-3888.1341056497,-3858.4658332744234,1.8362045217656942e-10,0.0018521208331317984,1.9826385598300051,4.668756933458893,3.694771553552431e-11,1.026689014867313,-1.4780225068355177,1.0996329395788789,0.03132260205112036,0.3724785446430503,2.5894376387791356
WH09B-900-5-10B0006.tiff-.txt,leastsq,512,0.2634493163554544,0.0005216818145652561,-3862.9760779973503,-3833.307805622074,0.07509950843230329,1.1913818620534755e-07,0.3948596714271144,0.9298234514699977,0.07587599542533362,0.9622833997215181,-1.7496488332630493,1.126314920787633,0.3746537482850254,0.34084210876675886,2.6522689017691343
WH09C-900-5-10C0002.tiff-.txt,leastsq,512,0.14564133758698683,0.000288398688291063,-4166.445643036625,-4136.777370661349,0.029588423883410653,1.8497947240625479e-07,0.22614146939822943,0.5325224549683386,0.052197741125649545,0.9873928897344735,-1.371991052753617,1.0582038526115125,0.07176677666723141,0.3722466039621672,2.4918795962066422
WH09C-900-5-10C0004.tiff-.txt,leastsq,512,0.15657080398616396,0.00031004119601220586,-4129.396646254806,-4099.7283738795295,7.073995833550839e-10,0.594700970049258,1.9999993367301092,4.709638438118796,1.4110585519699204e-10,0.9975358339816862,-1.2960265960820614,0.9328311904417284,0.030499641684383905,0.4266144228653251,2.1966495438759908
WH09C-900-5-10C0006.tiff-.txt,leastsq,512,0.10127206066635415,0.0002005387339927805,-4352.473901385519,-4322.805629010242,3.262445869012254e-11,0.46596877796099834,0.17637165648721964,0.4153235041292346,7.379460421995637e-11,1.0289437589278478,-1.4298125597344988,1.0931157351713834,0.06421334790106537,0.37552216709510905,2.5740907954962773
WH09D-900-5-10D0002.tiff-.txt,leastsq,512,0.14071299484437266,0.000278639593751233,-4184.071083848582,-4154.4028114733055,0.009828641527777515,1.2515571621473056,0.0014210727544110568,0.003346370543542245,2.7592259754442363,1.0307282456138163,-1.3275863901732925,1.0762156765534376,0.006454116066889615,0.3820805679926586,2.534294199461566
WH09D-900-5-10D0004.tiff-.txt,leastsq,512,0.06551586409481246,0.00012973438434616327,-4575.459246482075,-4545.790974106799,1.0613732115416497e-13,2.6070383069121128e-05,1.5567323929415562,3.6658245735466357,2.719970831792853e-14,1.0138319329894672,-1.472179753605015,0.9595398113693809,0.030051874990411065,0.4215150203961306,2.259543538608846
WH09D-900-5-10D0006.tiff-.txt,leastsq,512,0.05862709835006265,0.00011609326405953,-4632.340037193802,-4602.671764818526,2.1371793224034263e-13,0.06478282780189903,1.1656036312629545,2.7447867429706307,7.314761309281813e-14,1.020099846766518,-1.4537821833061209,1.0504651717569984,0.041045182498272714,0.3874102540858191,2.473656395756815
WH10A-900-5-20A0004.tiff-.txt,leastsq,512,0.025556843984468412,5.06076118504325e-05,-5057.449475544066,-5027.78120316879,0.07643902047965156,0.5048042138413098,0.4697463129256565,1.1061680126035944,0.064917505046443,0.9403641829715235,-2.76761802031849,1.828952307980797,2.232671502286665,0.20511800573217534,4.3068534738793405
WH10A-900-5-20A0006.tiff-.txt,leastsq,512,0.028651094562295344,5.6734840717416524e-05,-4998.934787570194,-4969.266515194918,0.2150079491173411,3.2210223377404645e-10,0.6947692751234873,1.6360565844462904,0.12345935378893859,0.7964617974587899,-2.6725203376660094,1.7128362292954638,2.259039971651855,0.18550652765620207,4.033421009469544
WH10A-900-5-20A0008.tiff-.txt,leastsq,512,0.1275672826561733,0.0002526084805072738,-4234.287217410229,-4204.618945034952,0.22428091988338683,2.78692069421993e-10,0.7892939302645163,1.8586451328654885,0.11336099594026808,0.8003630537895143,-2.4384996266691155,1.4528300315656577,1.0685696433341219,0.2197770355625957,3.4211532149314423
WH10B-900-5-20B0002.tiff-.txt,leastsq,512,0.050172611811155114,9.93517065567428e-05,-4712.07263112129,-4682.404358746014,0.15852820742312201,7.971401316808624e-13,0.7573525517744352,1.7834289359694755,0.08350616570325287,0.8558350739178116,-2.0112669367747866,1.3068308238745665,0.8202065738303899,0.26126473799963956,3.0773513606763068
WH10B-900-5-20B0004.tiff-.txt,leastsq,512,0.08386702274058107,0.00016607331235758628,-4449.025880144938,-4419.357607769662,0.24851581701312242,4.3209880118411093e-13,0.7202643188219194,1.6960928232482324,0.13764873399220373,0.7742630143061756,-2.771369564044938,1.6813219584876375,2.2829113187613936,0.1837163109497983,3.959210574285859
WH10B-900-5-20B0006.tiff-.txt,leastsq,512,0.045182447069505347,8.947019221684226e-05,-4765.710070669761,-4736.041798294485,0.20868300305505127,4.279399057338651e-11,0.7992530269841722,1.8820970130028685,0.10416285506459252,0.8066312644562408,-2.540134508580041,1.5368385454223275,1.4492587846204996,0.2093904612508594,3.6189781435314052
WH10C-900-5-20C0002.tiff-.txt,leastsq,512,0.05229254336066398,0.00010354959081319601,-4690.883772150451,-4661.215499775174,8.632206061065517e-12,1.261506674311006,1.9014584608115428,4.477592412688238,1.8111108977924368e-12,1.0251283133708284,-2.414255068557279,1.6099355920079175,1.5983261175730012,0.2540269617998903,3.7911085307720844
WH10C-900-5-20C0004.tiff-.txt,leastsq,512,0.08100069196429928,0.0001603974098302956,-4466.830569787683,-4437.162297412407,7.166908377875814e-07,0.008504238815660092,2.0,4.70964,1.429591456079523e-07,1.0091509857750176,-2.2507065015572754,1.4299621023774933,1.2221430941397826,0.28154103849534956,3.367303357920569
WH10C-900-5-20C0006.tiff-.txt,leastsq,512,0.13622508016096346,0.00026975263398210586,-4200.666949174957,-4170.998676799681,1.6031842520192185e-11,0.01907935052292875,1.9759747978857205,4.653064973557252,3.236772116267226e-12,1.0308917118441332,-1.8404406525858295,1.321712375771366,0.5882530691213583,0.3111617308826485,3.112394736713928
WH10D-900-5-20D0002.tiff-.txt,leastsq,512,0.27482408855313223,0.0005442061159467965,-3841.333728780769,-3811.6654564054925,5.758726828730687e-13,0.01217609178434087,1.8991735128125455,4.472211771441239,1.2096839549553506e-13,1.0770547624165057,-2.866058006252744,2.0,2.94530982840468,0.21484135207219718,4.70964
WH10D-900-5-20D0004.tiff-.txt,leastsq,512,0.053463836183275444,0.0001058689825411395,-4679.542112191599,-4649.873839816322,0.08966338893507086,4.851601786981519e-09,0.502084666514943,1.182319014402718,0.07124399726412901,0.9194516267560945,-2.6593230821684104,1.4855125084703547,1.9133059732560076,0.24692363384709798,3.4981145651961607
WH10D-900-5-20D0006.tiff-.txt,leastsq,512,0.07765171569168448,0.00015376577364689998,-4488.449284853101,-4458.781012477824,1.3627464490184593e-08,1.9463410928654548,2.0,4.70964,2.7182860134412847e-09,1.0129413744634088,-2.2851885361091804,1.4968843981941142,1.482187976914462,0.2699641750432552,3.5248933185554643
WH11A-900-5-24A0002.tiff-.txt,leastsq,512,0.11564637916031253,0.00022900273101051987,-4284.517926110804,-4254.849653735528,0.08229963154650921,3.0964120156795616e-13,0.6193096270284983,1.4583626959192486,0.053015168609362014,0.9388460437973495,-2.03943353062991,1.240771576450168,0.6685385406756339,0.30186490984100806,2.9217937236563847
WH11A-900-5-24A0004.tiff-.txt,leastsq,512,0.2057769858742338,0.0004074791799489778,-3989.47490022528,-3959.8066278500037,4.198197345317567e-12,0.027423522564675062,2.0,4.70964,8.374192523974423e-13,1.0643469005879165,-2.564303714930689,2.0,2.127152475136218,0.2123065002592074,4.70964
WH11A-900-5-24A0006.tiff-.txt,leastsq,512,0.10954311711533364,0.00021691706359472008,-4312.277974353552,-4282.609701978276,0.12264761096176646,1.979281627484397e-09,0.7246512065810249,1.7064231542811292,0.06752120132035057,0.9025487398534826,-2.05897452451939,1.247122252996932,0.5504510402780827,0.28871657872673356,2.936748423802235
WH11B-900-5-24A0008.tiff-.txt,leastsq,512,0.06889189326492232,0.00013641959062360854,-4549.733192888082,-4520.064920512806,0.11378289834807143,1.0733641420124229e-08,0.8773825812065921,2.066078049876907,0.0517366222443359,0.9068970078304126,-2.8635928839913234,1.8168767001377701,2.4599086119230895,0.19913270842184738,4.278417591018425
WH11B-900-5-24A0010.tiff-.txt,leastsq,512,0.12487435921567622,0.0002472759588429232,-4245.211160817709,-4215.542888442433,0.10352206207426362,3.278136651019281e-10,0.6272329626909816,1.4770207252039773,0.06584368488458475,0.9158137863135314,-2.422016978936052,1.4854158443326277,1.1791600307833716,0.24596267750717132,3.4978869385513587
WH11B-900-5-24A0012.tiff-.txt,leastsq,512,0.12468595687459509,0.0002469028849001883,-4245.984216554057,-4216.31594417878,0.12701256906314073,2.708056001665682e-12,0.7637156135187319,1.7984128010261802,0.0663475847999216,0.8963339671917308,-2.6813859378728133,1.6413423029530096,1.512087874706064,0.21786164518896886,3.8650656818398064
WH11C-900-5-24C0002.tiff-.txt,leastsq,512,0.03396996746565342,6.72672623082246e-05,-4911.748776748656,-4882.08050437338,0.1738894392582796,1.559119500171846e-11,0.47986698688533935,1.1300003780573349,0.1445647538574773,0.8383709373336651,-1.717138762962978,0.8958423351864075,0.004020570375312671,0.3733487655765378,2.1095474477436564
WH11C-900-5-24C0004.tiff-.txt,leastsq,512,0.061543084382874584,0.00012186749382747443,-4607.48731669248,-4577.819044317203,2.4980018054066022e-14,0.7872606930050204,1.9675621097848754,4.633254607363621,5.06494092713557e-15,1.0251560951084557,-1.4758160492718995,1.0713613867449432,0.05519807792106479,0.3817368588242304,2.5228632207347275
WH11C-900-5-24C0006.tiff-.txt,leastsq,512,0.08012294852638839,0.00015865930401265027,-4472.409007371977,-4442.740734996701,1.7852386235972517e-13,0.0062656086868606575,1.9508809711174342,4.593973528406757,3.650695317094516e-14,1.0237012574032243,-2.4795886648217165,1.581061676021915,2.155731021836882,0.25830601066044284,3.723115655929926
WH11D-900-5-24D0002.tiff-.txt,leastsq,512,0.06107531327328047,0.00012094121440253558,-4611.393744675835,-4581.725472300558,0.023884314052841638,0.92853163978425,0.3587867823778923,0.8448782908791084,0.026557453201068892,0.9849792506203197,-1.3567495187376561,1.1150793109566548,0.015018951674300451,0.352396357670402,2.62581106302695
