X	Y	Dlc	r²	Standard-Error	y-intercept	Local-Fractal-Dimension	r²	Standard-Error	y-intercept
406.0	372.0	1.0583	0.998	0.0458	7.4005	1.0583	0.998	0.0458	7.4005	
406.0	373.0	1.0096	0.9931	0.0818	7.1715	1.0096	0.9931	0.0818	7.1715	
406.0	374.0	1.01	0.9926	0.0849	7.1715	1.01	0.9926	0.0849	7.1715	
406.0	450.0	1.0856	0.9599	0.216	7.8037	1.0856	0.9599	0.216	7.8037	
406.0	451.0	1.044	0.925	0.2894	7.6576	1.044	0.925	0.2894	7.6576	
406.0	452.0	1.0526	0.9472	0.2419	7.6732	1.0526	0.9472	0.2419	7.6732	
406.0	453.0	1.0882	0.9775	0.1608	7.7796	1.0882	0.9775	0.1608	7.7796	
406.0	859.0	1.1042	0.989	0.1135	7.8582	1.1042	0.989	0.1135	7.8582	
406.0	860.0	1.0763	0.9814	0.1441	7.7417	1.0763	0.9814	0.1441	7.7417	
406.0	927.0	1.2236	0.9941	0.0916	8.621	1.2236	0.9941	0.0916	8.621	
406.0	928.0	1.2081	0.9902	0.1171	8.6042	1.2081	0.9902	0.1171	8.6042	
406.0	929.0	1.2567	0.9955	0.0827	8.82	1.2652	0.9971	0.0664	8.8701	
406.0	939.0	1.4833	0.987	0.1658	10.1702	1.4833	0.987	0.1658	10.1702	
406.0	943.0	1.554	0.9846	0.1895	10.6543	1.554	0.9846	0.1895	10.6543	
406.0	946.0	1.4961	0.9963	0.0892	10.3813	1.4961	0.9963	0.0892	10.3813	
406.0	948.0	1.454	0.9935	0.1142	10.1128	1.454	0.9935	0.1142	10.1128	
406.0	949.0	1.4227	0.9943	0.105	9.9156	1.4227	0.9943	0.105	9.9156	
406.0	950.0	1.421	0.9928	0.1182	9.8155	1.421	0.9928	0.1182	9.8155	
406.0	996.0	1.1805	0.99	0.1155	8.4239	1.1805	0.99	0.1155	8.4239	
406.0	997.0	1.1864	0.9896	0.1186	8.466	1.1864	0.9896	0.1186	8.466	
407.0	106.0	0.9856	0.9917	0.0875	6.9338	0.9856	0.9917	0.0875	6.9338	
407.0	150.0	1.1807	0.9795	0.1662	8.0969	1.1807	0.9795	0.1662	8.0969	
407.0	364.0	0.945	0.9747	0.1481	6.8043	0.9773	0.9847	0.1188	6.9976	
407.0	365.0	0.9673	0.9758	0.1483	6.9662	0.9832	0.9812	0.1325	7.0604	
407.0	366.0	0.9976	0.9847	0.121	7.1474	1.005	0.9863	0.1153	7.1907	
407.0	367.0	1.0262	0.9929	0.0847	7.2943	1.0262	0.9929	0.0847	7.2943	
407.0	374.0	1.01	0.9926	0.0849	7.1715	1.01	0.9926	0.0849	7.1715	
407.0	375.0	1.01	0.9926	0.0849	7.1715	1.01	0.9926	0.0849	7.1715	
407.0	376.0	1.0526	0.9978	0.0477	7.3629	1.0526	0.9978	0.0477	7.3629	
407.0	377.0	1.0804	0.9983	0.044	7.5041	1.0804	0.9983	0.044	7.5041	
407.0	378.0	1.0965	0.9958	0.0695	7.5944	1.0965	0.9958	0.0695	7.5944	
407.0	379.0	1.0974	0.996	0.0678	7.6127	1.0974	0.996	0.0678	7.6127	
407.0	380.0	1.0791	0.9959	0.0677	7.5394	1.0861	0.9971	0.0575	7.5805	
407.0	381.0	1.0209	0.9885	0.1074	7.2729	1.035	0.9914	0.094	7.3566	
407.0	382.0	0.9794	0.972	0.1618	7.0554	1.0014	0.9793	0.1417	7.188	
407.0	449.0	1.0418	0.9747	0.1633	7.4674	1.0418	0.9747	0.1633	7.4674	
407.0	450.0	1.0317	0.956	0.2153	7.4969	1.0317	0.956	0.2153	7.4969	
407.0	453.0	1.07	0.9854	0.1267	7.5971	1.07	0.9854	0.1267	7.5971	
407.0	859.0	1.102	0.9856	0.1297	7.8991	1.102	0.9856	0.1297	7.8991	
407.0	929.0	1.2455	0.9842	0.1537	8.8646	1.2498	0.9857	0.1465	8.8901	
407.0	930.0	1.2544	0.9896	0.1253	8.8864	1.2778	0.9943	0.0945	9.0242	
407.0	939.0	1.4055	0.9894	0.1416	9.7787	1.4055	0.9894	0.1416	9.7787	
407.0	943.0	1.4683	0.9966	0.0837	10.2474	1.4683	0.9966	0.0837	10.2474	
407.0	946.0	1.4553	0.998	0.0636	10.1618	1.4553	0.998	0.0636	10.1618	
407.0	947.0	1.4135	0.9899	0.1389	9.9252	1.4135	0.9899	0.1389	9.9252	
407.0	948.0	1.4373	0.9942	0.1072	9.9768	1.4373	0.9942	0.1072	9.9768	
407.0	997.0	1.1698	0.9874	0.1288	8.3638	1.1698	0.9874	0.1288	8.3638	
407.0	998.0	1.1698	0.9874	0.1288	8.3638	1.1698	0.9874	0.1288	8.3638	
408.0	106.0	1.0093	0.9967	0.0568	7.0619	1.0093	0.9967	0.0568	7.0619	
408.0	150.0	1.2054	0.9853	0.1434	8.2729	1.2054	0.9853	0.1434	8.2729	
408.0	362.0	0.9009	0.9839	0.1121	6.4135	0.983	0.9948	0.069	6.9194	
408.0	363.0	0.9089	0.9742	0.1439	6.5631	0.966	0.9881	0.1031	6.9085	
408.0	364.0	0.945	0.9747	0.1481	6.8043	0.9773	0.9847	0.1188	6.9976	
408.0	382.0	0.9794	0.972	0.1618	7.0554	1.0014	0.9793	0.1417	7.188	
408.0	383.0	0.9036	0.9331	0.2355	6.6628	0.9333	0.9462	0.2167	6.8451	
408.0	384.0	0.8954	0.9439	0.2124	6.5397	0.9312	0.9554	0.1959	6.7662	
408.0	448.0	1.0591	0.9873	0.1168	7.3443	1.0591	0.9873	0.1168	7.3443	
408.0	449.0	1.0349	0.9849	0.1247	7.3545	1.0349	0.9849	0.1247	7.3545	
408.0	453.0	1.1271	0.9702	0.1924	7.7153	1.1271	0.9702	0.1924	7.7153	
408.0	858.0	1.1496	0.9945	0.0829	8.1358	1.1496	0.9945	0.0829	8.1358	
408.0	859.0	1.1496	0.9945	0.0829	8.1358	1.1496	0.9945	0.0829	8.1358	
408.0	930.0	1.2414	0.9806	0.1698	8.8763	1.2575	0.9855	0.1484	8.9707	
408.0	931.0	1.2746	0.995	0.0878	9.025	1.2746	0.995	0.0878	9.025	
408.0	932.0	1.3441	0.9912	0.1231	9.2589	1.3441	0.9912	0.1231	9.2589	
408.0	933.0	1.3508	0.9797	0.1895	9.1964	1.3508	0.9797	0.1895	9.1964	
408.0	934.0	1.3296	0.9665	0.2411	9.025	1.3296	0.9665	0.2411	9.025	
408.0	935.0	1.3372	0.9657	0.2453	9.0672	1.3372	0.9657	0.2453	9.0672	
408.0	936.0	1.3578	0.9681	0.2399	9.2194	1.3578	0.9681	0.2399	9.2194	
408.0	937.0	1.3672	0.9758	0.2097	9.3342	1.3672	0.9758	0.2097	9.3342	
408.0	938.0	1.3781	0.9795	0.1938	9.4829	1.3781	0.9795	0.1938	9.4829	
408.0	939.0	1.4156	0.9869	0.1589	9.746	1.4156	0.9869	0.1589	9.746	
408.0	940.0	1.4394	0.9926	0.1211	9.9499	1.4394	0.9926	0.1211	9.9499	
408.0	941.0	1.4681	0.9848	0.1778	10.1406	1.4681	0.9848	0.1778	10.1406	
408.0	942.0	1.4256	0.9969	0.0768	9.9836	1.4256	0.9969	0.0768	9.9836	
408.0	943.0	1.4425	0.9976	0.0688	10.0851	1.4425	0.9976	0.0688	10.0851	
408.0	944.0	1.4378	0.9994	0.0354	10.0781	1.4378	0.9994	0.0354	10.0781	
408.0	945.0	1.4613	0.9958	0.0927	10.1692	1.4613	0.9958	0.0927	10.1692	
408.0	946.0	1.4662	0.9942	0.1095	10.1522	1.4662	0.9942	0.1095	10.1522	
408.0	998.0	1.1562	0.9846	0.141	8.2814	1.1562	0.9846	0.141	8.2814	
408.0	999.0	1.1501	0.9855	0.136	8.2382	1.1501	0.9855	0.136	8.2382	
409.0	106.0	1.0209	0.9987	0.0352	7.1228	1.0209	0.9987	0.0352	7.1228	
409.0	150.0	1.214	0.9904	0.1165	8.3699	1.214	0.9904	0.1165	8.3699	
409.0	360.0	0.8717	0.9806	0.1193	5.936	1.0166	0.9795	0.143	6.9124	
409.0	361.0	0.8685	0.9956	0.0561	6.1184	0.9828	0.9932	0.079	6.8423	
409.0	384.0	0.8675	0.9241	0.242	6.4232	0.9033	0.9383	0.2255	6.6497	
409.0	385.0	0.8421	0.9392	0.2087	6.2006	0.8813	0.9458	0.2053	6.4613	
409.0	858.0	1.141	0.9906	0.1079	8.1191	1.141	0.9906	0.1079	8.1191	
409.0	930.0	1.241	0.9868	0.1399	8.8463	1.2532	0.9901	0.1218	8.9181	
409.0	943.0	1.4127	0.9995	0.0306	9.9054	1.4127	0.9995	0.0306	9.9054	
409.0	999.0	1.1403	0.9832	0.1453	8.1802	1.1403	0.9832	0.1453	8.1802	
409.0	1000.0	1.1292	0.9849	0.1359	8.0967	1.1292	0.9849	0.1359	8.0967	
410.0	106.0	1.0225	0.9992	0.0275	7.1278	1.0225	0.9992	0.0275	7.1278	
410.0	150.0	1.2255	0.9948	0.0864	8.5026	1.2255	0.9948	0.0864	8.5026	
410.0	358.0	0	NaN	0	0	1.081	0.9035	0.344	7.0644	
410.0	385.0	0.87	0.9658	0.1595	6.3172	0.9092	0.968	0.161	6.5778	
410.0	386.0	0.8715	0.9923	0.0746	6.1865	0.9056	0.9825	0.1175	6.4508	
410.0	857.0	1.1673	0.9959	0.073	8.2468	1.1673	0.9959	0.073	8.2468	
410.0	858.0	1.1673	0.9959	0.073	8.2468	1.1673	0.9959	0.073	8.2468	
410.0	928.0	1.2414	0.9905	0.1181	8.7587	1.2414	0.9905	0.1181	8.7587	
410.0	929.0	1.229	0.9923	0.1053	8.7134	1.229	0.9923	0.1053	8.7134	
410.0	930.0	1.2977	0.9902	0.1259	8.9979	1.306	0.9915	0.1179	9.0466	
410.0	943.0	1.4142	0.9982	0.0587	9.846	1.4142	0.9982	0.0587	9.846	
410.0	1000.0	1.124	0.9838	0.1406	8.0664	1.124	0.9838	0.1406	8.0664	
410.0	1001.0	1.113	0.9879	0.1199	7.9633	1.113	0.9879	0.1199	7.9633	
411.0	106.0	1.0228	0.9986	0.0372	7.1269	1.0228	0.9986	0.0372	7.1269	
411.0	150.0	1.2121	0.9986	0.0434	8.5162	1.2121	0.9986	0.0434	8.5162	
411.0	355.0	0.2015	0.6306	0.1501	1.6364	1.0196	0.9602	0.202	6.8586	
411.0	356.0	0.2015	0.6306	0.1501	1.6364	1.002	0.9497	0.2245	6.7232	
411.0	857.0	1.1415	0.9896	0.1141	8.1474	1.1415	0.9896	0.1141	8.1474	
411.0	926.0	1.1803	0.9963	0.0698	8.3172	1.1803	0.9963	0.0698	8.3172	
411.0	927.0	1.1792	0.9914	0.107	8.3679	1.1792	0.9914	0.107	8.3679	
411.0	928.0	1.2171	0.9972	0.0632	8.5581	1.2171	0.9972	0.0632	8.5581	
411.0	943.0	1.4106	0.989	0.1446	9.7274	1.4106	0.989	0.1446	9.7274	
411.0	944.0	1.4139	0.9887	0.1472	9.7363	1.4139	0.9887	0.1472	9.7363	
411.0	1001.0	1.113	0.9879	0.1199	7.9633	1.113	0.9879	0.1199	7.9633	
411.0	1002.0	1.1242	0.9977	0.0531	7.9403	1.1242	0.9977	0.0531	7.9403	
412.0	106.0	1.0228	0.9986	0.0372	7.1269	1.0228	0.9986	0.0372	7.1269	
412.0	150.0	1.2034	0.9947	0.0858	8.532	1.2034	0.9947	0.0858	8.532	
412.0	151.0	1.1917	0.991	0.1104	8.495	1.1917	0.991	0.1104	8.495	
412.0	152.0	1.2484	0.9877	0.1354	8.7	1.2484	0.9877	0.1354	8.7	
412.0	153.0	1.2447	0.9874	0.1367	8.572	1.2447	0.9874	0.1367	8.572	
412.0	154.0	1.2023	0.9766	0.181	8.2273	1.2023	0.9766	0.181	8.2273	
412.0	155.0	1.1336	0.9314	0.2995	7.6986	1.1336	0.9314	0.2995	7.6986	
412.0	156.0	1.0644	0.8859	0.372	7.0737	1.0768	0.8802	0.3868	7.1466	
412.0	345.0	0.9275	0.9868	0.1046	6.3855	0.9275	0.9868	0.1046	6.3855	
412.0	346.0	0.8587	0.9651	0.159	6.2364	0.8587	0.9651	0.159	6.2364	
412.0	347.0	0.8714	0.9392	0.2158	6.3773	0.8823	0.9472	0.2028	6.4415	
412.0	350.0	0.8817	0.9258	0.243	6.4614	0.9507	0.9625	0.1826	6.8788	
412.0	351.0	0.8785	0.9581	0.1789	6.383	0.9656	0.9808	0.1316	6.9202	
412.0	352.0	0.8983	0.9923	0.0768	6.3543	1.0093	0.9967	0.0568	7.0619	
412.0	353.0	0.9263	0.979	0.1319	6.2968	1.0567	0.9808	0.1439	7.1961	
412.0	388.0	0	NaN	0	0	0.9892	0.8874	0.3431	6.422	
412.0	856.0	1.1338	0.9865	0.129	8.1147	1.1338	0.9865	0.129	8.1147	
412.0	857.0	1.1673	0.9959	0.073	8.2468	1.1673	0.9959	0.073	8.2468	
412.0	924.0	1.0731	0.9774	0.1587	7.5261	1.0731	0.9774	0.1587	7.5261	
412.0	925.0	1.0809	0.9806	0.1479	7.6973	1.0809	0.9806	0.1479	7.6973	
412.0	926.0	1.1333	0.9951	0.0774	8.0161	1.1333	0.9951	0.0774	8.0161	
412.0	944.0	1.3687	0.9752	0.2124	9.3934	1.3687	0.9752	0.2124	9.3934	
412.0	1002.0	1.1347	0.998	0.0496	8.002	1.1347	0.998	0.0496	8.002	
413.0	106.0	1.0673	0.9872	0.1182	7.3911	1.0673	0.9872	0.1182	7.3911	
413.0	149.0	1.2518	0.999	0.0381	8.7711	1.2518	0.999	0.0381	8.7711	
413.0	150.0	1.213	0.9934	0.0959	8.6215	1.213	0.9934	0.0959	8.6215	
413.0	347.0	0.8434	0.9166	0.2477	6.2607	0.8544	0.9252	0.2365	6.3249	
413.0	348.0	0.8473	0.8924	0.2865	6.3272	0.8778	0.9174	0.2564	6.5073	
413.0	349.0	0.8509	0.8882	0.2938	6.3547	0.8977	0.9241	0.2505	6.635	
413.0	350.0	0.8817	0.9258	0.243	6.4614	0.9507	0.9625	0.1826	6.8788	
413.0	855.0	1.1398	0.9893	0.1155	8.1414	1.1398	0.9893	0.1155	8.1414	
413.0	856.0	1.1398	0.9893	0.1155	8.1414	1.1398	0.9893	0.1155	8.1414	
413.0	923.0	1.0202	0.9664	0.1851	7.0272	1.0202	0.9664	0.1851	7.0272	
413.0	924.0	1.0252	0.979	0.1463	7.2321	1.0252	0.979	0.1463	7.2321	
413.0	944.0	1.3351	0.9723	0.2192	9.0888	1.3351	0.9723	0.2192	9.0888	
413.0	1002.0	1.1649	0.9976	0.0557	8.0727	1.1649	0.9976	0.0557	8.0727	
414.0	0.0	0.9086	0.9891	0.093	6.2446	0.9086	0.9891	0.093	6.2446	
414.0	1.0	0.8763	0.9791	0.1246	6.2974	0.8763	0.9791	0.1246	6.2974	
414.0	2.0	0.9153	0.9708	0.1545	6.6171	0.9153	0.9708	0.1545	6.6171	
414.0	106.0	1.1109	0.9843	0.1367	7.6569	1.1109	0.9843	0.1367	7.6569	
414.0	149.0	1.2305	0.9949	0.0855	8.7236	1.2305	0.9949	0.0855	8.7236	
414.0	348.0	0.8752	0.912	0.2647	6.4437	0.9057	0.9353	0.2319	6.6239	
414.0	854.0	1.1628	0.9938	0.0892	8.2288	1.1628	0.9938	0.0892	8.2288	
414.0	855.0	1.1292	0.9849	0.1359	8.0967	1.1292	0.9849	0.1359	8.0967	
414.0	944.0	1.2666	0.9716	0.2107	8.6404	1.2666	0.9716	0.2107	8.6404	
414.0	1002.0	1.154	0.9939	0.0877	7.959	1.154	0.9939	0.0877	7.959	
414.0	1060.0	0.787	0.9928	0.065	5.4078	0.787	0.9928	0.065	5.4078	
414.0	1061.0	0.7824	0.992	0.0685	5.5632	0.7824	0.992	0.0685	5.5632	
414.0	1062.0	0.8245	0.9872	0.0913	5.8889	0.8245	0.9872	0.0913	5.8889	
414.0	1063.0	0.8719	0.9881	0.0933	6.2057	0.8719	0.9881	0.0933	6.2057	
414.0	1064.0	0.9144	0.9916	0.082	6.4749	0.9144	0.9916	0.082	6.4749	
414.0	1065.0	0.949	0.9953	0.0632	6.6876	0.949	0.9953	0.0632	6.6876	
414.0	1066.0	0.9748	0.9981	0.0415	6.843	0.9748	0.9981	0.0415	6.843	
414.0	1067.0	0.9917	0.9996	0.02	6.9435	0.9917	0.9996	0.02	6.9435	
414.0	1068.0	1	1	0	6.9921	1	1	0	6.9921	
414.0	1069.0	1	1	0	6.9921	1	1	0	6.9921	
414.0	1070.0	1	1	0	6.9921	1	1	0	6.9921	
414.0	1071.0	1	1	0	6.9921	1	1	0	6.9921	
414.0	1072.0	1	1	0	6.9921	1	1	0	6.9921	
414.0	1073.0	1	1	0	6.9921	1	1	0	6.9921	
414.0	1074.0	1	1	0	6.9921	1	1	0	6.9921	
414.0	1075.0	1	1	0	6.9921	1	1	0	6.9921	
414.0	1076.0	1	1	0	6.9921	1	1	0	6.9921	
414.0	1077.0	1	1	0	6.9921	1	1	0	6.9921	
414.0	1078.0	1	1	0	6.9921	1	1	0	6.9921	
414.0	1079.0	1	1	0	6.9921	1	1	0	6.9921	
414.0	1080.0	0.9917	0.9996	0.02	6.9435	0.9917	0.9996	0.02	6.9435	
414.0	1081.0	0.9748	0.9981	0.0415	6.843	0.9748	0.9981	0.0415	6.843	
414.0	1082.0	0.949	0.9953	0.0632	6.6876	0.949	0.9953	0.0632	6.6876	
414.0	1083.0	0.9144	0.9916	0.082	6.4749	0.9144	0.9916	0.082	6.4749	
414.0	1084.0	0.8719	0.9881	0.0933	6.2057	0.8719	0.9881	0.0933	6.2057	
414.0	1085.0	0.8245	0.9872	0.0913	5.8889	0.8245	0.9872	0.0913	5.8889	
414.0	1086.0	0.7824	0.992	0.0685	5.5632	0.7824	0.992	0.0685	5.5632	
414.0	1087.0	0.787	0.9928	0.065	5.4078	0.787	0.9928	0.065	5.4078	
415.0	2.0	0.9153	0.9708	0.1545	6.6171	0.9153	0.9708	0.1545	6.6171	
415.0	3.0	0.9337	0.959	0.188	6.812	0.9337	0.959	0.188	6.812	
415.0	4.0	1.0066	0.9793	0.1424	7.2228	1.0066	0.9793	0.1424	7.2228	
415.0	106.0	1.1498	0.9855	0.136	7.904	1.1498	0.9855	0.136	7.904	
415.0	148.0	1.2575	0.9967	0.0707	8.8789	1.2575	0.9967	0.0707	8.8789	
415.0	149.0	1.2817	0.9989	0.0416	8.9741	1.2817	0.9989	0.0416	8.9741	
415.0	854.0	1.124	0.9838	0.1406	8.0664	1.124	0.9838	0.1406	8.0664	
415.0	944.0	1.1845	0.9768	0.1777	8.1562	1.1845	0.9768	0.1777	8.1562	
415.0	1002.0	1.1264	0.9915	0.1018	7.7752	1.1264	0.9915	0.1018	7.7752	
416.0	4.0	1.0066	0.9793	0.1424	7.2228	1.0066	0.9793	0.1424	7.2228	
416.0	5.0	1.0422	0.9845	0.1272	7.4456	1.0422	0.9845	0.1272	7.4456	
416.0	6.0	1.0735	0.9912	0.0987	7.6343	1.0735	0.9912	0.0987	7.6343	
416.0	7.0	1.0929	0.9944	0.08	7.7473	1.0929	0.9944	0.08	7.7473	
416.0	106.0	1.1758	0.9899	0.1154	8.0871	1.2041	0.9845	0.1471	8.2536	
416.0	147.0	1.2939	0.9976	0.0623	9.0752	1.2939	0.9976	0.0623	9.0752	
416.0	148.0	1.2715	0.9972	0.0659	8.965	1.2715	0.9972	0.0659	8.965	
416.0	853.0	1.1299	0.9875	0.1236	8.0822	1.1299	0.9875	0.1236	8.0822	
416.0	854.0	1.1578	0.993	0.0949	8.1987	1.1578	0.993	0.0949	8.1987	
416.0	944.0	1.0843	0.9806	0.1484	7.6157	1.0843	0.9806	0.1484	7.6157	
416.0	1002.0	1.0887	0.995	0.0748	7.5519	1.0887	0.995	0.0748	7.5519	
417.0	7.0	1.0929	0.9944	0.08	7.7473	1.0929	0.9944	0.08	7.7473	
417.0	8.0	1.0804	0.9863	0.1239	7.7147	1.0804	0.9863	0.1239	7.7147	
417.0	9.0	1.1102	0.9964	0.0647	7.8499	1.1102	0.9964	0.0647	7.8499	
417.0	106.0	1.2462	0.9877	0.1352	8.5539	1.2462	0.9877	0.1352	8.5539	
417.0	147.0	1.2709	0.9951	0.0864	8.9984	1.2709	0.9951	0.0864	8.9984	
417.0	852.0	1.1527	0.9941	0.0865	8.1586	1.1527	0.9941	0.0865	8.1586	
417.0	853.0	1.1248	0.9881	0.1201	8.042	1.1248	0.9881	0.1201	8.042	
417.0	944.0	1.0296	0.9933	0.0823	7.2916	1.0296	0.9933	0.0823	7.2916	
417.0	945.0	1.0296	0.9933	0.0823	7.2916	1.0296	0.9933	0.0823	7.2916	
417.0	1002.0	1.0374	0.9924	0.0883	7.2634	1.0374	0.9924	0.0883	7.2634	
418.0	9.0	1.1102	0.9964	0.0647	7.8499	1.1102	0.9964	0.0647	7.8499	
418.0	10.0	1.1086	0.9962	0.0662	7.8444	1.1086	0.9962	0.0662	7.8444	
418.0	11.0	1.1022	0.9954	0.0732	7.8083	1.1022	0.9954	0.0732	7.8083	
418.0	12.0	1.0965	0.9946	0.0788	7.7738	1.0965	0.9946	0.0788	7.7738	
418.0	106.0	1.2446	0.9921	0.1082	8.6406	1.2446	0.9921	0.1082	8.6406	
418.0	136.0	1.0153	0.9935	0.0799	7.2091	1.0153	0.9935	0.0799	7.2091	
418.0	137.0	1.0096	0.9931	0.0818	7.1715	1.0096	0.9931	0.0818	7.1715	
418.0	138.0	1.039	0.9974	0.0517	7.2806	1.039	0.9974	0.0517	7.2806	
418.0	139.0	1.0606	0.996	0.0657	7.3795	1.0606	0.996	0.0657	7.3795	
418.0	140.0	1.0979	0.9904	0.1052	7.5867	1.0979	0.9904	0.1052	7.5867	
418.0	141.0	1.1596	0.9767	0.1745	7.9504	1.1596	0.9767	0.1745	7.9504	
418.0	142.0	1.2425	0.9632	0.2366	8.456	1.2425	0.9632	0.2366	8.456	
418.0	143.0	1.3117	0.9695	0.2265	8.9066	1.3117	0.9695	0.2265	8.9066	
418.0	144.0	1.356	0.9812	0.1827	9.2455	1.356	0.9812	0.1827	9.2455	
418.0	145.0	1.3476	0.9902	0.1306	9.3208	1.3476	0.9902	0.1306	9.3208	
418.0	146.0	1.2743	0.9942	0.0947	9.0362	1.2743	0.9942	0.0947	9.0362	
418.0	147.0	1.2768	0.9964	0.0751	9.0235	1.2768	0.9964	0.0751	9.0235	
418.0	852.0	1.1176	0.9882	0.1187	7.9924	1.1228	0.989	0.1154	8.0227	
418.0	945.0	1.029	0.9942	0.0762	7.2906	1.029	0.9942	0.0762	7.2906	
418.0	1002.0	0.9647	0.9735	0.155	6.8671	0.9647	0.9735	0.155	6.8671	
419.0	12.0	1.0965	0.9946	0.0788	7.7738	1.0965	0.9946	0.0788	7.7738	
419.0	13.0	1.0579	0.9836	0.1329	7.5913	1.0579	0.9836	0.1329	7.5913	
419.0	14.0	1.0707	0.9884	0.1127	7.6308	1.0707	0.9884	0.1127	7.6308	
419.0	106.0	1.263	0.9962	0.0758	8.7903	1.263	0.9962	0.0758	8.7903	
419.0	107.0	1.2596	0.9986	0.0457	8.8063	1.2596	0.9986	0.0457	8.8063	
419.0	131.0	1.1153	0.9933	0.0892	7.8363	1.1153	0.9933	0.0892	7.8363	
419.0	132.0	1.1029	0.9947	0.0787	7.75	1.1029	0.9947	0.0787	7.75	
419.0	133.0	1.1184	0.9971	0.0584	7.7813	1.1184	0.9971	0.0584	7.7813	
419.0	134.0	1.0946	0.9964	0.0638	7.6359	1.0946	0.9964	0.0638	7.6359	
419.0	135.0	1.0262	0.9941	0.0771	7.2804	1.0328	0.9941	0.0773	7.3195	
419.0	136.0	1.0153	0.9935	0.0799	7.2091	1.0153	0.9935	0.0799	7.2091	
419.0	147.0	1.2715	0.9968	0.0698	8.9874	1.2715	0.9968	0.0698	8.9874	
419.0	148.0	1.2981	0.9985	0.049	9.0661	1.2981	0.9985	0.049	9.0661	
419.0	851.0	1.1325	0.9936	0.0885	8.0249	1.1624	0.9955	0.0757	8.2012	
419.0	852.0	1.1325	0.9936	0.0885	8.0249	1.1528	0.9951	0.0785	8.144	
419.0	945.0	1.0622	0.9976	0.051	7.4307	1.0622	0.9976	0.051	7.4307	
419.0	1002.0	0.8448	0.9318	0.2225	6.2396	0.8448	0.9318	0.2225	6.2396	
420.0	14.0	1.0707	0.9884	0.1127	7.6308	1.0707	0.9884	0.1127	7.6308	
420.0	15.0	1.0383	0.9815	0.1389	7.4633	1.0383	0.9815	0.1389	7.4633	
420.0	16.0	1.0538	0.9928	0.0872	7.4932	1.0538	0.9928	0.0872	7.4932	
420.0	107.0	1.2444	0.9958	0.0783	8.7866	1.2444	0.9958	0.0783	8.7866	
420.0	127.0	1.0937	0.9895	0.1097	7.7735	1.0937	0.9895	0.1097	7.7735	
420.0	128.0	1.1	0.9871	0.1222	7.82	1.1	0.9871	0.1222	7.82	
420.0	129.0	1.1417	0.9849	0.1377	8.0047	1.1417	0.9849	0.1377	8.0047	
420.0	130.0	1.1178	0.9942	0.0831	7.8844	1.1178	0.9942	0.0831	7.8844	
420.0	131.0	1.1153	0.9933	0.0892	7.8363	1.1153	0.9933	0.0892	7.8363	
420.0	148.0	1.2498	0.9955	0.0821	8.8306	1.2498	0.9955	0.0821	8.8306	
420.0	851.0	1.1609	0.987	0.1296	8.2117	1.1609	0.987	0.1296	8.2117	
420.0	945.0	1.0642	0.9945	0.0772	7.4283	1.0642	0.9945	0.0772	7.4283	
420.0	1001.0	0.8631	0.9753	0.1338	6.1815	0.8631	0.9753	0.1338	6.1815	
420.0	1002.0	0.7992	0.9269	0.2185	5.9147	0.7992	0.9269	0.2185	5.9147	
420.0	1003.0	0.8271	0.9593	0.1658	6.0313	0.8271	0.9593	0.1658	6.0313	
421.0	16.0	1.0538	0.9928	0.0872	7.4932	1.0538	0.9928	0.0872	7.4932	
421.0	17.0	1.0513	0.9952	0.0709	7.4479	1.0513	0.9952	0.0709	7.4479	
421.0	18.0	1.0751	0.9981	0.0461	7.5096	1.0751	0.9981	0.0461	7.5096	
421.0	19.0	1.0738	0.9984	0.0415	7.465	1.0738	0.9984	0.0415	7.465	
421.0	20.0	1.0677	0.9975	0.052	7.4095	1.0677	0.9975	0.052	7.4095	
421.0	21.0	1.0569	0.9969	0.0571	7.3363	1.0569	0.9969	0.0571	7.3363	
421.0	22.0	1.0573	0.9955	0.0692	7.3354	1.0573	0.9955	0.0692	7.3354	
421.0	23.0	1.0569	0.9969	0.0571	7.3363	1.0569	0.9969	0.0571	7.3363	
421.0	24.0	1.0677	0.9975	0.052	7.4095	1.0677	0.9975	0.052	7.4095	
421.0	25.0	1.0738	0.9984	0.0415	7.465	1.0738	0.9984	0.0415	7.465	
421.0	26.0	1.0817	0.9984	0.0423	7.5487	1.0817	0.9984	0.0423	7.5487	
421.0	27.0	1.064	0.9961	0.0648	7.5234	1.064	0.9961	0.0648	7.5234	
421.0	28.0	1.078	0.9952	0.0727	7.6386	1.078	0.9952	0.0727	7.6386	
421.0	107.0	1.2736	0.9961	0.0772	8.9419	1.2736	0.9961	0.0772	8.9419	
421.0	108.0	1.2387	0.9927	0.1032	8.8043	1.2387	0.9927	0.1032	8.8043	
421.0	109.0	1.3047	0.9874	0.1435	9.0734	1.3047	0.9874	0.1435	9.0734	
421.0	110.0	1.3287	0.9817	0.1764	9.0986	1.3287	0.9817	0.1764	9.0986	
421.0	111.0	1.3072	0.972	0.2159	8.8944	1.3072	0.972	0.2159	8.8944	
421.0	112.0	1.2568	0.963	0.2399	8.5491	1.2568	0.963	0.2399	8.5491	
421.0	113.0	1.1894	0.9598	0.237	8.1232	1.1894	0.9598	0.237	8.1232	
421.0	114.0	1.1053	0.972	0.1825	7.6145	1.1053	0.972	0.1825	7.6145	
