"modelid","ntree.int","mtry.int","nodesize.int","trainfrac","traindur","rf_rmse","train_adj_r2","test_adj_r2"
"PC-RF-345",193,8,2,0.65,0.0718159675598145,0.23,0.995,0.963
"PC-RF-346",155,10,6,0.3,0.0171411037445068,0.29,0.991,0.956
"PC-RF-347",213,4,7,0.7,0.0335769653320312,0.35,0.986,0.926
"PC-RF-348",259,7,7,0.6,0.0520579814910889,0.26,0.992,0.949
"PC-RF-349",165,6,9,0.55,0.0244050025939941,0.31,0.986,0.891
"PC-RF-350",77,5,4,0.65,0.0163600444793701,0.33,0.99,0.873
"PC-RF-351",225,4,8,0.65,0.0325398445129395,0.36,0.983,0.927
"PC-RF-352",74,9,3,0.4,0.0135889053344727,0.26,0.993,0.956
"PC-RF-353",88,6,6,0.55,0.0154259204864502,0.32,0.988,0.958
"PC-RF-354",138,5,3,0.45,0.0201239585876465,0.37,0.987,0.893
"PC-RF-355",110,12,2,0.3,0.021867036819458,0.27,0.994,0.97
"PC-RF-356",264,8,9,0.65,0.0583570003509521,0.24,0.992,0.964
"PC-RF-357",184,7,6,0.5,0.0329380035400391,0.27,0.993,0.943
"PC-RF-358",110,8,1,0.45,0.0246829986572266,0.26,0.994,0.942
"PC-RF-359",18,10,3,0.3,0.0038459300994873,0.39,0.981,0.921
"PC-RF-360",176,12,7,0.55,0.0463109016418457,0.18,0.996,0.985
"PC-RF-361",253,10,1,0.5,0.0731501579284668,0.23,0.996,0.977
"PC-RF-362",66,7,2,0.55,0.0174789428710938,0.32,0.992,0.955
"PC-RF-363",101,5,9,0.5,0.0116150379180908,0.38,0.98,0.902
"PC-RF-364",295,9,7,0.55,0.0658650398254395,0.22,0.994,0.964
"PC-RF-365",276,8,9,0.7,0.0703580379486084,0.21,0.994,0.969
"PC-RF-366",109,7,2,0.55,0.028810977935791,0.28,0.993,0.959
"PC-RF-367",299,5,5,0.6,0.0512669086456299,0.32,0.99,0.957
"PC-RF-368",291,4,9,0.65,0.0396988391876221,0.35,0.981,0.89
"PC-RF-369",81,8,1,0.3,0.0110349655151367,0.33,0.992,0.927
"PC-RF-370",203,10,4,0.5,0.0514330863952637,0.2,0.996,0.97
"PC-RF-371",19,11,7,0.6,0.00731706619262695,0.25,0.992,0.976
"PC-RF-372",263,5,1,0.35,0.0306499004364014,0.37,0.989,0.878
"PC-RF-373",230,10,2,0.7,0.0968458652496338,0.18,0.997,0.979
"PC-RF-374",170,8,2,0.55,0.0465788841247559,0.25,0.994,0.954
"PC-RF-375",250,4,1,0.5,0.0473229885101318,0.34,0.99,0.877
"PC-RF-376",185,11,5,0.65,0.0780198574066162,0.15,0.997,0.988
"PC-RF-377",124,11,3,0.3,0.0185589790344238,0.27,0.994,0.968
"PC-RF-378",92,4,3,0.7,0.019981861114502,0.36,0.987,0.932
"PC-RF-379",82,6,5,0.4,0.0100820064544678,0.34,0.987,0.938
"PC-RF-380",262,6,6,0.3,0.0232658386230469,0.4,0.984,0.902
"PC-RF-381",176,11,6,0.45,0.0366189479827881,0.21,0.994,0.977
"PC-RF-382",202,10,5,0.7,0.0689239501953125,0.18,0.997,0.984
"PC-RF-383",45,5,2,0.4,0.00643610954284668,0.37,0.986,0.85
"PC-RF-384",24,10,2,0.7,0.0131621360778809,0.26,0.993,0.964
"PC-RF-385",50,9,1,0.65,0.0203869342803955,0.19,0.997,0.96
"PC-RF-386",291,6,2,0.45,0.053239107131958,0.3,0.994,0.948
"PC-RF-387",273,7,3,0.45,0.0500080585479736,0.3,0.993,0.945
"PC-RF-388",166,12,6,0.7,0.0669841766357422,0.14,0.998,0.981
"PC-RF-389",159,12,3,0.4,0.033560037612915,0.19,0.996,0.972
"PC-RF-390",197,10,1,0.55,0.0660948753356934,0.22,0.995,0.976
"PC-RF-391",181,9,8,0.4,0.0265381336212158,0.24,0.994,0.954
"PC-RF-392",138,10,7,0.65,0.0453178882598877,0.17,0.996,0.965
"PC-RF-393",106,7,8,0.35,0.0103449821472168,0.3,0.988,0.921
"PC-RF-394",77,10,2,0.65,0.03078293800354,0.19,0.996,0.953
"PC-RF-395",120,5,6,0.55,0.0176310539245605,0.3,0.989,0.898
"PC-RF-396",72,9,2,0.35,0.0164699554443359,0.3,0.992,0.934
"PC-RF-397",259,10,7,0.55,0.0650808811187744,0.2,0.994,0.956
"PC-RF-398",276,7,5,0.65,0.0709211826324463,0.25,0.994,0.97
"PC-RF-399",54,12,9,0.45,0.0155019760131836,0.21,0.993,0.969
"PC-RF-400",186,4,1,0.55,0.0329079627990723,0.36,0.991,0.917
"PC-RF-401",198,8,9,0.6,0.0444679260253906,0.24,0.991,0.968
"PC-RF-402",57,4,3,0.6,0.0119161605834961,0.36,0.99,0.911
"PC-RF-403",116,11,7,0.65,0.0358180999755859,0.18,0.996,0.977
"PC-RF-404",69,5,1,0.4,0.0118410587310791,0.4,0.985,0.807
"PC-RF-405",145,4,2,0.35,0.0150938034057617,0.45,0.986,0.93
"PC-RF-406",199,6,1,0.7,0.0632209777832031,0.27,0.994,0.94
"PC-RF-407",162,9,2,0.7,0.0628559589385986,0.21,0.996,0.98
"PC-RF-408",105,6,9,0.4,0.0108740329742432,0.34,0.981,0.908
"PC-RF-409",157,8,1,0.7,0.0604710578918457,0.2,0.997,0.965
"PC-RF-410",48,12,6,0.3,0.00736808776855469,0.27,0.99,0.958
"PC-RF-411",145,11,1,0.55,0.0535759925842285,0.19,0.997,0.977
"PC-RF-412",112,11,5,0.3,0.0174281597137451,0.32,0.989,0.97
"PC-RF-413",273,11,6,0.35,0.041532039642334,0.24,0.992,0.96
"PC-RF-414",112,7,6,0.65,0.0258939266204834,0.2,0.995,0.964
"PC-RF-415",120,7,8,0.6,0.0242190361022949,0.28,0.99,0.949
"PC-RF-416",18,4,8,0.45,0.00301194190979004,0.42,0.963,0.782
"PC-RF-417",20,6,3,0.5,0.00513100624084473,0.34,0.985,0.893
"PC-RF-418",25,10,5,0.6,0.00841903686523438,0.23,0.993,0.975
"PC-RF-419",156,10,5,0.65,0.0500729084014893,0.19,0.996,0.977
"PC-RF-420",41,5,7,0.55,0.00680112838745117,0.31,0.989,0.93
"PC-RF-421",186,12,3,0.65,0.0754389762878418,0.16,0.998,0.982
"PC-RF-422",91,12,7,0.3,0.0107748508453369,0.25,0.991,0.958
"PC-RF-423",147,10,4,0.35,0.0216569900512695,0.28,0.992,0.952
"PC-RF-424",133,7,3,0.7,0.043306827545166,0.23,0.995,0.937
"PC-RF-425",79,8,2,0.55,0.0206449031829834,0.28,0.993,0.963
"PC-RF-426",216,4,3,0.35,0.0526180267333984,0.41,0.983,0.857
"PC-RF-427",136,10,1,0.6,0.0497009754180908,0.17,0.997,0.97
"PC-RF-428",184,11,7,0.6,0.0508990287780762,0.19,0.995,0.975
"PC-RF-429",124,9,6,0.7,0.0372920036315918,0.22,0.994,0.973
"PC-RF-430",179,5,1,0.4,0.0245211124420166,0.38,0.988,0.879
"PC-RF-431",103,5,7,0.5,0.0121500492095947,0.35,0.985,0.917
"PC-RF-432",265,8,1,0.3,0.0352301597595215,0.36,0.991,0.94
"PC-RF-433",108,4,7,0.45,0.00982093811035156,0.44,0.977,0.914
"PC-RF-434",14,6,7,0.35,0.00221586227416992,0.52,0.945,0.821
"PC-RF-435",108,4,3,0.5,0.0142920017242432,0.41,0.985,0.889
"PC-RF-436",183,10,7,0.55,0.0440950393676758,0.18,0.996,0.974
"PC-RF-437",117,11,3,0.5,0.0316939353942871,0.2,0.996,0.972
"PC-RF-438",32,12,8,0.5,0.00837397575378418,0.2,0.992,0.983
"PC-RF-439",90,5,9,0.45,0.0098869800567627,0.35,0.982,0.938
"PC-RF-440",127,6,9,0.7,0.0267739295959473,0.27,0.989,0.943
"PC-RF-441",117,11,9,0.65,0.0359599590301514,0.19,0.994,0.979
"PC-RF-442",29,5,8,0.55,0.00512003898620605,0.42,0.981,0.898
"PC-RF-443",36,4,4,0.4,0.00448083877563477,0.46,0.979,0.864
"PC-RF-444",162,9,2,0.7,0.0655510425567627,0.19,0.997,0.977
"PC-RF-445",300,12,3,0.3,0.0463869571685791,0.26,0.994,0.96
"PC-RF-446",216,7,9,0.3,0.0156009197235107,0.33,0.984,0.866
"PC-RF-447",134,12,9,0.45,0.0283939838409424,0.21,0.992,0.98
"PC-RF-448",23,10,4,0.65,0.00869011878967285,0.21,0.995,0.976
"PC-RF-449",257,12,3,0.7,0.132550954818726,0.14,0.998,0.969
"PC-RF-450",113,5,4,0.5,0.0171048641204834,0.33,0.989,0.868
"PC-RF-451",109,6,3,0.6,0.0229020118713379,0.3,0.991,0.865
"PC-RF-452",195,5,9,0.5,0.0213282108306885,0.36,0.979,0.904
"PC-RF-453",117,4,8,0.35,0.00764012336730957,0.47,0.968,0.874
"PC-RF-454",223,9,4,0.55,0.0537581443786621,0.23,0.994,0.971
"PC-RF-455",218,12,1,0.6,0.091494083404541,0.16,0.998,0.983
"PC-RF-456",111,8,2,0.3,0.013253927230835,0.36,0.985,0.938
"PC-RF-457",121,4,6,0.4,0.0111470222473145,0.47,0.976,0.849
"PC-RF-458",276,8,9,0.7,0.0708379745483398,0.22,0.994,0.963
"PC-RF-459",14,12,1,0.3,0.00346183776855469,0.38,0.989,0.944
"PC-RF-460",240,5,8,0.3,0.0136830806732178,0.4,0.979,0.85
"PC-RF-461",106,12,1,0.5,0.0347409248352051,0.19,0.997,0.985
"PC-RF-462",267,12,5,0.35,0.0451970100402832,0.22,0.994,0.967
"PC-RF-463",30,12,7,0.65,0.0107619762420654,0.16,0.995,0.959
"PC-RF-464",252,8,4,0.35,0.0366828441619873,0.28,0.992,0.935
"PC-RF-465",247,5,3,0.55,0.0430548191070557,0.33,0.991,0.92
"PC-RF-466",245,12,9,0.7,0.0840890407562256,0.16,0.996,0.987
"PC-RF-467",121,12,1,0.45,0.0386600494384766,0.18,0.997,0.958
"PC-RF-468",127,4,8,0.3,0.00925207138061523,0.51,0.967,0.846
"PC-RF-469",212,4,7,0.45,0.0217099189758301,0.42,0.977,0.82
"PC-RF-470",273,5,1,0.6,0.0987858772277832,0.32,0.993,0.938
"PC-RF-471",235,4,4,0.3,0.0181968212127686,0.45,0.981,0.865
"PC-RF-472",140,12,5,0.7,0.0548858642578125,0.13,0.998,0.988
"PC-RF-473",120,12,3,0.5,0.0366971492767334,0.18,0.997,0.978
"PC-RF-474",103,10,8,0.7,0.0323019027709961,0.18,0.996,0.975
"PC-RF-475",53,9,5,0.5,0.0116879940032959,0.23,0.994,0.96
"PC-RF-476",49,4,6,0.55,0.00671887397766113,0.41,0.98,0.879
"PC-RF-477",250,12,3,0.4,0.0527770519256592,0.19,0.996,0.964
"PC-RF-478",45,8,9,0.45,0.00826120376586914,0.3,0.988,0.929
"PC-RF-479",259,4,5,0.55,0.034351110458374,0.35,0.988,0.939
"PC-RF-480",147,5,3,0.65,0.0331590175628662,0.3,0.993,0.937
"PC-RF-481",186,8,8,0.3,0.0149641036987305,0.3,0.985,0.916
"PC-RF-482",62,11,4,0.7,0.0249991416931152,0.19,0.997,0.98
"PC-RF-483",110,7,9,0.35,0.0117650032043457,0.43,0.978,0.929
"PC-RF-484",195,10,5,0.55,0.0488641262054443,0.18,0.997,0.977
"PC-RF-485",86,9,1,0.35,0.0179300308227539,0.35,0.99,0.943
"PC-RF-486",173,12,3,0.45,0.0455341339111328,0.18,0.996,0.978
"PC-RF-487",50,9,6,0.45,0.0101079940795898,0.26,0.992,0.958
"PC-RF-488",129,5,2,0.6,0.0266070365905762,0.31,0.992,0.917
"PC-RF-489",135,9,5,0.6,0.0352818965911865,0.22,0.994,0.93
"PC-RF-490",201,8,2,0.45,0.0415849685668945,0.27,0.995,0.958
"PC-RF-491",112,5,3,0.35,0.011911153793335,0.42,0.985,0.9
"PC-RF-492",84,6,3,0.4,0.0120809078216553,0.35,0.987,0.904
"PC-RF-493",160,5,8,0.35,0.0121209621429443,0.43,0.975,0.89
"PC-RF-494",162,10,1,0.4,0.0343348979949951,0.26,0.993,0.979
"PC-RF-495",282,8,1,0.45,0.0609760284423828,0.26,0.995,0.965
"PC-RF-496",48,9,4,0.6,0.0130209922790527,0.21,0.995,0.973
"PC-RF-497",132,6,2,0.5,0.0232019424438477,0.32,0.991,0.919
"PC-RF-498",116,7,5,0.65,0.0306258201599121,0.26,0.992,0.961
"PC-RF-499",46,7,4,0.65,0.0126910209655762,0.26,0.993,0.942
"PC-RF-500",22,12,7,0.65,0.00941920280456543,0.24,0.992,0.979
"PC-RF-501",223,7,6,0.3,0.0187201499938965,0.35,0.986,0.942
"PC-RF-502",172,9,9,0.65,0.0446391105651855,0.2,0.994,0.958
"PC-RF-503",90,4,7,0.4,0.00773096084594727,0.39,0.981,0.879
"PC-RF-504",18,8,8,0.45,0.00378799438476562,0.31,0.984,0.943
"PC-RF-505",99,9,9,0.3,0.0116369724273682,0.36,0.985,0.937
"PC-RF-506",252,10,7,0.4,0.035438060760498,0.22,0.993,0.961
"PC-RF-507",226,7,3,0.6,0.0565938949584961,0.26,0.994,0.942
"PC-RF-508",170,4,7,0.65,0.0268380641937256,0.32,0.987,0.938
"PC-RF-509",170,9,6,0.6,0.0419330596923828,0.22,0.995,0.973
"PC-RF-510",190,10,8,0.35,0.0240240097045898,0.26,0.99,0.938
"PC-RF-511",285,11,2,0.4,0.0636849403381348,0.21,0.996,0.964
"PC-RF-512",293,6,4,0.65,0.0687909126281738,0.26,0.994,0.954
"PC-RF-513",137,12,2,0.4,0.0324630737304688,0.19,0.996,0.97
"PC-RF-514",169,4,2,0.7,0.0396749973297119,0.34,0.991,0.878
"PC-RF-515",85,11,6,0.55,0.0220270156860352,0.21,0.994,0.971
"PC-RF-516",138,12,3,0.45,0.0345509052276611,0.21,0.995,0.967
"PC-RF-517",72,9,8,0.55,0.0150940418243408,0.23,0.992,0.966
"PC-RF-518",282,8,4,0.45,0.0496830940246582,0.27,0.993,0.968
"PC-RF-519",274,6,8,0.5,0.0388851165771484,0.3,0.987,0.933
"PC-RF-520",92,12,4,0.65,0.0353150367736816,0.13,0.998,0.982
"PC-RF-521",69,7,4,0.6,0.0172049999237061,0.27,0.992,0.937
"PC-RF-522",295,11,3,0.45,0.0683169364929199,0.23,0.995,0.967
"PC-RF-523",107,9,4,0.6,0.029026985168457,0.21,0.995,0.963
"PC-RF-524",30,9,5,0.35,0.00527596473693848,0.3,0.988,0.94
"PC-RF-525",212,8,9,0.65,0.0464911460876465,0.22,0.993,0.955
"PC-RF-526",253,8,8,0.55,0.0544149875640869,0.26,0.99,0.965
"PC-RF-527",209,6,8,0.4,0.0208699703216553,0.36,0.984,0.95
"PC-RF-528",13,6,1,0.65,0.00599503517150879,0.43,0.977,0.91
"PC-RF-529",49,6,8,0.65,0.0099029541015625,0.31,0.984,0.921
"PC-RF-530",136,7,1,0.7,0.046483039855957,0.25,0.995,0.969
"PC-RF-531",190,10,6,0.6,0.0515811443328857,0.18,0.996,0.966
"PC-RF-532",244,5,5,0.4,0.0242738723754883,0.38,0.985,0.906
"PC-RF-533",119,4,7,0.6,0.0154509544372559,0.37,0.984,0.918
"PC-RF-534",85,12,5,0.65,0.0331790447235107,0.18,0.997,0.984
"PC-RF-535",240,7,1,0.6,0.0704090595245361,0.26,0.995,0.973
"PC-RF-536",227,9,6,0.7,0.069612979888916,0.21,0.995,0.975
"PC-RF-537",41,10,5,0.6,0.0122871398925781,0.23,0.994,0.975
"PC-RF-538",258,4,1,0.65,0.0572230815887451,0.33,0.992,0.933
"PC-RF-539",135,12,8,0.4,0.0240581035614014,0.21,0.993,0.977
"PC-RF-540",200,6,1,0.45,0.0352590084075928,0.3,0.993,0.909
"PC-RF-541",14,11,2,0.55,0.00660300254821777,0.28,0.989,0.956
"PC-RF-542",44,9,5,0.45,0.00865817070007324,0.3,0.991,0.96
"PC-RF-543",279,10,8,0.55,0.0635349750518799,0.2,0.994,0.971
"PC-RF-544",92,4,5,0.3,0.00749492645263672,0.45,0.983,0.856
"PC-RF-545",39,9,1,0.65,0.0159981250762939,0.23,0.993,0.974
"PC-RF-546",236,9,1,0.35,0.0422868728637695,0.26,0.994,0.928
"PC-RF-547",15,11,4,0.3,0.00291204452514648,0.25,0.991,0.949
"PC-RF-548",193,7,1,0.65,0.0618360042572021,0.26,0.995,0.968
"PC-RF-549",155,6,1,0.4,0.0249998569488525,0.32,0.991,0.874
"PC-RF-550",67,11,7,0.6,0.0233728885650635,0.17,0.996,0.975
"PC-RF-551",296,5,3,0.3,0.0248479843139648,0.46,0.983,0.853
"PC-RF-552",189,9,1,0.45,0.0452349185943604,0.26,0.995,0.961
"PC-RF-553",259,5,7,0.45,0.027656078338623,0.35,0.986,0.911
"PC-RF-554",193,4,4,0.3,0.0477709770202637,0.45,0.984,0.862
"PC-RF-555",199,12,2,0.7,0.100255966186523,0.14,0.998,0.982
"PC-RF-556",277,10,8,0.7,0.0874960422515869,0.19,0.995,0.983
"PC-RF-557",288,7,8,0.5,0.044529914855957,0.33,0.986,0.941
"PC-RF-558",104,10,6,0.65,0.0360050201416016,0.19,0.996,0.981
"PC-RF-559",118,10,7,0.5,0.0235030651092529,0.2,0.994,0.955
"PC-RF-560",134,11,6,0.65,0.0458109378814697,0.18,0.996,0.982
"PC-RF-561",65,7,1,0.35,0.0112509727478027,0.37,0.988,0.888
"PC-RF-562",235,7,2,0.35,0.0303981304168701,0.33,0.991,0.947
"PC-RF-563",103,10,8,0.35,0.0124449729919434,0.26,0.992,0.964
"PC-RF-564",23,7,7,0.3,0.00275301933288574,0.45,0.967,0.895
"PC-RF-565",216,6,2,0.55,0.0479750633239746,0.27,0.994,0.929
"PC-RF-566",174,6,6,0.6,0.0331330299377441,0.29,0.991,0.97
"PC-RF-567",162,8,7,0.55,0.0335788726806641,0.25,0.993,0.968
"PC-RF-568",169,10,8,0.3,0.01767897605896,0.27,0.991,0.954
"PC-RF-569",44,10,5,0.3,0.00615715980529785,0.35,0.985,0.95
"PC-RF-570",126,11,6,0.5,0.0287909507751465,0.21,0.995,0.984
"PC-RF-571",157,9,3,0.7,0.0546131134033203,0.2,0.996,0.973
"PC-RF-572",153,11,5,0.55,0.0408458709716797,0.19,0.996,0.974
"PC-RF-573",102,8,9,0.6,0.0224790573120117,0.26,0.991,0.949
"PC-RF-574",246,12,3,0.7,0.114648103713989,0.14,0.998,0.98
"PC-RF-575",256,11,3,0.5,0.0674400329589844,0.19,0.997,0.959
"PC-RF-576",287,5,1,0.45,0.046842098236084,0.35,0.992,0.911
"PC-RF-577",169,6,2,0.65,0.044701099395752,0.29,0.993,0.939
"PC-RF-578",20,8,8,0.55,0.00734114646911621,0.29,0.987,0.961
"PC-RF-579",178,12,8,0.7,0.0650560855865479,0.16,0.996,0.978
"PC-RF-580",163,11,4,0.3,0.0216031074523926,0.25,0.994,0.958
"PC-RF-581",203,8,3,0.7,0.0670208930969238,0.22,0.995,0.957
"PC-RF-582",176,7,6,0.3,0.0145220756530762,0.38,0.984,0.919
"PC-RF-583",102,10,3,0.6,0.0338258743286133,0.18,0.997,0.987
"PC-RF-584",77,12,5,0.4,0.0196189880371094,0.28,0.991,0.975
"PC-RF-585",78,6,9,0.3,0.0072021484375,0.38,0.977,0.924
"PC-RF-586",183,12,3,0.55,0.0580739974975586,0.16,0.997,0.978
"PC-RF-587",247,5,2,0.7,0.067047119140625,0.33,0.992,0.952
"PC-RF-588",198,6,9,0.35,0.0175440311431885,0.4,0.978,0.926
"PC-RF-589",176,10,2,0.6,0.0630550384521484,0.19,0.997,0.974
"PC-RF-590",88,9,9,0.45,0.0157520771026611,0.27,0.989,0.943
"PC-RF-591",181,9,6,0.3,0.0209619998931885,0.28,0.992,0.943
"PC-RF-592",104,9,9,0.6,0.0263941287994385,0.24,0.992,0.975
"PC-RF-593",234,4,1,0.55,0.0900890827178955,0.38,0.988,0.912
"PC-RF-594",88,12,2,0.7,0.0442469120025635,0.16,0.997,0.991
"PC-RF-595",124,8,1,0.6,0.0445930957794189,0.22,0.996,0.977
"PC-RF-596",289,6,8,0.45,0.0357379913330078,0.32,0.986,0.917
"PC-RF-597",122,5,3,0.3,0.0105230808258057,0.44,0.986,0.889
"PC-RF-598",66,9,4,0.35,0.0109729766845703,0.3,0.991,0.925
"PC-RF-599",212,4,6,0.5,0.0258529186248779,0.39,0.985,0.922
"PC-RF-600",300,4,2,0.6,0.0534799098968506,0.38,0.99,0.889
"PC-RF-601",259,5,1,0.7,0.0769450664520264,0.29,0.994,0.957
"PC-RF-602",16,11,3,0.35,0.00467109680175781,0.3,0.991,0.935
"PC-RF-603",138,4,6,0.45,0.0162639617919922,0.38,0.983,0.813
"PC-RF-604",31,8,7,0.7,0.00943684577941895,0.27,0.991,0.969
"PC-RF-605",108,7,3,0.5,0.0252258777618408,0.3,0.992,0.947
"PC-RF-606",42,10,7,0.7,0.0141191482543945,0.18,0.996,0.984
"PC-RF-607",182,7,4,0.65,0.0470130443572998,0.24,0.994,0.953
"PC-RF-608",212,12,7,0.5,0.0485351085662842,0.19,0.995,0.975
"PC-RF-609",192,4,9,0.3,0.0107719898223877,0.46,0.971,0.868
"PC-RF-610",283,7,7,0.3,0.0241820812225342,0.38,0.983,0.94
"PC-RF-611",233,9,7,0.6,0.0588419437408447,0.23,0.993,0.974
"PC-RF-612",151,8,7,0.4,0.0206658840179443,0.32,0.987,0.95
"PC-RF-613",272,4,2,0.3,0.0208029747009277,0.46,0.985,0.907
"PC-RF-614",55,7,3,0.6,0.0145359039306641,0.3,0.992,0.969
"PC-RF-615",130,4,5,0.55,0.019658088684082,0.34,0.988,0.916
"PC-RF-616",159,5,9,0.3,0.0097649097442627,0.44,0.975,0.87
"PC-RF-617",275,9,4,0.35,0.0405318737030029,0.24,0.995,0.944
"PC-RF-618",94,8,5,0.55,0.0230081081390381,0.25,0.994,0.978
"PC-RF-619",116,7,2,0.4,0.0227959156036377,0.34,0.992,0.945
"PC-RF-620",28,10,3,0.65,0.0123600959777832,0.25,0.994,0.976
"PC-RF-621",278,12,2,0.7,0.145218133926392,0.15,0.998,0.983
"PC-RF-622",66,5,4,0.65,0.0139930248260498,0.35,0.988,0.955
"PC-RF-623",113,7,6,0.55,0.0231778621673584,0.28,0.991,0.96
"PC-RF-624",229,7,1,0.65,0.0786828994750977,0.25,0.995,0.937
"PC-RF-625",55,11,4,0.65,0.0211009979248047,0.17,0.996,0.966
"PC-RF-626",299,8,5,0.35,0.035789966583252,0.3,0.992,0.951
"PC-RF-627",213,7,4,0.35,0.02587890625,0.33,0.992,0.941
"PC-RF-628",249,9,9,0.45,0.0372428894042969,0.26,0.991,0.959
"PC-RF-629",34,11,3,0.5,0.0113508701324463,0.22,0.994,0.977
"PC-RF-630",52,8,9,0.5,0.00945401191711426,0.27,0.988,0.959
"PC-RF-631",133,4,3,0.35,0.0133681297302246,0.45,0.982,0.889
"PC-RF-632",241,4,8,0.5,0.0250389575958252,0.41,0.982,0.925
"PC-RF-633",242,12,2,0.5,0.11128306388855,0.21,0.996,0.987
"PC-RF-634",229,7,8,0.5,0.0365900993347168,0.29,0.991,0.949
"PC-RF-635",180,12,1,0.3,0.0324769020080566,0.24,0.995,0.951
"PC-RF-636",195,4,8,0.45,0.0176200866699219,0.43,0.976,0.898
"PC-RF-637",233,11,9,0.35,0.0304200649261475,0.25,0.99,0.976
"PC-RF-638",71,5,1,0.45,0.0121550559997559,0.28,0.993,0.903
"PC-RF-639",72,7,3,0.4,0.0107698440551758,0.32,0.991,0.951
"PC-RF-640",285,7,4,0.45,0.0507419109344482,0.27,0.993,0.954
"PC-RF-641",123,8,2,0.35,0.0198171138763428,0.35,0.991,0.952
"PC-RF-642",197,10,3,0.7,0.0799908638000488,0.19,0.997,0.987
"PC-RF-643",229,6,8,0.45,0.0282449722290039,0.37,0.983,0.95
"PC-RF-644",61,10,6,0.45,0.0144181251525879,0.27,0.992,0.964
"PC-RF-645",179,4,1,0.35,0.0197689533233643,0.43,0.988,0.839
"PC-RF-646",128,4,1,0.55,0.0246181488037109,0.4,0.988,0.871
"PC-RF-647",187,11,5,0.35,0.0285549163818359,0.21,0.995,0.976
"PC-RF-648",165,4,3,0.6,0.0303440093994141,0.35,0.991,0.931
"PC-RF-649",190,10,8,0.65,0.0584280490875244,0.2,0.995,0.987
"PC-RF-650",187,5,7,0.4,0.0192949771881104,0.4,0.981,0.893
"PC-RF-651",85,9,2,0.45,0.0209789276123047,0.26,0.993,0.967
"PC-RF-652",25,8,9,0.35,0.00400900840759277,0.37,0.976,0.952
"PC-RF-653",130,11,6,0.7,0.0499520301818848,0.17,0.996,0.979
"PC-RF-654",279,6,7,0.5,0.0389149188995361,0.31,0.989,0.935
"PC-RF-655",247,6,2,0.45,0.0429880619049072,0.35,0.992,0.965
"PC-RF-656",137,12,7,0.6,0.0420570373535156,0.17,0.996,0.98
"PC-RF-657",48,11,8,0.55,0.0125529766082764,0.21,0.994,0.975
"PC-RF-658",55,12,1,0.45,0.0177581310272217,0.23,0.995,0.971
"PC-RF-659",228,10,3,0.5,0.0637240409851074,0.21,0.996,0.967
"PC-RF-660",253,10,5,0.45,0.0501000881195068,0.21,0.994,0.964
"PC-RF-661",24,9,6,0.3,0.00386810302734375,0.32,0.988,0.952
"PC-RF-662",124,8,5,0.5,0.0229291915893555,0.27,0.993,0.944
"PC-RF-663",253,10,5,0.6,0.0761270523071289,0.2,0.996,0.98
"PC-RF-664",27,11,5,0.65,0.0102260112762451,0.23,0.993,0.979
"PC-RF-665",147,8,5,0.6,0.0360679626464844,0.23,0.995,0.954
"PC-RF-666",50,10,5,0.45,0.0112569332122803,0.26,0.994,0.931
"PC-RF-667",299,8,9,0.3,0.0251288414001465,0.3,0.987,0.9
"PC-RF-668",119,8,7,0.6,0.0291471481323242,0.26,0.992,0.974
"PC-RF-669",243,5,4,0.45,0.0338339805603027,0.36,0.988,0.913
"PC-RF-670",208,5,4,0.3,0.0173969268798828,0.4,0.984,0.849
"PC-RF-671",135,4,6,0.45,0.0143899917602539,0.41,0.982,0.856
"PC-RF-672",48,5,7,0.3,0.00531196594238281,0.45,0.972,0.874
"PC-RF-673",143,9,8,0.5,0.0269999504089355,0.25,0.992,0.968
"PC-RF-674",69,11,1,0.5,0.0237951278686523,0.19,0.996,0.961
"PC-RF-675",118,6,9,0.45,0.0143051147460938,0.38,0.981,0.918
"PC-RF-676",283,10,6,0.65,0.123398065567017,0.17,0.997,0.962
"PC-RF-677",163,4,2,0.7,0.0365970134735107,0.34,0.992,0.912
"PC-RF-678",199,11,2,0.35,0.040153980255127,0.24,0.995,0.973
"PC-RF-679",190,10,7,0.3,0.0205678939819336,0.28,0.988,0.955
"PC-RF-680",30,8,6,0.55,0.00764179229736328,0.29,0.99,0.96
"PC-RF-681",23,9,2,0.5,0.00637412071228027,0.33,0.987,0.925
"PC-RF-682",196,11,7,0.45,0.0404641628265381,0.21,0.994,0.97
"PC-RF-683",227,4,2,0.5,0.0341799259185791,0.39,0.987,0.864
"PC-RF-684",131,8,8,0.3,0.0139749050140381,0.36,0.986,0.945
"PC-RF-685",121,12,1,0.5,0.0496418476104736,0.17,0.997,0.973
"PC-RF-686",57,6,8,0.45,0.00821900367736816,0.32,0.986,0.91
"PC-RF-687",83,9,5,0.7,0.0292510986328125,0.21,0.996,0.964
"PC-RF-688",70,9,3,0.6,0.0221679210662842,0.2,0.996,0.965
"PC-RF-689",190,5,5,0.3,0.0198659896850586,0.46,0.978,0.874
"PC-RF-690",17,11,1,0.35,0.0045320987701416,0.28,0.992,0.955
"PC-RF-691",246,7,5,0.6,0.0581951141357422,0.26,0.993,0.953
"PC-RF-692",240,9,5,0.35,0.0312111377716064,0.31,0.991,0.958
"PC-RF-693",278,10,1,0.45,0.071619987487793,0.24,0.995,0.958
