 ,Skeleton ID,Branch length,V1 x,V1 y,V1 z,V2 x,V2 y,V2 z,Euclidean distance,running average length,average intensity (inner 3rd),average intensity
1,1,0.037,0.131,8.157,0,0.157,8.184,0,0.037,0.037,255,255
2,2,2.738,2.964,21.220,0,1.075,22.505,0,2.284,2.542,255,255
3,2,0.778,1.311,23.790,0,1.259,23.056,0,0.736,0.760,255,255
4,2,0.738,0.446,22.767,0,1.075,22.505,0,0.682,0.715,255,255
5,2,0.627,1.075,22.505,0,1.259,23.056,0,0.581,0.550,255,255
6,2,0.354,1.548,23.213,0,1.259,23.056,0,0.329,0.331,255,255
7,3,0.116,0.630,24.367,0,0.734,24.393,0,0.108,0.106,255,255
8,4,0.227,1.128,4.354,0,0.944,4.407,0,0.191,0.199,255,255
9,4,0.153,0.813,4.407,0,0.944,4.407,0,0.131,0.147,255,255
10,4,0.116,0.970,4.511,0,0.944,4.407,0,0.108,0.116,255,255
11,5,1.044,0.918,7.607,0,1.810,7.292,0,0.946,1.023,255,255
12,5,0.905,1.967,8.420,0,2.072,7.580,0,0.846,0.868,255,255
13,5,0.730,2.780,7.633,0,2.072,7.580,0,0.710,0.717,255,255
14,5,0.400,1.836,6.925,0,1.810,7.292,0,0.368,0.386,255,255
15,5,0.397,1.810,7.292,0,2.072,7.580,0,0.390,0.313,255,255
16,6,2.386,0.997,14.662,0,3.252,14.400,0,2.271,2.300,255,255
17,6,2.232,4.302,12.669,0,6.164,13.561,0,2.065,2.132,255,255
18,6,2.227,3.252,14.400,0,4.302,12.669,0,2.024,2.017,255,255
19,6,2.102,4.984,11.777,0,6.662,12.328,0,1.767,1.940,255,255
20,6,1.658,2.072,15.711,0,3.252,14.557,0,1.651,1.637,255,255
21,6,1.607,3.908,10.020,0,4.380,11.410,0,1.468,1.483,255,255
22,6,1.508,5.508,10.544,0,4.380,11.410,0,1.422,1.471,255,255
23,6,1.181,3.646,15.397,0,4.407,16.262,0,1.152,1.108,255,255
24,6,1.096,3.961,16.420,0,3.174,15.711,0,1.059,1.058,255,255
25,6,1.025,3.646,15.397,0,4.616,15.266,0,0.979,0.924,255,255
26,6,0.906,5.770,11.593,0,4.984,11.777,0,0.808,0.862,255,255
27,6,0.806,3.252,14.557,0,3.462,15.239,0,0.714,0.713,255,255
28,6,0.780,2.938,16.393,0,3.174,15.711,0,0.722,0.660,255,255
29,6,0.777,2.466,16.944,0,2.938,16.393,0,0.725,0.733,255,255
30,6,0.767,4.302,12.669,0,4.380,11.934,0,0.739,0.701,255,255
31,6,0.746,3.489,16.866,0,2.938,16.393,0,0.725,0.733,255,255
32,6,0.745,5.167,15.134,0,4.616,15.266,0,0.566,0.687,255,255
33,6,0.738,5.325,17.652,0,5.062,17.023,0,0.682,0.716,255,255
34,6,0.723,3.725,9.416,0,3.908,10.020,0,0.631,0.679,255,255
35,6,0.668,4.380,11.934,0,4.984,11.777,0,0.623,0.619,255,255
36,6,0.592,3.174,15.711,0,3.462,15.239,0,0.553,0.489,255,255
37,6,0.581,4.774,16.577,0,5.062,17.023,0,0.531,0.474,255,255
38,6,0.574,4.039,9.521,0,3.908,10.020,0,0.515,0.500,255,255
39,6,0.565,5.089,16.157,0,4.774,16.577,0,0.525,0.536,255,255
40,6,0.546,4.380,11.410,0,4.380,11.934,0,0.525,0.475,255,255
41,6,0.544,6.374,13.534,0,6.610,13.089,0,0.505,0.444,255,255
42,6,0.526,6.846,13.561,0,6.374,13.534,0,0.473,0.485,255,255
43,6,0.498,4.407,16.262,0,4.774,16.577,0,0.484,0.422,255,255
44,6,0.432,6.557,12.695,0,6.662,12.328,0,0.382,0.433,255,255
45,6,0.373,6.846,13.325,0,6.610,13.089,0,0.334,0.331,255,255
46,6,0.338,4.170,16.472,0,4.407,16.262,0,0.316,0.311,255,255
47,6,0.338,6.872,12.092,0,6.662,12.328,0,0.316,0.326,255,255
48,6,0.317,6.584,12.826,0,6.610,13.089,0,0.264,0.290,255,255
49,6,0.286,4.800,15.475,0,4.616,15.266,0,0.279,0.265,255,255
50,6,0.253,6.898,13.272,0,6.793,13.062,0,0.235,0.223,255,255
51,6,0.249,3.462,15.239,0,3.646,15.397,0,0.242,0.185,255,255
52,6,0.221,6.164,13.561,0,6.374,13.534,0,0.211,0.132,255,255
53,6,0.205,6.164,13.744,0,6.164,13.561,0,0.184,0.211,255,255
54,6,0.194,6.610,13.089,0,6.793,13.062,0,0.185,0.105,255,255
55,6,0.185,6.925,12.931,0,6.793,13.062,0,0.185,0.148,255,255
56,6,0.179,3.252,14.400,0,3.252,14.557,0,0.157,0.116,255,255
57,6,0.142,5.193,16.997,0,5.062,17.023,0,0.134,0.136,255,255
58,7,0.491,1.180,17.600,0,1.390,17.967,0,0.423,0.463,255,255
59,8,0.052,1.810,18.544,0,1.862,18.544,0,0.052,0.052,255,255
60,9,0.194,2.702,6.243,0,2.807,6.348,0,0.148,0.175,255,255
61,10,0.037,3.148,6.426,0,3.174,6.452,0,0.037,0.037,255,255
62,11,0.332,3.331,8.761,0,3.620,8.813,0,0.293,0.315,255,255
63,12,0.127,3.593,26.334,0,3.593,26.439,0,0.105,0.108,255,255
64,13,1.594,5.508,0.708,0,6.348,1.705,0,1.303,1.457,255,255
65,13,0.961,6.348,1.705,0,6.452,2.623,0,0.924,0.903,255,255
66,13,0.954,7.266,2.334,0,6.452,2.623,0,0.863,0.928,255,255
67,13,0.786,5.823,2.859,0,6.452,2.623,0,0.672,0.731,255,255
68,13,0.736,6.348,1.705,0,6.872,1.233,0,0.706,0.659,255,255
69,13,0.437,5.902,0.813,0,5.508,0.708,0,0.407,0.403,255,255
70,13,0.242,5.587,0.498,0,5.508,0.708,0,0.224,0.240,255,255
71,13,0.063,6.925,1.259,0,6.872,1.233,0,0.059,0.026,255,255
72,13,0.037,6.898,1.207,0,6.872,1.233,0,0.037,0.037,255,255
73,14,1.954,8.498,15.239,0,8.551,17.128,0,1.889,1.856,255,255
74,14,1.703,10.413,17.810,0,9.259,17.574,0,1.178,1.611,255,255
75,14,1.330,8.944,13.849,0,8.131,14.636,0,1.132,1.234,255,255
76,14,0.934,7.370,14.741,0,8.131,14.636,0,0.768,0.801,255,255
77,14,0.908,8.551,17.128,0,9.259,17.574,0,0.837,0.796,255,255
78,14,0.817,8.131,14.636,0,8.498,15.239,0,0.706,0.677,255,255
79,14,0.662,9.128,15.161,0,8.498,15.239,0,0.634,0.640,255,255
80,14,0.587,9.600,17.128,0,9.259,17.574,0,0.561,0.554,255,255
81,14,0.360,7.134,14.479,0,7.370,14.741,0,0.353,0.346,255,255
82,14,0.349,7.056,14.531,0,7.292,14.767,0,0.334,0.328,255,255
83,14,0.301,7.134,15.003,0,7.292,14.767,0,0.284,0.281,255,255
84,14,0.236,8.315,17.128,0,8.551,17.128,0,0.236,0.236,255,255
85,14,0.127,7.292,14.767,0,7.370,14.741,0,0.083,0.063,255,255
86,15,2.483,8.918,4.616,0,10.911,5.561,0,2.206,2.240,255,255
87,15,1.590,8.603,3.200,0,8.918,4.616,0,1.451,1.417,255,255
88,15,1.128,10.098,6.321,0,10.911,5.561,0,1.113,1.101,255,255
89,15,0.981,10.964,6.662,0,11.252,5.823,0,0.888,0.922,255,255
90,15,0.928,8.131,4.957,0,8.918,4.616,0,0.858,0.807,255,255
91,15,0.847,7.554,5.534,0,8.131,4.957,0,0.816,0.827,255,255
92,15,0.692,11.252,5.823,0,11.803,6.164,0,0.648,0.599,255,255
93,15,0.502,10.911,5.561,0,11.252,5.823,0,0.430,0.399,255,255
94,15,0.441,8.131,5.377,0,8.131,4.957,0,0.420,0.447,255,255
95,15,0.301,12.039,6.007,0,11.803,6.164,0,0.284,0.274,255,255
96,15,0.280,8.603,3.200,0,8.708,2.964,0,0.258,0.237,255,255
97,15,0.258,8.761,2.728,0,8.708,2.964,0,0.242,0.254,255,255
98,15,0.249,11.961,6.348,0,11.803,6.164,0,0.242,0.228,255,255
99,15,0.063,8.656,3.226,0,8.603,3.200,0,0.059,0.063,255,255
100,15,0.063,8.761,2.990,0,8.708,2.964,0,0.059,0.063,255,255
101,16,1.127,8.498,6.872,0,8.813,7.869,0,1.045,1.066,255,255
102,17,1.146,10.361,12.092,0,9.443,12.643,0,1.071,1.046,255,255
103,17,0.369,9.574,12.957,0,9.443,12.643,0,0.341,0.312,255,255
104,17,0.258,9.207,12.643,0,9.443,12.643,0,0.236,0.254,255,255
105,18,0.116,10.649,8.918,0,10.754,8.892,0,0.108,0.106,255,255
106,19,0.365,11.331,24.498,0,11.410,24.210,0,0.299,0.346,255,255
107,20,1.206,12.616,17.784,0,11.646,18.098,0,1.020,1.119,255,255
108,20,0.522,11.462,18.544,0,11.646,18.098,0,0.482,0.455,255,255
109,20,0.517,11.410,17.679,0,11.646,18.098,0,0.482,0.474,255,255
110,21,1.690,11.593,12.511,0,12.957,11.934,0,1.481,1.609,255,255
111,21,1.165,13.718,12.669,0,12.957,11.934,0,1.057,1.122,255,255
112,21,0.982,12.170,10.754,0,12.669,11.515,0,0.909,0.911,255,255
113,21,0.936,13.666,11.384,0,12.957,11.934,0,0.897,0.909,255,255
114,21,0.812,12.013,11.856,0,12.669,11.515,0,0.739,0.756,255,255
115,21,0.592,12.669,11.515,0,12.957,11.934,0,0.509,0.498,255,255
116,22,0.127,11.961,23.843,0,12.013,23.948,0,0.117,0.127,255,255
117,23,0.037,12.092,23.213,0,12.118,23.239,0,0.037,0.037,255,255
118,24,0.374,12.643,22.164,0,12.721,21.823,0,0.350,0.361,255,255
119,24,0.332,12.302,21.456,0,12.590,21.561,0,0.307,0.305,255,255
120,24,0.317,12.590,21.561,0,12.721,21.823,0,0.293,0.228,255,255
121,24,0.247,12.616,21.325,0,12.590,21.561,0,0.238,0.247,255,255
122,24,0.205,12.905,21.875,0,12.721,21.823,0,0.191,0.196,255,255
123,25,0.168,12.380,23.344,0,12.538,23.318,0,0.160,0.161,255,255
124,26,2.476,15.659,16.682,0,14.007,15.266,0,2.176,2.372,255,255
