 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,1,0,2,0,3,0.138,0,0,0.138
2,1,0,2,0,3,0.138,0,0,0.138
3,14,6,9,25,327,0.777,5,1,1.627
4,5,2,4,8,42,0.302,2,0,0.511
5,1,0,2,0,0,0.037,0,0,0.037
6,1,0,2,0,4,0.164,0,0,0.164
7,1,0,2,0,8,0.280,0,0,0.280
8,1,0,2,0,3,0.127,0,0,0.127
9,1,0,2,0,0,0.026,0,0,0.026
10,1,0,2,0,20,0.627,0,0,0.627
11,1,0,2,0,0,0.026,0,0,0.026
12,3,1,3,4,111,1.200,1,0,2.020
13,1,0,2,0,2,0.079,0,0,0.079
14,8,3,6,15,70,0.346,2,1,0.655
15,1,0,2,0,9,0.295,0,0,0.295
16,4,1,4,7,4,0.130,0,1,0.218
17,1,0,2,0,1,0.063,0,0,0.063
18,24,11,14,31,519,0.721,10,1,1.833
19,1,0,2,0,8,0.269,0,0,0.269
20,9,4,6,10,146,0.556,4,0,0.954
21,0,0,1,0,0,0.000,0,0,0.000
22,1,0,2,0,0,0.037,0,0,0.037
23,1,0,2,0,3,0.116,0,0,0.116
24,1,0,2,0,8,0.280,0,0,0.280
25,1,0,2,0,2,0.079,0,0,0.079
26,0,0,1,0,0,0.000,0,0,0.000
27,1,0,2,0,5,0.168,0,0,0.168
28,0,0,1,0,0,0.000,0,0,0.000
29,0,0,1,0,0,0.000,0,0,0.000
30,1,0,2,0,1,0.052,0,0,0.052
31,1,0,2,0,25,0.812,0,0,0.812
32,1,0,2,0,1,0.063,0,0,0.063
33,1,0,2,0,2,0.100,0,0,0.100
34,1,0,2,0,13,0.443,0,0,0.443
35,1,0,2,0,3,0.105,0,0,0.105
36,22,10,13,34,441,0.678,9,1,2.983
37,1,0,2,0,19,0.644,0,0,0.644
38,3,1,3,4,16,0.210,1,0,0.295
39,14,6,9,20,195,0.482,5,1,0.994
40,1,0,2,0,0,0.037,0,0,0.037
