""
"Test Method","Will_Huddleston_Disks.msm"
"Sample I. D.","700-10-10A.mss"
"Specimen Number","1"

"Load (N)","Time (s)","Extension (mm)","Stress (MPa)","Strain (mm/mm)"

3.92,0.200,0.01463,0.465,0.000
3.92,0.300,0.01463,0.465,0.000
3.92,0.400,0.01463,0.465,0.000
3.92,0.500,0.01463,0.465,0.000
3.92,0.600,0.01467,0.465,0.000
3.92,0.700,0.01467,0.465,0.000
3.91,0.800,0.01467,0.464,0.000
3.92,0.900,0.01471,0.465,0.000
3.93,1.000,0.01471,0.466,0.000
3.94,1.100,0.01471,0.467,0.000
3.94,1.200,0.01476,0.468,0.000
3.95,1.300,0.01476,0.469,0.000
3.96,1.400,0.01480,0.470,0.000
3.98,1.500,0.01480,0.472,0.000
4.01,1.600,0.01484,0.476,0.000
4.08,1.700,0.01492,0.484,0.000
4.18,1.800,0.01501,0.495,0.000
4.35,1.900,0.01513,0.516,0.000
4.51,2.000,0.01526,0.534,0.000
4.61,2.100,0.01538,0.547,0.000
4.71,2.200,0.01555,0.559,0.000
4.80,2.300,0.01567,0.570,0.000
4.86,2.400,0.01580,0.577,0.000
4.93,2.500,0.01592,0.585,0.000
5.00,2.600,0.01604,0.593,0.000
5.08,2.700,0.01621,0.603,0.000
5.13,2.800,0.01634,0.608,0.000
5.18,2.900,0.01646,0.614,0.000
5.24,3.000,0.01658,0.621,0.000
5.28,3.100,0.01671,0.626,0.000
5.32,3.200,0.01683,0.631,0.000
5.36,3.300,0.01696,0.635,0.000
5.40,3.400,0.01713,0.640,0.000
5.44,3.500,0.01725,0.645,0.000
5.48,3.600,0.01737,0.650,0.000
5.52,3.700,0.01754,0.655,0.000
5.56,3.800,0.01767,0.659,0.000
5.59,3.900,0.01783,0.663,0.000
5.63,4.000,0.01796,0.667,0.000
5.66,4.100,0.01812,0.671,0.000
5.70,4.200,0.01825,0.676,0.000
5.74,4.300,0.01841,0.680,0.000
5.76,4.400,0.01854,0.684,0.000
5.81,4.500,0.01870,0.689,0.000
5.84,4.600,0.01887,0.693,0.000
5.87,4.700,0.01900,0.696,0.000
5.89,4.800,0.01916,0.699,0.000
5.93,4.900,0.01929,0.704,0.000
5.97,5.000,0.01945,0.708,0.000
6.02,5.100,0.01962,0.713,0.000
6.04,5.200,0.01978,0.716,0.000
