""
"Test Method","Will_Huddleston_Disks.msm"
"Sample I. D.","900-5-28A.mss"
"Specimen Number","1"

"Load (N)","Time (s)","Extension (mm)","Stress (MPa)","Strain (mm/mm)"

5.27,0.200,-0.02366,0.471,0.000
5.26,0.300,-0.02366,0.471,0.000
5.27,0.400,-0.02366,0.472,0.000
5.24,0.500,-0.02362,0.469,0.000
5.26,0.600,-0.02362,0.471,0.000
5.24,0.700,-0.02362,0.469,0.000
5.28,0.800,-0.02362,0.472,0.000
5.24,0.900,-0.02357,0.469,0.000
5.28,1.000,-0.02357,0.472,0.000
5.25,1.100,-0.02357,0.470,0.000
5.30,1.200,-0.02353,0.474,0.000
5.26,1.300,-0.02353,0.470,0.000
5.28,1.400,-0.02353,0.472,0.000
5.27,1.500,-0.02349,0.471,0.000
5.27,1.600,-0.02349,0.472,0.000
5.28,1.700,-0.02345,0.472,0.000
5.30,1.800,-0.02345,0.474,0.000
5.30,1.900,-0.02341,0.474,0.000
5.31,2.000,-0.02341,0.475,0.000
5.33,2.100,-0.02337,0.477,0.000
5.39,2.200,-0.02332,0.482,0.000
5.46,2.300,-0.02324,0.489,0.000
5.60,2.400,-0.02312,0.501,0.000
5.76,2.500,-0.02295,0.515,0.000
5.97,2.600,-0.02274,0.535,0.000
6.17,2.700,-0.02258,0.552,0.000
6.31,2.800,-0.02237,0.565,0.000
6.43,2.900,-0.02220,0.576,0.000
6.58,3.000,-0.02199,0.589,0.000
6.72,3.100,-0.02179,0.601,0.000
6.84,3.200,-0.02162,0.612,0.000
6.94,3.300,-0.02141,0.621,0.000
7.06,3.400,-0.02121,0.631,0.000
7.15,3.500,-0.02104,0.640,0.000
7.25,3.600,-0.02083,0.649,0.000
7.35,3.700,-0.02062,0.658,0.000
7.47,3.800,-0.02042,0.668,0.000
7.57,3.900,-0.02025,0.677,0.000
7.67,4.000,-0.02004,0.686,0.000
7.75,4.100,-0.01988,0.694,0.000
7.87,4.200,-0.01971,0.704,0.000
7.94,4.300,-0.01954,0.710,0.000
8.02,4.400,-0.01938,0.718,0.000
8.11,4.500,-0.01921,0.725,0.000
8.19,4.600,-0.01904,0.733,0.000
8.27,4.700,-0.01888,0.740,0.000
8.33,4.800,-0.01875,0.745,0.000
8.41,4.900,-0.01859,0.753,0.000
8.49,5.000,-0.01846,0.760,0.000
8.54,5.100,-0.01830,0.764,0.000
8.62,5.200,-0.01817,0.771,0.000
8.68,5.300,-0.01805,0.777,0.000
8.75,5.400,-0.01788,0.783,0.000
8.81,5.500,-0.01776,0.789,0.000
8.91,5.600,-0.01763,0.797,0.000
8.95,5.700,-0.01751,0.801,0.000
9.04,5.800,-0.01734,0.809,0.000
9.10,5.900,-0.01722,0.814,0.000
9.18,6.000,-0.01709,0.822,0.000
9.26,6.100,-0.01697,0.828,0.000
9.32,6.200,-0.01680,0.834,0.000
9.40,6.300,-0.01668,0.841,0.000
9.48,6.400,-0.01655,0.849,0.000
9.55,6.500,-0.01638,0.854,0.000
9.64,6.600,-0.01626,0.863,0.000
9.72,6.700,-0.01609,0.869,0.000
9.80,6.800,-0.01597,0.877,0.000
9.88,6.900,-0.01580,0.884,0.000
9.96,7.000,-0.01568,0.891,0.000
10.05,7.100,-0.01551,0.899,0.000
10.14,7.200,-0.01539,0.907,0.000
10.24,7.300,-0.01522,0.916,0.000
10.30,7.400,-0.01505,0.922,0.000
10.41,7.500,-0.01493,0.932,0.000
10.49,7.600,-0.01476,0.939,0.000
10.57,7.700,-0.01460,0.946,0.000
10.67,7.800,-0.01443,0.955,0.000
10.77,7.900,-0.01431,0.964,0.000
10.85,8.000,-0.01414,0.971,0.000
10.96,8.100,-0.01397,0.980,0.000
11.05,8.200,-0.01381,0.989,0.000
11.16,8.300,-0.01360,0.999,0.000
11.26,8.400,-0.01343,1.008,0.000
11.38,8.500,-0.01323,1.018,0.000
11.48,8.600,-0.01306,1.027,0.000
11.60,8.700,-0.01285,1.038,0.000
11.71,8.800,-0.01264,1.048,0.000
11.86,8.900,-0.01244,1.061,0.000
11.97,9.000,-0.01223,1.071,0.000
12.11,9.100,-0.01198,1.084,0.000
12.23,9.200,-0.01177,1.094,0.000
12.36,9.300,-0.01156,1.106,0.000
12.48,9.400,-0.01136,1.117,0.000
12.59,9.500,-0.01115,1.127,0.000
12.71,9.600,-0.01094,1.137,0.000
12.82,9.700,-0.01073,1.147,0.000
12.93,9.800,-0.01053,1.157,0.000
13.03,9.900,-0.01036,1.166,0.000
13.13,10.000,-0.01019,1.175,0.000
13.24,10.100,-0.00998,1.185,0.000
13.33,10.200,-0.00982,1.193,0.000
13.44,10.300,-0.00965,1.203,0.000
13.53,10.400,-0.00949,1.210,0.000
13.61,10.500,-0.00936,1.218,0.000
13.68,10.600,-0.00920,1.224,0.000
