""
"Test Method","Will_Huddleston_Disks.msm"
"Sample I. D.","600-5-50B.mss"
"Specimen Number","1"

"Load (N)","Time (s)","Extension (mm)","Stress (MPa)","Strain (mm/mm)"

2.88,0.200,-0.26216,0.283,-0.005
2.86,0.300,-0.26216,0.281,-0.005
2.88,0.400,-0.26216,0.283,-0.005
2.87,0.500,-0.26216,0.281,-0.005
2.88,0.600,-0.26212,0.282,-0.005
2.86,0.700,-0.26212,0.280,-0.005
2.86,0.800,-0.26212,0.281,-0.005
2.87,0.900,-0.26208,0.281,-0.005
2.86,1.000,-0.26208,0.281,-0.005
2.85,1.100,-0.26208,0.280,-0.005
2.87,1.200,-0.26204,0.281,-0.005
2.88,1.300,-0.26204,0.282,-0.005
2.85,1.400,-0.26204,0.280,-0.005
2.87,1.500,-0.26200,0.281,-0.005
2.84,1.600,-0.26200,0.279,-0.005
2.85,1.700,-0.26200,0.280,-0.005
2.87,1.800,-0.26196,0.282,-0.005
2.86,1.900,-0.26196,0.281,-0.005
2.88,2.000,-0.26191,0.282,-0.005
2.88,2.100,-0.26187,0.283,-0.005
2.90,2.200,-0.26183,0.284,-0.005
2.97,2.300,-0.26171,0.291,-0.005
3.04,2.400,-0.26158,0.299,-0.005
3.14,2.500,-0.26142,0.308,-0.005
3.24,2.600,-0.26129,0.317,-0.005
3.30,2.700,-0.26117,0.323,-0.005
3.34,2.800,-0.26100,0.328,-0.005
3.39,2.900,-0.26087,0.332,-0.005
3.43,3.000,-0.26071,0.336,-0.005
3.48,3.100,-0.26058,0.342,-0.005
3.53,3.200,-0.26042,0.346,-0.005
3.56,3.300,-0.26029,0.349,-0.005
3.60,3.400,-0.26013,0.353,-0.005
3.62,3.500,-0.25996,0.355,-0.005
3.65,3.600,-0.25984,0.358,-0.005
3.71,3.700,-0.25967,0.364,-0.005
3.75,3.800,-0.25950,0.368,-0.005
3.78,3.900,-0.25934,0.371,-0.005
3.80,4.000,-0.25913,0.373,-0.005
3.87,4.100,-0.25896,0.379,-0.005
3.91,4.200,-0.25880,0.383,-0.005
3.96,4.300,-0.25859,0.388,-0.005
3.98,4.400,-0.25838,0.391,-0.005
4.05,4.500,-0.25817,0.397,-0.005
4.08,4.600,-0.25797,0.400,-0.005
4.11,4.700,-0.25776,0.403,-0.005
4.17,4.800,-0.25755,0.409,-0.005
4.19,4.900,-0.25734,0.411,-0.005
4.25,5.000,-0.25713,0.417,-0.005
4.27,5.100,-0.25697,0.419,-0.005
4.29,5.200,-0.25676,0.421,-0.005
4.34,5.300,-0.25655,0.425,-0.005
4.38,5.400,-0.25639,0.429,-0.005
4.40,5.500,-0.25618,0.432,-0.005
4.44,5.600,-0.25601,0.435,-0.005
4.47,5.700,-0.25585,0.438,-0.005
4.48,5.800,-0.25568,0.440,-0.005
4.54,5.900,-0.25551,0.445,-0.005
4.54,6.000,-0.25535,0.446,-0.005
4.58,6.100,-0.25518,0.449,-0.005
4.60,6.200,-0.25506,0.451,-0.005
4.62,6.300,-0.25489,0.453,-0.005
4.62,6.400,-0.25477,0.453,-0.005
4.65,6.500,-0.25460,0.456,-0.005
4.67,6.600,-0.25448,0.458,-0.005
4.68,6.700,-0.25431,0.459,-0.005
4.70,6.800,-0.25418,0.461,-0.005
4.73,6.900,-0.25406,0.464,-0.005
4.76,7.000,-0.25394,0.467,-0.005
4.78,7.100,-0.25377,0.468,-0.005
4.80,7.200,-0.25364,0.470,-0.005
4.84,7.300,-0.25352,0.474,-0.005
4.82,7.400,-0.25339,0.473,-0.005
4.86,7.500,-0.25323,0.477,-0.005
4.88,7.600,-0.25310,0.479,-0.005
4.89,7.700,-0.25298,0.480,-0.005
4.94,7.800,-0.25281,0.484,-0.005
4.93,7.900,-0.25269,0.483,-0.005
4.97,8.000,-0.25252,0.487,-0.005
4.98,8.100,-0.25240,0.488,-0.005
4.99,8.200,-0.25223,0.489,-0.005
5.00,8.300,-0.25211,0.490,-0.005
5.01,8.400,-0.25194,0.492,-0.005
5.03,8.500,-0.25182,0.494,-0.005
5.07,8.600,-0.25165,0.497,-0.005
5.10,8.700,-0.25148,0.500,-0.005
5.09,8.800,-0.25136,0.499,-0.005
5.10,8.900,-0.25119,0.501,-0.005
5.11,9.000,-0.25103,0.502,-0.005
5.14,9.100,-0.25086,0.504,-0.005
