""
"Test Method","Will_Huddleston_Disks.msm"
"Sample I. D.","800-5-35A.mss"
"Specimen Number","1"

"Load (N)","Time (s)","Extension (mm)","Stress (MPa)","Strain (mm/mm)"

0.97,0.200,-0.01148,0.169,0.000
0.96,0.300,-0.01143,0.168,0.000
0.96,0.400,-0.01143,0.167,0.000
0.98,0.500,-0.01143,0.171,0.000
0.98,0.600,-0.01143,0.171,0.000
0.98,0.700,-0.01139,0.169,0.000
0.98,0.800,-0.01139,0.171,0.000
0.98,0.900,-0.01139,0.171,0.000
0.98,1.000,-0.01139,0.170,0.000
0.97,1.100,-0.01135,0.169,0.000
0.98,1.200,-0.01135,0.170,0.000
0.99,1.300,-0.01131,0.172,0.000
0.99,1.400,-0.01131,0.172,0.000
1.01,1.500,-0.01131,0.176,0.000
1.00,1.600,-0.01127,0.173,0.000
1.00,1.700,-0.01127,0.174,0.000
1.00,1.800,-0.01123,0.175,0.000
1.01,1.900,-0.01123,0.175,0.000
1.02,2.000,-0.01119,0.177,0.000
1.03,2.100,-0.01114,0.179,0.000
1.05,2.200,-0.01110,0.182,0.000
1.08,2.300,-0.01102,0.187,0.000
1.12,2.400,-0.01089,0.194,0.000
1.19,2.500,-0.01073,0.207,0.000
1.25,2.600,-0.01056,0.218,0.000
1.30,2.700,-0.01044,0.225,0.000
1.32,2.800,-0.01027,0.230,0.000
1.35,2.900,-0.01010,0.234,0.000
1.38,3.000,-0.00998,0.240,0.000
1.39,3.100,-0.00981,0.241,0.000
1.41,3.200,-0.00965,0.246,0.000
1.44,3.300,-0.00948,0.250,0.000
1.46,3.400,-0.00927,0.254,0.000
1.50,3.500,-0.00911,0.260,0.000
1.52,3.600,-0.00894,0.265,0.000
1.54,3.700,-0.00873,0.268,0.000
1.55,3.800,-0.00853,0.270,0.000
1.59,3.900,-0.00832,0.276,0.000
1.60,4.000,-0.00815,0.278,0.000
1.62,4.100,-0.00794,0.281,0.000
1.65,4.200,-0.00774,0.286,0.000
1.66,4.300,-0.00753,0.288,0.000
1.67,4.400,-0.00732,0.291,0.000
1.70,4.500,-0.00711,0.295,0.000
1.70,4.600,-0.00695,0.295,0.000
1.71,4.700,-0.00674,0.298,0.000
1.72,4.800,-0.00657,0.298,0.000
1.72,4.900,-0.00636,0.299,0.000
1.72,5.000,-0.00620,0.299,0.000
1.75,5.100,-0.00603,0.303,0.000
1.75,5.200,-0.00587,0.305,0.000
1.76,5.300,-0.00574,0.305,0.000
1.77,5.400,-0.00558,0.307,0.000
1.77,5.500,-0.00541,0.307,0.000
1.77,5.600,-0.00524,0.308,0.000
1.78,5.700,-0.00512,0.309,0.000
1.80,5.800,-0.00499,0.313,0.000
1.80,5.900,-0.00483,0.313,0.000
1.83,6.000,-0.00470,0.317,0.000
1.84,6.100,-0.00458,0.319,0.000
1.86,6.200,-0.00445,0.323,0.000
1.88,6.300,-0.00429,0.326,0.000
1.87,6.400,-0.00416,0.325,0.000
1.90,6.500,-0.00404,0.330,0.000
1.92,6.600,-0.00391,0.333,0.000
1.92,6.700,-0.00375,0.334,0.000
1.94,6.800,-0.00362,0.338,0.000
1.96,6.900,-0.00350,0.341,0.000
1.97,7.000,-0.00333,0.341,0.000
1.99,7.100,-0.00321,0.346,0.000
2.00,7.200,-0.00304,0.347,0.000
2.03,7.300,-0.00292,0.352,0.000
2.04,7.400,-0.00275,0.355,0.000
2.05,7.500,-0.00258,0.356,0.000
2.05,7.600,-0.00246,0.356,0.000
2.09,7.700,-0.00229,0.364,0.000
2.09,7.800,-0.00213,0.363,0.000
2.11,7.900,-0.00200,0.366,0.000
2.13,8.000,-0.00184,0.370,0.000
2.13,8.100,-0.00167,0.370,0.000
2.17,8.200,-0.00150,0.377,0.000
2.16,8.300,-0.00134,0.376,0.000
2.19,8.400,-0.00121,0.380,0.000
2.20,8.500,-0.00105,0.382,0.000
2.22,8.600,-0.00088,0.386,0.000
2.24,8.700,-0.00071,0.390,0.000
2.24,8.800,-0.00055,0.390,0.000
2.28,8.900,-0.00038,0.395,0.000
2.28,9.000,-0.00021,0.396,0.000
2.29,9.100,-0.00001,0.398,0.000
2.33,9.200,0.00020,0.404,0.000
2.33,9.300,0.00041,0.405,0.000
