""
"Test Method","Will_Huddleston_Disks.msm"
"Sample I. D.","700-10-24B.mss"
"Specimen Number","1"

"Load (N)","Time (s)","Extension (mm)","Stress (MPa)","Strain (mm/mm)"

3.22,0.200,-0.00510,0.441,0.000
3.22,0.300,-0.00510,0.441,0.000
3.23,0.400,-0.00510,0.442,0.000
3.23,0.500,-0.00510,0.441,0.000
3.21,0.600,-0.00506,0.440,0.000
3.22,0.700,-0.00506,0.440,0.000
3.22,0.800,-0.00506,0.440,0.000
3.22,0.900,-0.00502,0.440,0.000
3.22,1.000,-0.00502,0.440,0.000
3.23,1.100,-0.00502,0.441,0.000
3.23,1.200,-0.00498,0.442,0.000
3.22,1.300,-0.00498,0.441,0.000
3.21,1.400,-0.00494,0.439,0.000
3.22,1.500,-0.00494,0.440,0.000
3.23,1.600,-0.00489,0.441,0.000
3.23,1.700,-0.00489,0.441,0.000
3.23,1.800,-0.00485,0.442,0.000
3.26,1.900,-0.00481,0.446,0.000
3.29,2.000,-0.00477,0.449,0.000
3.38,2.100,-0.00465,0.462,0.000
3.50,2.200,-0.00444,0.479,0.000
3.62,2.300,-0.00423,0.495,0.000
3.73,2.400,-0.00402,0.510,0.000
3.80,2.500,-0.00381,0.519,0.000
3.87,2.600,-0.00365,0.529,0.000
3.94,2.700,-0.00348,0.539,0.000
3.98,2.800,-0.00327,0.544,0.000
4.02,2.900,-0.00311,0.550,0.000
4.04,3.000,-0.00294,0.553,0.000
4.06,3.100,-0.00278,0.555,0.000
4.09,3.200,-0.00261,0.559,0.000
4.11,3.300,-0.00248,0.562,0.000
4.14,3.400,-0.00232,0.565,0.000
4.14,3.500,-0.00219,0.566,0.000
4.17,3.600,-0.00203,0.570,0.000
4.19,3.700,-0.00190,0.572,0.000
4.21,3.800,-0.00174,0.576,0.000
4.23,3.900,-0.00161,0.578,0.000
4.25,4.000,-0.00149,0.581,0.000
4.25,4.100,-0.00136,0.581,0.000
4.28,4.200,-0.00120,0.585,0.000
4.31,4.300,-0.00107,0.590,0.000
4.33,4.400,-0.00095,0.592,0.000
4.34,4.500,-0.00082,0.593,0.000
4.35,4.600,-0.00070,0.595,0.000
4.37,4.700,-0.00057,0.597,0.000
4.38,4.800,-0.00045,0.599,0.000
4.40,4.900,-0.00028,0.602,0.000
4.43,5.000,-0.00016,0.606,0.000
4.45,5.100,-0.00003,0.608,0.000
4.45,5.200,0.00013,0.609,0.000
4.49,5.300,0.00026,0.614,0.000
4.52,5.400,0.00038,0.618,0.000
4.53,5.500,0.00055,0.619,0.000
4.55,5.600,0.00067,0.622,0.000
4.57,5.700,0.00084,0.625,0.000
4.59,5.800,0.00096,0.627,0.000
4.61,5.900,0.00113,0.631,0.000
4.62,6.000,0.00126,0.632,0.000
4.64,6.100,0.00142,0.634,0.000
4.66,6.200,0.00155,0.637,0.000
4.69,6.300,0.00171,0.641,0.000
4.71,6.400,0.00188,0.644,0.000
4.73,6.500,0.00200,0.647,0.000
4.75,6.600,0.00217,0.650,0.000
4.77,6.700,0.00234,0.652,0.000
4.80,6.800,0.00250,0.657,0.000
4.82,6.900,0.00263,0.659,0.000
4.83,7.000,0.00279,0.661,0.000
4.85,7.100,0.00296,0.663,0.000
4.88,7.200,0.00317,0.668,0.000
4.90,7.300,0.00333,0.669,0.000
4.91,7.400,0.00354,0.672,0.000
4.94,7.500,0.00375,0.676,0.000
4.97,7.600,0.00392,0.679,0.000
5.01,7.700,0.00412,0.684,0.000
5.03,7.800,0.00437,0.687,0.000
5.06,7.900,0.00458,0.692,0.000
5.09,8.000,0.00479,0.695,0.000
5.11,8.100,0.00500,0.699,0.000
5.14,8.200,0.00520,0.703,0.000
5.18,8.300,0.00541,0.708,0.000
5.18,8.400,0.00562,0.709,0.000
5.22,8.500,0.00583,0.714,0.000
5.25,8.600,0.00603,0.717,0.000
5.27,8.700,0.00620,0.721,0.000
5.30,8.800,0.00641,0.724,0.000
5.31,8.900,0.00657,0.726,0.000
5.32,9.000,0.00674,0.728,0.000
5.35,9.100,0.00691,0.732,0.000
5.38,9.200,0.00707,0.735,0.000
5.40,9.300,0.00724,0.739,0.000
5.41,9.400,0.00741,0.740,0.000
5.45,9.500,0.00753,0.746,0.000
5.45,9.600,0.00770,0.745,0.000
5.49,9.700,0.00782,0.750,0.000
5.50,9.800,0.00795,0.752,0.000
5.53,9.900,0.00811,0.756,0.000
5.54,10.000,0.00824,0.758,0.000
5.57,10.100,0.00836,0.761,0.000
5.58,10.200,0.00853,0.762,0.000
5.61,10.300,0.00865,0.767,0.000
5.62,10.400,0.00878,0.768,0.000
5.65,10.500,0.00890,0.773,0.000
5.67,10.600,0.00907,0.776,0.000
5.69,10.700,0.00919,0.778,0.000
5.73,10.800,0.00932,0.783,0.000
5.75,10.900,0.00948,0.787,0.000
5.78,11.000,0.00961,0.790,0.000
5.80,11.100,0.00977,0.793,0.000
5.82,11.200,0.00990,0.796,0.000
5.85,11.300,0.01007,0.800,0.000
5.87,11.400,0.01019,0.802,0.000
5.90,11.500,0.01036,0.807,0.000
5.93,11.600,0.01052,0.811,0.000
5.96,11.700,0.01069,0.814,0.000
5.98,11.800,0.01081,0.818,0.000
6.01,11.900,0.01098,0.822,0.000
6.03,12.000,0.01115,0.825,0.000
6.06,12.100,0.01131,0.829,0.000
6.09,12.200,0.01148,0.832,0.000
6.13,12.300,0.01164,0.837,0.000
6.15,12.400,0.01177,0.841,0.000
6.16,12.500,0.01194,0.842,0.000
6.21,12.600,0.01210,0.849,0.000
6.23,12.700,0.01227,0.852,0.000
6.26,12.800,0.01248,0.856,0.000
6.29,12.900,0.01264,0.860,0.000
6.33,13.000,0.01281,0.865,0.000
6.37,13.100,0.01302,0.870,0.000
6.38,13.200,0.01322,0.873,0.000
6.42,13.300,0.01343,0.878,0.000
6.46,13.400,0.01364,0.883,0.000
6.52,13.500,0.01385,0.891,0.000
6.55,13.600,0.01405,0.895,0.000
6.57,13.700,0.01430,0.899,0.000
6.62,13.800,0.01451,0.905,0.000
6.65,13.900,0.01472,0.909,0.000
6.67,14.000,0.01493,0.913,0.000
6.71,14.100,0.01514,0.918,0.000
6.75,14.200,0.01534,0.922,0.000
6.78,14.300,0.01555,0.926,0.000
6.82,14.400,0.01576,0.932,0.000
6.85,14.500,0.01592,0.937,0.000
6.88,14.600,0.01613,0.940,0.000
6.90,14.700,0.01630,0.943,0.000
6.94,14.800,0.01647,0.948,0.000
6.95,14.900,0.01663,0.951,0.000
6.99,15.000,0.01680,0.955,0.000
7.00,15.100,0.01696,0.958,0.000
7.03,15.200,0.01709,0.961,0.000
7.06,15.300,0.01725,0.965,0.000
7.09,15.400,0.01738,0.969,0.000
7.10,15.500,0.01755,0.970,0.000
7.13,15.600,0.01767,0.975,0.000
7.14,15.700,0.01784,0.976,0.000
7.17,15.800,0.01796,0.980,0.000
7.20,15.900,0.01809,0.984,0.000
7.22,16.000,0.01821,0.987,0.000
