""
"Test Method","Will_Huddleston_Disks.msm"
"Sample I. D.","900-50-35C.mss"
"Specimen Number","1"

"Load (N)","Time (s)","Extension (mm)","Stress (MPa)","Strain (mm/mm)"

3.01,0.200,-0.00992,0.557,0.000
3.02,0.300,-0.00992,0.558,0.000
3.01,0.400,-0.00992,0.557,0.000
3.02,0.500,-0.00992,0.559,0.000
3.02,0.600,-0.00992,0.559,0.000
3.01,0.700,-0.00988,0.558,0.000
3.00,0.800,-0.00988,0.556,0.000
3.01,0.900,-0.00988,0.557,0.000
3.01,1.000,-0.00984,0.558,0.000
3.03,1.100,-0.00984,0.560,0.000
3.02,1.200,-0.00984,0.558,0.000
3.01,1.300,-0.00980,0.558,0.000
3.02,1.400,-0.00980,0.559,0.000
3.01,1.500,-0.00976,0.558,0.000
3.02,1.600,-0.00972,0.559,0.000
3.03,1.700,-0.00972,0.561,0.000
3.07,1.800,-0.00963,0.568,0.000
3.11,1.900,-0.00955,0.576,0.000
3.18,2.000,-0.00938,0.590,0.000
3.28,2.100,-0.00922,0.607,0.000
3.35,2.200,-0.00901,0.620,0.000
3.44,2.300,-0.00880,0.638,0.000
3.50,2.400,-0.00863,0.648,0.000
3.55,2.500,-0.00843,0.658,0.000
3.61,2.600,-0.00826,0.669,0.000
3.65,2.700,-0.00809,0.677,0.000
3.69,2.800,-0.00793,0.684,0.000
3.73,2.900,-0.00776,0.691,0.000
3.75,3.000,-0.00760,0.695,0.000
3.79,3.100,-0.00747,0.702,0.000
3.83,3.200,-0.00730,0.709,0.000
3.83,3.300,-0.00718,0.710,0.000
3.87,3.400,-0.00706,0.717,0.000
3.89,3.500,-0.00689,0.720,0.000
3.93,3.600,-0.00676,0.727,0.000
3.93,3.700,-0.00660,0.727,0.000
3.96,3.800,-0.00647,0.734,0.000
3.99,3.900,-0.00635,0.738,0.000
4.00,4.000,-0.00622,0.741,0.000
4.02,4.100,-0.00610,0.745,0.000
4.05,4.200,-0.00593,0.750,0.000
4.06,4.300,-0.00581,0.752,0.000
4.09,4.400,-0.00568,0.757,0.000
4.11,4.500,-0.00556,0.761,0.000
4.15,4.600,-0.00539,0.768,0.000
4.16,4.700,-0.00527,0.770,0.000
4.19,4.800,-0.00510,0.776,0.000
4.23,4.900,-0.00498,0.784,0.000
4.26,5.000,-0.00481,0.789,0.000
4.27,5.100,-0.00469,0.791,0.000
4.30,5.200,-0.00452,0.796,0.000
4.32,5.300,-0.00435,0.800,0.000
4.35,5.400,-0.00423,0.805,0.000
4.37,5.500,-0.00406,0.809,0.000
4.41,5.600,-0.00390,0.817,0.000
4.43,5.700,-0.00377,0.820,0.000
4.44,5.800,-0.00361,0.823,0.000
4.49,5.900,-0.00344,0.831,0.000
4.50,6.000,-0.00327,0.833,0.000
4.52,6.100,-0.00311,0.838,0.000
