""
"Test Method","Will_Huddleston_Disks.msm"
"Sample I. D.","900-5-20D.mss"
"Specimen Number","2"

"Load (N)","Time (s)","Extension (mm)","Stress (MPa)","Strain (mm/mm)"

1.94,0.200,-0.01047,0.171,0.000
1.95,0.300,-0.01047,0.172,0.000
1.94,0.400,-0.01047,0.170,0.000
1.94,0.500,-0.01047,0.171,0.000
1.96,0.600,-0.01043,0.172,0.000
1.95,0.700,-0.01043,0.172,0.000
1.96,0.800,-0.01043,0.173,0.000
1.94,0.900,-0.01043,0.171,0.000
1.95,1.000,-0.01043,0.171,0.000
1.95,1.100,-0.01043,0.172,0.000
1.94,1.200,-0.01043,0.171,0.000
1.95,1.300,-0.01043,0.172,0.000
1.95,1.400,-0.01039,0.172,0.000
1.95,1.500,-0.01039,0.172,0.000
1.95,1.600,-0.01039,0.172,0.000
1.96,1.700,-0.01039,0.173,0.000
1.96,1.800,-0.01039,0.172,0.000
1.94,1.900,-0.01039,0.171,0.000
1.95,2.000,-0.01034,0.171,0.000
1.96,2.100,-0.01034,0.173,0.000
1.95,2.200,-0.01034,0.172,0.000
1.96,2.300,-0.01034,0.172,0.000
1.96,2.400,-0.01034,0.173,0.000
1.95,2.500,-0.01030,0.172,0.000
1.95,2.600,-0.01030,0.172,0.000
1.97,2.700,-0.01030,0.174,0.000
1.96,2.800,-0.01030,0.173,0.000
1.96,2.900,-0.01030,0.173,0.000
1.98,3.000,-0.01026,0.174,0.000
1.98,3.100,-0.01026,0.174,0.000
1.97,3.200,-0.01026,0.174,0.000
1.99,3.300,-0.01026,0.175,0.000
1.99,3.400,-0.01026,0.175,0.000
2.00,3.500,-0.01022,0.176,0.000
2.00,3.600,-0.01022,0.176,0.000
2.01,3.700,-0.01022,0.177,0.000
2.01,3.800,-0.01018,0.177,0.000
2.01,3.900,-0.01018,0.177,0.000
2.01,4.000,-0.01018,0.177,0.000
2.04,4.100,-0.01014,0.179,0.000
2.02,4.200,-0.01010,0.178,0.000
2.04,4.300,-0.01010,0.180,0.000
2.04,4.400,-0.01005,0.180,0.000
2.07,4.500,-0.01001,0.182,0.000
2.11,4.600,-0.00997,0.186,0.000
2.12,4.700,-0.00997,0.186,0.000
2.13,4.800,-0.00993,0.188,0.000
2.14,4.900,-0.00989,0.189,0.000
2.17,5.000,-0.00985,0.191,0.000
2.21,5.100,-0.00976,0.194,0.000
2.22,5.200,-0.00972,0.195,0.000
2.26,5.300,-0.00968,0.199,0.000
2.33,5.400,-0.00960,0.205,0.000
2.37,5.500,-0.00951,0.209,0.000
2.43,5.600,-0.00943,0.214,0.000
2.49,5.700,-0.00935,0.219,0.000
2.56,5.800,-0.00926,0.225,0.000
2.63,5.900,-0.00918,0.232,0.000
2.69,6.000,-0.00906,0.237,0.000
2.76,6.100,-0.00897,0.243,0.000
2.82,6.200,-0.00889,0.248,0.000
2.88,6.300,-0.00881,0.254,0.000
2.96,6.400,-0.00872,0.260,0.000
3.01,6.500,-0.00864,0.265,0.000
3.10,6.600,-0.00856,0.273,0.000
3.17,6.700,-0.00843,0.279,0.000
3.22,6.800,-0.00835,0.283,0.000
3.31,6.900,-0.00827,0.291,0.000
3.38,7.000,-0.00814,0.297,0.000
3.45,7.100,-0.00806,0.304,0.000
3.55,7.200,-0.00798,0.312,0.000
3.61,7.300,-0.00785,0.318,0.000
3.70,7.400,-0.00777,0.326,0.000
3.78,7.500,-0.00764,0.333,0.000
3.85,7.600,-0.00756,0.339,0.000
3.92,7.700,-0.00748,0.345,0.000
4.00,7.800,-0.00735,0.353,0.000
4.07,7.900,-0.00727,0.359,0.000
4.17,8.000,-0.00714,0.367,0.000
4.23,8.100,-0.00706,0.373,0.000
4.32,8.200,-0.00698,0.381,0.000
4.40,8.300,-0.00685,0.387,0.000
4.47,8.400,-0.00677,0.394,0.000
4.55,8.500,-0.00669,0.401,0.000
4.65,8.600,-0.00656,0.409,0.000
4.72,8.700,-0.00648,0.416,0.000
4.81,8.800,-0.00640,0.423,0.000
4.89,8.900,-0.00627,0.430,0.000
4.98,9.000,-0.00619,0.438,0.000
5.05,9.100,-0.00611,0.445,0.000
5.13,9.200,-0.00602,0.452,0.000
5.20,9.300,-0.00594,0.458,0.000
5.29,9.400,-0.00586,0.466,0.000
5.36,9.500,-0.00577,0.472,0.000
5.43,9.600,-0.00569,0.478,0.000
5.51,9.700,-0.00561,0.485,0.000
5.60,9.800,-0.00552,0.493,0.000
5.66,9.900,-0.00544,0.498,0.000
5.73,10.000,-0.00536,0.504,0.000
5.79,10.100,-0.00527,0.510,0.000
5.87,10.200,-0.00519,0.517,0.000
5.93,10.300,-0.00511,0.522,0.000
5.98,10.400,-0.00503,0.527,0.000
6.04,10.500,-0.00498,0.532,0.000
6.09,10.600,-0.00490,0.536,0.000
6.17,10.700,-0.00482,0.543,0.000
6.21,10.800,-0.00473,0.547,0.000
6.27,10.900,-0.00469,0.552,0.000
6.32,11.000,-0.00461,0.556,0.000
6.38,11.100,-0.00453,0.562,0.000
6.43,11.200,-0.00448,0.566,0.000
6.48,11.300,-0.00440,0.571,0.000
6.52,11.400,-0.00432,0.574,0.000
6.59,11.500,-0.00428,0.580,0.000
6.64,11.600,-0.00419,0.584,0.000
6.69,11.700,-0.00411,0.589,0.000
6.72,11.800,-0.00407,0.592,0.000
6.77,11.900,-0.00399,0.596,0.000
6.82,12.000,-0.00394,0.601,0.000
6.88,12.100,-0.00386,0.606,0.000
6.94,12.200,-0.00378,0.611,0.000
6.98,12.300,-0.00374,0.615,0.000
7.03,12.400,-0.00365,0.619,0.000
7.07,12.500,-0.00361,0.623,0.000
7.12,12.600,-0.00353,0.627,0.000
7.18,12.700,-0.00349,0.632,0.000
7.24,12.800,-0.00340,0.638,0.000
7.29,12.900,-0.00332,0.642,0.000
7.34,13.000,-0.00328,0.646,0.000
7.39,13.100,-0.00320,0.651,0.000
7.45,13.200,-0.00311,0.656,0.000
7.50,13.300,-0.00307,0.660,0.000
7.55,13.400,-0.00299,0.665,0.000
7.62,13.500,-0.00291,0.671,0.000
7.67,13.600,-0.00286,0.675,0.000
7.72,13.700,-0.00278,0.680,0.000
7.79,13.800,-0.00270,0.686,0.000
7.84,13.900,-0.00261,0.690,0.000
7.90,14.000,-0.00257,0.696,0.000
7.96,14.100,-0.00249,0.701,0.000
8.02,14.200,-0.00241,0.706,0.000
8.07,14.300,-0.00232,0.711,0.000
8.12,14.400,-0.00228,0.715,0.000
8.19,14.500,-0.00220,0.721,0.000
8.25,14.600,-0.00212,0.727,0.000
8.30,14.700,-0.00203,0.731,0.000
8.36,14.800,-0.00199,0.736,0.000
8.42,14.900,-0.00191,0.741,0.000
8.47,15.000,-0.00183,0.746,0.000
8.54,15.100,-0.00174,0.752,0.000
8.60,15.200,-0.00166,0.757,0.000
8.65,15.300,-0.00158,0.761,0.000
8.72,15.400,-0.00153,0.767,0.000
8.78,15.500,-0.00145,0.773,0.000
8.83,15.600,-0.00137,0.777,0.000
8.90,15.700,-0.00129,0.784,0.000
8.94,15.800,-0.00120,0.787,0.000
9.01,15.900,-0.00112,0.794,0.000
9.08,16.000,-0.00108,0.799,0.000
9.14,16.100,-0.00099,0.804,0.000
9.20,16.200,-0.00091,0.810,0.000
9.26,16.300,-0.00083,0.815,0.000
9.32,16.400,-0.00074,0.820,0.000
9.38,16.500,-0.00066,0.826,0.000
9.44,16.600,-0.00058,0.831,0.000
9.50,16.700,-0.00054,0.836,0.000
9.58,16.800,-0.00045,0.843,0.000
9.63,16.900,-0.00037,0.848,0.000
9.69,17.000,-0.00029,0.853,0.000
9.75,17.100,-0.00020,0.858,0.000
9.82,17.200,-0.00012,0.865,0.000
9.89,17.300,-0.00004,0.870,0.000
9.96,17.400,0.00004,0.877,0.000
10.03,17.500,0.00013,0.883,0.000
10.11,17.600,0.00021,0.890,0.000
10.18,17.700,0.00029,0.897,0.000
10.24,17.800,0.00038,0.902,0.000
10.32,17.900,0.00046,0.908,0.000
10.41,18.000,0.00058,0.916,0.000
10.47,18.100,0.00067,0.921,0.000
10.55,18.200,0.00075,0.929,0.000
10.62,18.300,0.00083,0.935,0.000
10.72,18.400,0.00096,0.944,0.000
10.81,18.500,0.00104,0.951,0.000
10.88,18.600,0.00117,0.958,0.000
10.97,18.700,0.00125,0.966,0.000
11.07,18.800,0.00137,0.975,0.000
11.17,18.900,0.00146,0.983,0.000
11.26,19.000,0.00158,0.991,0.000
11.35,19.100,0.00171,0.999,0.000
11.43,19.200,0.00179,1.007,0.000
11.53,19.300,0.00191,1.015,0.000
11.62,19.400,0.00200,1.023,0.000
11.72,19.500,0.00212,1.032,0.000
11.81,19.600,0.00225,1.040,0.000
11.90,19.700,0.00233,1.048,0.000
11.98,19.800,0.00245,1.055,0.000
12.07,19.900,0.00254,1.063,0.000
12.15,20.000,0.00266,1.070,0.000
12.25,20.100,0.00275,1.079,0.000
12.34,20.200,0.00283,1.086,0.000
12.42,20.300,0.00295,1.094,0.000
12.51,20.400,0.00304,1.101,0.000
12.58,20.500,0.00312,1.108,0.000
12.66,20.600,0.00324,1.115,0.000
12.74,20.700,0.00333,1.121,0.000
12.82,20.800,0.00341,1.128,0.000
12.91,20.900,0.00349,1.136,0.000
12.97,21.000,0.00358,1.142,0.000
13.06,21.100,0.00366,1.150,0.000
13.13,21.200,0.00374,1.156,0.000
13.22,21.300,0.00387,1.164,0.000
13.28,21.400,0.00395,1.169,0.000
13.35,21.500,0.00399,1.175,0.000
13.43,21.600,0.00408,1.183,0.000
13.50,21.700,0.00416,1.189,0.000
13.57,21.800,0.00424,1.195,0.000
13.64,21.900,0.00432,1.201,0.000
13.71,22.000,0.00441,1.207,0.000
13.78,22.100,0.00445,1.213,0.000
13.84,22.200,0.00453,1.219,0.000
13.91,22.300,0.00462,1.225,0.000
13.99,22.400,0.00470,1.232,0.000
14.04,22.500,0.00478,1.236,0.000
14.10,22.600,0.00482,1.242,0.000
14.16,22.700,0.00491,1.246,0.000
14.23,22.800,0.00499,1.253,0.000
14.27,22.900,0.00503,1.257,0.000
