""
"Test Method","Will_Huddleston_Disks.msm"
"Sample I. D.","900-10-35A.mss"
"Specimen Number","1"

"Load (N)","Time (s)","Extension (mm)","Stress (MPa)","Strain (mm/mm)"

5.27,0.200,-0.03587,0.984,-0.001
5.26,0.300,-0.03587,0.981,-0.001
5.28,0.400,-0.03583,0.986,-0.001
5.26,0.500,-0.03583,0.981,-0.001
5.27,0.600,-0.03583,0.982,-0.001
5.25,0.700,-0.03583,0.980,-0.001
5.26,0.800,-0.03579,0.982,-0.001
5.27,0.900,-0.03579,0.984,-0.001
5.28,1.000,-0.03579,0.985,-0.001
5.26,1.100,-0.03575,0.981,-0.001
5.26,1.200,-0.03575,0.981,-0.001
5.27,1.300,-0.03575,0.983,-0.001
5.28,1.400,-0.03570,0.986,-0.001
5.27,1.500,-0.03570,0.983,-0.001
5.28,1.600,-0.03566,0.984,-0.001
5.27,1.700,-0.03566,0.983,-0.001
5.28,1.800,-0.03562,0.986,-0.001
5.29,1.900,-0.03562,0.986,-0.001
5.30,2.000,-0.03558,0.988,-0.001
5.33,2.100,-0.03554,0.993,-0.001
5.34,2.200,-0.03546,0.996,-0.001
5.40,2.300,-0.03537,1.008,-0.001
5.45,2.400,-0.03525,1.016,-0.001
5.57,2.500,-0.03508,1.039,-0.001
5.71,2.600,-0.03487,1.066,-0.001
5.82,2.700,-0.03462,1.085,-0.001
5.91,2.800,-0.03442,1.103,-0.001
5.97,2.900,-0.03425,1.113,-0.001
6.04,3.000,-0.03404,1.126,-0.001
6.09,3.100,-0.03383,1.135,-0.001
6.16,3.200,-0.03363,1.148,-0.001
6.19,3.300,-0.03346,1.154,-0.001
6.22,3.400,-0.03325,1.160,-0.001
6.25,3.500,-0.03305,1.166,-0.001
6.31,3.600,-0.03288,1.176,-0.001
6.34,3.700,-0.03267,1.183,-0.001
6.38,3.800,-0.03246,1.191,-0.001
6.41,3.900,-0.03230,1.195,-0.001
6.44,4.000,-0.03213,1.201,-0.001
6.47,4.100,-0.03196,1.207,-0.001
6.49,4.200,-0.03176,1.211,-0.001
6.53,4.300,-0.03163,1.217,-0.001
6.55,4.400,-0.03147,1.222,-0.001
6.58,4.500,-0.03130,1.226,-0.001
6.59,4.600,-0.03118,1.230,-0.001
6.63,4.700,-0.03101,1.237,-0.001
6.64,4.800,-0.03088,1.239,-0.001
6.68,4.900,-0.03072,1.246,-0.001
6.71,5.000,-0.03059,1.251,-0.001
6.73,5.100,-0.03047,1.255,-0.001
6.74,5.200,-0.03030,1.258,-0.001
6.78,5.300,-0.03018,1.265,-0.001
6.80,5.400,-0.03005,1.269,-0.001
6.84,5.500,-0.02993,1.275,-0.001
6.85,5.600,-0.02976,1.277,-0.001
6.86,5.700,-0.02964,1.280,-0.001
6.89,5.800,-0.02951,1.286,-0.001
6.91,5.900,-0.02935,1.290,-0.001
6.96,6.000,-0.02922,1.298,-0.001
6.97,6.100,-0.02906,1.300,-0.001
7.02,6.200,-0.02893,1.309,-0.001
7.03,6.300,-0.02876,1.312,-0.001
7.07,6.400,-0.02860,1.319,-0.001
7.11,6.500,-0.02847,1.326,-0.001
7.13,6.600,-0.02831,1.330,-0.001
7.15,6.700,-0.02814,1.334,-0.001
7.18,6.800,-0.02802,1.338,-0.001
7.21,6.900,-0.02785,1.345,-0.001
7.23,7.000,-0.02768,1.349,-0.001
7.27,7.100,-0.02752,1.356,-0.001
7.30,7.200,-0.02739,1.362,-0.001
7.33,7.300,-0.02723,1.368,-0.001
7.37,7.400,-0.02706,1.375,-0.001
7.39,7.500,-0.02689,1.378,-0.001
7.41,7.600,-0.02673,1.382,-0.001
7.45,7.700,-0.02656,1.389,-0.001
7.48,7.800,-0.02640,1.395,-0.001
7.51,7.900,-0.02623,1.401,-0.001
7.56,8.000,-0.02606,1.409,-0.001
7.60,8.100,-0.02590,1.418,-0.001
7.62,8.200,-0.02569,1.421,-0.001
7.66,8.300,-0.02552,1.429,-0.001
7.70,8.400,-0.02532,1.436,0.000
7.75,8.500,-0.02511,1.445,0.000
7.77,8.600,-0.02490,1.450,0.000
7.84,8.700,-0.02469,1.463,0.000
7.88,8.800,-0.02448,1.469,0.000
7.92,8.900,-0.02428,1.478,0.000
7.96,9.000,-0.02407,1.485,0.000
7.99,9.100,-0.02386,1.491,0.000
8.02,9.200,-0.02365,1.496,0.000
8.06,9.300,-0.02345,1.504,0.000
8.10,9.400,-0.02328,1.510,0.000
8.15,9.500,-0.02307,1.520,0.000
8.17,9.600,-0.02286,1.525,0.000
8.20,9.700,-0.02270,1.530,0.000
8.24,9.800,-0.02253,1.537,0.000
8.26,9.900,-0.02237,1.542,0.000
8.30,10.000,-0.02220,1.549,0.000
8.33,10.100,-0.02203,1.554,0.000
8.36,10.200,-0.02187,1.559,0.000
8.39,10.300,-0.02174,1.564,0.000
8.42,10.400,-0.02158,1.570,0.000
8.44,10.500,-0.02141,1.575,0.000
8.47,10.600,-0.02128,1.580,0.000
8.49,10.700,-0.02116,1.583,0.000
8.52,10.800,-0.02099,1.589,0.000
8.54,10.900,-0.02087,1.593,0.000
8.58,11.000,-0.02074,1.600,0.000
8.62,11.100,-0.02058,1.608,0.000
8.63,11.200,-0.02045,1.609,0.000
8.65,11.300,-0.02033,1.613,0.000
8.66,11.400,-0.02016,1.616,0.000
8.72,11.500,-0.02004,1.626,0.000
8.74,11.600,-0.01991,1.630,0.000
8.76,11.700,-0.01975,1.635,0.000
8.79,11.800,-0.01962,1.640,0.000
8.82,11.900,-0.01946,1.646,0.000
8.85,12.000,-0.01933,1.650,0.000
8.88,12.100,-0.01917,1.656,0.000
8.93,12.200,-0.01904,1.666,0.000
8.96,12.300,-0.01887,1.671,0.000
8.99,12.400,-0.01875,1.676,0.000
9.02,12.500,-0.01858,1.682,0.000
9.04,12.600,-0.01842,1.686,0.000
9.08,12.700,-0.01825,1.694,0.000
9.09,12.800,-0.01813,1.696,0.000
9.14,12.900,-0.01796,1.704,0.000
9.16,13.000,-0.01779,1.709,0.000
9.21,13.100,-0.01767,1.717,0.000
9.24,13.200,-0.01750,1.723,0.000
9.26,13.300,-0.01734,1.728,0.000
9.31,13.400,-0.01717,1.737,0.000
9.33,13.500,-0.01700,1.740,0.000
9.37,13.600,-0.01684,1.747,0.000
9.40,13.700,-0.01667,1.754,0.000
9.45,13.800,-0.01646,1.762,0.000
9.48,13.900,-0.01630,1.769,0.000
9.53,14.000,-0.01609,1.777,0.000
9.58,14.100,-0.01588,1.787,0.000
9.63,14.200,-0.01567,1.795,0.000
9.67,14.300,-0.01543,1.804,0.000
9.73,14.400,-0.01522,1.815,0.000
9.78,14.500,-0.01501,1.824,0.000
9.83,14.600,-0.01476,1.834,0.000
9.87,14.700,-0.01455,1.842,0.000
9.92,14.800,-0.01434,1.850,0.000
9.98,14.900,-0.01414,1.861,0.000
10.01,15.000,-0.01393,1.868,0.000
10.05,15.100,-0.01372,1.874,0.000
10.10,15.200,-0.01351,1.883,0.000
10.14,15.300,-0.01335,1.891,0.000
10.17,15.400,-0.01318,1.898,0.000
10.21,15.500,-0.01302,1.905,0.000
10.24,15.600,-0.01285,1.910,0.000
10.27,15.700,-0.01268,1.916,0.000
10.31,15.800,-0.01252,1.922,0.000
10.35,15.900,-0.01239,1.930,0.000
10.38,16.000,-0.01223,1.936,0.000
10.42,16.100,-0.01210,1.944,0.000
10.44,16.200,-0.01193,1.947,0.000
10.46,16.300,-0.01181,1.952,0.000
10.50,16.400,-0.01164,1.959,0.000
