""
"Test Method","Will_Huddleston_Disks.msm"
"Sample I. D.","900-10-40C.mss"
"Specimen Number","1"

"Load (N)","Time (s)","Extension (mm)","Stress (MPa)","Strain (mm/mm)"

2.55,0.200,-0.06918,0.480,-0.001
2.54,0.300,-0.06918,0.479,-0.001
2.55,0.400,-0.06918,0.480,-0.001
2.56,0.500,-0.06914,0.481,-0.001
2.55,0.600,-0.06914,0.479,-0.001
2.55,0.700,-0.06914,0.480,-0.001
2.54,0.800,-0.06910,0.477,-0.001
2.55,0.900,-0.06910,0.479,-0.001
2.53,1.000,-0.06910,0.476,-0.001
2.54,1.100,-0.06906,0.477,-0.001
2.55,1.200,-0.06906,0.479,-0.001
2.54,1.300,-0.06906,0.477,-0.001
2.54,1.400,-0.06902,0.479,-0.001
2.55,1.500,-0.06902,0.480,-0.001
2.55,1.600,-0.06897,0.480,-0.001
2.54,1.700,-0.06893,0.478,-0.001
2.55,1.800,-0.06893,0.480,-0.001
2.58,1.900,-0.06885,0.485,-0.001
2.59,2.000,-0.06877,0.487,-0.001
2.64,2.100,-0.06860,0.497,-0.001
2.70,2.200,-0.06843,0.509,-0.001
2.77,2.300,-0.06823,0.522,-0.001
2.82,2.400,-0.06806,0.530,-0.001
2.87,2.500,-0.06785,0.539,-0.001
2.90,2.600,-0.06769,0.546,-0.001
2.93,2.700,-0.06752,0.551,-0.001
2.94,2.800,-0.06735,0.553,-0.001
2.97,2.900,-0.06723,0.558,-0.001
2.99,3.000,-0.06706,0.563,-0.001
3.01,3.100,-0.06690,0.566,-0.001
3.02,3.200,-0.06677,0.569,-0.001
3.05,3.300,-0.06661,0.574,-0.001
3.07,3.400,-0.06648,0.578,-0.001
3.08,3.500,-0.06631,0.579,-0.001
3.10,3.600,-0.06619,0.583,-0.001
3.11,3.700,-0.06602,0.586,-0.001
3.13,3.800,-0.06590,0.589,-0.001
3.13,3.900,-0.06577,0.590,-0.001
3.15,4.000,-0.06565,0.593,-0.001
3.17,4.100,-0.06553,0.597,-0.001
3.18,4.200,-0.06536,0.598,-0.001
3.20,4.300,-0.06523,0.603,-0.001
3.22,4.400,-0.06511,0.606,-0.001
3.24,4.500,-0.06499,0.610,-0.001
3.25,4.600,-0.06482,0.611,-0.001
3.27,4.700,-0.06469,0.616,-0.001
3.29,4.800,-0.06457,0.619,-0.001
3.30,4.900,-0.06440,0.621,-0.001
3.31,5.000,-0.06428,0.622,-0.001
3.33,5.100,-0.06415,0.627,-0.001
3.35,5.200,-0.06399,0.629,-0.001
3.37,5.300,-0.06386,0.634,-0.001
3.38,5.400,-0.06370,0.636,-0.001
3.41,5.500,-0.06357,0.642,-0.001
3.40,5.600,-0.06341,0.640,-0.001
3.43,5.700,-0.06324,0.645,-0.001
3.45,5.800,-0.06307,0.648,-0.001
3.47,5.900,-0.06295,0.653,-0.001
3.49,6.000,-0.06278,0.656,-0.001
3.50,6.100,-0.06266,0.658,-0.001
3.50,6.200,-0.06249,0.658,-0.001
3.53,6.300,-0.06233,0.663,-0.001
3.56,6.400,-0.06216,0.669,-0.001
3.58,6.500,-0.06203,0.673,-0.001
3.60,6.600,-0.06187,0.677,-0.001
3.61,6.700,-0.06170,0.678,-0.001
3.63,6.800,-0.06149,0.684,-0.001
