""
"Test Method","Will_Huddleston_Disks.msm"
"Sample I. D.","900-5-35C.mss"
"Specimen Number","1"

"Load (N)","Time (s)","Extension (mm)","Stress (MPa)","Strain (mm/mm)"

2.21,0.200,-0.02586,0.416,-0.001
2.20,0.300,-0.02586,0.415,-0.001
2.20,0.400,-0.02586,0.415,-0.001
2.21,0.500,-0.02586,0.416,-0.001
2.20,0.600,-0.02582,0.415,-0.001
2.20,0.700,-0.02582,0.414,-0.001
2.19,0.800,-0.02582,0.413,-0.001
2.22,0.900,-0.02578,0.418,-0.001
2.21,1.000,-0.02578,0.416,-0.001
2.22,1.100,-0.02578,0.418,-0.001
2.21,1.200,-0.02574,0.416,-0.001
2.22,1.300,-0.02574,0.418,-0.001
2.22,1.400,-0.02574,0.418,-0.001
2.22,1.500,-0.02570,0.417,-0.001
2.21,1.600,-0.02570,0.417,-0.001
2.24,1.700,-0.02565,0.421,-0.001
2.24,1.800,-0.02565,0.421,-0.001
2.25,1.900,-0.02561,0.423,-0.001
2.29,2.000,-0.02557,0.431,-0.001
2.33,2.100,-0.02549,0.439,-0.001
2.35,2.200,-0.02536,0.442,0.000
2.41,2.300,-0.02528,0.454,0.000
2.45,2.400,-0.02511,0.462,0.000
2.51,2.500,-0.02495,0.473,0.000
2.57,2.600,-0.02482,0.484,0.000
2.62,2.700,-0.02466,0.494,0.000
2.67,2.800,-0.02453,0.502,0.000
2.69,2.900,-0.02437,0.507,0.000
2.73,3.000,-0.02420,0.514,0.000
2.77,3.100,-0.02407,0.522,0.000
2.81,3.200,-0.02391,0.529,0.000
2.84,3.300,-0.02374,0.534,0.000
2.88,3.400,-0.02358,0.542,0.000
2.89,3.500,-0.02345,0.545,0.000
2.92,3.600,-0.02324,0.551,0.000
2.98,3.700,-0.02308,0.560,0.000
2.99,3.800,-0.02291,0.564,0.000
3.02,3.900,-0.02270,0.569,0.000
3.06,4.000,-0.02254,0.576,0.000
3.09,4.100,-0.02233,0.582,0.000
3.13,4.200,-0.02212,0.590,0.000
3.16,4.300,-0.02191,0.595,0.000
3.17,4.400,-0.02175,0.597,0.000
3.21,4.500,-0.02154,0.604,0.000
3.24,4.600,-0.02133,0.610,0.000
3.26,4.700,-0.02112,0.614,0.000
3.28,4.800,-0.02092,0.618,0.000
3.31,4.900,-0.02071,0.623,0.000
3.34,5.000,-0.02050,0.628,0.000
3.35,5.100,-0.02033,0.632,0.000
3.37,5.200,-0.02013,0.634,0.000
3.40,5.300,-0.01996,0.640,0.000
3.38,5.400,-0.01979,0.637,0.000
3.42,5.500,-0.01963,0.644,0.000
3.43,5.600,-0.01946,0.645,0.000
3.44,5.700,-0.01930,0.649,0.000
3.45,5.800,-0.01913,0.650,0.000
3.48,5.900,-0.01896,0.656,0.000
3.50,6.000,-0.01884,0.659,0.000
3.50,6.100,-0.01867,0.660,0.000
3.52,6.200,-0.01851,0.663,0.000
3.52,6.300,-0.01838,0.662,0.000
3.54,6.400,-0.01826,0.666,0.000
3.54,6.500,-0.01809,0.666,0.000
3.57,6.600,-0.01797,0.673,0.000
3.56,6.700,-0.01784,0.671,0.000
3.58,6.800,-0.01768,0.675,0.000
3.60,6.900,-0.01755,0.678,0.000
3.61,7.000,-0.01743,0.680,0.000
3.64,7.100,-0.01726,0.685,0.000
3.64,7.200,-0.01713,0.685,0.000
3.66,7.300,-0.01697,0.688,0.000
3.68,7.400,-0.01684,0.693,0.000
3.70,7.500,-0.01668,0.698,0.000
3.70,7.600,-0.01651,0.697,0.000
3.72,7.700,-0.01639,0.701,0.000
3.73,7.800,-0.01622,0.702,0.000
3.75,7.900,-0.01605,0.706,0.000
3.76,8.000,-0.01593,0.709,0.000
3.78,8.100,-0.01576,0.711,0.000
3.79,8.200,-0.01560,0.714,0.000
3.82,8.300,-0.01543,0.719,0.000
3.82,8.400,-0.01531,0.720,0.000
3.84,8.500,-0.01514,0.723,0.000
3.86,8.600,-0.01497,0.726,0.000
3.87,8.700,-0.01481,0.729,0.000
3.90,8.800,-0.01464,0.734,0.000
3.92,8.900,-0.01448,0.738,0.000
3.91,9.000,-0.01431,0.737,0.000
3.95,9.100,-0.01414,0.743,0.000
3.95,9.200,-0.01398,0.744,0.000
3.97,9.300,-0.01381,0.747,0.000
