""
"Test Method","Will_Huddleston_Disks.msm"
"Sample I. D.","900-5-5A.mss"
"Specimen Number","1"

"Load (N)","Time (s)","Extension (mm)","Stress (MPa)","Strain (mm/mm)"

2.37,0.200,-0.06088,0.398,-0.001
2.36,0.300,-0.06088,0.397,-0.001
2.37,0.400,-0.06088,0.398,-0.001
2.37,0.500,-0.06088,0.398,-0.001
2.38,0.600,-0.06088,0.400,-0.001
2.36,0.700,-0.06088,0.397,-0.001
2.37,0.800,-0.06088,0.398,-0.001
2.37,0.900,-0.06084,0.399,-0.001
2.37,1.000,-0.06084,0.399,-0.001
2.36,1.100,-0.06084,0.396,-0.001
2.36,1.200,-0.06084,0.397,-0.001
2.36,1.300,-0.06080,0.397,-0.001
2.37,1.400,-0.06080,0.398,-0.001
2.37,1.500,-0.06080,0.398,-0.001
2.37,1.600,-0.06075,0.398,-0.001
2.36,1.700,-0.06075,0.396,-0.001
2.37,1.800,-0.06075,0.399,-0.001
2.37,1.900,-0.06071,0.398,-0.001
2.39,2.000,-0.06067,0.402,-0.001
2.44,2.100,-0.06063,0.409,-0.001
2.50,2.200,-0.06050,0.421,-0.001
2.60,2.300,-0.06038,0.436,-0.001
2.68,2.400,-0.06021,0.451,-0.001
2.74,2.500,-0.06009,0.461,-0.001
2.79,2.600,-0.05992,0.468,-0.001
2.82,2.700,-0.05980,0.473,-0.001
2.85,2.800,-0.05967,0.479,-0.001
2.90,2.900,-0.05951,0.488,-0.001
2.94,3.000,-0.05938,0.494,-0.001
2.95,3.100,-0.05926,0.496,-0.001
3.00,3.200,-0.05909,0.505,-0.001
3.03,3.300,-0.05897,0.509,-0.001
3.05,3.400,-0.05880,0.513,-0.001
3.08,3.500,-0.05868,0.518,-0.001
3.13,3.600,-0.05851,0.526,-0.001
3.17,3.700,-0.05839,0.532,-0.001
3.18,3.800,-0.05822,0.534,-0.001
3.23,3.900,-0.05805,0.542,-0.001
3.26,4.000,-0.05789,0.547,-0.001
3.30,4.100,-0.05772,0.554,-0.001
3.31,4.200,-0.05755,0.557,-0.001
3.36,4.300,-0.05739,0.564,-0.001
3.39,4.400,-0.05718,0.570,-0.001
3.44,4.500,-0.05701,0.578,-0.001
3.48,4.600,-0.05681,0.584,-0.001
3.53,4.700,-0.05660,0.593,-0.001
3.56,4.800,-0.05639,0.598,-0.001
3.60,4.900,-0.05618,0.604,-0.001
3.64,5.000,-0.05597,0.611,-0.001
3.69,5.100,-0.05577,0.620,-0.001
3.73,5.200,-0.05552,0.626,-0.001
3.77,5.300,-0.05531,0.633,-0.001
3.81,5.400,-0.05510,0.640,-0.001
3.85,5.500,-0.05494,0.647,-0.001
3.87,5.600,-0.05473,0.651,-0.001
3.92,5.700,-0.05452,0.658,-0.001
3.94,5.800,-0.05435,0.662,-0.001
3.97,5.900,-0.05419,0.666,-0.001
4.00,6.000,-0.05402,0.671,-0.001
4.03,6.100,-0.05386,0.677,-0.001
4.04,6.200,-0.05369,0.680,-0.001
4.08,6.300,-0.05352,0.685,-0.001
4.10,6.400,-0.05340,0.689,-0.001
4.12,6.500,-0.05323,0.692,-0.001
4.15,6.600,-0.05311,0.696,-0.001
4.17,6.700,-0.05298,0.701,-0.001
4.18,6.800,-0.05282,0.702,-0.001
4.19,6.900,-0.05269,0.705,-0.001
4.22,7.000,-0.05257,0.710,-0.001
4.25,7.100,-0.05240,0.714,-0.001
4.26,7.200,-0.05228,0.716,-0.001
4.28,7.300,-0.05215,0.719,-0.001
4.30,7.400,-0.05203,0.722,-0.001
4.33,7.500,-0.05190,0.727,-0.001
4.35,7.600,-0.05174,0.730,-0.001
4.37,7.700,-0.05161,0.734,-0.001
4.40,7.800,-0.05145,0.740,-0.001
4.41,7.900,-0.05132,0.742,-0.001
4.42,8.000,-0.05120,0.743,-0.001
4.45,8.100,-0.05103,0.748,-0.001
4.47,8.200,-0.05091,0.751,-0.001
4.48,8.300,-0.05074,0.753,-0.001
4.51,8.400,-0.05057,0.757,-0.001
4.52,8.500,-0.05045,0.760,-0.001
4.55,8.600,-0.05028,0.765,-0.001
4.56,8.700,-0.05012,0.766,-0.001
4.58,8.800,-0.04995,0.769,-0.001
4.59,8.900,-0.04982,0.771,-0.001
4.61,9.000,-0.04966,0.775,-0.001
4.61,9.100,-0.04949,0.775,-0.001
4.63,9.200,-0.04933,0.777,-0.001
4.64,9.300,-0.04916,0.780,-0.001
4.66,9.400,-0.04904,0.783,-0.001
4.67,9.500,-0.04887,0.785,-0.001
4.70,9.600,-0.04870,0.790,-0.001
4.72,9.700,-0.04854,0.793,-0.001
4.73,9.800,-0.04833,0.794,-0.001
4.74,9.900,-0.04816,0.797,-0.001
4.77,10.000,-0.04800,0.801,-0.001
4.79,10.100,-0.04779,0.805,-0.001
4.83,10.200,-0.04758,0.812,-0.001
4.87,10.300,-0.04737,0.819,-0.001
4.91,10.400,-0.04717,0.825,-0.001
4.93,10.500,-0.04696,0.829,-0.001
4.98,10.600,-0.04675,0.836,-0.001
5.01,10.700,-0.04650,0.841,-0.001
5.03,10.800,-0.04629,0.845,-0.001
5.07,10.900,-0.04608,0.851,-0.001
5.09,11.000,-0.04588,0.855,-0.001
5.12,11.100,-0.04567,0.860,-0.001
5.14,11.200,-0.04546,0.863,-0.001
5.20,11.300,-0.04525,0.874,-0.001
5.22,11.400,-0.04509,0.878,-0.001
5.25,11.500,-0.04488,0.882,-0.001
5.28,11.600,-0.04471,0.887,-0.001
5.29,11.700,-0.04455,0.889,-0.001
5.31,11.800,-0.04438,0.891,-0.001
5.33,11.900,-0.04421,0.895,-0.001
5.36,12.000,-0.04405,0.900,-0.001
5.39,12.100,-0.04388,0.905,-0.001
5.41,12.200,-0.04376,0.908,-0.001
5.43,12.300,-0.04359,0.913,-0.001
5.44,12.400,-0.04343,0.914,-0.001
5.47,12.500,-0.04330,0.919,-0.001
5.47,12.600,-0.04318,0.920,-0.001
5.52,12.700,-0.04301,0.928,-0.001
5.54,12.800,-0.04288,0.931,-0.001
5.55,12.900,-0.04276,0.933,-0.001
5.57,13.000,-0.04264,0.935,-0.001
5.60,13.100,-0.04247,0.940,-0.001
