""
"Test Method","Will_Huddleston_Disks.msm"
"Sample I. D.","800-10-10B.mss"
"Specimen Number","1"

"Load (N)","Time (s)","Extension (mm)","Stress (MPa)","Strain (mm/mm)"

6.95,0.200,-0.00906,1.197,0.000
6.95,0.300,-0.00906,1.196,0.000
6.96,0.400,-0.00906,1.198,0.000
6.95,0.500,-0.00902,1.197,0.000
6.95,0.600,-0.00902,1.197,0.000
6.94,0.700,-0.00902,1.194,0.000
6.94,0.800,-0.00898,1.195,0.000
6.94,0.900,-0.00898,1.195,0.000
6.93,1.000,-0.00898,1.194,0.000
6.95,1.100,-0.00894,1.197,0.000
6.95,1.200,-0.00894,1.196,0.000
6.95,1.300,-0.00890,1.197,0.000
6.95,1.400,-0.00890,1.197,0.000
6.96,1.500,-0.00890,1.199,0.000
6.97,1.600,-0.00885,1.199,0.000
6.97,1.700,-0.00885,1.200,0.000
6.98,1.800,-0.00881,1.202,0.000
6.99,1.900,-0.00881,1.203,0.000
6.99,2.000,-0.00877,1.203,0.000
7.02,2.100,-0.00873,1.209,0.000
7.06,2.200,-0.00869,1.216,0.000
7.11,2.300,-0.00861,1.224,0.000
7.17,2.400,-0.00852,1.235,0.000
7.23,2.500,-0.00844,1.244,0.000
7.31,2.600,-0.00831,1.259,0.000
7.44,2.700,-0.00815,1.281,0.000
7.61,2.800,-0.00798,1.310,0.000
7.77,2.900,-0.00782,1.337,0.000
7.90,3.000,-0.00765,1.361,0.000
8.04,3.100,-0.00748,1.384,0.000
8.16,3.200,-0.00736,1.405,0.000
8.28,3.300,-0.00719,1.425,0.000
8.39,3.400,-0.00703,1.445,0.000
8.51,3.500,-0.00682,1.465,0.000
8.63,3.600,-0.00665,1.485,0.000
8.72,3.700,-0.00649,1.502,0.000
8.84,3.800,-0.00628,1.522,0.000
8.97,3.900,-0.00611,1.544,0.000
9.07,4.000,-0.00590,1.562,0.000
9.18,4.100,-0.00570,1.581,0.000
9.27,4.200,-0.00553,1.597,0.000
9.37,4.300,-0.00532,1.614,0.000
9.47,4.400,-0.00511,1.631,0.000
9.56,4.500,-0.00491,1.646,0.000
9.64,4.600,-0.00474,1.660,0.000
