""
"Test Method","Will_Huddleston_Load_Rate.msm"
"Sample I. D.","900-5-24C.mss"
"Specimen Number","2"

"Load (N)","Time (s)","Extension (mm)"
-12.19,62.160,-0.01268
-12.19,62.180,-0.01272
-12.19,62.200,-0.01272
-12.19,62.220,-0.01272
-12.19,62.240,-0.01272
-12.20,62.260,-0.01272
-12.20,62.280,-0.01272
-12.20,62.300,-0.01272
-12.20,62.320,-0.01272
-12.20,62.340,-0.01272
-12.20,62.360,-0.01272
-12.20,62.380,-0.01272
-12.21,62.400,-0.01272
-12.22,62.420,-0.01272
-12.22,62.440,-0.01272
-12.21,62.460,-0.01272
-12.20,62.480,-0.01272
-12.21,62.500,-0.01272
-12.22,62.520,-0.01272
-12.22,62.540,-0.01272
-12.22,62.560,-0.01272
-12.22,62.580,-0.01272
-12.22,62.600,-0.01272
-12.23,62.620,-0.01272
-12.22,62.640,-0.01272
-12.22,62.660,-0.01272
-12.23,62.680,-0.01272
-12.23,62.700,-0.01272
-12.22,62.720,-0.01276
-12.22,62.740,-0.01276
-12.21,62.760,-0.01276
-12.22,62.780,-0.01276
-12.22,62.800,-0.01276
-12.22,62.820,-0.01276
-12.22,62.840,-0.01276
-12.22,62.860,-0.01276
-12.23,62.880,-0.01276
-12.23,62.900,-0.01276
-12.23,62.920,-0.01276
-12.23,62.940,-0.01276
-12.23,62.960,-0.01276
-12.24,62.980,-0.01276
-12.23,63.000,-0.01276
-12.23,63.020,-0.01276
-12.22,63.040,-0.01276
-12.22,63.060,-0.01276
-12.23,63.080,-0.01276
-12.24,63.100,-0.01276
-12.24,63.120,-0.01276
-12.25,63.140,-0.01276
-12.25,63.160,-0.01276
-12.24,63.180,-0.01276
-12.25,63.200,-0.01276
-12.25,63.220,-0.01276
-12.25,63.240,-0.01276
-12.25,63.260,-0.01276
-12.25,63.280,-0.01280
-12.24,63.300,-0.01280
-12.24,63.320,-0.01280
-12.24,63.340,-0.01280
-12.24,63.360,-0.01280
-12.25,63.380,-0.01280
-12.25,63.400,-0.01280
-12.24,63.420,-0.01280
-12.24,63.440,-0.01280
-12.25,63.460,-0.01280
-12.25,63.480,-0.01280
-12.24,63.500,-0.01280
-12.24,63.520,-0.01280
-12.25,63.540,-0.01280
-12.25,63.560,-0.01280
-12.25,63.580,-0.01280
-12.25,63.600,-0.01280
-12.26,63.620,-0.01280
-12.27,63.640,-0.01280
-12.27,63.660,-0.01280
-12.27,63.680,-0.01280
-12.27,63.700,-0.01280
-12.26,63.720,-0.01280
-12.27,63.740,-0.01280
-12.27,63.760,-0.01280
-12.27,63.780,-0.01280
-12.28,63.800,-0.01280
-12.29,63.820,-0.01285
-12.28,63.840,-0.01285
-12.28,63.860,-0.01285
-12.28,63.880,-0.01285
-12.29,63.900,-0.01285
-12.29,63.920,-0.01285
-12.29,63.940,-0.01285
-12.28,63.960,-0.01285
-12.27,63.980,-0.01285
-12.27,64.000,-0.01285
-12.28,64.020,-0.01285
-12.29,64.040,-0.01285
-12.29,64.060,-0.01285
-12.28,64.080,-0.01285
-12.27,64.100,-0.01285
-12.28,64.120,-0.01285
-12.29,64.140,-0.01285
-12.30,64.160,-0.01285
-12.30,64.180,-0.01285
-12.29,64.200,-0.01285
-12.29,64.220,-0.01285
-12.29,64.240,-0.01285
-12.29,64.260,-0.01285
-12.29,64.280,-0.01285
-12.29,64.300,-0.01285
-12.30,64.320,-0.01289
-12.30,64.340,-0.01289
-12.30,64.360,-0.01289
-12.30,64.380,-0.01289
-12.31,64.400,-0.01289
-12.30,64.420,-0.01289
-12.30,64.440,-0.01289
-12.30,64.460,-0.01289
-12.31,64.480,-0.01289
-12.31,64.500,-0.01289
-12.32,64.520,-0.01289
-12.32,64.540,-0.01289
-12.31,64.560,-0.01289
-12.31,64.580,-0.01289
-12.31,64.600,-0.01289
-12.32,64.620,-0.01289
-12.32,64.640,-0.01289
-12.31,64.660,-0.01289
-12.31,64.680,-0.01289
-12.32,64.700,-0.01289
-12.32,64.720,-0.01289
-12.32,64.740,-0.01289
-12.31,64.760,-0.01289
-12.31,64.780,-0.01289
-12.31,64.800,-0.01289
-12.32,64.820,-0.01289
-12.32,64.840,-0.01289
-12.32,64.860,-0.01289
-12.33,64.880,-0.01289
-12.32,64.900,-0.01289
-12.32,64.920,-0.01293
-12.32,64.940,-0.01293
-12.33,64.960,-0.01293
-12.33,64.980,-0.01293
-12.34,65.000,-0.01293
-12.33,65.020,-0.01293
-12.33,65.040,-0.01293
-12.33,65.060,-0.01293
-12.33,65.080,-0.01293
-12.34,65.100,-0.01293
-12.33,65.120,-0.01293
-12.33,65.140,-0.01293
-12.34,65.160,-0.01293
-12.34,65.180,-0.01293
-12.35,65.200,-0.01293
-12.35,65.220,-0.01293
-12.35,65.240,-0.01293
-12.35,65.260,-0.01293
-12.34,65.280,-0.01293
-12.34,65.300,-0.01293
-12.35,65.320,-0.01293
-12.35,65.340,-0.01293
-12.35,65.360,-0.01293
-12.35,65.380,-0.01293
-12.36,65.400,-0.01293
-12.37,65.420,-0.01293
-12.37,65.440,-0.01297
-12.37,65.460,-0.01297
-12.37,65.480,-0.01297
-12.37,65.500,-0.01297
-12.37,65.520,-0.01297
-12.37,65.540,-0.01297
-12.36,65.560,-0.01297
-12.36,65.580,-0.01297
-12.36,65.600,-0.01297
-12.35,65.620,-0.01297
-12.35,65.640,-0.01297
-12.36,65.660,-0.01297
-12.37,65.680,-0.01297
-12.36,65.700,-0.01297
-12.36,65.720,-0.01297
-12.36,65.740,-0.01297
-12.36,65.760,-0.01297
-12.37,65.780,-0.01297
-12.38,65.800,-0.01297
-12.37,65.820,-0.01297
-12.37,65.840,-0.01297
-12.38,65.860,-0.01297
-12.38,65.880,-0.01297
-12.38,65.900,-0.01297
-12.38,65.920,-0.01297
-12.38,65.940,-0.01297
-12.37,65.960,-0.01297
-12.37,65.980,-0.01297
-12.37,66.000,-0.01297
-12.37,66.020,-0.01301
-12.37,66.040,-0.01301
-12.37,66.060,-0.01301
-12.38,66.080,-0.01301
-12.38,66.100,-0.01301
-12.39,66.120,-0.01301
-12.38,66.140,-0.01301
-12.37,66.160,-0.01301
-12.37,66.180,-0.01301
-12.38,66.200,-0.01301
-12.39,66.220,-0.01301
-12.40,66.240,-0.01301
-12.39,66.260,-0.01301
-12.38,66.280,-0.01301
-12.38,66.300,-0.01301
-12.39,66.320,-0.01301
-12.39,66.340,-0.01301
-12.39,66.360,-0.01301
-12.39,66.380,-0.01301
-12.39,66.400,-0.01301
-12.40,66.420,-0.01301
-12.39,66.440,-0.01301
-12.39,66.460,-0.01301
-12.39,66.480,-0.01301
-12.41,66.500,-0.01301
-12.41,66.520,-0.01301
-12.42,66.540,-0.01301
-12.42,66.560,-0.01305
-12.42,66.580,-0.01305
-12.42,66.600,-0.01305
-12.42,66.620,-0.01305
-12.43,66.640,-0.01305
-12.43,66.660,-0.01305
-12.43,66.680,-0.01305
-12.42,66.700,-0.01305
-12.42,66.720,-0.01305
-12.43,66.740,-0.01305
-12.42,66.760,-0.01305
-12.42,66.780,-0.01305
-12.42,66.800,-0.01305
-12.43,66.820,-0.01305
-12.43,66.840,-0.01305
-12.43,66.860,-0.01305
-12.43,66.880,-0.01305
-12.43,66.900,-0.01305
-12.43,66.920,-0.01305
-12.43,66.940,-0.01305
-12.43,66.960,-0.01305
-12.43,66.980,-0.01305
-12.43,67.000,-0.01305
-12.43,67.020,-0.01305
-12.43,67.040,-0.01305
-12.43,67.060,-0.01305
-12.43,67.080,-0.01305
-12.43,67.100,-0.01310
-12.44,67.120,-0.01310
-12.44,67.140,-0.01310
-12.45,67.160,-0.01310
-12.45,67.180,-0.01310
-12.45,67.200,-0.01310
-12.44,67.220,-0.01310
-12.44,67.240,-0.01310
-12.44,67.260,-0.01310
-12.44,67.280,-0.01310
-12.43,67.300,-0.01310
-12.44,67.320,-0.01310
-12.44,67.340,-0.01310
-12.45,67.360,-0.01310
-12.45,67.380,-0.01310
-12.45,67.400,-0.01310
-12.45,67.420,-0.01310
-12.45,67.440,-0.01310
-12.45,67.460,-0.01310
-12.46,67.480,-0.01310
-12.46,67.500,-0.01310
-12.47,67.520,-0.01310
-12.46,67.540,-0.01310
-12.46,67.560,-0.01310
-12.45,67.580,-0.01310
-12.45,67.600,-0.01310
-12.46,67.620,-0.01310
-12.46,67.640,-0.01314
-12.46,67.660,-0.01314
-12.46,67.680,-0.01314
-12.46,67.700,-0.01314
-12.46,67.720,-0.01314
-12.47,67.740,-0.01314
-12.48,67.760,-0.01314
-12.49,67.780,-0.01314
-12.48,67.800,-0.01314
-12.47,67.820,-0.01314
-12.47,67.840,-0.01314
-12.47,67.860,-0.01314
-12.48,67.880,-0.01314
-12.47,67.900,-0.01314
-12.47,67.920,-0.01314
-12.48,67.940,-0.01314
-12.49,67.960,-0.01314
-12.50,67.980,-0.01314
-12.49,68.000,-0.01314
-12.48,68.020,-0.01314
-12.48,68.040,-0.01314
-12.49,68.060,-0.01314
-12.49,68.080,-0.01314
-12.48,68.100,-0.01314
-12.48,68.120,-0.01314
-12.48,68.140,-0.01314
-12.49,68.160,-0.01314
-12.50,68.180,-0.01318
-12.50,68.200,-0.01318
-12.49,68.220,-0.01318
-12.49,68.240,-0.01318
-12.49,68.260,-0.01318
-12.49,68.280,-0.01318
-12.50,68.300,-0.01318
-12.50,68.320,-0.01318
-12.50,68.340,-0.01318
-12.50,68.360,-0.01318
-12.50,68.380,-0.01318
-12.50,68.400,-0.01318
-12.51,68.420,-0.01318
-12.51,68.440,-0.01318
-12.51,68.460,-0.01318
-12.51,68.480,-0.01318
-12.51,68.500,-0.01318
-12.50,68.520,-0.01318
-12.50,68.540,-0.01318
-12.50,68.560,-0.01318
-12.51,68.580,-0.01318
-12.51,68.600,-0.01318
-12.51,68.620,-0.01318
-12.51,68.640,-0.01318
-12.52,68.660,-0.01318
-12.52,68.680,-0.01322
-12.52,68.700,-0.01322
-12.52,68.720,-0.01322
-12.51,68.740,-0.01322
-12.51,68.760,-0.01322
-12.51,68.780,-0.01322
-12.52,68.800,-0.01322
-12.52,68.820,-0.01322
-12.52,68.840,-0.01322
-12.51,68.860,-0.01322
-12.52,68.880,-0.01322
-12.52,68.900,-0.01322
-12.52,68.920,-0.01322
-12.51,68.940,-0.01322
-12.51,68.960,-0.01322
-12.52,68.980,-0.01322
-12.53,69.000,-0.01322
-12.53,69.020,-0.01322
-12.53,69.040,-0.01322
-12.53,69.060,-0.01322
-12.53,69.080,-0.01322
-12.53,69.100,-0.01322
-12.54,69.120,-0.01322
-12.55,69.140,-0.01322
-12.55,69.160,-0.01322
-12.54,69.180,-0.01322
-12.54,69.200,-0.01322
-12.54,69.220,-0.01322
-12.54,69.240,-0.01322
-12.54,69.260,-0.01326
-12.55,69.280,-0.01326
-12.55,69.300,-0.01326
-12.54,69.320,-0.01326
-12.54,69.340,-0.01326
-12.55,69.360,-0.01326
-12.55,69.380,-0.01326
-12.55,69.400,-0.01326
-12.55,69.420,-0.01326
-12.55,69.440,-0.01326
-12.56,69.460,-0.01326
-12.56,69.480,-0.01326
-12.56,69.500,-0.01326
-12.55,69.520,-0.01326
-12.55,69.540,-0.01326
-12.56,69.560,-0.01326
-12.56,69.580,-0.01326
-12.55,69.600,-0.01326
-12.55,69.620,-0.01326
-12.54,69.640,-0.01326
-12.55,69.660,-0.01326
-12.56,69.680,-0.01326
-12.56,69.700,-0.01326
-12.55,69.720,-0.01326
-12.55,69.740,-0.01326
-12.55,69.760,-0.01330
-12.56,69.780,-0.01330
-12.56,69.800,-0.01330
-12.55,69.820,-0.01330
-12.55,69.840,-0.01330
-12.55,69.860,-0.01330
-12.55,69.880,-0.01330
-12.56,69.900,-0.01330
-12.57,69.920,-0.01330
-12.57,69.940,-0.01330
-12.57,69.960,-0.01330
-12.57,69.980,-0.01330
-12.57,70.000,-0.01330
-12.57,70.020,-0.01330
-12.57,70.040,-0.01330
-12.58,70.060,-0.01330
-12.58,70.080,-0.01330
-12.58,70.100,-0.01330
-12.57,70.120,-0.01330
-12.57,70.140,-0.01330
-12.57,70.160,-0.01330
-12.57,70.180,-0.01330
-12.57,70.200,-0.01330
-12.56,70.220,-0.01330
-12.57,70.240,-0.01330
-12.58,70.260,-0.01330
-12.58,70.280,-0.01330
-12.58,70.300,-0.01330
-12.57,70.320,-0.01330
-12.57,70.340,-0.01334
-12.58,70.360,-0.01334
-12.59,70.380,-0.01334
-12.59,70.400,-0.01334
-12.59,70.420,-0.01334
-12.59,70.440,-0.01334
-12.59,70.460,-0.01334
-12.59,70.480,-0.01334
-12.58,70.500,-0.01334
-12.59,70.520,-0.01334
-12.60,70.540,-0.01334
-12.60,70.560,-0.01334
-12.59,70.580,-0.01334
-12.59,70.600,-0.01334
-12.60,70.620,-0.01334
-12.61,70.640,-0.01334
-12.61,70.660,-0.01334
-12.61,70.680,-0.01334
-12.61,70.700,-0.01334
-12.61,70.720,-0.01334
-12.61,70.740,-0.01334
-12.61,70.760,-0.01334
-12.61,70.780,-0.01334
-12.61,70.800,-0.01334
-12.60,70.820,-0.01334
-12.60,70.840,-0.01334
-12.61,70.860,-0.01334
-12.61,70.880,-0.01339
-12.61,70.900,-0.01339
-12.61,70.920,-0.01339
-12.61,70.940,-0.01339
-12.61,70.960,-0.01339
-12.62,70.980,-0.01339
-12.62,71.000,-0.01339
-12.62,71.020,-0.01339
-12.62,71.040,-0.01339
-12.62,71.060,-0.01339
-12.62,71.080,-0.01339
-12.61,71.100,-0.01339
-12.62,71.120,-0.01339
-12.62,71.140,-0.01339
-12.63,71.160,-0.01339
-12.63,71.180,-0.01339
-12.63,71.200,-0.01339
-12.63,71.220,-0.01339
-12.62,71.240,-0.01339
-12.62,71.260,-0.01339
-12.63,71.280,-0.01339
-12.63,71.300,-0.01339
-12.64,71.320,-0.01339
-12.63,71.340,-0.01339
-12.62,71.360,-0.01339
-12.63,71.380,-0.01339
-12.63,71.400,-0.01343
-12.64,71.420,-0.01343
-12.64,71.440,-0.01343
-12.64,71.460,-0.01343
-12.65,71.480,-0.01343
-12.65,71.500,-0.01343
-12.64,71.520,-0.01343
-12.63,71.540,-0.01343
-12.63,71.560,-0.01343
-12.65,71.580,-0.01343
-12.66,71.600,-0.01343
-12.65,71.620,-0.01343
-12.65,71.640,-0.01343
-12.64,71.660,-0.01343
-12.65,71.680,-0.01343
-12.65,71.700,-0.01343
-12.65,71.720,-0.01343
-12.65,71.740,-0.01343
-12.65,71.760,-0.01343
-12.65,71.780,-0.01343
-12.65,71.800,-0.01343
-12.65,71.820,-0.01343
-12.65,71.840,-0.01343
-12.65,71.860,-0.01343
-12.65,71.880,-0.01343
-12.66,71.900,-0.01343
-12.66,71.920,-0.01343
-12.67,71.940,-0.01347
-12.67,71.960,-0.01347
-12.67,71.980,-0.01347
-12.67,72.000,-0.01347
-12.67,72.020,-0.01347
-12.67,72.040,-0.01347
-12.68,72.060,-0.01347
-12.67,72.080,-0.01347
-12.67,72.100,-0.01347
-12.67,72.120,-0.01347
-12.67,72.140,-0.01347
-12.67,72.160,-0.01347
-12.67,72.180,-0.01347
-12.67,72.200,-0.01347
-12.65,72.220,-0.01347
-12.66,72.240,-0.01347
-12.67,72.260,-0.01347
-12.68,72.280,-0.01347
-12.67,72.300,-0.01347
-12.67,72.320,-0.01347
-12.67,72.340,-0.01347
-12.68,72.360,-0.01347
-12.67,72.380,-0.01347
-12.67,72.400,-0.01347
-12.68,72.420,-0.01347
-12.68,72.440,-0.01347
-12.68,72.460,-0.01347
-12.68,72.480,-0.01351
-12.69,72.500,-0.01351
-12.69,72.520,-0.01351
-12.69,72.540,-0.01351
-12.69,72.560,-0.01351
-12.70,72.580,-0.01351
-12.70,72.600,-0.01351
-12.69,72.620,-0.01351
-12.69,72.640,-0.01351
-12.69,72.660,-0.01351
-12.69,72.680,-0.01351
-12.70,72.700,-0.01351
-12.70,72.720,-0.01351
-12.70,72.740,-0.01351
-12.70,72.760,-0.01351
-12.69,72.780,-0.01351
-12.68,72.800,-0.01351
-12.68,72.820,-0.01351
-12.69,72.840,-0.01351
-12.70,72.860,-0.01351
-12.70,72.880,-0.01351
-12.70,72.900,-0.01351
-12.70,72.920,-0.01351
-12.71,72.940,-0.01351
-12.71,72.960,-0.01355
-12.72,72.980,-0.01355
-12.71,73.000,-0.01355
-12.71,73.020,-0.01355
-12.71,73.040,-0.01355
-12.71,73.060,-0.01355
-12.72,73.080,-0.01355
-12.72,73.100,-0.01355
-12.72,73.120,-0.01355
-12.71,73.140,-0.01355
-12.70,73.160,-0.01355
-12.71,73.180,-0.01355
-12.72,73.200,-0.01355
-12.72,73.220,-0.01355
-12.72,73.240,-0.01355
-12.72,73.260,-0.01355
-12.73,73.280,-0.01355
-12.74,73.300,-0.01355
-12.73,73.320,-0.01355
-12.73,73.340,-0.01355
-12.73,73.360,-0.01355
-12.74,73.380,-0.01355
-12.74,73.400,-0.01355
-12.74,73.420,-0.01355
-12.74,73.440,-0.01355
-12.74,73.460,-0.01355
-12.74,73.480,-0.01355
-12.74,73.500,-0.01359
-12.74,73.520,-0.01359
-12.74,73.540,-0.01359
-12.74,73.560,-0.01359
-12.75,73.580,-0.01359
-12.75,73.600,-0.01359
-12.75,73.620,-0.01359
-12.75,73.640,-0.01359
-12.75,73.660,-0.01359
-12.76,73.680,-0.01359
-12.76,73.700,-0.01359
-12.76,73.720,-0.01359
-12.76,73.740,-0.01359
-12.75,73.760,-0.01359
-12.75,73.780,-0.01359
-12.76,73.800,-0.01359
-12.76,73.820,-0.01359
-12.75,73.840,-0.01359
-12.76,73.860,-0.01359
-12.77,73.880,-0.01359
-12.77,73.900,-0.01359
-12.77,73.920,-0.01359
-12.77,73.940,-0.01359
-12.77,73.960,-0.01359
-12.77,73.980,-0.01359
-12.78,74.000,-0.01359
-12.77,74.020,-0.01364
-12.76,74.040,-0.01364
-12.77,74.060,-0.01364
-12.77,74.080,-0.01364
-12.78,74.100,-0.01364
-12.78,74.120,-0.01364
-12.79,74.140,-0.01364
-12.79,74.160,-0.01364
-12.79,74.180,-0.01364
-12.79,74.200,-0.01364
-12.79,74.220,-0.01364
-12.79,74.240,-0.01364
-12.79,74.260,-0.01364
-12.79,74.280,-0.01364
-12.77,74.300,-0.01364
-12.76,74.320,-0.01364
-12.77,74.340,-0.01364
-12.78,74.360,-0.01364
-12.78,74.380,-0.01364
-12.78,74.400,-0.01364
-12.78,74.420,-0.01364
-12.79,74.440,-0.01364
-12.80,74.460,-0.01364
-12.79,74.480,-0.01364
-12.78,74.500,-0.01364
-12.78,74.520,-0.01364
-12.79,74.540,-0.01364
-12.81,74.560,-0.01368
-12.81,74.580,-0.01368
-12.80,74.600,-0.01368
-12.80,74.620,-0.01368
-12.80,74.640,-0.01368
-12.81,74.660,-0.01368
-12.82,74.680,-0.01368
-12.81,74.700,-0.01368
-12.81,74.720,-0.01368
-12.80,74.740,-0.01368
-12.80,74.760,-0.01368
-12.81,74.780,-0.01368
-12.81,74.800,-0.01368
-12.81,74.820,-0.01368
-12.81,74.840,-0.01368
-12.81,74.860,-0.01368
-12.82,74.880,-0.01368
-12.81,74.900,-0.01368
-12.81,74.920,-0.01368
-12.81,74.940,-0.01368
-12.82,74.960,-0.01368
-12.82,74.980,-0.01368
-12.82,75.000,-0.01368
-12.81,75.020,-0.01368
-12.82,75.040,-0.01368
-12.82,75.060,-0.01372
-12.83,75.080,-0.01372
-12.83,75.100,-0.01372
-12.82,75.120,-0.01372
-12.82,75.140,-0.01372
-12.82,75.160,-0.01372
-12.83,75.180,-0.01372
-12.84,75.200,-0.01372
-12.84,75.220,-0.01372
-12.84,75.240,-0.01372
-12.84,75.260,-0.01372
-12.84,75.280,-0.01372
-12.84,75.300,-0.01372
-12.83,75.320,-0.01372
-12.83,75.340,-0.01372
-12.83,75.360,-0.01372
-12.83,75.380,-0.01372
-12.83,75.400,-0.01372
-12.84,75.420,-0.01372
-12.84,75.440,-0.01372
-12.85,75.460,-0.01372
-12.84,75.480,-0.01372
-12.84,75.500,-0.01372
-12.85,75.520,-0.01372
-12.86,75.540,-0.01372
-12.86,75.560,-0.01376
-12.85,75.580,-0.01376
-12.85,75.600,-0.01376
-12.85,75.620,-0.01376
-12.85,75.640,-0.01376
-12.86,75.660,-0.01376
-12.87,75.680,-0.01376
-12.87,75.700,-0.01376
-12.88,75.720,-0.01376
-12.88,75.740,-0.01376
-12.87,75.760,-0.01376
-12.86,75.780,-0.01376
-12.87,75.800,-0.01376
-12.88,75.820,-0.01376
-12.88,75.840,-0.01376
-12.88,75.860,-0.01376
-12.87,75.880,-0.01376
-12.87,75.900,-0.01376
-12.88,75.920,-0.01376
-12.88,75.940,-0.01376
-12.89,75.960,-0.01376
-12.88,75.980,-0.01376
-12.88,76.000,-0.01376
-12.87,76.020,-0.01376
-12.87,76.040,-0.01376
-12.88,76.060,-0.01376
-12.89,76.080,-0.01380
-12.89,76.100,-0.01380
-12.88,76.120,-0.01380
-12.87,76.140,-0.01380
-12.87,76.160,-0.01380
-12.87,76.180,-0.01380
-12.87,76.200,-0.01380
-12.87,76.220,-0.01380
-12.87,76.240,-0.01380
-12.88,76.260,-0.01380
-12.88,76.280,-0.01380
-12.89,76.300,-0.01380
-12.89,76.320,-0.01380
-12.89,76.340,-0.01380
-12.89,76.360,-0.01380
-12.88,76.380,-0.01380
-12.88,76.400,-0.01380
-12.88,76.420,-0.01380
-12.89,76.440,-0.01380
-12.89,76.460,-0.01380
-12.89,76.480,-0.01380
-12.88,76.500,-0.01380
-12.88,76.520,-0.01380
-12.87,76.540,-0.01380
-12.87,76.560,-0.01380
-12.88,76.580,-0.01384
-12.89,76.600,-0.01384
-12.90,76.620,-0.01384
-12.90,76.640,-0.01384
-12.89,76.660,-0.01384
-12.89,76.680,-0.01384
-12.89,76.700,-0.01384
-12.90,76.720,-0.01384
-12.91,76.740,-0.01384
-12.91,76.760,-0.01384
-12.91,76.780,-0.01384
-12.90,76.800,-0.01384
-12.91,76.820,-0.01384
-12.91,76.840,-0.01384
-12.90,76.860,-0.01384
-12.90,76.880,-0.01384
-12.91,76.900,-0.01384
-12.91,76.920,-0.01384
-12.92,76.940,-0.01384
-12.91,76.960,-0.01384
-12.91,76.980,-0.01384
-12.91,77.000,-0.01384
-12.91,77.020,-0.01384
-12.91,77.040,-0.01384
-12.92,77.060,-0.01384
-12.92,77.080,-0.01388
-12.93,77.100,-0.01388
-12.93,77.120,-0.01388
-12.93,77.140,-0.01388
-12.94,77.160,-0.01388
-12.94,77.180,-0.01388
-12.94,77.200,-0.01388
-12.94,77.220,-0.01388
-12.94,77.240,-0.01388
-12.94,77.260,-0.01388
-12.94,77.280,-0.01388
-12.94,77.300,-0.01388
-12.94,77.320,-0.01388
-12.94,77.340,-0.01388
-12.94,77.360,-0.01388
-12.94,77.380,-0.01388
-12.95,77.400,-0.01388
-12.95,77.420,-0.01388
-12.95,77.440,-0.01388
-12.94,77.460,-0.01388
-12.94,77.480,-0.01388
-12.94,77.500,-0.01388
-12.94,77.520,-0.01388
-12.94,77.540,-0.01388
-12.94,77.560,-0.01388
-12.94,77.580,-0.01388
-12.95,77.600,-0.01393
-12.95,77.620,-0.01393
-12.95,77.640,-0.01393
-12.94,77.660,-0.01393
-12.94,77.680,-0.01393
-12.94,77.700,-0.01393
-12.95,77.720,-0.01393
-12.95,77.740,-0.01393
-12.96,77.760,-0.01393
-12.96,77.780,-0.01393
-12.96,77.800,-0.01393
-12.96,77.820,-0.01393
-12.96,77.840,-0.01393
-12.96,77.860,-0.01393
-12.96,77.880,-0.01393
-12.96,77.900,-0.01393
-12.97,77.920,-0.01393
-12.98,77.940,-0.01393
-12.98,77.960,-0.01393
-12.98,77.980,-0.01393
-12.97,78.000,-0.01393
-12.97,78.020,-0.01393
-12.98,78.040,-0.01393
-12.98,78.060,-0.01393
-12.97,78.080,-0.01393
-12.97,78.100,-0.01397
-12.97,78.120,-0.01397
-12.97,78.140,-0.01397
-12.98,78.160,-0.01397
-12.98,78.180,-0.01397
-12.97,78.200,-0.01397
-12.96,78.220,-0.01397
-12.96,78.240,-0.01397
-12.97,78.260,-0.01397
-12.99,78.280,-0.01397
-13.00,78.300,-0.01397
-12.99,78.320,-0.01397
-12.99,78.340,-0.01397
-12.99,78.360,-0.01397
-13.00,78.380,-0.01397
-13.00,78.400,-0.01397
-13.00,78.420,-0.01397
-12.99,78.440,-0.01397
-12.98,78.460,-0.01397
-12.98,78.480,-0.01397
-12.98,78.500,-0.01397
-12.99,78.520,-0.01397
-12.99,78.540,-0.01397
-13.00,78.560,-0.01397
-13.01,78.580,-0.01397
-13.01,78.600,-0.01397
-13.01,78.620,-0.01397
-13.01,78.640,-0.01401
-13.01,78.660,-0.01401
-13.01,78.680,-0.01401
-13.01,78.700,-0.01401
-13.00,78.720,-0.01401
-13.00,78.740,-0.01401
-13.00,78.760,-0.01401
-13.00,78.780,-0.01401
-13.00,78.800,-0.01401
-13.00,78.820,-0.01401
-13.01,78.840,-0.01401
-13.01,78.860,-0.01401
-13.01,78.880,-0.01401
-13.01,78.900,-0.01401
-13.02,78.920,-0.01401
-13.02,78.940,-0.01401
-13.02,78.960,-0.01401
-13.02,78.980,-0.01401
-13.02,79.000,-0.01401
-13.02,79.020,-0.01401
-13.02,79.040,-0.01401
-13.02,79.060,-0.01401
-13.03,79.080,-0.01401
-13.02,79.100,-0.01401
-13.02,79.120,-0.01401
-13.02,79.140,-0.01401
-13.02,79.160,-0.01405
-13.03,79.180,-0.01405
-13.04,79.200,-0.01405
-13.04,79.220,-0.01405
-13.04,79.240,-0.01405
-13.04,79.260,-0.01405
-13.03,79.280,-0.01405
-13.03,79.300,-0.01405
-13.04,79.320,-0.01405
-13.04,79.340,-0.01405
-13.03,79.360,-0.01405
-13.03,79.380,-0.01405
-13.03,79.400,-0.01405
-13.03,79.420,-0.01405
-13.04,79.440,-0.01405
-13.04,79.460,-0.01405
-13.03,79.480,-0.01405
-13.04,79.500,-0.01405
-13.04,79.520,-0.01405
-13.05,79.540,-0.01405
-13.05,79.560,-0.01405
-13.06,79.580,-0.01405
-13.06,79.600,-0.01405
-13.06,79.620,-0.01405
-13.05,79.640,-0.01409
-13.05,79.660,-0.01409
-13.06,79.680,-0.01409
-13.06,79.700,-0.01409
-13.06,79.720,-0.01409
-13.06,79.740,-0.01409
-13.06,79.760,-0.01409
-13.07,79.780,-0.01409
-13.07,79.800,-0.01409
-13.07,79.820,-0.01409
-13.07,79.840,-0.01409
-13.06,79.860,-0.01409
-13.06,79.880,-0.01409
-13.07,79.900,-0.01409
-13.07,79.920,-0.01409
-13.07,79.940,-0.01409
-13.07,79.960,-0.01409
-13.07,79.980,-0.01409
-13.07,80.000,-0.01409
-13.07,80.020,-0.01409
-13.07,80.040,-0.01409
-13.08,80.060,-0.01409
-13.09,80.080,-0.01409
-13.09,80.100,-0.01409
-13.08,80.120,-0.01409
-13.08,80.140,-0.01409
-13.07,80.160,-0.01413
-13.07,80.180,-0.01413
-13.08,80.200,-0.01413
-13.09,80.220,-0.01413
-13.10,80.240,-0.01413
-13.10,80.260,-0.01413
-13.09,80.280,-0.01413
-13.09,80.300,-0.01413
-13.10,80.320,-0.01413
-13.09,80.340,-0.01413
-13.09,80.360,-0.01413
-13.10,80.380,-0.01413
-13.10,80.400,-0.01413
-13.10,80.420,-0.01413
-13.10,80.440,-0.01413
-13.10,80.460,-0.01413
-13.10,80.480,-0.01413
-13.10,80.500,-0.01413
-13.10,80.520,-0.01413
-13.10,80.540,-0.01413
-13.10,80.560,-0.01413
-13.10,80.580,-0.01413
-13.10,80.600,-0.01413
-13.10,80.620,-0.01413
-13.11,80.640,-0.01418
-13.12,80.660,-0.01418
-13.11,80.680,-0.01418
