""
"Test Method","Will_Huddleston_Disks.msm"
"Sample I. D.","900-50-35A.mss"
"Specimen Number","1"

"Load (N)","Time (s)","Extension (mm)","Stress (MPa)","Strain (mm/mm)"

5.29,0.200,0.00097,0.984,0.000
5.30,0.300,0.00097,0.986,0.000
5.31,0.400,0.00097,0.987,0.000
5.31,0.500,0.00101,0.988,0.000
5.30,0.600,0.00101,0.986,0.000
5.31,0.700,0.00101,0.988,0.000
5.29,0.800,0.00105,0.985,0.000
5.31,0.900,0.00105,0.987,0.000
5.33,1.000,0.00105,0.991,0.000
5.33,1.100,0.00109,0.991,0.000
5.32,1.200,0.00109,0.990,0.000
5.32,1.300,0.00109,0.990,0.000
5.35,1.400,0.00113,0.994,0.000
5.34,1.500,0.00113,0.993,0.000
5.34,1.600,0.00117,0.993,0.000
5.35,1.700,0.00117,0.995,0.000
5.36,1.800,0.00121,0.997,0.000
5.37,1.900,0.00121,0.998,0.000
5.39,2.000,0.00126,1.003,0.000
5.44,2.100,0.00130,1.011,0.000
5.53,2.200,0.00142,1.027,0.000
5.72,2.300,0.00155,1.064,0.000
5.87,2.400,0.00171,1.092,0.000
6.02,2.500,0.00184,1.120,0.000
6.12,2.600,0.00200,1.137,0.000
6.18,2.700,0.00213,1.150,0.000
6.27,2.800,0.00225,1.165,0.000
6.32,2.900,0.00242,1.176,0.000
6.39,3.000,0.00259,1.188,0.000
6.42,3.100,0.00271,1.195,0.000
6.49,3.200,0.00288,1.208,0.000
6.54,3.300,0.00300,1.216,0.000
6.61,3.400,0.00317,1.229,0.000
6.65,3.500,0.00333,1.236,0.000
6.70,3.600,0.00350,1.246,0.000
6.74,3.700,0.00367,1.254,0.000
6.78,3.800,0.00383,1.261,0.000
6.82,3.900,0.00400,1.268,0.000
6.91,4.000,0.00421,1.284,0.000
6.94,4.100,0.00437,1.291,0.000
7.01,4.200,0.00458,1.303,0.000
7.05,4.300,0.00479,1.311,0.000
7.10,4.400,0.00500,1.320,0.000
7.14,4.500,0.00520,1.329,0.000
7.20,4.600,0.00541,1.338,0.000
7.25,4.700,0.00562,1.349,0.000
7.31,4.800,0.00583,1.360,0.000
7.34,4.900,0.00599,1.364,0.000
7.39,5.000,0.00620,1.375,0.000
7.43,5.100,0.00641,1.382,0.000
7.49,5.200,0.00662,1.393,0.000
7.51,5.300,0.00678,1.396,0.000
7.55,5.400,0.00699,1.403,0.000
7.56,5.500,0.00716,1.406,0.000
7.59,5.600,0.00732,1.412,0.000
7.62,5.700,0.00749,1.417,0.000
7.66,5.800,0.00766,1.425,0.000
7.68,5.900,0.00782,1.428,0.000
7.70,6.000,0.00795,1.432,0.000
7.73,6.100,0.00807,1.437,0.000
7.73,6.200,0.00824,1.438,0.000
7.76,6.300,0.00836,1.443,0.000
7.79,6.400,0.00853,1.449,0.000
7.82,6.500,0.00865,1.454,0.000
7.85,6.600,0.00878,1.460,0.000
7.85,6.700,0.00890,1.460,0.000
7.87,6.800,0.00907,1.464,0.000
7.90,6.900,0.00919,1.469,0.000
7.94,7.000,0.00932,1.477,0.000
7.96,7.100,0.00944,1.480,0.000
7.99,7.200,0.00961,1.486,0.000
8.02,7.300,0.00973,1.491,0.000
8.03,7.400,0.00986,1.494,0.000
8.07,7.500,0.01002,1.500,0.000
8.10,7.600,0.01015,1.507,0.000
8.13,7.700,0.01032,1.512,0.000
8.16,7.800,0.01044,1.517,0.000
8.20,7.900,0.01061,1.525,0.000
8.24,8.000,0.01077,1.532,0.000
8.26,8.100,0.01090,1.536,0.000
8.29,8.200,0.01106,1.541,0.000
8.32,8.300,0.01123,1.546,0.000
8.34,8.400,0.01135,1.551,0.000
8.37,8.500,0.01152,1.557,0.000
8.41,8.600,0.01169,1.563,0.000
8.44,8.700,0.01185,1.570,0.000
8.45,8.800,0.01198,1.572,0.000
8.49,8.900,0.01214,1.580,0.000
8.51,9.000,0.01231,1.583,0.000
8.55,9.100,0.01248,1.591,0.000
8.60,9.200,0.01264,1.599,0.000
8.64,9.300,0.01281,1.606,0.000
8.66,9.400,0.01297,1.611,0.000
8.72,9.500,0.01314,1.621,0.000
8.75,9.600,0.01335,1.628,0.000
8.79,9.700,0.01356,1.635,0.000
8.84,9.800,0.01372,1.645,0.000
8.89,9.900,0.01393,1.654,0.000
8.92,10.000,0.01418,1.660,0.000
8.96,10.100,0.01439,1.666,0.000
9.01,10.200,0.01460,1.675,0.000
9.05,10.300,0.01480,1.683,0.000
9.10,10.400,0.01501,1.692,0.000
9.14,10.500,0.01522,1.700,0.000
9.17,10.600,0.01543,1.705,0.000
9.21,10.700,0.01563,1.714,0.000
9.24,10.800,0.01584,1.718,0.000
9.28,10.900,0.01601,1.726,0.000
9.30,11.000,0.01622,1.729,0.000
9.34,11.100,0.01642,1.737,0.000
9.36,11.200,0.01659,1.741,0.000
9.39,11.300,0.01676,1.747,0.000
9.41,11.400,0.01692,1.750,0.000
9.44,11.500,0.01709,1.756,0.000
9.47,11.600,0.01726,1.761,0.000
9.48,11.700,0.01738,1.764,0.000
9.50,11.800,0.01755,1.767,0.000
9.54,11.900,0.01767,1.774,0.000
9.57,12.000,0.01784,1.779,0.000
9.59,12.100,0.01796,1.783,0.000
9.62,12.200,0.01813,1.789,0.000
9.64,12.300,0.01825,1.793,0.000
9.67,12.400,0.01838,1.798,0.000
9.71,12.500,0.01850,1.806,0.000
9.73,12.600,0.01867,1.809,0.000
9.75,12.700,0.01879,1.814,0.000
9.79,12.800,0.01892,1.821,0.000
9.80,12.900,0.01904,1.823,0.000
9.83,13.000,0.01921,1.828,0.000
9.87,13.100,0.01933,1.835,0.000
9.90,13.200,0.01950,1.840,0.000
9.93,13.300,0.01962,1.846,0.000
9.96,13.400,0.01979,1.852,0.000
10.00,13.500,0.01991,1.859,0.000
10.01,13.600,0.02008,1.862,0.000
10.05,13.700,0.02021,1.869,0.000
10.09,13.800,0.02037,1.876,0.000
10.13,13.900,0.02054,1.883,0.000
10.16,14.000,0.02066,1.889,0.000
10.18,14.100,0.02083,1.892,0.000
10.21,14.200,0.02100,1.899,0.000
10.25,14.300,0.02112,1.905,0.000
