""
"Test Method","Will_Huddleston_Disks.msm"
"Sample I. D.","800-10-40C.mss"
"Specimen Number","1"

"Load (N)","Time (s)","Extension (mm)","Stress (MPa)","Strain (mm/mm)"

4.36,0.200,-0.03278,0.777,-0.001
4.34,0.300,-0.03278,0.775,-0.001
4.35,0.400,-0.03278,0.776,-0.001
4.34,0.500,-0.03273,0.775,-0.001
4.35,0.600,-0.03273,0.775,-0.001
4.35,0.700,-0.03273,0.775,-0.001
4.34,0.800,-0.03273,0.774,-0.001
4.35,0.900,-0.03269,0.776,-0.001
4.34,1.000,-0.03269,0.775,-0.001
4.35,1.100,-0.03269,0.776,-0.001
4.34,1.200,-0.03265,0.774,-0.001
4.35,1.300,-0.03265,0.776,-0.001
4.33,1.400,-0.03265,0.773,-0.001
4.34,1.500,-0.03261,0.775,-0.001
4.36,1.600,-0.03261,0.777,-0.001
4.35,1.700,-0.03261,0.776,-0.001
4.35,1.800,-0.03257,0.775,-0.001
4.35,1.900,-0.03257,0.776,-0.001
4.35,2.000,-0.03257,0.777,-0.001
4.35,2.100,-0.03253,0.777,-0.001
4.35,2.200,-0.03253,0.776,-0.001
4.37,2.300,-0.03249,0.780,-0.001
4.36,2.400,-0.03249,0.778,-0.001
4.39,2.500,-0.03244,0.783,-0.001
4.46,2.600,-0.03236,0.796,-0.001
4.60,2.700,-0.03219,0.820,-0.001
4.72,2.800,-0.03203,0.843,-0.001
4.83,2.900,-0.03186,0.861,-0.001
4.90,3.000,-0.03174,0.875,-0.001
4.95,3.100,-0.03161,0.883,-0.001
5.02,3.200,-0.03145,0.896,-0.001
5.09,3.300,-0.03132,0.908,-0.001
5.15,3.400,-0.03111,0.919,-0.001
5.21,3.500,-0.03099,0.929,-0.001
5.27,3.600,-0.03078,0.941,-0.001
5.33,3.700,-0.03062,0.951,-0.001
5.37,3.800,-0.03045,0.959,-0.001
5.43,3.900,-0.03024,0.968,-0.001
5.50,4.000,-0.03003,0.980,-0.001
5.56,4.100,-0.02983,0.992,-0.001
5.58,4.200,-0.02962,0.995,-0.001
5.63,4.300,-0.02941,1.004,-0.001
5.67,4.400,-0.02920,1.012,-0.001
5.69,4.500,-0.02899,1.016,-0.001
5.73,4.600,-0.02879,1.022,-0.001
