""
"Test Method","Will_Huddleston_Disks.msm"
"Sample I. D.","900-5-10D.mss"
"Specimen Number","1"

"Load (N)","Time (s)","Extension (mm)","Stress (MPa)","Strain (mm/mm)"

2.25,0.200,-0.06480,0.415,-0.001
2.28,0.300,-0.06476,0.419,-0.001
2.26,0.400,-0.06476,0.416,-0.001
2.27,0.500,-0.06476,0.418,-0.001
2.26,0.600,-0.06476,0.416,-0.001
2.27,0.700,-0.06472,0.418,-0.001
2.27,0.800,-0.06472,0.418,-0.001
2.27,0.900,-0.06467,0.419,-0.001
2.27,1.000,-0.06467,0.418,-0.001
2.28,1.100,-0.06467,0.419,-0.001
2.29,1.200,-0.06463,0.421,-0.001
2.29,1.300,-0.06463,0.422,-0.001
2.28,1.400,-0.06459,0.420,-0.001
2.28,1.500,-0.06459,0.419,-0.001
2.30,1.600,-0.06455,0.424,-0.001
2.32,1.700,-0.06451,0.428,-0.001
2.34,1.800,-0.06447,0.431,-0.001
2.37,1.900,-0.06438,0.436,-0.001
2.42,2.000,-0.06430,0.445,-0.001
2.47,2.100,-0.06422,0.454,-0.001
2.53,2.200,-0.06409,0.465,-0.001
2.59,2.300,-0.06393,0.477,-0.001
2.65,2.400,-0.06380,0.489,-0.001
2.70,2.500,-0.06368,0.497,-0.001
2.75,2.600,-0.06351,0.506,-0.001
2.78,2.700,-0.06339,0.512,-0.001
2.83,2.800,-0.06322,0.520,-0.001
2.87,2.900,-0.06310,0.529,-0.001
2.90,3.000,-0.06297,0.533,-0.001
2.94,3.100,-0.06280,0.542,-0.001
2.98,3.200,-0.06268,0.548,-0.001
3.02,3.300,-0.06251,0.556,-0.001
3.06,3.400,-0.06239,0.562,-0.001
3.09,3.500,-0.06222,0.568,-0.001
3.10,3.600,-0.06210,0.571,-0.001
3.12,3.700,-0.06193,0.575,-0.001
3.15,3.800,-0.06181,0.579,-0.001
3.17,3.900,-0.06164,0.584,-0.001
3.20,4.000,-0.06152,0.589,-0.001
3.22,4.100,-0.06135,0.593,-0.001
3.26,4.200,-0.06118,0.600,-0.001
3.27,4.300,-0.06106,0.602,-0.001
3.31,4.400,-0.06089,0.608,-0.001
3.33,4.500,-0.06073,0.612,-0.001
3.35,4.600,-0.06052,0.617,-0.001
3.37,4.700,-0.06035,0.621,-0.001
3.40,4.800,-0.06019,0.625,-0.001
3.42,4.900,-0.05998,0.630,-0.001
3.47,5.000,-0.05981,0.639,-0.001
3.48,5.100,-0.05960,0.641,-0.001
3.53,5.200,-0.05940,0.650,-0.001
3.54,5.300,-0.05919,0.652,-0.001
3.58,5.400,-0.05898,0.658,-0.001
3.61,5.500,-0.05877,0.665,-0.001
3.63,5.600,-0.05857,0.668,-0.001
3.66,5.700,-0.05836,0.674,-0.001
3.68,5.800,-0.05819,0.677,-0.001
3.72,5.900,-0.05798,0.684,-0.001
3.74,6.000,-0.05778,0.689,-0.001
3.75,6.100,-0.05761,0.690,-0.001
3.78,6.200,-0.05740,0.695,-0.001
3.81,6.300,-0.05724,0.701,-0.001
3.82,6.400,-0.05707,0.703,-0.001
3.84,6.500,-0.05690,0.707,-0.001
3.87,6.600,-0.05674,0.712,-0.001
3.87,6.700,-0.05657,0.712,-0.001
3.90,6.800,-0.05640,0.718,-0.001
3.92,6.900,-0.05628,0.722,-0.001
3.93,7.000,-0.05611,0.724,-0.001
3.95,7.100,-0.05599,0.728,-0.001
3.97,7.200,-0.05582,0.731,-0.001
3.98,7.300,-0.05570,0.732,-0.001
3.97,7.400,-0.05557,0.730,-0.001
4.00,7.500,-0.05541,0.736,-0.001
4.01,7.600,-0.05528,0.738,-0.001
4.03,7.700,-0.05516,0.743,-0.001
4.07,7.800,-0.05499,0.749,-0.001
4.06,7.900,-0.05487,0.748,-0.001
4.09,8.000,-0.05474,0.753,-0.001
4.10,8.100,-0.05462,0.755,-0.001
4.12,8.200,-0.05445,0.759,-0.001
4.13,8.300,-0.05433,0.761,-0.001
4.15,8.400,-0.05416,0.764,-0.001
4.16,8.500,-0.05404,0.765,-0.001
4.18,8.600,-0.05387,0.770,-0.001
4.19,8.700,-0.05375,0.772,-0.001
4.21,8.800,-0.05358,0.775,-0.001
4.25,8.900,-0.05345,0.782,-0.001
4.24,9.000,-0.05329,0.780,-0.001
4.27,9.100,-0.05316,0.786,-0.001
4.29,9.200,-0.05300,0.790,-0.001
4.30,9.300,-0.05283,0.792,-0.001
4.32,9.400,-0.05271,0.795,-0.001
4.34,9.500,-0.05254,0.798,-0.001
4.35,9.600,-0.05237,0.800,-0.001
4.37,9.700,-0.05225,0.805,-0.001
4.40,9.800,-0.05208,0.810,-0.001
4.41,9.900,-0.05192,0.812,-0.001
4.41,10.000,-0.05175,0.812,-0.001
4.44,10.100,-0.05158,0.817,-0.001
4.46,10.200,-0.05142,0.821,-0.001
4.47,10.300,-0.05125,0.823,-0.001
4.50,10.400,-0.05104,0.828,-0.001
4.52,10.500,-0.05088,0.832,-0.001
4.54,10.600,-0.05067,0.836,-0.001
4.56,10.700,-0.05046,0.840,-0.001
4.60,10.800,-0.05025,0.846,-0.001
4.61,10.900,-0.05005,0.848,-0.001
4.62,11.000,-0.04984,0.850,-0.001
4.65,11.100,-0.04959,0.856,-0.001
4.66,11.200,-0.04938,0.858,-0.001
4.66,11.300,-0.04917,0.859,-0.001
4.68,11.400,-0.04897,0.861,-0.001
4.70,11.500,-0.04876,0.866,-0.001
4.71,11.600,-0.04855,0.867,-0.001
4.72,11.700,-0.04834,0.870,-0.001
4.76,11.800,-0.04818,0.875,-0.001
4.76,11.900,-0.04797,0.876,-0.001
4.74,12.000,-0.04780,0.873,-0.001
4.77,12.100,-0.04764,0.878,-0.001
4.78,12.200,-0.04747,0.880,-0.001
4.79,12.300,-0.04730,0.882,-0.001
4.81,12.400,-0.04714,0.886,-0.001
4.81,12.500,-0.04697,0.886,-0.001
4.82,12.600,-0.04685,0.887,-0.001
4.84,12.700,-0.04668,0.891,-0.001
4.86,12.800,-0.04656,0.895,-0.001
4.86,12.900,-0.04639,0.895,-0.001
4.88,13.000,-0.04627,0.898,-0.001
4.89,13.100,-0.04614,0.901,-0.001
4.89,13.200,-0.04597,0.901,-0.001
4.91,13.300,-0.04585,0.903,-0.001
4.92,13.400,-0.04572,0.906,-0.001
4.94,13.500,-0.04560,0.909,-0.001
4.95,13.600,-0.04543,0.910,-0.001
4.97,13.700,-0.04531,0.914,-0.001
4.99,13.800,-0.04514,0.918,-0.001
4.99,13.900,-0.04502,0.918,-0.001
4.99,14.000,-0.04485,0.918,-0.001
5.02,14.100,-0.04473,0.924,-0.001
5.04,14.200,-0.04456,0.928,-0.001
5.04,14.300,-0.04444,0.928,-0.001
5.05,14.400,-0.04427,0.930,-0.001
5.06,14.500,-0.04410,0.932,-0.001
5.08,14.600,-0.04398,0.936,-0.001
5.10,14.700,-0.04381,0.938,-0.001
5.12,14.800,-0.04365,0.942,-0.001
5.13,14.900,-0.04348,0.944,-0.001
5.13,15.000,-0.04336,0.944,-0.001
5.15,15.100,-0.04319,0.949,-0.001
5.16,15.200,-0.04302,0.949,-0.001
5.17,15.300,-0.04286,0.952,-0.001
5.18,15.400,-0.04269,0.954,-0.001
5.20,15.500,-0.04253,0.957,-0.001
5.22,15.600,-0.04236,0.960,-0.001
5.21,15.700,-0.04219,0.959,-0.001
5.22,15.800,-0.04203,0.961,-0.001
5.20,15.900,-0.04186,0.957,-0.001
5.22,16.000,-0.04165,0.961,-0.001
5.24,16.100,-0.04144,0.965,-0.001
5.27,16.200,-0.04128,0.970,-0.001
5.28,16.300,-0.04107,0.972,-0.001
5.29,16.400,-0.04086,0.974,-0.001
5.28,16.500,-0.04066,0.972,-0.001
5.29,16.600,-0.04041,0.973,-0.001
5.30,16.700,-0.04020,0.976,-0.001
5.32,16.800,-0.03999,0.980,-0.001
5.33,16.900,-0.03978,0.982,-0.001
5.34,17.000,-0.03957,0.983,-0.001
5.35,17.100,-0.03937,0.984,-0.001
5.35,17.200,-0.03916,0.985,-0.001
5.37,17.300,-0.03895,0.988,-0.001
5.36,17.400,-0.03874,0.987,-0.001
5.39,17.500,-0.03854,0.991,-0.001
5.38,17.600,-0.03837,0.991,-0.001
5.38,17.700,-0.03820,0.990,-0.001
5.39,17.800,-0.03800,0.991,-0.001
5.41,17.900,-0.03783,0.996,-0.001
5.41,18.000,-0.03766,0.996,-0.001
5.42,18.100,-0.03754,0.997,-0.001
5.44,18.200,-0.03737,1.002,-0.001
5.42,18.300,-0.03721,0.998,-0.001
5.42,18.400,-0.03708,0.998,-0.001
5.43,18.500,-0.03692,1.000,-0.001
5.41,18.600,-0.03679,0.996,-0.001
5.42,18.700,-0.03662,0.998,-0.001
5.43,18.800,-0.03650,1.000,-0.001
5.43,18.900,-0.03633,1.000,-0.001
5.44,19.000,-0.03621,1.000,-0.001
5.44,19.100,-0.03608,1.001,-0.001
5.44,19.200,-0.03592,1.002,-0.001
5.46,19.300,-0.03579,1.006,-0.001
5.45,19.400,-0.03567,1.004,-0.001
5.48,19.500,-0.03550,1.009,-0.001
5.48,19.600,-0.03538,1.008,-0.001
5.49,19.700,-0.03521,1.010,-0.001
5.49,19.800,-0.03509,1.010,-0.001
5.50,19.900,-0.03492,1.013,-0.001
5.50,20.000,-0.03475,1.012,-0.001
5.51,20.100,-0.03463,1.015,-0.001
5.51,20.200,-0.03446,1.014,-0.001
5.51,20.300,-0.03430,1.014,-0.001
5.52,20.400,-0.03417,1.015,-0.001
5.55,20.500,-0.03401,1.022,-0.001
5.55,20.600,-0.03384,1.021,-0.001
5.55,20.700,-0.03367,1.022,-0.001
5.57,20.800,-0.03351,1.026,-0.001
5.57,20.900,-0.03334,1.026,-0.001
5.57,21.000,-0.03322,1.025,-0.001
5.57,21.100,-0.03305,1.026,-0.001
5.58,21.200,-0.03288,1.027,-0.001
5.57,21.300,-0.03272,1.026,-0.001
5.57,21.400,-0.03255,1.025,-0.001
5.58,21.500,-0.03234,1.027,-0.001
5.58,21.600,-0.03218,1.027,-0.001
5.59,21.700,-0.03197,1.029,-0.001
5.61,21.800,-0.03180,1.032,-0.001
5.61,21.900,-0.03160,1.032,-0.001
5.61,22.000,-0.03139,1.033,-0.001
5.63,22.100,-0.03118,1.037,-0.001
5.64,22.200,-0.03097,1.037,-0.001
5.65,22.300,-0.03076,1.040,-0.001
