""
"Test Method","Will_Huddleston_Disks.msm"
"Sample I. D.","1000-5-35C.mss"
"Specimen Number","1"

"Load (N)","Time (s)","Extension (mm)","Stress (MPa)","Strain (mm/mm)"

3.52,0.200,-0.03438,0.662,-0.001
3.55,0.300,-0.03438,0.666,-0.001
3.51,0.400,-0.03434,0.660,-0.001
3.56,0.500,-0.03434,0.669,-0.001
3.54,0.600,-0.03434,0.665,-0.001
3.55,0.700,-0.03430,0.667,-0.001
3.52,0.800,-0.03430,0.661,-0.001
3.55,0.900,-0.03430,0.667,-0.001
3.54,1.000,-0.03426,0.664,-0.001
3.55,1.100,-0.03426,0.667,-0.001
3.53,1.200,-0.03426,0.663,-0.001
3.56,1.300,-0.03422,0.669,-0.001
3.54,1.400,-0.03422,0.665,-0.001
3.55,1.500,-0.03418,0.667,-0.001
3.54,1.600,-0.03418,0.666,-0.001
3.56,1.700,-0.03414,0.670,-0.001
3.56,1.800,-0.03414,0.670,-0.001
3.59,1.900,-0.03409,0.674,-0.001
3.59,2.000,-0.03405,0.675,-0.001
3.63,2.100,-0.03401,0.682,-0.001
3.68,2.200,-0.03393,0.691,-0.001
3.78,2.300,-0.03380,0.711,-0.001
3.87,2.400,-0.03364,0.728,-0.001
3.96,2.500,-0.03347,0.744,-0.001
4.02,2.600,-0.03330,0.755,-0.001
4.08,2.700,-0.03310,0.767,-0.001
4.12,2.800,-0.03293,0.775,-0.001
4.17,2.900,-0.03276,0.784,-0.001
4.20,3.000,-0.03260,0.790,-0.001
4.28,3.100,-0.03243,0.804,-0.001
4.33,3.200,-0.03222,0.813,-0.001
4.37,3.300,-0.03202,0.821,-0.001
4.42,3.400,-0.03181,0.830,-0.001
4.48,3.500,-0.03164,0.841,-0.001
4.51,3.600,-0.03143,0.847,-0.001
4.55,3.700,-0.03123,0.856,-0.001
4.60,3.800,-0.03102,0.865,-0.001
4.64,3.900,-0.03081,0.871,-0.001
4.68,4.000,-0.03060,0.879,-0.001
4.71,4.100,-0.03044,0.886,-0.001
4.74,4.200,-0.03023,0.891,-0.001
4.78,4.300,-0.03006,0.899,-0.001
4.83,4.400,-0.02985,0.907,-0.001
4.86,4.500,-0.02969,0.913,-0.001
4.88,4.600,-0.02952,0.917,-0.001
4.91,4.700,-0.02936,0.923,-0.001
4.93,4.800,-0.02919,0.927,-0.001
4.97,4.900,-0.02902,0.933,-0.001
4.98,5.000,-0.02890,0.936,-0.001
4.99,5.100,-0.02873,0.938,-0.001
5.02,5.200,-0.02861,0.942,-0.001
5.04,5.300,-0.02844,0.947,-0.001
5.07,5.400,-0.02832,0.952,-0.001
5.08,5.500,-0.02815,0.955,-0.001
5.10,5.600,-0.02803,0.959,-0.001
5.13,5.700,-0.02790,0.964,-0.001
5.15,5.800,-0.02778,0.967,-0.001
5.16,5.900,-0.02761,0.969,-0.001
5.19,6.000,-0.02749,0.974,-0.001
5.23,6.100,-0.02736,0.983,-0.001
5.22,6.200,-0.02720,0.982,-0.001
5.25,6.300,-0.02707,0.986,-0.001
5.28,6.400,-0.02695,0.993,-0.001
5.31,6.500,-0.02678,0.998,-0.001
5.33,6.600,-0.02661,1.002,-0.001
5.36,6.700,-0.02649,1.007,-0.001
5.38,6.800,-0.02632,1.010,-0.001
5.41,6.900,-0.02620,1.017,-0.001
5.43,7.000,-0.02603,1.020,-0.001
5.46,7.100,-0.02587,1.027,-0.001
5.49,7.200,-0.02574,1.031,-0.001
5.50,7.300,-0.02557,1.034,-0.001
5.53,7.400,-0.02541,1.039,-0.001
5.58,7.500,-0.02524,1.048,0.000
5.60,7.600,-0.02512,1.051,0.000
5.61,7.700,-0.02495,1.055,0.000
5.64,7.800,-0.02479,1.060,0.000
5.67,7.900,-0.02466,1.066,0.000
5.68,8.000,-0.02449,1.067,0.000
5.71,8.100,-0.02433,1.073,0.000
5.75,8.200,-0.02416,1.080,0.000
5.76,8.300,-0.02400,1.083,0.000
5.79,8.400,-0.02379,1.087,0.000
5.82,8.500,-0.02362,1.093,0.000
5.84,8.600,-0.02346,1.098,0.000
5.88,8.700,-0.02325,1.104,0.000
5.91,8.800,-0.02308,1.111,0.000
5.96,8.900,-0.02287,1.119,0.000
5.98,9.000,-0.02267,1.124,0.000
6.02,9.100,-0.02246,1.132,0.000
6.05,9.200,-0.02225,1.137,0.000
6.09,9.300,-0.02204,1.145,0.000
6.13,9.400,-0.02183,1.151,0.000
6.16,9.500,-0.02163,1.157,0.000
6.19,9.600,-0.02142,1.163,0.000
6.22,9.700,-0.02121,1.169,0.000
6.25,9.800,-0.02100,1.174,0.000
6.27,9.900,-0.02080,1.179,0.000
6.31,10.000,-0.02063,1.186,0.000
6.35,10.100,-0.02042,1.193,0.000
6.35,10.200,-0.02026,1.194,0.000
6.38,10.300,-0.02005,1.199,0.000
6.40,10.400,-0.01988,1.203,0.000
6.44,10.500,-0.01972,1.211,0.000
6.46,10.600,-0.01955,1.213,0.000
6.48,10.700,-0.01942,1.218,0.000
6.50,10.800,-0.01926,1.221,0.000
6.52,10.900,-0.01909,1.225,0.000
6.54,11.000,-0.01897,1.229,0.000
6.56,11.100,-0.01884,1.232,0.000
6.58,11.200,-0.01868,1.237,0.000
6.59,11.300,-0.01855,1.239,0.000
6.62,11.400,-0.01839,1.245,0.000
6.63,11.500,-0.01826,1.246,0.000
6.64,11.600,-0.01814,1.248,0.000
6.67,11.700,-0.01797,1.253,0.000
6.69,11.800,-0.01785,1.258,0.000
6.71,11.900,-0.01772,1.260,0.000
6.72,12.000,-0.01755,1.263,0.000
6.76,12.100,-0.01743,1.270,0.000
6.77,12.200,-0.01726,1.273,0.000
6.79,12.300,-0.01714,1.276,0.000
6.79,12.400,-0.01701,1.277,0.000
6.84,12.500,-0.01685,1.286,0.000
6.85,12.600,-0.01672,1.287,0.000
6.87,12.700,-0.01656,1.291,0.000
6.89,12.800,-0.01639,1.294,0.000
6.93,12.900,-0.01627,1.301,0.000
6.94,13.000,-0.01610,1.305,0.000
6.98,13.100,-0.01598,1.312,0.000
7.01,13.200,-0.01581,1.317,0.000
7.02,13.300,-0.01564,1.319,0.000
7.05,13.400,-0.01548,1.325,0.000
7.08,13.500,-0.01535,1.331,0.000
7.10,13.600,-0.01519,1.335,0.000
7.13,13.700,-0.01502,1.340,0.000
7.17,13.800,-0.01485,1.347,0.000
7.19,13.900,-0.01469,1.351,0.000
7.23,14.000,-0.01452,1.358,0.000
7.22,14.100,-0.01435,1.357,0.000
7.26,14.200,-0.01419,1.365,0.000
7.29,14.300,-0.01398,1.369,0.000
7.33,14.400,-0.01377,1.377,0.000
7.36,14.500,-0.01361,1.383,0.000
7.40,14.600,-0.01340,1.391,0.000
7.43,14.700,-0.01319,1.397,0.000
7.47,14.800,-0.01298,1.404,0.000
7.51,14.900,-0.01278,1.411,0.000
7.55,15.000,-0.01257,1.419,0.000
7.56,15.100,-0.01236,1.421,0.000
7.61,15.200,-0.01211,1.430,0.000
7.65,15.300,-0.01190,1.437,0.000
7.67,15.400,-0.01170,1.441,0.000
7.70,15.500,-0.01149,1.447,0.000
7.74,15.600,-0.01132,1.455,0.000
7.75,15.700,-0.01111,1.457,0.000
7.78,15.800,-0.01091,1.462,0.000
7.80,15.900,-0.01074,1.467,0.000
7.83,16.000,-0.01057,1.471,0.000
7.84,16.100,-0.01037,1.473,0.000
7.85,16.200,-0.01024,1.475,0.000
7.89,16.300,-0.01007,1.482,0.000
7.91,16.400,-0.00991,1.486,0.000
7.91,16.500,-0.00974,1.486,0.000
7.94,16.600,-0.00962,1.492,0.000
7.95,16.700,-0.00945,1.494,0.000
7.97,16.800,-0.00933,1.497,0.000
7.99,16.900,-0.00920,1.501,0.000
8.00,17.000,-0.00904,1.503,0.000
8.02,17.100,-0.00891,1.507,0.000
8.05,17.200,-0.00879,1.513,0.000
8.05,17.300,-0.00866,1.513,0.000
8.07,17.400,-0.00850,1.517,0.000
8.10,17.500,-0.00837,1.522,0.000
8.12,17.600,-0.00825,1.525,0.000
8.15,17.700,-0.00812,1.531,0.000
8.16,17.800,-0.00796,1.533,0.000
8.18,17.900,-0.00783,1.538,0.000
8.21,18.000,-0.00766,1.543,0.000
8.22,18.100,-0.00754,1.546,0.000
8.26,18.200,-0.00737,1.551,0.000
8.27,18.300,-0.00725,1.555,0.000
8.29,18.400,-0.00708,1.558,0.000
8.34,18.500,-0.00692,1.567,0.000
8.37,18.600,-0.00679,1.573,0.000
8.39,18.700,-0.00663,1.576,0.000
8.44,18.800,-0.00646,1.585,0.000
8.43,18.900,-0.00633,1.583,0.000
8.46,19.000,-0.00617,1.590,0.000
8.48,19.100,-0.00600,1.594,0.000
8.52,19.200,-0.00584,1.601,0.000
8.52,19.300,-0.00571,1.602,0.000
8.55,19.400,-0.00554,1.606,0.000
8.59,19.500,-0.00538,1.614,0.000
8.60,19.600,-0.00521,1.616,0.000
8.64,19.700,-0.00505,1.623,0.000
8.67,19.800,-0.00488,1.629,0.000
8.71,19.900,-0.00471,1.636,0.000
8.73,20.000,-0.00451,1.641,0.000
8.77,20.100,-0.00434,1.647,0.000
8.79,20.200,-0.00413,1.652,0.000
8.82,20.300,-0.00392,1.657,0.000
8.87,20.400,-0.00372,1.666,0.000
8.90,20.500,-0.00351,1.673,0.000
8.95,20.600,-0.00330,1.682,0.000
8.99,20.700,-0.00309,1.688,0.000
9.00,20.800,-0.00289,1.692,0.000
9.05,20.900,-0.00268,1.700,0.000
9.06,21.000,-0.00247,1.703,0.000
9.10,21.100,-0.00226,1.710,0.000
9.13,21.200,-0.00210,1.715,0.000
9.17,21.300,-0.00189,1.723,0.000
9.19,21.400,-0.00168,1.726,0.000
9.24,21.500,-0.00151,1.736,0.000
9.26,21.600,-0.00131,1.739,0.000
9.29,21.700,-0.00114,1.746,0.000
9.31,21.800,-0.00097,1.749,0.000
9.32,21.900,-0.00081,1.752,0.000
9.34,22.000,-0.00064,1.756,0.000
9.38,22.100,-0.00047,1.762,0.000
9.39,22.200,-0.00031,1.765,0.000
9.41,22.300,-0.00018,1.768,0.000
9.42,22.400,-0.00002,1.771,0.000
9.45,22.500,0.00011,1.776,0.000
9.46,22.600,0.00023,1.777,0.000
9.49,22.700,0.00040,1.783,0.000
9.51,22.800,0.00052,1.787,0.000
9.53,22.900,0.00065,1.791,0.000
9.56,23.000,0.00081,1.796,0.000
9.58,23.100,0.00094,1.801,0.000
9.60,23.200,0.00106,1.803,0.000
9.62,23.300,0.00119,1.809,0.000
9.64,23.400,0.00135,1.811,0.000
9.67,23.500,0.00148,1.816,0.000
9.69,23.600,0.00160,1.820,0.000
9.72,23.700,0.00177,1.826,0.000
9.73,23.800,0.00189,1.828,0.000
9.77,23.900,0.00206,1.836,0.000
9.78,24.000,0.00223,1.838,0.000
9.82,24.100,0.00235,1.845,0.000
9.84,24.200,0.00252,1.850,0.000
9.87,24.300,0.00264,1.855,0.000
9.90,24.400,0.00281,1.861,0.000
9.92,24.500,0.00297,1.863,0.000
9.95,24.600,0.00314,1.870,0.000
9.99,24.700,0.00327,1.877,0.000
10.00,24.800,0.00343,1.879,0.000
10.02,24.900,0.00360,1.884,0.000
10.04,25.000,0.00372,1.886,0.000
10.08,25.100,0.00389,1.895,0.000
10.10,25.200,0.00405,1.898,0.000
10.14,25.300,0.00422,1.905,0.000
10.15,25.400,0.00439,1.908,0.000
10.20,25.500,0.00455,1.918,0.000
10.23,25.600,0.00472,1.923,0.000
10.26,25.700,0.00493,1.929,0.000
10.31,25.800,0.00509,1.936,0.000
10.34,25.900,0.00530,1.943,0.000
10.36,26.000,0.00551,1.947,0.000
10.40,26.100,0.00572,1.954,0.000
10.44,26.200,0.00592,1.963,0.000
10.49,26.300,0.00613,1.971,0.000
10.53,26.400,0.00634,1.979,0.000
10.56,26.500,0.00655,1.984,0.000
10.61,26.600,0.00676,1.994,0.000
10.64,26.700,0.00696,2.000,0.000
10.67,26.800,0.00717,2.006,0.000
10.71,26.900,0.00734,2.012,0.000
10.74,27.000,0.00755,2.017,0.000
10.75,27.100,0.00775,2.021,0.000
10.79,27.200,0.00792,2.027,0.000
10.82,27.300,0.00809,2.033,0.000
10.84,27.400,0.00829,2.037,0.000
10.89,27.500,0.00846,2.046,0.000
10.91,27.600,0.00863,2.050,0.000
10.93,27.700,0.00879,2.053,0.000
10.94,27.800,0.00892,2.056,0.000
10.98,27.900,0.00908,2.063,0.000
11.00,28.000,0.00925,2.067,0.000
11.02,28.100,0.00937,2.071,0.000
11.03,28.200,0.00954,2.073,0.000
11.06,28.300,0.00966,2.078,0.000
11.08,28.400,0.00979,2.082,0.000
11.11,28.500,0.00996,2.087,0.000
11.12,28.600,0.01008,2.090,0.000
11.14,28.700,0.01020,2.094,0.000
11.16,28.800,0.01033,2.097,0.000
11.18,28.900,0.01050,2.100,0.000
11.21,29.000,0.01062,2.106,0.000
11.22,29.100,0.01075,2.108,0.000
11.25,29.200,0.01091,2.114,0.000
11.27,29.300,0.01104,2.118,0.000
11.30,29.400,0.01116,2.123,0.000
11.31,29.500,0.01133,2.126,0.000
11.34,29.600,0.01145,2.130,0.000
11.38,29.700,0.01162,2.138,0.000
11.40,29.800,0.01174,2.142,0.000
11.42,29.900,0.01191,2.145,0.000
11.45,30.000,0.01207,2.152,0.000
11.46,30.100,0.01220,2.154,0.000
11.50,30.200,0.01237,2.162,0.000
11.54,30.300,0.01253,2.168,0.000
11.57,30.400,0.01266,2.174,0.000
11.59,30.500,0.01282,2.177,0.000
11.61,30.600,0.01299,2.182,0.000
11.66,30.700,0.01311,2.190,0.000
11.67,30.800,0.01328,2.193,0.000
11.70,30.900,0.01345,2.199,0.000
11.73,31.000,0.01361,2.204,0.000
11.78,31.100,0.01378,2.213,0.000
11.81,31.200,0.01394,2.219,0.000
11.84,31.300,0.01411,2.224,0.000
11.87,31.400,0.01428,2.230,0.000
11.91,31.500,0.01449,2.238,0.000
11.95,31.600,0.01469,2.246,0.000
11.99,31.700,0.01486,2.254,0.000
12.04,31.800,0.01507,2.262,0.000
12.08,31.900,0.01532,2.270,0.000
12.14,32.000,0.01552,2.281,0.000
12.17,32.100,0.01573,2.287,0.000
12.23,32.200,0.01594,2.299,0.000
12.25,32.300,0.01615,2.302,0.000
12.30,32.400,0.01636,2.311,0.000
12.32,32.500,0.01656,2.315,0.000
12.36,32.600,0.01677,2.322,0.000
12.38,32.700,0.01698,2.326,0.000
12.45,32.800,0.01719,2.339,0.000
12.46,32.900,0.01735,2.342,0.000
12.50,33.000,0.01752,2.348,0.000
12.52,33.100,0.01773,2.353,0.000
12.54,33.200,0.01789,2.356,0.000
12.56,33.300,0.01806,2.359,0.000
12.59,33.400,0.01818,2.366,0.000
12.59,33.500,0.01835,2.366,0.000
12.63,33.600,0.01852,2.373,0.000
12.63,33.700,0.01864,2.374,0.000
12.66,33.800,0.01881,2.380,0.000
12.69,33.900,0.01893,2.385,0.000
12.70,34.000,0.01906,2.386,0.000
