""
"Test Method","Will_Huddleston_Disks.msm"
"Sample I. D.","900-5-10A.mss"
"Specimen Number","1"

"Load (N)","Time (s)","Extension (mm)","Stress (MPa)","Strain (mm/mm)"

1.18,0.200,-0.07919,0.218,-0.002
1.16,0.300,-0.07915,0.214,-0.002
1.17,0.400,-0.07915,0.215,-0.002
1.18,0.500,-0.07915,0.218,-0.002
1.17,0.600,-0.07910,0.216,-0.002
1.16,0.700,-0.07910,0.214,-0.002
1.19,0.800,-0.07910,0.219,-0.002
1.19,0.900,-0.07906,0.219,-0.002
1.20,1.000,-0.07906,0.221,-0.002
1.19,1.100,-0.07902,0.219,-0.002
1.18,1.200,-0.07902,0.218,-0.002
1.19,1.300,-0.07898,0.219,-0.002
1.20,1.400,-0.07898,0.221,-0.002
1.19,1.500,-0.07898,0.219,-0.002
1.20,1.600,-0.07894,0.221,-0.002
1.21,1.700,-0.07890,0.224,-0.002
1.23,1.800,-0.07886,0.226,-0.002
1.25,1.900,-0.07881,0.230,-0.002
1.28,2.000,-0.07877,0.236,-0.002
1.33,2.100,-0.07869,0.245,-0.002
1.40,2.200,-0.07856,0.258,-0.002
1.48,2.300,-0.07840,0.272,-0.002
1.54,2.400,-0.07823,0.285,-0.002
1.61,2.500,-0.07807,0.298,-0.002
1.68,2.600,-0.07790,0.310,-0.002
1.71,2.700,-0.07777,0.315,-0.002
1.74,2.800,-0.07761,0.320,-0.002
1.77,2.900,-0.07748,0.327,-0.002
1.81,3.000,-0.07736,0.334,-0.002
1.84,3.100,-0.07719,0.339,-0.002
1.86,3.200,-0.07707,0.344,-0.002
1.88,3.300,-0.07694,0.346,-0.002
1.90,3.400,-0.07682,0.351,-0.002
1.93,3.500,-0.07669,0.356,-0.002
1.93,3.600,-0.07657,0.356,-0.002
1.97,3.700,-0.07644,0.362,-0.002
1.99,3.800,-0.07632,0.367,-0.002
1.98,3.900,-0.07620,0.366,-0.001
2.00,4.000,-0.07607,0.368,-0.001
1.99,4.100,-0.07595,0.368,-0.001
2.00,4.200,-0.07578,0.369,-0.001
2.00,4.300,-0.07566,0.369,-0.001
2.01,4.400,-0.07553,0.371,-0.001
2.02,4.500,-0.07536,0.373,-0.001
2.02,4.600,-0.07524,0.373,-0.001
2.02,4.700,-0.07512,0.373,-0.001
2.03,4.800,-0.07499,0.375,-0.001
2.06,4.900,-0.07482,0.380,-0.001
2.05,5.000,-0.07470,0.378,-0.001
2.07,5.100,-0.07453,0.381,-0.001
