""
"Test Method","Will_Huddleston_Disks.msm"
"Sample I. D.","800-10-24B.mss"
"Specimen Number","1"

"Load (N)","Time (s)","Extension (mm)","Stress (MPa)","Strain (mm/mm)"

3.17,0.200,-0.07456,0.388,-0.001
3.17,0.300,-0.07456,0.388,-0.001
3.17,0.400,-0.07456,0.388,-0.001
3.17,0.500,-0.07456,0.387,-0.001
3.17,0.600,-0.07452,0.388,-0.001
3.18,0.700,-0.07452,0.389,-0.001
3.17,0.800,-0.07452,0.387,-0.001
3.18,0.900,-0.07452,0.389,-0.001
3.17,1.000,-0.07448,0.388,-0.001
3.17,1.100,-0.07448,0.388,-0.001
3.19,1.200,-0.07448,0.390,-0.001
3.17,1.300,-0.07448,0.388,-0.001
3.18,1.400,-0.07443,0.389,-0.001
3.18,1.500,-0.07443,0.389,-0.001
3.17,1.600,-0.07443,0.388,-0.001
3.17,1.700,-0.07439,0.388,-0.001
3.18,1.800,-0.07439,0.389,-0.001
3.18,1.900,-0.07435,0.389,-0.001
3.16,2.000,-0.07435,0.387,-0.001
3.19,2.100,-0.07431,0.391,-0.001
3.21,2.200,-0.07427,0.393,-0.001
3.27,2.300,-0.07419,0.400,-0.001
3.33,2.400,-0.07406,0.407,-0.001
3.37,2.500,-0.07389,0.412,-0.001
3.39,2.600,-0.07377,0.414,-0.001
3.42,2.700,-0.07360,0.418,-0.001
3.42,2.800,-0.07348,0.419,-0.001
3.43,2.900,-0.07331,0.419,-0.001
3.45,3.000,-0.07319,0.422,-0.001
3.45,3.100,-0.07302,0.422,-0.001
3.47,3.200,-0.07286,0.424,-0.001
3.47,3.300,-0.07273,0.425,-0.001
3.48,3.400,-0.07256,0.426,-0.001
3.48,3.500,-0.07240,0.426,-0.001
3.51,3.600,-0.07223,0.429,-0.001
3.50,3.700,-0.07207,0.428,-0.001
3.47,3.800,-0.07186,0.425,-0.001
3.51,3.900,-0.07169,0.429,-0.001
3.53,4.000,-0.07148,0.431,-0.001
3.55,4.100,-0.07128,0.434,-0.001
3.52,4.200,-0.07107,0.431,-0.001
3.55,4.300,-0.07086,0.434,-0.001
3.55,4.400,-0.07065,0.434,-0.001
3.56,4.500,-0.07040,0.435,-0.001
3.58,4.600,-0.07020,0.438,-0.001
3.58,4.700,-0.06999,0.438,-0.001
3.60,4.800,-0.06978,0.440,-0.001
3.61,4.900,-0.06957,0.441,-0.001
3.64,5.000,-0.06941,0.446,-0.001
3.66,5.100,-0.06920,0.448,-0.001
3.68,5.200,-0.06899,0.451,-0.001
3.66,5.300,-0.06882,0.448,-0.001
3.70,5.400,-0.06866,0.452,-0.001
3.71,5.500,-0.06849,0.453,-0.001
3.72,5.600,-0.06833,0.455,-0.001
3.73,5.700,-0.06816,0.456,-0.001
3.73,5.800,-0.06804,0.456,-0.001
3.74,5.900,-0.06787,0.458,-0.001
3.74,6.000,-0.06774,0.457,-0.001
3.76,6.100,-0.06758,0.460,-0.001
3.76,6.200,-0.06745,0.459,-0.001
3.75,6.300,-0.06733,0.459,-0.001
3.74,6.400,-0.06720,0.458,-0.001
3.76,6.500,-0.06704,0.460,-0.001
3.74,6.600,-0.06691,0.458,-0.001
3.77,6.700,-0.06679,0.461,-0.001
3.79,6.800,-0.06666,0.463,-0.001
3.77,6.900,-0.06650,0.462,-0.001
3.79,7.000,-0.06637,0.464,-0.001
3.79,7.100,-0.06625,0.464,-0.001
3.79,7.200,-0.06608,0.464,-0.001
3.82,7.300,-0.06596,0.467,-0.001
3.82,7.400,-0.06579,0.467,-0.001
3.83,7.500,-0.06567,0.468,-0.001
3.83,7.600,-0.06550,0.469,-0.001
3.84,7.700,-0.06538,0.469,-0.001
3.85,7.800,-0.06521,0.471,-0.001
3.85,7.900,-0.06504,0.471,-0.001
3.88,8.000,-0.06492,0.474,-0.001
3.88,8.100,-0.06475,0.474,-0.001
3.89,8.200,-0.06459,0.476,-0.001
3.90,8.300,-0.06442,0.477,-0.001
3.90,8.400,-0.06430,0.477,-0.001
3.90,8.500,-0.06413,0.477,-0.001
3.93,8.600,-0.06396,0.481,-0.001
3.91,8.700,-0.06380,0.479,-0.001
3.92,8.800,-0.06363,0.479,-0.001
3.94,8.900,-0.06346,0.482,-0.001
3.93,9.000,-0.06330,0.481,-0.001
3.96,9.100,-0.06313,0.484,-0.001
3.95,9.200,-0.06297,0.483,-0.001
3.97,9.300,-0.06276,0.485,-0.001
3.98,9.400,-0.06259,0.487,-0.001
4.00,9.500,-0.06238,0.489,-0.001
4.01,9.600,-0.06218,0.490,-0.001
4.02,9.700,-0.06197,0.491,-0.001
4.05,9.800,-0.06176,0.496,-0.001
4.07,9.900,-0.06155,0.497,-0.001
4.07,10.000,-0.06130,0.498,-0.001
4.10,10.100,-0.06110,0.502,-0.001
4.13,10.200,-0.06089,0.505,-0.001
4.13,10.300,-0.06068,0.506,-0.001
4.18,10.400,-0.06047,0.511,-0.001
4.18,10.500,-0.06026,0.511,-0.001
4.20,10.600,-0.06006,0.514,-0.001
4.22,10.700,-0.05989,0.516,-0.001
4.24,10.800,-0.05968,0.518,-0.001
4.24,10.900,-0.05952,0.519,-0.001
4.27,11.000,-0.05935,0.522,-0.001
4.29,11.100,-0.05918,0.525,-0.001
4.29,11.200,-0.05898,0.525,-0.001
4.30,11.300,-0.05885,0.526,-0.001
4.32,11.400,-0.05869,0.528,-0.001
4.33,11.500,-0.05852,0.530,-0.001
4.34,11.600,-0.05839,0.531,-0.001
4.37,11.700,-0.05823,0.534,-0.001
4.37,11.800,-0.05810,0.535,-0.001
4.38,11.900,-0.05794,0.536,-0.001
4.40,12.000,-0.05781,0.538,-0.001
4.43,12.100,-0.05769,0.542,-0.001
4.45,12.200,-0.05752,0.544,-0.001
4.48,12.300,-0.05740,0.548,-0.001
4.50,12.400,-0.05727,0.550,-0.001
4.56,12.500,-0.05715,0.558,-0.001
4.61,12.600,-0.05702,0.564,-0.001
4.65,12.700,-0.05686,0.569,-0.001
4.68,12.800,-0.05673,0.572,-0.001
4.73,12.900,-0.05661,0.578,-0.001
4.76,13.000,-0.05644,0.583,-0.001
4.81,13.100,-0.05632,0.588,-0.001
4.84,13.200,-0.05615,0.592,-0.001
4.91,13.300,-0.05603,0.601,-0.001
4.93,13.400,-0.05586,0.603,-0.001
4.97,13.500,-0.05573,0.608,-0.001
5.03,13.600,-0.05557,0.615,-0.001
5.09,13.700,-0.05540,0.622,-0.001
5.13,13.800,-0.05528,0.628,-0.001
5.18,13.900,-0.05511,0.634,-0.001
5.21,14.000,-0.05499,0.638,-0.001
5.29,14.100,-0.05482,0.647,-0.001
5.31,14.200,-0.05465,0.650,-0.001
5.36,14.300,-0.05449,0.656,-0.001
5.42,14.400,-0.05436,0.663,-0.001
5.45,14.500,-0.05420,0.667,-0.001
5.49,14.600,-0.05403,0.672,-0.001
5.56,14.700,-0.05386,0.680,-0.001
5.62,14.800,-0.05370,0.687,-0.001
5.67,14.900,-0.05353,0.694,-0.001
5.71,15.000,-0.05337,0.698,-0.001
5.75,15.100,-0.05316,0.704,-0.001
5.83,15.200,-0.05299,0.713,-0.001
5.88,15.300,-0.05278,0.720,-0.001
5.94,15.400,-0.05258,0.726,-0.001
5.99,15.500,-0.05237,0.733,-0.001
6.07,15.600,-0.05216,0.742,-0.001
6.13,15.700,-0.05191,0.749,-0.001
6.18,15.800,-0.05170,0.756,-0.001
6.26,15.900,-0.05150,0.765,-0.001
6.32,16.000,-0.05129,0.773,-0.001
6.37,16.100,-0.05108,0.779,-0.001
6.44,16.200,-0.05087,0.788,-0.001
6.48,16.300,-0.05066,0.792,-0.001
6.55,16.400,-0.05050,0.801,-0.001
6.61,16.500,-0.05029,0.808,-0.001
6.68,16.600,-0.05008,0.817,-0.001
6.70,16.700,-0.04992,0.820,-0.001
6.76,16.800,-0.04975,0.827,-0.001
6.81,16.900,-0.04958,0.833,-0.001
6.85,17.000,-0.04942,0.838,-0.001
6.90,17.100,-0.04929,0.843,-0.001
6.94,17.200,-0.04913,0.849,-0.001
6.98,17.300,-0.04900,0.854,-0.001
7.02,17.400,-0.04884,0.858,-0.001
7.05,17.500,-0.04871,0.862,-0.001
7.10,17.600,-0.04855,0.868,-0.001
7.15,17.700,-0.04842,0.874,-0.001
