""
"Test Method","Will_Huddleston_Disks.msm"
"Sample I. D.","900-150-35B.mss"
"Specimen Number","1"

"Load (N)","Time (s)","Extension (mm)","Stress (MPa)","Strain (mm/mm)"

3.28,0.200,0.00259,0.613,0.000
3.29,0.300,0.00259,0.614,0.000
3.29,0.400,0.00263,0.614,0.000
3.28,0.500,0.00263,0.613,0.000
3.27,0.600,0.00263,0.611,0.000
3.29,0.700,0.00263,0.614,0.000
3.28,0.800,0.00267,0.612,0.000
3.29,0.900,0.00267,0.614,0.000
3.29,1.000,0.00267,0.615,0.000
3.30,1.100,0.00272,0.616,0.000
3.30,1.200,0.00272,0.616,0.000
3.30,1.300,0.00276,0.617,0.000
3.32,1.400,0.00276,0.620,0.000
3.33,1.500,0.00276,0.622,0.000
3.33,1.600,0.00280,0.623,0.000
3.38,1.700,0.00284,0.631,0.000
3.41,1.800,0.00288,0.637,0.000
3.50,1.900,0.00296,0.653,0.000
3.61,2.000,0.00305,0.675,0.000
3.75,2.100,0.00317,0.699,0.000
3.86,2.200,0.00330,0.721,0.000
3.93,2.300,0.00342,0.735,0.000
4.02,2.400,0.00359,0.751,0.000
4.09,2.500,0.00371,0.764,0.000
4.16,2.600,0.00384,0.777,0.000
4.20,2.700,0.00400,0.783,0.000
4.26,2.800,0.00413,0.796,0.000
4.30,2.900,0.00429,0.803,0.000
4.33,3.000,0.00442,0.809,0.000
4.37,3.100,0.00454,0.816,0.000
4.40,3.200,0.00471,0.821,0.000
4.43,3.300,0.00483,0.828,0.000
4.46,3.400,0.00500,0.832,0.000
4.50,3.500,0.00517,0.840,0.000
4.54,3.600,0.00529,0.848,0.000
4.57,3.700,0.00546,0.854,0.000
4.59,3.800,0.00558,0.856,0.000
4.62,3.900,0.00575,0.863,0.000
4.66,4.000,0.00587,0.870,0.000
4.66,4.100,0.00604,0.871,0.000
4.71,4.200,0.00621,0.880,0.000
4.73,4.300,0.00633,0.884,0.000
4.76,4.400,0.00650,0.889,0.000
4.80,4.500,0.00666,0.897,0.000
4.85,4.600,0.00683,0.906,0.000
4.87,4.700,0.00700,0.910,0.000
4.90,4.800,0.00716,0.915,0.000
4.93,4.900,0.00737,0.921,0.000
4.97,5.000,0.00754,0.928,0.000
5.01,5.100,0.00774,0.936,0.000
5.04,5.200,0.00795,0.941,0.000
5.08,5.300,0.00812,0.949,0.000
5.13,5.400,0.00833,0.958,0.000
5.15,5.500,0.00853,0.962,0.000
5.20,5.600,0.00874,0.970,0.000
5.22,5.700,0.00895,0.974,0.000
5.27,5.800,0.00916,0.984,0.000
5.31,5.900,0.00936,0.991,0.000
5.34,6.000,0.00957,0.997,0.000
5.37,6.100,0.00978,1.003,0.000
5.40,6.200,0.00999,1.008,0.000
