""
"Test Method","Will_Huddleston_Disks.msm"
"Sample I. D.","900-5-10C.mss"
"Specimen Number","1"

"Load (N)","Time (s)","Extension (mm)","Stress (MPa)","Strain (mm/mm)"

5.55,0.200,-0.02025,1.028,0.000
5.54,0.300,-0.02021,1.027,0.000
5.54,0.400,-0.02021,1.027,0.000
5.55,0.500,-0.02021,1.029,0.000
5.53,0.600,-0.02021,1.026,0.000
5.55,0.700,-0.02017,1.028,0.000
5.54,0.800,-0.02017,1.027,0.000
5.56,0.900,-0.02017,1.031,0.000
5.55,1.000,-0.02012,1.029,0.000
5.54,1.100,-0.02012,1.026,0.000
5.54,1.200,-0.02012,1.028,0.000
5.55,1.300,-0.02012,1.028,0.000
5.54,1.400,-0.02008,1.026,0.000
5.55,1.500,-0.02008,1.028,0.000
5.54,1.600,-0.02004,1.028,0.000
5.54,1.700,-0.02004,1.027,0.000
5.56,1.800,-0.02004,1.030,0.000
5.55,1.900,-0.02000,1.028,0.000
5.56,2.000,-0.02000,1.031,0.000
5.56,2.100,-0.01996,1.031,0.000
5.58,2.200,-0.01992,1.034,0.000
5.63,2.300,-0.01987,1.044,0.000
5.71,2.400,-0.01975,1.058,0.000
5.83,2.500,-0.01963,1.081,0.000
5.93,2.600,-0.01946,1.099,0.000
6.04,2.700,-0.01929,1.120,0.000
6.14,2.800,-0.01917,1.139,0.000
6.23,2.900,-0.01900,1.155,0.000
6.30,3.000,-0.01888,1.169,0.000
6.39,3.100,-0.01871,1.185,0.000
6.48,3.200,-0.01859,1.201,0.000
6.53,3.300,-0.01842,1.210,0.000
6.61,3.400,-0.01825,1.226,0.000
6.67,3.500,-0.01809,1.236,0.000
6.75,3.600,-0.01792,1.252,0.000
6.82,3.700,-0.01776,1.265,0.000
6.87,3.800,-0.01759,1.273,0.000
6.95,3.900,-0.01738,1.288,0.000
6.99,4.000,-0.01722,1.297,0.000
7.07,4.100,-0.01701,1.310,0.000
7.14,4.200,-0.01680,1.324,0.000
7.20,4.300,-0.01659,1.335,0.000
7.27,4.400,-0.01638,1.348,0.000
7.33,4.500,-0.01618,1.359,0.000
7.40,4.600,-0.01597,1.372,0.000
7.45,4.700,-0.01572,1.382,0.000
7.53,4.800,-0.01551,1.396,0.000
7.58,4.900,-0.01530,1.405,0.000
7.64,5.000,-0.01505,1.416,0.000
7.67,5.100,-0.01485,1.422,0.000
7.73,5.200,-0.01464,1.433,0.000
7.78,5.300,-0.01443,1.442,0.000
7.82,5.400,-0.01426,1.451,0.000
7.84,5.500,-0.01410,1.454,0.000
7.87,5.600,-0.01393,1.459,0.000
7.92,5.700,-0.01377,1.469,0.000
7.98,5.800,-0.01360,1.479,0.000
7.96,5.900,-0.01343,1.476,0.000
8.02,6.000,-0.01327,1.487,0.000
8.02,6.100,-0.01314,1.486,0.000
8.07,6.200,-0.01298,1.495,0.000
8.10,6.300,-0.01285,1.502,0.000
8.13,6.400,-0.01273,1.506,0.000
8.14,6.500,-0.01256,1.508,0.000
8.18,6.600,-0.01244,1.517,0.000
8.20,6.700,-0.01231,1.521,0.000
8.24,6.800,-0.01215,1.527,0.000
8.27,6.900,-0.01202,1.534,0.000
8.29,7.000,-0.01190,1.536,0.000
8.32,7.100,-0.01173,1.543,0.000
8.35,7.200,-0.01161,1.548,0.000
8.36,7.300,-0.01144,1.550,0.000
8.40,7.400,-0.01131,1.557,0.000
8.43,7.500,-0.01115,1.564,0.000
8.46,7.600,-0.01102,1.569,0.000
8.50,7.700,-0.01086,1.576,0.000
8.53,7.800,-0.01069,1.582,0.000
8.56,7.900,-0.01057,1.587,0.000
8.61,8.000,-0.01040,1.596,0.000
8.63,8.100,-0.01023,1.600,0.000
8.65,8.200,-0.01011,1.603,0.000
8.67,8.300,-0.00994,1.608,0.000
8.72,8.400,-0.00978,1.616,0.000
8.73,8.500,-0.00961,1.619,0.000
8.76,8.600,-0.00949,1.625,0.000
8.80,8.700,-0.00932,1.632,0.000
8.83,8.800,-0.00915,1.637,0.000
8.87,8.900,-0.00899,1.644,0.000
8.91,9.000,-0.00882,1.651,0.000
8.93,9.100,-0.00865,1.656,0.000
8.96,9.200,-0.00849,1.660,0.000
9.00,9.300,-0.00828,1.669,0.000
9.05,9.400,-0.00811,1.678,0.000
9.07,9.500,-0.00791,1.682,0.000
