""
"Test Method","Will_Huddleston_Disks.msm"
"Sample I. D.","700-5-28B.mss"
"Specimen Number","1"

"Load (N)","Time (s)","Extension (mm)","Stress (MPa)","Strain (mm/mm)"

2.55,0.200,0.01214,0.396,0.000
2.57,0.300,0.01214,0.398,0.000
2.55,0.400,0.01214,0.396,0.000
2.56,0.500,0.01218,0.397,0.000
2.57,0.600,0.01218,0.399,0.000
2.58,0.700,0.01218,0.400,0.000
2.55,0.800,0.01222,0.396,0.000
2.57,0.900,0.01222,0.398,0.000
2.56,1.000,0.01222,0.396,0.000
2.56,1.100,0.01226,0.398,0.000
2.56,1.200,0.01226,0.397,0.000
2.57,1.300,0.01231,0.398,0.000
2.58,1.400,0.01231,0.400,0.000
2.56,1.500,0.01235,0.397,0.000
2.58,1.600,0.01235,0.399,0.000
2.58,1.700,0.01239,0.400,0.000
2.62,1.800,0.01243,0.406,0.000
2.68,1.900,0.01255,0.416,0.000
2.76,2.000,0.01272,0.428,0.000
2.85,2.100,0.01289,0.441,0.000
2.90,2.200,0.01301,0.449,0.000
2.94,2.300,0.01314,0.456,0.000
2.95,2.400,0.01330,0.458,0.000
2.99,2.500,0.01343,0.463,0.000
3.02,2.600,0.01355,0.469,0.000
3.06,2.700,0.01372,0.474,0.000
3.07,2.800,0.01384,0.475,0.000
3.09,2.900,0.01397,0.479,0.000
3.12,3.000,0.01409,0.483,0.000
3.12,3.100,0.01422,0.484,0.000
3.14,3.200,0.01434,0.487,0.000
3.17,3.300,0.01447,0.492,0.000
3.21,3.400,0.01459,0.497,0.000
3.22,3.500,0.01476,0.499,0.000
3.23,3.600,0.01488,0.501,0.000
3.25,3.700,0.01501,0.503,0.000
3.27,3.800,0.01517,0.506,0.000
3.29,3.900,0.01530,0.510,0.000
3.30,4.000,0.01542,0.511,0.000
3.31,4.100,0.01559,0.513,0.000
3.33,4.200,0.01571,0.515,0.000
3.33,4.300,0.01588,0.516,0.000
3.36,4.400,0.01600,0.521,0.000
3.37,4.500,0.01617,0.522,0.000
3.40,4.600,0.01629,0.526,0.000
3.42,4.700,0.01646,0.530,0.000
3.43,4.800,0.01659,0.532,0.000
3.46,4.900,0.01675,0.536,0.000
3.46,5.000,0.01688,0.537,0.000
3.48,5.100,0.01704,0.539,0.000
3.50,5.200,0.01721,0.543,0.000
3.52,5.300,0.01733,0.545,0.000
3.53,5.400,0.01750,0.547,0.000
3.54,5.500,0.01767,0.549,0.000
3.57,5.600,0.01783,0.554,0.000
3.56,5.700,0.01800,0.552,0.000
3.59,5.800,0.01816,0.557,0.000
3.62,5.900,0.01837,0.562,0.000
3.64,6.000,0.01854,0.564,0.000
3.64,6.100,0.01875,0.565,0.000
3.67,6.200,0.01895,0.569,0.000
3.70,6.300,0.01916,0.573,0.000
3.72,6.400,0.01937,0.576,0.000
3.74,6.500,0.01958,0.580,0.000
3.74,6.600,0.01979,0.580,0.000
3.77,6.700,0.01999,0.585,0.000
3.79,6.800,0.02020,0.588,0.000
3.82,6.900,0.02041,0.592,0.000
3.82,7.000,0.02062,0.593,0.000
3.86,7.100,0.02082,0.598,0.000
3.87,7.200,0.02103,0.599,0.000
3.89,7.300,0.02120,0.602,0.000
3.89,7.400,0.02141,0.604,0.000
3.90,7.500,0.02157,0.605,0.000
3.92,7.600,0.02178,0.608,0.000
3.93,7.700,0.02190,0.610,0.000
3.94,7.800,0.02207,0.611,0.000
3.96,7.900,0.02224,0.614,0.000
3.97,8.000,0.02240,0.615,0.000
3.97,8.100,0.02253,0.616,0.000
4.00,8.200,0.02269,0.621,0.000
3.99,8.300,0.02282,0.619,0.000
3.99,8.400,0.02299,0.618,0.000
4.00,8.500,0.02311,0.619,0.000
4.01,8.600,0.02328,0.622,0.000
4.02,8.700,0.02340,0.623,0.000
4.04,8.800,0.02353,0.626,0.000
4.04,8.900,0.02365,0.626,0.000
4.05,9.000,0.02382,0.628,0.000
4.08,9.100,0.02394,0.632,0.000
4.09,9.200,0.02407,0.633,0.000
4.09,9.300,0.02423,0.634,0.000
4.10,9.400,0.02436,0.636,0.000
4.12,9.500,0.02452,0.639,0.000
4.14,9.600,0.02465,0.642,0.000
4.14,9.700,0.02481,0.642,0.000
4.16,9.800,0.02494,0.645,0.000
4.17,9.900,0.02510,0.647,0.000
4.18,10.000,0.02527,0.647,0.000
4.20,10.100,0.02540,0.651,0.000
4.20,10.200,0.02556,0.651,0.001
4.23,10.300,0.02573,0.655,0.001
4.23,10.400,0.02589,0.656,0.001
4.26,10.500,0.02606,0.661,0.001
4.26,10.600,0.02619,0.660,0.001
4.28,10.700,0.02635,0.663,0.001
4.28,10.800,0.02652,0.663,0.001
4.30,10.900,0.02668,0.667,0.001
4.32,11.000,0.02685,0.669,0.001
4.33,11.100,0.02702,0.671,0.001
4.35,11.200,0.02718,0.674,0.001
4.36,11.300,0.02735,0.676,0.001
4.38,11.400,0.02751,0.679,0.001
4.40,11.500,0.02772,0.682,0.001
4.42,11.600,0.02789,0.686,0.001
4.44,11.700,0.02810,0.689,0.001
4.45,11.800,0.02830,0.689,0.001
4.47,11.900,0.02851,0.693,0.001
4.48,12.000,0.02872,0.694,0.001
4.50,12.100,0.02893,0.698,0.001
4.53,12.200,0.02918,0.702,0.001
4.54,12.300,0.02938,0.704,0.001
4.56,12.400,0.02959,0.707,0.001
4.57,12.500,0.02984,0.709,0.001
4.59,12.600,0.03005,0.712,0.001
4.60,12.700,0.03022,0.713,0.001
