""
"Test Method","Will_Huddleston_Disks.msm"
"Sample I. D.","900-5-40B.mss"
"Specimen Number","1"

"Load (N)","Time (s)","Extension (mm)","Stress (MPa)","Strain (mm/mm)"

2.23,0.200,-0.08678,0.416,-0.002
2.24,0.300,-0.08678,0.417,-0.002
2.23,0.400,-0.08678,0.414,-0.002
2.23,0.500,-0.08678,0.415,-0.002
2.24,0.600,-0.08673,0.417,-0.002
2.25,0.700,-0.08673,0.419,-0.002
2.23,0.800,-0.08673,0.416,-0.002
2.22,0.900,-0.08669,0.414,-0.002
2.23,1.000,-0.08669,0.415,-0.002
2.23,1.100,-0.08669,0.415,-0.002
2.23,1.200,-0.08665,0.415,-0.002
2.24,1.300,-0.08665,0.417,-0.002
2.23,1.400,-0.08661,0.415,-0.002
2.24,1.500,-0.08661,0.417,-0.002
2.24,1.600,-0.08657,0.416,-0.002
2.25,1.700,-0.08657,0.418,-0.002
2.26,1.800,-0.08653,0.421,-0.002
2.28,1.900,-0.08648,0.424,-0.002
2.28,2.000,-0.08644,0.425,-0.002
2.32,2.100,-0.08640,0.432,-0.002
2.36,2.200,-0.08632,0.440,-0.002
2.40,2.300,-0.08619,0.447,-0.002
2.45,2.400,-0.08603,0.457,-0.002
2.53,2.500,-0.08586,0.471,-0.002
2.60,2.600,-0.08570,0.484,-0.002
2.64,2.700,-0.08553,0.491,-0.002
2.71,2.800,-0.08536,0.505,-0.002
2.75,2.900,-0.08520,0.511,-0.002
2.77,3.000,-0.08503,0.516,-0.002
2.81,3.100,-0.08482,0.523,-0.002
2.86,3.200,-0.08466,0.532,-0.002
2.87,3.300,-0.08445,0.534,-0.002
2.90,3.400,-0.08424,0.541,-0.002
2.94,3.500,-0.08407,0.547,-0.002
2.97,3.600,-0.08387,0.552,-0.002
3.01,3.700,-0.08366,0.560,-0.002
3.04,3.800,-0.08349,0.565,-0.002
3.07,3.900,-0.08328,0.571,-0.002
3.08,4.000,-0.08308,0.574,-0.002
3.13,4.100,-0.08287,0.582,-0.002
3.15,4.200,-0.08270,0.587,-0.002
3.19,4.300,-0.08250,0.593,-0.002
3.20,4.400,-0.08233,0.595,-0.002
3.23,4.500,-0.08216,0.601,-0.002
3.25,4.600,-0.08200,0.604,-0.002
3.27,4.700,-0.08179,0.608,-0.002
3.29,4.800,-0.08166,0.612,-0.002
3.33,4.900,-0.08150,0.620,-0.002
3.34,5.000,-0.08137,0.621,-0.002
3.35,5.100,-0.08121,0.623,-0.002
3.37,5.200,-0.08108,0.627,-0.002
3.39,5.300,-0.08092,0.631,-0.002
3.41,5.400,-0.08079,0.635,-0.002
3.43,5.500,-0.08067,0.639,-0.002
3.45,5.600,-0.08054,0.642,-0.002
3.47,5.700,-0.08038,0.646,-0.002
3.46,5.800,-0.08025,0.645,-0.002
3.50,5.900,-0.08013,0.651,-0.002
3.50,6.000,-0.08000,0.651,-0.002
3.51,6.100,-0.07988,0.654,-0.002
3.53,6.200,-0.07975,0.657,-0.002
3.56,6.300,-0.07959,0.663,-0.002
3.59,6.400,-0.07946,0.668,-0.002
3.59,6.500,-0.07934,0.669,-0.002
3.62,6.600,-0.07917,0.673,-0.002
3.63,6.700,-0.07905,0.675,-0.002
3.65,6.800,-0.07888,0.679,-0.002
3.68,6.900,-0.07876,0.685,-0.002
3.69,7.000,-0.07859,0.686,-0.002
3.71,7.100,-0.07846,0.692,-0.002
3.73,7.200,-0.07830,0.694,-0.002
3.76,7.300,-0.07813,0.700,-0.002
3.76,7.400,-0.07801,0.701,-0.002
3.79,7.500,-0.07784,0.706,-0.002
3.80,7.600,-0.07767,0.708,-0.002
3.82,7.700,-0.07755,0.711,-0.002
3.84,7.800,-0.07738,0.714,-0.002
3.86,7.900,-0.07722,0.718,-0.002
3.88,8.000,-0.07705,0.723,-0.002
3.90,8.100,-0.07693,0.725,-0.002
3.91,8.200,-0.07676,0.728,-0.002
3.93,8.300,-0.07659,0.732,-0.002
3.95,8.400,-0.07643,0.735,-0.002
3.97,8.500,-0.07626,0.740,-0.002
4.00,8.600,-0.07605,0.744,-0.001
4.00,8.700,-0.07589,0.745,-0.001
4.05,8.800,-0.07568,0.754,-0.001
4.08,8.900,-0.07551,0.760,-0.001
4.08,9.000,-0.07531,0.760,-0.001
4.13,9.100,-0.07510,0.768,-0.001
4.14,9.200,-0.07489,0.770,-0.001
4.17,9.300,-0.07464,0.777,-0.001
4.20,9.400,-0.07443,0.782,-0.001
4.23,9.500,-0.07423,0.787,-0.001
4.26,9.600,-0.07398,0.792,-0.001
4.28,9.700,-0.07377,0.797,-0.001
4.32,9.800,-0.07356,0.803,-0.001
4.33,9.900,-0.07335,0.806,-0.001
4.36,10.000,-0.07319,0.812,-0.001
4.36,10.100,-0.07298,0.812,-0.001
4.39,10.200,-0.07277,0.818,-0.001
4.42,10.300,-0.07261,0.823,-0.001
4.43,10.400,-0.07240,0.825,-0.001
4.43,10.500,-0.07223,0.824,-0.001
4.47,10.600,-0.07206,0.831,-0.001
4.49,10.700,-0.07194,0.836,-0.001
4.52,10.800,-0.07177,0.842,-0.001
4.53,10.900,-0.07161,0.842,-0.001
4.55,11.000,-0.07144,0.846,-0.001
4.56,11.100,-0.07132,0.848,-0.001
4.57,11.200,-0.07115,0.850,-0.001
4.57,11.300,-0.07103,0.851,-0.001
4.59,11.400,-0.07090,0.855,-0.001
4.62,11.500,-0.07073,0.860,-0.001
4.62,11.600,-0.07061,0.860,-0.001
4.63,11.700,-0.07049,0.861,-0.001
4.67,11.800,-0.07032,0.869,-0.001
4.66,11.900,-0.07019,0.868,-0.001
4.67,12.000,-0.07007,0.870,-0.001
4.69,12.100,-0.06990,0.873,-0.001
4.71,12.200,-0.06978,0.877,-0.001
4.74,12.300,-0.06961,0.882,-0.001
4.75,12.400,-0.06949,0.884,-0.001
4.77,12.500,-0.06932,0.888,-0.001
4.79,12.600,-0.06916,0.892,-0.001
4.79,12.700,-0.06903,0.892,-0.001
4.81,12.800,-0.06886,0.896,-0.001
4.84,12.900,-0.06870,0.900,-0.001
4.83,13.000,-0.06853,0.900,-0.001
4.86,13.100,-0.06841,0.904,-0.001
4.85,13.200,-0.06824,0.903,-0.001
4.88,13.300,-0.06808,0.909,-0.001
4.88,13.400,-0.06791,0.908,-0.001
4.88,13.500,-0.06774,0.909,-0.001
4.91,13.600,-0.06762,0.913,-0.001
4.93,13.700,-0.06745,0.917,-0.001
4.95,13.800,-0.06729,0.921,-0.001
4.96,13.900,-0.06712,0.923,-0.001
4.97,14.000,-0.06695,0.926,-0.001
4.98,14.100,-0.06679,0.927,-0.001
4.98,14.200,-0.06658,0.928,-0.001
5.00,14.300,-0.06641,0.932,-0.001
5.01,14.400,-0.06621,0.933,-0.001
5.04,14.500,-0.06600,0.938,-0.001
5.07,14.600,-0.06583,0.944,-0.001
5.09,14.700,-0.06562,0.947,-0.001
5.08,14.800,-0.06542,0.945,-0.001
5.10,14.900,-0.06521,0.950,-0.001
5.10,15.000,-0.06496,0.950,-0.001
5.12,15.100,-0.06475,0.952,-0.001
5.13,15.200,-0.06454,0.955,-0.001
5.15,15.300,-0.06434,0.959,-0.001
5.19,15.400,-0.06413,0.966,-0.001
5.20,15.500,-0.06392,0.968,-0.001
5.21,15.600,-0.06371,0.969,-0.001
5.22,15.700,-0.06355,0.972,-0.001
5.22,15.800,-0.06334,0.972,-0.001
5.24,15.900,-0.06317,0.975,-0.001
5.24,16.000,-0.06301,0.976,-0.001
5.22,16.100,-0.06280,0.972,-0.001
5.26,16.200,-0.06263,0.979,-0.001
5.26,16.300,-0.06251,0.979,-0.001
5.28,16.400,-0.06234,0.983,-0.001
5.28,16.500,-0.06217,0.983,-0.001
5.30,16.600,-0.06205,0.987,-0.001
5.30,16.700,-0.06188,0.986,-0.001
5.31,16.800,-0.06176,0.988,-0.001
5.30,16.900,-0.06159,0.987,-0.001
5.32,17.000,-0.06147,0.990,-0.001
5.31,17.100,-0.06130,0.989,-0.001
5.33,17.200,-0.06118,0.993,-0.001
5.32,17.300,-0.06105,0.991,-0.001
5.34,17.400,-0.06093,0.994,-0.001
5.34,17.500,-0.06076,0.994,-0.001
5.34,17.600,-0.06064,0.994,-0.001
5.35,17.700,-0.06051,0.997,-0.001
5.37,17.800,-0.06035,1.000,-0.001
5.38,17.900,-0.06022,1.002,-0.001
5.40,18.000,-0.06010,1.005,-0.001
5.40,18.100,-0.05993,1.005,-0.001
5.40,18.200,-0.05976,1.006,-0.001
5.40,18.300,-0.05964,1.005,-0.001
5.43,18.400,-0.05947,1.011,-0.001
5.44,18.500,-0.05935,1.012,-0.001
5.45,18.600,-0.05918,1.014,-0.001
5.46,18.700,-0.05906,1.016,-0.001
5.48,18.800,-0.05889,1.019,-0.001
5.49,18.900,-0.05873,1.021,-0.001
5.48,19.000,-0.05860,1.021,-0.001
5.48,19.100,-0.05843,1.021,-0.001
5.50,19.200,-0.05827,1.024,-0.001
5.52,19.300,-0.05810,1.028,-0.001
5.53,19.400,-0.05798,1.029,-0.001
5.54,19.500,-0.05781,1.032,-0.001
5.56,19.600,-0.05764,1.035,-0.001
5.56,19.700,-0.05748,1.035,-0.001
5.59,19.800,-0.05731,1.040,-0.001
5.60,19.900,-0.05715,1.042,-0.001
5.59,20.000,-0.05694,1.041,-0.001
5.62,20.100,-0.05673,1.046,-0.001
5.65,20.200,-0.05656,1.052,-0.001
5.67,20.300,-0.05636,1.055,-0.001
5.69,20.400,-0.05615,1.060,-0.001
5.73,20.500,-0.05594,1.066,-0.001
5.73,20.600,-0.05569,1.067,-0.001
5.75,20.700,-0.05548,1.070,-0.001
5.79,20.800,-0.05528,1.078,-0.001
5.79,20.900,-0.05507,1.078,-0.001
5.81,21.000,-0.05486,1.082,-0.001
5.82,21.100,-0.05465,1.084,-0.001
5.85,21.200,-0.05445,1.088,-0.001
5.86,21.300,-0.05428,1.090,-0.001
5.89,21.400,-0.05407,1.097,-0.001
5.91,21.500,-0.05386,1.099,-0.001
5.91,21.600,-0.05370,1.101,-0.001
5.93,21.700,-0.05353,1.105,-0.001
5.97,21.800,-0.05336,1.110,-0.001
5.97,21.900,-0.05320,1.111,-0.001
5.99,22.000,-0.05303,1.116,-0.001
6.02,22.100,-0.05287,1.120,-0.001
6.04,22.200,-0.05274,1.123,-0.001
6.06,22.300,-0.05258,1.129,-0.001
6.08,22.400,-0.05245,1.132,-0.001
6.11,22.500,-0.05228,1.138,-0.001
6.14,22.600,-0.05216,1.143,-0.001
6.16,22.700,-0.05203,1.147,-0.001
6.19,22.800,-0.05191,1.152,-0.001
6.21,22.900,-0.05174,1.155,-0.001
6.24,23.000,-0.05162,1.162,-0.001
6.27,23.100,-0.05149,1.167,-0.001
6.31,23.200,-0.05137,1.174,-0.001
6.32,23.300,-0.05120,1.177,-0.001
6.37,23.400,-0.05108,1.185,-0.001
6.39,23.500,-0.05095,1.190,-0.001
6.43,23.600,-0.05079,1.196,-0.001
6.46,23.700,-0.05066,1.202,-0.001
6.49,23.800,-0.05050,1.208,-0.001
6.52,23.900,-0.05037,1.214,-0.001
6.57,24.000,-0.05021,1.223,-0.001
6.58,24.100,-0.05004,1.226,-0.001
6.62,24.200,-0.04992,1.232,-0.001
6.66,24.300,-0.04975,1.239,-0.001
6.68,24.400,-0.04958,1.244,-0.001
6.72,24.500,-0.04942,1.251,-0.001
6.76,24.600,-0.04929,1.259,-0.001
6.79,24.700,-0.04913,1.264,-0.001
6.83,24.800,-0.04896,1.271,-0.001
6.87,24.900,-0.04879,1.279,-0.001
6.89,25.000,-0.04867,1.283,-0.001
6.92,25.100,-0.04850,1.289,-0.001
6.97,25.200,-0.04834,1.298,-0.001
7.00,25.300,-0.04817,1.304,-0.001
7.04,25.400,-0.04800,1.311,-0.001
7.08,25.500,-0.04780,1.317,-0.001
7.12,25.600,-0.04763,1.326,-0.001
7.17,25.700,-0.04746,1.334,-0.001
7.21,25.800,-0.04726,1.342,-0.001
7.25,25.900,-0.04709,1.350,-0.001
7.30,26.000,-0.04688,1.358,-0.001
7.34,26.100,-0.04667,1.366,-0.001
7.37,26.200,-0.04647,1.372,-0.001
7.45,26.300,-0.04626,1.386,-0.001
7.49,26.400,-0.04605,1.395,-0.001
7.54,26.500,-0.04584,1.403,-0.001
7.58,26.600,-0.04564,1.411,-0.001
7.62,26.700,-0.04539,1.418,-0.001
7.67,26.800,-0.04518,1.428,-0.001
7.69,26.900,-0.04497,1.432,-0.001
7.75,27.000,-0.04476,1.442,-0.001
7.79,27.100,-0.04460,1.450,-0.001
7.84,27.200,-0.04439,1.459,-0.001
7.85,27.300,-0.04418,1.462,-0.001
7.89,27.400,-0.04401,1.470,-0.001
7.93,27.500,-0.04385,1.476,-0.001
7.95,27.600,-0.04368,1.480,-0.001
8.00,27.700,-0.04352,1.490,-0.001
8.03,27.800,-0.04339,1.495,-0.001
8.06,27.900,-0.04323,1.500,-0.001
8.09,28.000,-0.04310,1.506,-0.001
8.11,28.100,-0.04293,1.510,-0.001
8.14,28.200,-0.04281,1.516,-0.001
8.19,28.300,-0.04264,1.524,-0.001
8.20,28.400,-0.04252,1.527,-0.001
8.24,28.500,-0.04239,1.533,-0.001
8.26,28.600,-0.04227,1.538,-0.001
8.29,28.700,-0.04210,1.544,-0.001
8.31,28.800,-0.04198,1.547,-0.001
8.35,28.900,-0.04185,1.554,-0.001
8.38,29.000,-0.04169,1.560,-0.001
8.41,29.100,-0.04156,1.566,-0.001
8.45,29.200,-0.04144,1.573,-0.001
8.49,29.300,-0.04127,1.581,-0.001
8.53,29.400,-0.04115,1.587,-0.001
8.55,29.500,-0.04098,1.592,-0.001
8.60,29.600,-0.04081,1.600,-0.001
8.65,29.700,-0.04069,1.609,-0.001
8.66,29.800,-0.04052,1.612,-0.001
8.71,29.900,-0.04040,1.622,-0.001
8.74,30.000,-0.04023,1.626,-0.001
8.77,30.100,-0.04007,1.632,-0.001
8.80,30.200,-0.03994,1.639,-0.001
8.84,30.300,-0.03978,1.645,-0.001
8.88,30.400,-0.03961,1.653,-0.001
8.91,30.500,-0.03944,1.659,-0.001
8.94,30.600,-0.03932,1.665,-0.001
8.97,30.700,-0.03915,1.670,-0.001
9.02,30.800,-0.03899,1.680,-0.001
9.06,30.900,-0.03882,1.686,-0.001
9.09,31.000,-0.03865,1.693,-0.001
9.14,31.100,-0.03849,1.701,-0.001
9.17,31.200,-0.03832,1.707,-0.001
9.22,31.300,-0.03816,1.717,-0.001
9.26,31.400,-0.03795,1.723,-0.001
9.31,31.500,-0.03778,1.734,-0.001
9.36,31.600,-0.03757,1.743,-0.001
9.41,31.700,-0.03737,1.751,-0.001
9.48,31.800,-0.03716,1.764,-0.001
9.52,31.900,-0.03695,1.773,-0.001
9.59,32.000,-0.03674,1.785,-0.001
9.64,32.100,-0.03653,1.794,-0.001
9.68,32.200,-0.03633,1.801,-0.001
9.74,32.300,-0.03612,1.812,-0.001
9.78,32.400,-0.03591,1.821,-0.001
9.83,32.500,-0.03570,1.830,-0.001
9.89,32.600,-0.03550,1.840,-0.001
9.93,32.700,-0.03533,1.848,-0.001
9.99,32.800,-0.03512,1.859,-0.001
10.01,32.900,-0.03496,1.864,-0.001
10.06,33.000,-0.03475,1.873,-0.001
10.11,33.100,-0.03458,1.883,-0.001
10.16,33.200,-0.03442,1.890,-0.001
10.20,33.300,-0.03425,1.898,-0.001
10.23,33.400,-0.03408,1.903,-0.001
10.27,33.500,-0.03396,1.911,-0.001
10.30,33.600,-0.03379,1.917,-0.001
10.32,33.700,-0.03363,1.920,-0.001
10.37,33.800,-0.03350,1.931,-0.001
10.41,33.900,-0.03333,1.938,-0.001
10.45,34.000,-0.03321,1.945,-0.001
10.46,34.100,-0.03309,1.948,-0.001
10.51,34.200,-0.03292,1.956,-0.001
10.53,34.300,-0.03279,1.960,-0.001
10.56,34.400,-0.03267,1.966,-0.001
10.61,34.500,-0.03255,1.975,-0.001
10.63,34.600,-0.03238,1.979,-0.001
10.68,34.700,-0.03225,1.987,-0.001
10.71,34.800,-0.03213,1.993,-0.001
10.75,34.900,-0.03196,2.001,-0.001
10.79,35.000,-0.03184,2.009,-0.001
10.82,35.100,-0.03171,2.014,-0.001
10.87,35.200,-0.03155,2.023,-0.001
10.90,35.300,-0.03142,2.030,-0.001
10.94,35.400,-0.03126,2.036,-0.001
10.98,35.500,-0.03109,2.044,-0.001
11.02,35.600,-0.03097,2.051,-0.001
11.06,35.700,-0.03080,2.059,-0.001
11.10,35.800,-0.03068,2.067,-0.001
11.13,35.900,-0.03051,2.073,-0.001
11.20,36.000,-0.03034,2.084,-0.001
11.23,36.100,-0.03018,2.090,-0.001
11.28,36.200,-0.03005,2.100,-0.001
11.31,36.300,-0.02989,2.106,-0.001
11.37,36.400,-0.02972,2.116,-0.001
11.39,36.500,-0.02959,2.120,-0.001
11.43,36.600,-0.02943,2.128,-0.001
11.48,36.700,-0.02926,2.136,-0.001
11.53,36.800,-0.02910,2.146,-0.001
11.59,36.900,-0.02893,2.157,-0.001
11.64,37.000,-0.02872,2.166,-0.001
11.70,37.100,-0.02856,2.178,-0.001
11.76,37.200,-0.02835,2.190,-0.001
11.80,37.300,-0.02814,2.196,-0.001
11.87,37.400,-0.02793,2.209,-0.001
11.93,37.500,-0.02772,2.221,-0.001
12.00,37.600,-0.02752,2.233,-0.001
12.06,37.700,-0.02731,2.245,-0.001
12.14,37.800,-0.02710,2.260,-0.001
12.20,37.900,-0.02689,2.271,-0.001
12.25,38.000,-0.02664,2.280,-0.001
12.31,38.100,-0.02644,2.291,-0.001
12.37,38.200,-0.02623,2.303,-0.001
12.43,38.300,-0.02602,2.314,-0.001
12.49,38.400,-0.02581,2.324,-0.001
12.54,38.500,-0.02565,2.334,-0.001
12.60,38.600,-0.02544,2.345,-0.001
12.64,38.700,-0.02527,2.352,0.000
12.66,38.800,-0.02511,2.356,0.000
