""
"Test Method","Will_Huddleston_Disks.msm"
"Sample I. D.","900-10-10B.mss"
"Specimen Number","1"

"Load (N)","Time (s)","Extension (mm)","Stress (MPa)","Strain (mm/mm)"

5.18,0.200,-0.02407,0.746,0.000
5.18,0.300,-0.02407,0.746,0.000
5.17,0.400,-0.02407,0.744,0.000
5.17,0.500,-0.02403,0.744,0.000
5.17,0.600,-0.02403,0.745,0.000
5.16,0.700,-0.02403,0.743,0.000
5.18,0.800,-0.02399,0.746,0.000
5.17,0.900,-0.02399,0.745,0.000
5.19,1.000,-0.02399,0.747,0.000
5.17,1.100,-0.02394,0.745,0.000
5.16,1.200,-0.02394,0.743,0.000
5.18,1.300,-0.02390,0.746,0.000
5.17,1.400,-0.02390,0.745,0.000
5.16,1.500,-0.02390,0.743,0.000
5.18,1.600,-0.02386,0.746,0.000
5.19,1.700,-0.02386,0.747,0.000
5.19,1.800,-0.02382,0.748,0.000
5.20,1.900,-0.02382,0.749,0.000
5.20,2.000,-0.02378,0.749,0.000
5.22,2.100,-0.02374,0.752,0.000
5.25,2.200,-0.02370,0.757,0.000
5.28,2.300,-0.02365,0.761,0.000
5.36,2.400,-0.02357,0.772,0.000
5.43,2.500,-0.02345,0.782,0.000
5.59,2.600,-0.02328,0.805,0.000
5.73,2.700,-0.02307,0.826,0.000
5.85,2.800,-0.02286,0.843,0.000
5.93,2.900,-0.02270,0.855,0.000
6.01,3.000,-0.02249,0.866,0.000
6.07,3.100,-0.02228,0.875,0.000
6.13,3.200,-0.02207,0.884,0.000
6.20,3.300,-0.02191,0.893,0.000
6.25,3.400,-0.02170,0.900,0.000
6.31,3.500,-0.02149,0.909,0.000
6.37,3.600,-0.02133,0.918,0.000
6.44,3.700,-0.02112,0.928,0.000
6.51,3.800,-0.02095,0.937,0.000
6.57,3.900,-0.02079,0.947,0.000
6.62,4.000,-0.02058,0.954,0.000
6.68,4.100,-0.02041,0.962,0.000
6.73,4.200,-0.02025,0.970,0.000
6.78,4.300,-0.02008,0.977,0.000
6.83,4.400,-0.01991,0.983,0.000
6.88,4.500,-0.01975,0.991,0.000
6.93,4.600,-0.01962,0.998,0.000
6.97,4.700,-0.01946,1.004,0.000
7.01,4.800,-0.01929,1.010,0.000
7.06,4.900,-0.01917,1.016,0.000
7.10,5.000,-0.01900,1.022,0.000
7.14,5.100,-0.01888,1.029,0.000
7.19,5.200,-0.01875,1.036,0.000
7.23,5.300,-0.01863,1.042,0.000
7.28,5.400,-0.01846,1.049,0.000
7.30,5.500,-0.01833,1.051,0.000
7.36,5.600,-0.01821,1.060,0.000
7.40,5.700,-0.01809,1.066,0.000
7.44,5.800,-0.01796,1.072,0.000
7.48,5.900,-0.01779,1.077,0.000
7.53,6.000,-0.01767,1.084,0.000
7.57,6.100,-0.01755,1.091,0.000
7.61,6.200,-0.01742,1.096,0.000
7.67,6.300,-0.01725,1.105,0.000
