""
"Test Method","Will_Huddleston_Disks.msm"
"Sample I. D.","800-5-28C.mss"
"Specimen Number","2"

"Load (N)","Time (s)","Extension (mm)","Stress (MPa)","Strain (mm/mm)"

4.22,0.200,-0.01243,0.733,0.000
4.22,0.300,-0.01239,0.733,0.000
4.22,0.400,-0.01239,0.733,0.000
4.21,0.500,-0.01239,0.732,0.000
4.22,0.600,-0.01235,0.732,0.000
4.22,0.700,-0.01235,0.732,0.000
4.21,0.800,-0.01235,0.731,0.000
4.21,0.900,-0.01231,0.731,0.000
4.22,1.000,-0.01231,0.733,0.000
4.22,1.100,-0.01231,0.733,0.000
4.24,1.200,-0.01227,0.736,0.000
4.23,1.300,-0.01227,0.735,0.000
4.23,1.400,-0.01223,0.734,0.000
4.24,1.500,-0.01223,0.735,0.000
4.23,1.600,-0.01223,0.735,0.000
4.25,1.700,-0.01218,0.738,0.000
4.25,1.800,-0.01218,0.738,0.000
4.25,1.900,-0.01214,0.738,0.000
4.28,2.000,-0.01210,0.742,0.000
4.32,2.100,-0.01206,0.750,0.000
4.39,2.200,-0.01198,0.762,0.000
4.44,2.300,-0.01189,0.770,0.000
4.52,2.400,-0.01181,0.784,0.000
4.59,2.500,-0.01168,0.798,0.000
4.65,2.600,-0.01156,0.807,0.000
4.74,2.700,-0.01139,0.823,0.000
4.84,2.800,-0.01127,0.840,0.000
4.89,2.900,-0.01110,0.850,0.000
4.95,3.000,-0.01098,0.859,0.000
4.99,3.100,-0.01081,0.867,0.000
5.03,3.200,-0.01069,0.873,0.000
5.06,3.300,-0.01052,0.878,0.000
5.09,3.400,-0.01040,0.884,0.000
5.11,3.500,-0.01023,0.887,0.000
5.14,3.600,-0.01006,0.892,0.000
5.16,3.700,-0.00990,0.897,0.000
5.18,3.800,-0.00973,0.900,0.000
5.20,3.900,-0.00957,0.904,0.000
5.23,4.000,-0.00940,0.909,0.000
5.25,4.100,-0.00923,0.912,0.000
5.28,4.200,-0.00903,0.916,0.000
5.32,4.300,-0.00882,0.923,0.000
5.33,4.400,-0.00865,0.926,0.000
5.37,4.500,-0.00844,0.931,0.000
5.41,4.600,-0.00824,0.939,0.000
5.42,4.700,-0.00803,0.940,0.000
5.44,4.800,-0.00782,0.944,0.000
5.46,4.900,-0.00761,0.947,0.000
5.49,5.000,-0.00745,0.952,0.000
5.50,5.100,-0.00724,0.955,0.000
5.52,5.200,-0.00707,0.959,0.000
5.55,5.300,-0.00686,0.963,0.000
5.58,5.400,-0.00670,0.968,0.000
5.61,5.500,-0.00649,0.973,0.000
5.60,5.600,-0.00632,0.972,0.000
5.63,5.700,-0.00616,0.978,0.000
5.68,5.800,-0.00599,0.987,0.000
5.67,5.900,-0.00583,0.984,0.000
5.69,6.000,-0.00570,0.988,0.000
5.71,6.100,-0.00553,0.990,0.000
5.72,6.200,-0.00537,0.993,0.000
5.74,6.300,-0.00524,0.996,0.000
5.75,6.400,-0.00508,0.998,0.000
5.76,6.500,-0.00495,1.000,0.000
5.77,6.600,-0.00479,1.001,0.000
5.78,6.700,-0.00466,1.003,0.000
5.80,6.800,-0.00454,1.007,0.000
5.83,6.900,-0.00437,1.011,0.000
5.83,7.000,-0.00425,1.013,0.000
5.84,7.100,-0.00412,1.013,0.000
5.85,7.200,-0.00400,1.016,0.000
5.87,7.300,-0.00387,1.019,0.000
5.88,7.400,-0.00371,1.021,0.000
5.90,7.500,-0.00358,1.025,0.000
5.90,7.600,-0.00342,1.025,0.000
5.93,7.700,-0.00329,1.029,0.000
5.94,7.800,-0.00312,1.032,0.000
5.97,7.900,-0.00300,1.036,0.000
5.98,8.000,-0.00283,1.039,0.000
6.01,8.100,-0.00271,1.044,0.000
6.01,8.200,-0.00254,1.043,0.000
6.04,8.300,-0.00238,1.049,0.000
6.08,8.400,-0.00221,1.055,0.000
6.10,8.500,-0.00209,1.059,0.000
6.13,8.600,-0.00192,1.064,0.000
6.15,8.700,-0.00175,1.068,0.000
6.18,8.800,-0.00163,1.073,0.000
6.22,8.900,-0.00146,1.080,0.000
6.23,9.000,-0.00130,1.081,0.000
6.27,9.100,-0.00113,1.088,0.000
6.30,9.200,-0.00101,1.093,0.000
6.32,9.300,-0.00084,1.097,0.000
6.36,9.400,-0.00067,1.104,0.000
6.39,9.500,-0.00051,1.109,0.000
6.42,9.600,-0.00030,1.115,0.000
6.45,9.700,-0.00013,1.120,0.000
6.51,9.800,0.00008,1.130,0.000
6.55,9.900,0.00028,1.137,0.000
6.59,10.000,0.00049,1.144,0.000
6.64,10.100,0.00070,1.152,0.000
6.68,10.200,0.00091,1.160,0.000
6.73,10.300,0.00116,1.169,0.000
6.78,10.400,0.00136,1.177,0.000
6.83,10.500,0.00157,1.186,0.000
6.88,10.600,0.00178,1.195,0.000
6.91,10.700,0.00199,1.200,0.000
6.97,10.800,0.00219,1.209,0.000
7.01,10.900,0.00240,1.217,0.000
7.04,11.000,0.00261,1.223,0.000
7.09,11.100,0.00278,1.230,0.000
7.12,11.200,0.00298,1.236,0.000
7.17,11.300,0.00315,1.244,0.000
7.19,11.400,0.00332,1.248,0.000
7.22,11.500,0.00348,1.253,0.000
7.25,11.600,0.00365,1.259,0.000
7.28,11.700,0.00377,1.264,0.000
7.30,11.800,0.00394,1.267,0.000
7.32,11.900,0.00406,1.271,0.000
7.34,12.000,0.00423,1.275,0.000
7.38,12.100,0.00436,1.281,0.000
7.39,12.200,0.00448,1.282,0.000
7.42,12.300,0.00465,1.288,0.000
7.46,12.400,0.00477,1.295,0.000
7.47,12.500,0.00490,1.297,0.000
7.49,12.600,0.00506,1.301,0.000
7.51,12.700,0.00519,1.304,0.000
7.55,12.800,0.00531,1.310,0.000
7.56,12.900,0.00544,1.313,0.000
7.59,13.000,0.00560,1.317,0.000
7.63,13.100,0.00573,1.324,0.000
7.64,13.200,0.00589,1.326,0.000
7.67,13.300,0.00602,1.332,0.000
7.70,13.400,0.00618,1.338,0.000
7.72,13.500,0.00631,1.340,0.000
7.74,13.600,0.00647,1.344,0.000
7.78,13.700,0.00664,1.350,0.000
7.80,13.800,0.00677,1.354,0.000
7.80,13.900,0.00693,1.355,0.000
7.84,14.000,0.00710,1.362,0.000
7.87,14.100,0.00726,1.366,0.000
7.91,14.200,0.00739,1.373,0.000
7.94,14.300,0.00756,1.378,0.000
7.97,14.400,0.00772,1.384,0.000
7.99,14.500,0.00789,1.388,0.000
8.04,14.600,0.00805,1.395,0.000
8.05,14.700,0.00822,1.398,0.000
8.09,14.800,0.00839,1.405,0.000
8.13,14.900,0.00855,1.411,0.000
8.17,15.000,0.00872,1.418,0.000
8.20,15.100,0.00889,1.423,0.000
8.22,15.200,0.00905,1.428,0.000
8.27,15.300,0.00926,1.436,0.000
8.31,15.400,0.00947,1.442,0.000
8.36,15.500,0.00963,1.451,0.000
8.41,15.600,0.00984,1.459,0.000
8.47,15.700,0.01005,1.470,0.000
8.51,15.800,0.01030,1.478,0.000
8.57,15.900,0.01051,1.487,0.000
8.63,16.000,0.01071,1.498,0.000
8.68,16.100,0.01096,1.506,0.000
8.72,16.200,0.01117,1.513,0.000
8.76,16.300,0.01138,1.520,0.000
8.82,16.400,0.01159,1.531,0.000
8.88,16.500,0.01179,1.541,0.000
8.90,16.600,0.01200,1.545,0.000
8.96,16.700,0.01217,1.555,0.000
8.97,16.800,0.01238,1.558,0.000
9.02,16.900,0.01254,1.566,0.000
9.06,17.000,0.01275,1.572,0.000
9.10,17.100,0.01287,1.579,0.000
9.14,17.200,0.01304,1.587,0.000
9.18,17.300,0.01321,1.593,0.000
9.21,17.400,0.01337,1.598,0.000
9.25,17.500,0.01354,1.605,0.000
9.28,17.600,0.01371,1.611,0.000
9.31,17.700,0.01383,1.616,0.000
9.35,17.800,0.01400,1.622,0.000
9.38,17.900,0.01412,1.629,0.000
9.42,18.000,0.01425,1.636,0.000
9.45,18.100,0.01441,1.640,0.000
9.48,18.200,0.01454,1.645,0.000
9.52,18.300,0.01466,1.652,0.000
9.55,18.400,0.01483,1.659,0.000
9.59,18.500,0.01495,1.665,0.000
9.64,18.600,0.01512,1.673,0.000
9.67,18.700,0.01524,1.678,0.000
9.71,18.800,0.01541,1.685,0.000
9.75,18.900,0.01553,1.692,0.000
