""
"Test Method","Will_Huddleston_Disks.msm"
"Sample I. D.","900-10-28A.mss"
"Specimen Number","1"

"Load (N)","Time (s)","Extension (mm)","Stress (MPa)","Strain (mm/mm)"

2.18,0.200,-0.03230,0.401,-0.001
2.17,0.300,-0.03230,0.398,-0.001
2.19,0.400,-0.03226,0.401,-0.001
2.16,0.500,-0.03226,0.397,-0.001
2.18,0.600,-0.03226,0.399,-0.001
2.17,0.700,-0.03222,0.398,-0.001
2.18,0.800,-0.03222,0.399,-0.001
2.19,0.900,-0.03222,0.401,-0.001
2.17,1.000,-0.03218,0.399,-0.001
2.16,1.100,-0.03218,0.396,-0.001
2.19,1.200,-0.03214,0.401,-0.001
2.18,1.300,-0.03214,0.400,-0.001
2.18,1.400,-0.03209,0.400,-0.001
2.17,1.500,-0.03209,0.399,-0.001
2.20,1.600,-0.03205,0.403,-0.001
2.20,1.700,-0.03205,0.403,-0.001
2.21,1.800,-0.03201,0.406,-0.001
2.22,1.900,-0.03197,0.408,-0.001
2.24,2.000,-0.03193,0.411,-0.001
2.25,2.100,-0.03185,0.413,-0.001
2.34,2.200,-0.03172,0.428,-0.001
2.41,2.300,-0.03160,0.442,-0.001
2.53,2.400,-0.03135,0.464,-0.001
2.62,2.500,-0.03114,0.480,-0.001
2.69,2.600,-0.03093,0.494,-0.001
2.78,2.700,-0.03072,0.509,-0.001
2.83,2.800,-0.03056,0.519,-0.001
2.86,2.900,-0.03035,0.525,-0.001
2.90,3.000,-0.03018,0.533,-0.001
2.94,3.100,-0.03002,0.539,-0.001
3.00,3.200,-0.02985,0.549,-0.001
3.03,3.300,-0.02968,0.555,-0.001
3.06,3.400,-0.02952,0.561,-0.001
3.08,3.500,-0.02939,0.565,-0.001
3.10,3.600,-0.02923,0.568,-0.001
3.12,3.700,-0.02910,0.572,-0.001
3.16,3.800,-0.02894,0.578,-0.001
3.21,3.900,-0.02881,0.588,-0.001
3.22,4.000,-0.02869,0.591,-0.001
3.24,4.100,-0.02852,0.594,-0.001
3.26,4.200,-0.02840,0.599,-0.001
3.29,4.300,-0.02827,0.603,-0.001
3.31,4.400,-0.02811,0.606,-0.001
3.34,4.500,-0.02798,0.613,-0.001
3.37,4.600,-0.02786,0.617,-0.001
3.39,4.700,-0.02773,0.621,-0.001
3.43,4.800,-0.02757,0.628,-0.001
3.43,4.900,-0.02744,0.630,-0.001
3.45,5.000,-0.02732,0.633,-0.001
3.48,5.100,-0.02719,0.639,-0.001
3.52,5.200,-0.02702,0.645,-0.001
3.56,5.300,-0.02690,0.652,-0.001
